season,week,franchise_id,player_id,contractYear,status,contractInfo,salary,as_of
2025,12,0002,14832,3,ROSTER,2024 NEFToff,37.73,2025-11-21
2025,12,0002,12225,1,ROSTER,2024 B/R,11.5,2025-11-21
2025,12,0002,16655,3,ROSTER,2024 2.16,1.42,2025-11-21
2025,12,0002,13837,2,ROSTER,2024 UFA,10.0,2025-11-21
2025,12,0002,14249,1,ROSTER,2024 UFA,7.5,2025-11-21
2025,12,0002,10783,1,ROSTER,2024 R/F,1.1,2025-11-21
2025,12,0002,14897,3,ROSTER,2024 UFA,21.51,2025-11-21
2025,12,0002,13844,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0002,15428,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0002,16736,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0002,14669,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0002,15290,1,ROSTER,2025 NEFT,42.24,2025-11-21
2025,12,0002,17116,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0002,15979,3,ROSTER,2025 UFA,1.86,2025-11-21
2025,12,0002,15757,1,ROSTER,2022 3.19,1.3,2025-11-21
2025,12,0002,17161,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0002,17033,4,ROSTER,2025 3.17,1.12,2025-11-21
2025,12,0002,17056,4,ROSTER,2025 5.07,0.95,2025-11-21
2025,12,0002,17138,4,ROSTER,2025 3.14,1.15,2025-11-21
2025,12,0002,16670,3,ROSTER,2024 5.13,0.98,2025-11-21
2025,12,0002,16300,1,ROSTER,2025 UFA,3.0,2025-11-21
2025,12,0002,14283,1,ROSTER,2024 R/F,1.1,2025-11-21
2025,12,0002,14997,1,ROSTER,2025 UFA,2.6,2025-11-21
2025,12,0002,16145,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0002,15378,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0002,15240,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0002,12677,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0002,14154,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0002,15813,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0002,16181,2,ROSTER,2023 3.17,1.21,2025-11-21
2025,12,0002,16450,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0002,16680,1,ROSTER,2025 UFA,1.1,2025-11-21
2025,12,0002,13595,1,ROSTER,2025 UFA,2.0,2025-11-21
2025,12,0002,14256,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0002,17261,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0002,15923,1,INJURED_RESERVE,2025 UFA,3.5,2025-11-21
2025,12,0002,17239,1,TAXI_SQUAD,2025 UFA,1.8,2025-11-21
2025,12,0002,16717,1,TAXI_SQUAD,2025 UFA,1.8,2025-11-21
2025,12,0002,15875,1,TAXI_SQUAD,2025 UFA,1.8,2025-11-21
2025,12,0003,15819,1,ROSTER,2022 2.13,1.78,2025-11-21
2025,12,0003,14127,1,ROSTER,2024 iEXT,9.12,2025-11-21
2025,12,0003,15832,1,ROSTER,2022 4.11^,5.35,2025-11-21
2025,12,0003,14171,2,ROSTER,2024 B/R,10.89,2025-11-21
2025,12,0003,15708,1,ROSTER,2022 1.01,11.66,2025-11-21
2025,12,0003,12611,3,ROSTER,2024 UFA,18.7,2025-11-21
2025,12,0003,14071,1,ROSTER,2024 UFA,11.5,2025-11-21
2025,12,0003,16579,3,ROSTER,2024 1.02,7.41,2025-11-21
2025,12,0003,16641,3,ROSTER,2024 1.07,4.02,2025-11-21
2025,12,0003,16650,3,ROSTER,2024 2.05,1.86,2025-11-21
2025,12,0003,13223,1,ROSTER,2024 iEXT,2.32,2025-11-21
2025,12,0003,13630,1,ROSTER,2024 iEXT,20.33,2025-11-21
2025,12,0003,15809,1,ROSTER,2022 2.05,2.24,2025-11-21
2025,12,0003,15836,1,ROSTER,2022 4.01,1.25,2025-11-21
2025,12,0003,13737,1,ROSTER,2025 NEFT,8.87,2025-11-21
2025,12,0003,14860,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0003,13869,1,ROSTER,2025 ERFA,1.09,2025-11-21
2025,12,0003,14833,4,ROSTER,2025 ORFA1,8.8,2025-11-21
2025,12,0003,17081,4,ROSTER,2025 1.14,2.58,2025-11-21
2025,12,0003,17052,4,ROSTER,2025 2.10,1.64,2025-11-21
2025,12,0003,17144,4,ROSTER,2025 2.15,1.46,2025-11-21
2025,12,0003,14218,2,ROSTER,2025 UFA,5.89,2025-11-21
2025,12,0003,15003,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0003,16593,3,ROSTER,2024 3.03,1.35,2025-11-21
2025,12,0003,16660,3,ROSTER,2024 3.11,1.21,2025-11-21
2025,12,0003,16252,2,ROSTER,2023 3.18,1.2,2025-11-21
2025,12,0003,17125,4,ROSTER,2025 3.12,1.18,2025-11-21
2025,12,0003,16603,3,ROSTER,2024 4.05,1.07,2025-11-21
2025,12,0003,15799,1,ROSTER,2025 ERFA,1.09,2025-11-21
2025,12,0003,17128,4,ROSTER,2025 4.01,1.07,2025-11-21
2025,12,0003,13744,1,ROSTER,2025 UFA,1.1,2025-11-21
2025,12,0003,14717,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0003,16077,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0003,15446,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0003,15401,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0003,15742,1,ROSTER,2023 iEXT,5.71,2025-11-21
2025,12,0003,16212,2,ROSTER,2023 1.15,2.53,2025-11-21
2025,12,0003,16705,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0003,13952,2,ROSTER,2025 UFA,5.13,2025-11-21
2025,12,0003,13448,1,ROSTER,2025 UFA,3.6,2025-11-21
2025,12,0003,14159,2,ROSTER,2023 UFA,14.4,2025-11-21
2025,12,0003,13920,1,ROSTER,2025 UFA,2.6,2025-11-21
2025,12,0003,16184,2,INJURED_RESERVE,2023 2.13,1.59,2025-11-21
2025,12,0003,14147,3,INJURED_RESERVE,2023 UFA,19.36,2025-11-21
2025,12,0003,14900,2,INJURED_RESERVE,2025 B/R,9.5,2025-11-21
2025,12,0003,14179,2,INJURED_RESERVE,2024 iEXT,7.22,2025-11-21
2025,12,0004,14782,2,ROSTER,2023 iEXT,10.48,2025-11-21
2025,12,0004,15753,5,ROSTER,2025 iEXT,10.5,2025-11-21
2025,12,0004,14149,2,ROSTER,2024 iEXT,3.0,2025-11-21
2025,12,0004,16190,2,ROSTER,2023 1.10,3.45,2025-11-21
2025,12,0004,16223,2,ROSTER,2023 1.11,3.21,2025-11-21
2025,12,0004,14518,1,ROSTER,2023 UFA,2.73,2025-11-21
2025,12,0004,14836,3,ROSTER,2024 NEFToff,41.25,2025-11-21
2025,12,0004,9431,2,ROSTER,2024 SRFA,12.89,2025-11-21
2025,12,0004,16651,3,ROSTER,2024 2.01,2.15,2025-11-21
2025,12,0004,16677,3,ROSTER,2024 3.13,1.18,2025-11-21
2025,12,0004,13692,2,ROSTER,2024 UFA,2.97,2025-11-21
2025,12,0004,14910,1,ROSTER,2024 UFA,3.25,2025-11-21
2025,12,0004,16747,3,ROSTER,2024 4.16,1.01,2025-11-21
2025,12,0004,15281,1,ROSTER,2025 NEFT,42.24,2025-11-21
2025,12,0004,15710,4,ROSTER,2025 FRFA,7.46,2025-11-21
2025,12,0004,14590,1,ROSTER,2025 ERFA,1.09,2025-11-21
2025,12,0004,14943,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0004,16346,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0004,11150,2,ROSTER,2025 B/R,7.6,2025-11-21
2025,12,0004,14899,1,ROSTER,2024 R/F,1.1,2025-11-21
2025,12,0004,17121,4,ROSTER,2025 1.16,2.33,2025-11-21
2025,12,0004,17078,4,ROSTER,2025 2.04,1.98,2025-11-21
2025,12,0004,16213,2,ROSTER,2023 1.07,4.47,2025-11-21
2025,12,0004,12711,1,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0004,17047,4,ROSTER,2025 3.18,1.11,2025-11-21
2025,12,0004,17037,4,ROSTER,2025 4.19,0.97,2025-11-21
2025,12,0004,17241,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0004,17167,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0004,11936,2,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0004,15387,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0004,15362,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0004,15868,1,ROSTER,2025 UFA,2.1,2025-11-21
2025,12,0004,17256,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0004,17186,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0004,16227,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0004,16767,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0004,12754,1,ROSTER,2025 UFA,3.1,2025-11-21
2025,12,0004,15857,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0004,13299,2,ROSTER,2024 UFA,24.75,2025-11-21
2025,12,0004,16731,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0004,16734,3,ROSTER,2024 4.19,1.0,2025-11-21
2025,12,0004,16572,1,ROSTER,2025 UFA,2.1,2025-11-21
2025,12,0004,16663,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0004,16201,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0004,16597,3,INJURED_RESERVE,2024 1.14,2.46,2025-11-21
2025,12,0004,17113,4,INJURED_RESERVE,2025 2.14,1.49,2025-11-21
2025,12,0005,15808,5,ROSTER,2025 iEXT,3.55,2025-11-21
2025,12,0005,13742,1,ROSTER,2023 SRFA,5.2,2025-11-21
2025,12,0005,16189,2,ROSTER,2023 2.12,1.64,2025-11-21
2025,12,0005,13697,2,ROSTER,2023 UFA,3.09,2025-11-21
2025,12,0005,14322,1,ROSTER,2024 SRFA,5.38,2025-11-21
2025,12,0005,16610,3,ROSTER,2024 2.11,1.57,2025-11-21
2025,12,0005,14163,3,ROSTER,2025 iEXT,18.57,2025-11-21
2025,12,0005,16716,3,ROSTER,2024 3.18,1.13,2025-11-21
2025,12,0005,16206,1,ROSTER,2023 4.14,1.1,2025-11-21
2025,12,0005,15754,6,ROSTER,2025 iEXT,6.66,2025-11-21
2025,12,0005,12626,1,ROSTER,2025 NEFT,26.48,2025-11-21
2025,12,0005,14109,3,ROSTER,2025 B/R,34.11,2025-11-21
2025,12,0005,17104,4,ROSTER,2025 1.08,3.93,2025-11-21
2025,12,0005,13116,4,ROSTER,2023 oEXT,37.71,2025-11-21
2025,12,0005,17039,4,ROSTER,2025 3.09,1.23,2025-11-21
2025,12,0005,14630,2,ROSTER,2025 UFA,1.86,2025-11-21
2025,12,0005,12752,2,ROSTER,2025 UFA,3.8,2025-11-21
2025,12,0005,15418,2,ROSTER,2025 UFA,5.7,2025-11-21
2025,12,0005,13671,1,ROSTER,2025 UFA,12.5,2025-11-21
2025,12,0005,14940,3,ROSTER,2022 oEXT,6.37,2025-11-21
2025,12,0005,15292,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0005,16282,1,ROSTER,2023 UDFA,0.98,2025-11-21
2025,12,0005,16276,2,ROSTER,2023 3.19,1.2,2025-11-21
2025,12,0005,17153,4,ROSTER,2025 4.09,1.01,2025-11-21
2025,12,0005,17184,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0005,17055,4,ROSTER,2025 4.05,1.04,2025-11-21
2025,12,0005,13713,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0005,16662,2,ROSTER,2024 4.15,1.02,2025-11-21
2025,12,0005,17086,4,ROSTER,2025 3.16,1.13,2025-11-21
2025,12,0005,14823,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0005,16194,2,ROSTER,2023 2.04,2.05,2025-11-21
2025,12,0005,16702,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0005,14251,1,ROSTER,2025 RRFA,10.0,2025-11-21
2025,12,0005,8930,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0005,11383,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0005,16342,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0005,15933,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0005,16014,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0005,17178,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0005,13774,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0005,15177,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0005,16695,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0005,11945,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0005,16788,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0005,16604,3,INJURED_RESERVE,2024 3.06,1.29,2025-11-21
2025,12,0005,16171,2,INJURED_RESERVE,2023 2.03,2.13,2025-11-21
2025,12,0005,17045,4,INJURED_RESERVE,2025 2.09,1.69,2025-11-21
2025,12,0005,17074,4,INJURED_RESERVE,2025 1.03,7.03,2025-11-21
2025,12,0005,12772,2,INJURED_RESERVE,2025 R/F,1.0,2025-11-21
2025,12,0005,15089,1,TAXI_SQUAD,2025 UFA,1.0,2025-11-21
2025,12,0006,14783,5,ROSTER,2024 iEXT,23.52,2025-11-21
2025,12,0006,15282,4,ROSTER,2024 iEXT,18.66,2025-11-21
2025,12,0006,15715,2,ROSTER,2025 iEXT,12.48,2025-11-21
2025,12,0006,15846,3,ROSTER,2025 iEXT,5.18,2025-11-21
2025,12,0006,15871,1,ROSTER,2022 5.02^,5.35,2025-11-21
2025,12,0006,14921,2,ROSTER,2023 SRFA,5.2,2025-11-21
2025,12,0006,16330,2,ROSTER,2023 5.18,1.04,2025-11-21
2025,12,0006,15761,4,ROSTER,2025 iEXT,7.25,2025-11-21
2025,12,0006,14225,4,ROSTER,2024 iEXT,24.24,2025-11-21
2025,12,0006,14889,1,ROSTER,2024 UFA,3.14,2025-11-21
2025,12,0006,15452,2,ROSTER,2024 SRFA,5.38,2025-11-21
2025,12,0006,16649,3,ROSTER,2024 3.14,1.17,2025-11-21
2025,12,0006,13268,1,ROSTER,2025 ORFA4,3.41,2025-11-21
2025,12,0006,11247,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0006,17071,4,ROSTER,2025 1.04,6.11,2025-11-21
2025,12,0006,17134,4,ROSTER,2025 2.07,1.79,2025-11-21
2025,12,0006,17107,4,ROSTER,2025 2.11,1.6,2025-11-21
2025,12,0006,17146,4,ROSTER,2025 4.14,0.99,2025-11-21
2025,12,0006,17059,4,ROSTER,2025 5.09,0.95,2025-11-21
2025,12,0006,17064,4,ROSTER,2025 5.02,0.96,2025-11-21
2025,12,0006,16193,1,ROSTER,2025 UFA,3.5,2025-11-21
2025,12,0006,13633,1,ROSTER,2025 UFA,5.0,2025-11-21
2025,12,0006,15777,2,ROSTER,2025 UFA,2.38,2025-11-21
2025,12,0006,13681,1,ROSTER,2025 UFA,9.2,2025-11-21
2025,12,0006,15702,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0006,16654,3,ROSTER,2024 4.23,1.0,2025-11-21
2025,12,0006,15989,1,ROSTER,2025 UFA,1.1,2025-11-21
2025,12,0006,14918,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0006,12218,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0006,13418,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0006,15864,3,ROSTER,2025 iEXT,3.59,2025-11-21
2025,12,0006,17220,1,ROSTER,2025 UFA,1.1,2025-11-21
2025,12,0006,15390,3,ROSTER,2024 iEXT,1.87,2025-11-21
2025,12,0006,12744,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0006,16281,2,ROSTER,2023 5.10,1.06,2025-11-21
2025,12,0006,15388,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0006,7836,1,ROSTER,2025 UFA,10.0,2025-11-21
2025,12,0006,15833,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0006,16197,2,ROSTER,2023 1.16,2.41,2025-11-21
2025,12,0006,14080,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0006,16283,2,ROSTER,2024 iEXT,4.7,2025-11-21
2025,12,0006,17036,4,ROSTER,2025 5.04,0.96,2025-11-21
2025,12,0006,13263,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0006,14840,4,INJURED_RESERVE,2023 iEXT,20.57,2025-11-21
2025,12,0006,16594,3,INJURED_RESERVE,2024 1.16,2.24,2025-11-21
2025,12,0006,17152,3,INJURED_RESERVE,2025 UDFA,0.9,2025-11-21
2025,12,0007,15284,5,ROSTER,2025 oEXT,14.87,2025-11-21
2025,12,0007,15711,1,ROSTER,2022 1.03,8.42,2025-11-21
2025,12,0007,15329,5,ROSTER,2024 iEXT,8.54,2025-11-21
2025,12,0007,16161,2,ROSTER,2023 1.02,8.38,2025-11-21
2025,12,0007,16230,2,ROSTER,2023 3.02,1.45,2025-11-21
2025,12,0007,16244,2,ROSTER,2023 4.02,1.18,2025-11-21
2025,12,0007,14472,1,ROSTER,2024 R/F,1.1,2025-11-21
2025,12,0007,16614,3,ROSTER,2024 1.01,8.79,2025-11-21
2025,12,0007,16692,3,ROSTER,2024 3.01,1.4,2025-11-21
2025,12,0007,16303,1,ROSTER,2025 oEXT,3.2,2025-11-21
2025,12,0007,15391,2,ROSTER,2024 UFA,4.55,2025-11-21
2025,12,0007,16080,3,ROSTER,2025 oEXT,5.42,2025-11-21
2025,12,0007,16432,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0007,12217,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0007,15869,1,ROSTER,2025 ERFA,1.09,2025-11-21
2025,12,0007,17137,4,ROSTER,2025 2.08,1.74,2025-11-21
2025,12,0007,17135,4,ROSTER,2025 3.07,1.26,2025-11-21
2025,12,0007,17159,4,ROSTER,2025 4.03,1.05,2025-11-21
2025,12,0007,17098,4,ROSTER,2025 4.10,1.01,2025-11-21
2025,12,0007,17099,4,ROSTER,2025 5.10,0.95,2025-11-21
2025,12,0007,17185,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0007,17181,3,ROSTER,2025 UDFA,0.9,2025-11-21
2025,12,0007,12860,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0007,13635,2,ROSTER,2025 UFA,20.24,2025-11-21
2025,12,0007,15361,1,ROSTER,2025 UFA,3.0,2025-11-21
2025,12,0007,12741,2,ROSTER,2025 UFA,5.13,2025-11-21
2025,12,0007,15355,2,ROSTER,2025 UFA,6.75,2025-11-21
2025,12,0007,15445,1,ROSTER,2025 UFA,4.0,2025-11-21
2025,12,0007,16729,2,ROSTER,2025 UFA,3.04,2025-11-21
2025,12,0007,10703,1,ROSTER,2025 UFA,10.1,2025-11-21
2025,12,0007,15349,2,ROSTER,2025 UFA,8.55,2025-11-21
2025,12,0007,16719,3,ROSTER,2025 UFA,4.59,2025-11-21
2025,12,0007,15288,1,ROSTER,2025 UFA,2.0,2025-11-21
2025,12,0007,12782,1,ROSTER,2025 UFA,2.1,2025-11-21
2025,12,0007,14168,1,ROSTER,2025 UFA,2.6,2025-11-21
2025,12,0007,14207,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0007,16294,1,ROSTER,2025 UFA,6.6,2025-11-21
2025,12,0007,15884,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0007,15402,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0007,12616,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0007,16010,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0007,10313,1,ROSTER,2025 UFA,2.1,2025-11-21
2025,12,0007,13354,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0007,16682,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0007,14426,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0007,17267,3,INJURED_RESERVE,2025 UDFA,0.9,2025-11-21
2025,12,0007,15385,3,INJURED_RESERVE,2025 oEXT,2.2,2025-11-21
2025,12,0007,15396,1,INJURED_RESERVE,2024 oEXT,2.05,2025-11-21
2025,12,0007,14056,3,INJURED_RESERVE,2025 oEXT,22.18,2025-11-21
2025,12,0008,15346,2,ROSTER,2024 iEXT,11.52,2025-11-21
2025,12,0008,15817,4,ROSTER,2025 iEXT,13.96,2025-11-21
2025,12,0008,16187,2,ROSTER,2023 2.08,1.8,2025-11-21
2025,12,0008,16414,1,ROSTER,2023 iEXT,1.81,2025-11-21
2025,12,0008,15860,1,ROSTER,2022 4.14,1.18,2025-11-21
2025,12,0008,16689,3,ROSTER,2024 2.06,1.8,2025-11-21
2025,12,0008,15350,4,ROSTER,2024 iEXT,9.02,2025-11-21
2025,12,0008,14909,3,ROSTER,2024 UFA,14.03,2025-11-21
2025,12,0008,13592,3,ROSTER,2025 iEXT,22.71,2025-11-21
2025,12,0008,16671,3,ROSTER,2024 4.10,1.03,2025-11-21
2025,12,0008,16675,3,ROSTER,2024 3.17,1.13,2025-11-21
2025,12,0008,15861,3,ROSTER,2024 iEXT,5.39,2025-11-21
2025,12,0008,16383,1,ROSTER,2023 UDFA,0.98,2025-11-21
2025,12,0008,16679,3,ROSTER,2024 3.08,1.25,2025-11-21
2025,12,0008,10292,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0008,15081,1,ROSTER,2025 ERFA,1.1,2025-11-21
2025,12,0008,15256,1,ROSTER,2025 UFA,5.5,2025-11-21
2025,12,0008,13470,1,ROSTER,2025 UFA,4.3,2025-11-21
2025,12,0008,14137,1,ROSTER,2025 UFA,2.0,2025-11-21
2025,12,0008,14858,1,ROSTER,2025 UFA,1.1,2025-11-21
2025,12,0008,16013,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0008,16369,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0008,13810,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0008,15921,2,ROSTER,2025 R/F,1.0,2025-11-21
2025,12,0008,14235,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0008,14086,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0008,15255,1,ROSTER,2025 UFA,2.0,2025-11-21
2025,12,0008,15375,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0008,15786,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0008,14059,1,ROSTER,2025 UFA,6.0,2025-11-21
2025,12,0008,13447,1,ROSTER,2025 UFA,1.8,2025-11-21
2025,12,0008,13813,1,ROSTER,2023 SRFA,14.52,2025-11-21
2025,12,0008,16452,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0008,13289,1,ROSTER,2025 UFA,1.9,2025-11-21
2025,12,0008,16207,1,ROSTER,2025 UFA,1.0,2025-11-21
2025,12,0008,17046,4,ROSTER,2025 4.08,1.02,2025-11-21
2025,12,0008,16204,2,INJURED_RESERVE,2023 3.15,1.23,2025-11-21
2025,12,0008,17231,3,INJURED_RESERVE,2025 UDFA,0.9,2025-11-21
2025,12,0008,17151,4,INJURED_RESERVE,2025 5.01,0.97,2025-11-21
2025,12,0008,13806,3,INJURED_RESERVE,2025 RRFA,7.0,2025-11-21
2025,12,0008,16214,2,INJURED_RESERVE,2023 1.13,2.82,2025-11-21
