season,week,franchise_id,player_id,status,salary,contractYear,contractInfo,as_of
2025,15,0008,15255,ROSTER,2.0,1,2025 UFA,2025-12-13
2025,15,0008,15786,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,14059,ROSTER,6.0,1,2025 UFA,2025-12-13
2025,15,0008,13447,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0008,13813,ROSTER,14.52,1,2023 SRFA,2025-12-13
2025,15,0008,16452,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,13289,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0008,16207,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,17046,ROSTER,1.02,4,2025 4.08,2025-12-13
2025,15,0008,14903,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,15694,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,16957,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,17348,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,17295,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,17312,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,17368,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0008,16204,INJURED_RESERVE,1.23,2,2023 3.15,2025-12-13
2025,15,0008,17231,INJURED_RESERVE,0.9,3,2025 UDFA,2025-12-13
2025,15,0008,17151,INJURED_RESERVE,0.97,4,2025 5.01,2025-12-13
2025,15,0008,13806,INJURED_RESERVE,7.0,3,2025 RRFA,2025-12-13
2025,15,0008,16214,INJURED_RESERVE,2.82,2,2023 1.13,2025-12-13
2025,15,0009,13189,ROSTER,10.45,2,2024 oEXT,2025-12-13
2025,15,0009,15238,ROSTER,9.74,5,2024 iEXT,2025-12-13
2025,15,0009,16221,ROSTER,3.73,5,2024 iEXT,2025-12-13
2025,15,0009,14162,ROSTER,16.34,1,2022 iEXT,2025-12-13
2025,15,0009,15721,ROSTER,3.41,2,2025 ORFA3,2025-12-13
2025,15,0009,16582,ROSTER,1.54,3,2024 2.12,2025-12-13
2025,15,0009,17083,ROSTER,2.9,4,2025 1.12,2025-12-13
2025,15,0009,17122,ROSTER,1.56,4,2025 2.12,2025-12-13
2025,15,0009,17120,ROSTER,1.43,4,2025 2.16,2025-12-13
2025,15,0009,17080,ROSTER,1.33,4,2025 3.04,2025-12-13
2025,15,0009,17108,ROSTER,1.25,4,2025 3.08,2025-12-13
2025,15,0009,17157,ROSTER,1.21,4,2025 3.10,2025-12-13
2025,15,0009,17060,ROSTER,0.98,4,2025 4.17,2025-12-13
2025,15,0009,16703,ROSTER,0.94,2,2024 UDFA,2025-12-13
2025,15,0009,17155,ROSTER,0.94,4,2025 5.21,2025-12-13
2025,15,0009,15779,ROSTER,4.82,5,2024 iEXT,2025-12-13
2025,15,0009,17082,ROSTER,1.08,4,2025 3.21,2025-12-13
2025,15,0009,14105,ROSTER,11.98,1,2023 UFA,2025-12-13
2025,15,0009,13164,ROSTER,15.84,2,2024 UFA,2025-12-13
2025,15,0009,12735,ROSTER,5.15,2,2024 UFA,2025-12-13
2025,15,0009,16927,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,14210,ROSTER,6.6,1,2025 UFA,2025-12-13
2025,15,0009,16799,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0009,17171,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,16240,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,16693,ROSTER,1.12,3,2024 3.19,2025-12-13
2025,15,0009,16584,ROSTER,4.43,3,2024 1.06,2025-12-13
2025,15,0009,14247,ROSTER,5.51,2,2025 UFA,2025-12-13
2025,15,0009,14982,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0009,13208,ROSTER,12.6,1,2025 UFA,2025-12-13
2025,15,0009,16384,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,16018,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,15261,ROSTER,8.68,1,2025 oEXT,2025-12-13
2025,15,0009,12437,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,16216,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,15259,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0009,14871,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,14957,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0009,12323,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,14213,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0009,16152,ROSTER,9.94,2,2023 1.01,2025-12-13
2025,15,0009,16596,ROSTER,1.14,3,2024 3.16,2025-12-13
2025,15,0009,17063,ROSTER,0.97,4,2025 4.18,2025-12-13
2025,15,0009,12801,ROSTER,5.0,1,2025 UFA,2025-12-13
2025,15,0009,16635,ROSTER,3.72,5,2025 iEXT,2025-12-13
2025,15,0010,13589,ROSTER,24.76,2,2021 EXT,2025-12-13
2025,15,0010,14907,ROSTER,2.71,2,2024 iEXT,2025-12-13
2025,15,0010,15822,ROSTER,3.05,1,2022 1.14,2025-12-13
2025,15,0010,15768,ROSTER,2.63,1,2022 2.01,2025-12-13
2025,15,0010,15815,ROSTER,5.35,1,2022 2.04^,2025-12-13
2025,15,0010,16263,ROSTER,1.67,2,2023 2.11,2025-12-13
2025,15,0010,16185,ROSTER,4.95,2,2023 1.06,2025-12-13
2025,15,0010,16620,ROSTER,4.94,3,2024 1.05,2025-12-13
2025,15,0010,16639,ROSTER,2.07,3,2024 2.02,2025-12-13
2025,15,0010,16626,ROSTER,1.91,3,2024 2.04,2025-12-13
2025,15,0010,14927,ROSTER,2.09,1,2024 UFA,2025-12-13
2025,15,0010,13198,ROSTER,17.82,2,2024 UFA,2025-12-13
2025,15,0010,12739,ROSTER,4.75,2,2024 UFA,2025-12-13
2025,15,0010,14073,ROSTER,18.81,1,2024 UFA,2025-12-13
2025,15,0010,16619,ROSTER,1.38,3,2024 3.02,2025-12-13
2025,15,0010,15352,ROSTER,2.64,2,2025 oEXT,2025-12-13
2025,15,0010,15798,ROSTER,3.87,5,2024 iEXT,2025-12-13
2025,15,0010,16344,ROSTER,1.85,2,2025 oEXT,2025-12-13
2025,15,0010,16178,ROSTER,5.5,2,2024 RRFA,2025-12-13
2025,15,0010,16870,ROSTER,1.87,3,2025 oEXT,2025-12-13
2025,15,0010,12676,ROSTER,6.35,1,2025 oEXT,2025-12-13
2025,15,0010,14136,ROSTER,14.08,2,2025 ORFA2,2025-12-13
2025,15,0010,15749,ROSTER,5.35,2,2025 SRFA,2025-12-13
2025,15,0010,12305,ROSTER,5.5,1,2025 B/R,2025-12-13
2025,15,0010,17051,ROSTER,4.32,4,2025 1.07,2025-12-13
2025,15,0010,17075,ROSTER,2.72,4,2025 1.13,2025-12-13
2025,15,0010,17103,ROSTER,1.37,4,2025 3.02,2025-12-13
2025,15,0010,12221,ROSTER,9.5,2,2025 UFA,2025-12-13
2025,15,0010,14224,ROSTER,7.22,2,2025 UFA,2025-12-13
2025,15,0010,13764,ROSTER,3.87,3,2025 UFA,2025-12-13
2025,15,0010,8851,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0010,17172,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0010,16684,ROSTER,0.99,3,2024 5.04,2025-12-13
2025,15,0010,15904,ROSTER,4.8,1,2025 UFA,2025-12-13
2025,15,0010,17174,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0010,16725,ROSTER,0.94,2,2024 UDFA,2025-12-13
2025,15,0010,15051,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0010,14221,ROSTER,5.23,2,2025 UFA,2025-12-13
2025,15,0010,13710,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0010,13226,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0010,9051,ROSTER,7.0,1,2025 RRFA,2025-12-13
2025,15,0010,15076,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0010,16253,ROSTER,3.5,1,2025 UFA,2025-12-13
2025,15,0010,11872,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0010,12698,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0010,16640,INJURED_RESERVE,0.98,3,2024 5.10,2025-12-13
2025,15,0010,17166,INJURED_RESERVE,0.9,3,2025 UDFA,2025-12-13
2025,15,0010,14158,INJURED_RESERVE,6.48,3,2025 UFA,2025-12-13
2025,15,0011,14835,ROSTER,17.35,3,2023 iEXT,2025-12-13
2025,15,0011,13772,ROSTER,7.44,2,2024 iEXT,2025-12-13
2025,15,0011,15404,ROSTER,3.41,3,2023 iEXT,2025-12-13
2025,15,0011,14102,ROSTER,12.11,2,2022 iEXT,2025-12-13
2025,15,0011,16169,ROSTER,2.31,2,2023 2.01,2025-12-13
2025,15,0011,16266,ROSTER,3.19,5,2025 iEXT,2025-12-13
2025,15,0011,16235,ROSTER,2.83,5,2025 iEXT,2025-12-13
2025,15,0011,15001,ROSTER,2.62,3,2024 oEXT,2025-12-13
2025,15,0011,15751,ROSTER,17.41,5,2025 iEXT,2025-12-13
2025,15,0011,15393,ROSTER,2.0,3,2024 oEXT,2025-12-13
2025,15,0011,16580,ROSTER,3.67,3,2024 1.08,2025-12-13
2025,15,0011,16601,ROSTER,0.99,2,2024 5.08,2025-12-13
2025,15,0011,16616,ROSTER,5.58,3,2024 1.04,2025-12-13
2025,15,0011,14138,ROSTER,13.6,1,2022 iEXT,2025-12-13
2025,15,0011,14148,ROSTER,7.67,4,2025 oEXT,2025-12-13
2025,15,0011,14157,ROSTER,12.78,3,2023 UFA,2025-12-13
2025,15,0011,14867,ROSTER,5.23,2,2025 B/R,2025-12-13
2025,15,0011,17048,ROSTER,3.1,4,2025 1.11,2025-12-13
2025,15,0011,17032,ROSTER,2.14,4,2025 2.02,2025-12-13
2025,15,0011,17053,ROSTER,1.09,3,2025 3.20,2025-12-13
2025,15,0011,15872,ROSTER,1.1,1,2025 ERFA,2025-12-13
2025,15,0011,17035,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0011,15253,ROSTER,6.65,2,2025 UFA,2025-12-13
2025,15,0011,15856,ROSTER,6.3,1,2025 UFA,2025-12-13
2025,15,0011,15357,ROSTER,12.45,2,2025 UFA,2025-12-13
2025,15,0011,13690,ROSTER,3.98,3,2025 iEXT,2025-12-13
2025,15,0011,14842,ROSTER,7.62,3,2023 iEXT,2025-12-13
2025,15,0011,16723,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0011,15802,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0011,17124,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0011,11985,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0011,14877,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0011,17222,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0011,17173,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0011,16460,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0011,15881,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0011,16174,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0011,16139,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0011,10413,ROSTER,2.1,1,2025 UFA,2025-12-13
2025,15,0011,16269,ROSTER,4.18,4,2025 iEXT,2025-12-13
2025,15,0011,16843,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0011,17044,ROSTER,8.23,4,2025 1.02,2025-12-13
2025,15,0011,16645,INJURED_RESERVE,0.98,3,2024 5.20,2025-12-13
2025,15,0011,13146,INJURED_RESERVE,3.6,1,2025 UFA,2025-12-13
2025,15,0011,17150,INJURED_RESERVE,1.1,1,2025 UFA,2025-12-13
2025,15,0011,17114,INJURED_RESERVE,1.14,3,2025 3.15,2025-12-13
2025,15,0011,16583,INJURED_RESERVE,2.6,3,2024 1.13,2025-12-13
2025,15,0011,13284,INJURED_RESERVE,5.45,3,2024 oEXT,2025-12-13
2025,15,0011,17154,TAXI_SQUAD,1.8,1,2025 UFA,2025-12-13
2025,15,0011,16786,TAXI_SQUAD,1.8,1,2025 UFA,2025-12-13
2025,15,0012,13593,ROSTER,22.74,1,2021 EXT,2025-12-13
2025,15,0012,14167,ROSTER,14.95,2,2022 iEXT,2025-12-13
2025,15,0012,15692,ROSTER,6.45,1,2022 1.05,2025-12-13
2025,15,0012,13693,ROSTER,3.19,1,2022 UFA,2025-12-13
2025,15,0012,15717,ROSTER,2.16,1,2022 2.06,2025-12-13
2025,15,0012,14164,ROSTER,3.38,2,2023 oEXT,2025-12-13
2025,15,0012,16245,ROSTER,1.24,2,2023 3.14,2025-12-13
2025,15,0012,16653,ROSTER,1.99,3,2024 2.03,2025-12-13
2025,15,0012,16700,ROSTER,1.2,3,2024 3.12,2025-12-13
2025,15,0012,11232,ROSTER,16.72,1,2024 UFA,2025-12-13
2025,15,0012,15863,ROSTER,1.09,1,2022 5.21,2025-12-13
2025,15,0012,16708,ROSTER,1.02,3,2024 4.14,2025-12-13
2025,15,0012,16676,ROSTER,1.01,3,2024 4.17,2025-12-13
2025,15,0012,16211,ROSTER,1.3,2,2023 3.10,2025-12-13
2025,15,0012,16667,ROSTER,1.08,2,2024 4.03,2025-12-13
2025,15,0012,15839,ROSTER,1.1,1,2024 R/F,2025-12-13
2025,15,0012,15895,ROSTER,1.81,1,2023 iEXT,2025-12-13
2025,15,0012,13704,ROSTER,3.76,2,2024 UFA,2025-12-13
2025,15,0012,13163,ROSTER,26.62,1,2023 B/R,2025-12-13
2025,15,0012,13987,ROSTER,1.09,1,2025 ERFA,2025-12-13
2025,15,0012,17068,ROSTER,2.45,4,2025 1.15,2025-12-13
2025,15,0012,17069,ROSTER,1.35,4,2025 3.03,2025-12-13
2025,15,0012,13132,ROSTER,15.2,2,2025 UFA,2025-12-13
2025,15,0012,15972,ROSTER,7.6,2,2025 UFA,2025-12-13
2025,15,0012,16278,ROSTER,0.98,1,2023 UDFA,2025-12-13
2025,15,0012,16314,ROSTER,0.98,1,2023 UDFA,2025-12-13
2025,15,0012,13138,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0012,17049,ROSTER,0.94,4,2025 5.15,2025-12-13
2025,15,0012,16887,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0012,14252,ROSTER,1.0,1,2025 R/F,2025-12-13
2025,15,0012,17058,ROSTER,0.94,4,2025 5.13,2025-12-13
2025,15,0012,17105,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0012,15787,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0012,14358,ROSTER,10.0,1,2025 UFA,2025-12-13
2025,15,0012,16186,ROSTER,4.07,2,2023 1.08,2025-12-13
2025,15,0012,14122,ROSTER,5.9,1,2025 UFA,2025-12-13
2025,15,0012,16752,ROSTER,1.1,1,2025 UFA,2025-12-13
2025,15,0012,14789,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0012,13319,ROSTER,10.5,1,2025 B/R,2025-12-13
2025,15,0012,16166,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0012,16846,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0012,14849,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0012,15759,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0012,12263,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0012,16257,INJURED_RESERVE,1.43,2,2023 3.03,2025-12-13
2025,15,0012,16615,INJURED_RESERVE,6.38,3,2024 1.03,2025-12-13
2025,15,0012,13743,INJURED_RESERVE,7.41,1,2021 EXT,2025-12-13
2025,15,0012,14108,INJURED_RESERVE,1.0,1,2025 UFA,2025-12-13
2025,15,0013,15237,ROSTER,17.13,4,2024 iEXT,2025-12-13
2025,15,0013,15834,ROSTER,7.68,4,2025 iEXT,2025-12-13
2025,15,0013,15788,ROSTER,1.59,1,2022 3.02,2025-12-13
2025,15,0013,15293,ROSTER,4.55,4,2024 iEXT,2025-12-13
2025,15,0013,16162,ROSTER,7.21,2,2023 1.03,2025-12-13
2025,15,0013,16239,ROSTER,2.66,2,2023 1.14,2025-12-13
2025,15,0013,16256,ROSTER,1.47,2,2023 3.01,2025-12-13
2025,15,0013,16234,ROSTER,1.28,2,2023 3.12,2025-12-13
2025,15,0013,10768,ROSTER,5.38,1,2024 SRFA,2025-12-13
2025,15,0013,14879,ROSTER,3.43,3,2024 ORFA4,2025-12-13
2025,15,0013,13700,ROSTER,9.9,2,2024 B/R,2025-12-13
2025,15,0013,16617,ROSTER,2.93,3,2024 1.11,2025-12-13
2025,15,0013,16618,ROSTER,3.14,3,2024 1.10,2025-12-13
2025,15,0013,16644,ROSTER,1.62,3,2024 2.10,2025-12-13
2025,15,0013,16698,ROSTER,1.06,3,2024 4.07,2025-12-13
2025,15,0013,15831,ROSTER,1.24,1,2022 4.02,2025-12-13
2025,15,0013,14882,ROSTER,1.81,1,2023 UFA,2025-12-13
2025,15,0013,15835,ROSTER,3.41,1,2022 2.12^,2025-12-13
2025,15,0013,14974,ROSTER,8.25,2,2025 SRFA,2025-12-13
2025,15,0013,13130,ROSTER,25.0,1,2025 B/R,2025-12-13
2025,15,0013,17030,ROSTER,5.38,4,2025 1.05,2025-12-13
2025,15,0013,15713,ROSTER,1.19,1,2022 4.10,2025-12-13
2025,15,0013,17123,ROSTER,1.91,4,2025 2.05,2025-12-13
2025,15,0013,13717,ROSTER,3.0,1,2025 UFA,2025-12-13
2025,15,0013,13192,ROSTER,8.9,1,2025 UFA,2025-12-13
2025,15,0013,13227,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0013,14861,ROSTER,7.37,4,2025 iEXT,2025-12-13
2025,15,0013,16295,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0013,16672,ROSTER,0.99,3,2024 5.07,2025-12-13
2025,15,0013,16268,ROSTER,3.16,3,2025 iEXT,2025-12-13
2025,15,0013,17118,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0013,17212,ROSTER,1.0,4,2025 4.11,2025-12-13
2025,15,0013,16673,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0013,13199,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0013,16787,ROSTER,2.0,1,2025 UFA,2025-12-13
2025,15,0013,11728,ROSTER,4.25,1,2024 iEXT,2025-12-13
2025,15,0013,13632,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0013,10700,ROSTER,15.68,1,2024 UFA,2025-12-13
2025,15,0013,11721,ROSTER,3.71,2,2025 UFA,2025-12-13
2025,15,0013,16733,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0013,15668,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0013,17229,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0013,13303,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0013,16665,INJURED_RESERVE,1.75,3,2024 2.07,2025-12-13
2025,15,0013,17206,INJURED_RESERVE,0.9,3,2025 UDFA,2025-12-13
2025,15,0013,16254,INJURED_RESERVE,1.75,2,2023 2.09,2025-12-13
2025,15,0013,11768,INJURED_RESERVE,1.0,1,2025 UFA,2025-12-13
2025,15,0013,12688,INJURED_RESERVE,19.75,1,2025 NEFT,2025-12-13
2025,15,0013,17179,INJURED_RESERVE,0.93,4,2025 5.23,2025-12-13
2025,15,0014,13604,ROSTER,14.37,1,2021 EXT,2025-12-13
2025,15,0014,15345,ROSTER,3.71,3,2024 iEXT,2025-12-13
2025,15,0014,15712,ROSTER,1.44,1,2022 3.09,2025-12-13
2025,15,0014,15851,ROSTER,1.55,1,2022 3.04,2025-12-13
2025,15,0014,13214,ROSTER,23.05,6,2025 iEXT,2025-12-13
2025,15,0014,15698,ROSTER,30.55,1,2024 iEXT,2025-12-13
2025,15,0014,16148,ROSTER,5.54,2,2023 1.05,2025-12-13
2025,15,0014,16241,ROSTER,1.13,2,2023 4.08,2025-12-13
2025,15,0014,16167,ROSTER,2.21,2,2023 2.02,2025-12-13
2025,15,0014,13251,ROSTER,2.97,2,2024 B/R,2025-12-13
2025,15,0014,16694,ROSTER,1.33,3,2024 3.04,2025-12-13
2025,15,0014,16696,ROSTER,1.44,3,2024 2.15,2025-12-13
2025,15,0014,10816,ROSTER,3.07,2,2024 UFA,2025-12-13
2025,15,0014,16724,ROSTER,1.03,3,2024 4.12,2025-12-13
2025,15,0014,16264,ROSTER,1.06,2,2023 5.08,2025-12-13
2025,15,0014,16622,ROSTER,2.34,3,2024 1.15,2025-12-13
2025,15,0014,12186,ROSTER,22.77,2,2024 UFA,2025-12-13
2025,15,0014,13193,ROSTER,1.09,1,2025 ERFA,2025-12-13
2025,15,0014,15394,ROSTER,1.09,1,2025 ERFA,2025-12-13
2025,15,0014,13298,ROSTER,5.35,2,2025 SRFA,2025-12-13
2025,15,0014,17112,ROSTER,3.61,4,2025 1.09,2025-12-13
2025,15,0014,17106,ROSTER,1.52,4,2025 2.13,2025-12-13
2025,15,0014,17073,ROSTER,1.1,4,2025 3.19,2025-12-13
2025,15,0014,15319,ROSTER,5.5,1,2025 UFA,2025-12-13
2025,15,0014,14182,ROSTER,5.8,1,2025 UFA,2025-12-13
2025,15,0014,13674,ROSTER,8.0,1,2025 UFA,2025-12-13
2025,15,0014,17254,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0014,17119,ROSTER,0.99,4,2025 4.13,2025-12-13
2025,15,0014,17127,ROSTER,0.96,4,2025 5.05,2025-12-13
2025,15,0014,16267,ROSTER,0.98,1,2023 UDFA,2025-12-13
2025,15,0014,17145,ROSTER,0.94,4,2025 5.16,2025-12-13
2025,15,0014,12764,ROSTER,5.3,1,2025 UFA,2025-12-13
2025,15,0014,15241,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0014,14328,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0014,14302,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0014,14600,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0014,17177,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0014,15032,ROSTER,1.9,1,2025 UFA,2025-12-13
2025,15,0014,15821,ROSTER,5.35,1,2022 2.09^,2025-12-13
2025,15,0014,16191,ROSTER,1.33,2,2023 3.08,2025-12-13
2025,15,0014,12785,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0014,15950,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0014,16642,ROSTER,0.98,3,2024 5.12,2025-12-13
2025,15,0014,11671,ROSTER,33.85,4,2025 iEXT,2025-12-13
2025,15,0014,17130,INJURED_RESERVE,0.9,3,2025 UDFA,2025-12-13
2025,15,0014,14169,INJURED_RESERVE,1.0,2,2025 R/F,2025-12-13
2025,15,0015,15287,ROSTER,34.24,4,2024 iEXT,2025-12-13
2025,15,0015,15845,ROSTER,3.19,2,2024 oEXT,2025-12-13
2025,15,0015,14908,ROSTER,4.31,2,2024 oEXT,2025-12-13
2025,15,0015,16233,ROSTER,3.0,2,2023 1.12,2025-12-13
2025,15,0015,16280,ROSTER,1.25,2,2023 3.13,2025-12-13
2025,15,0015,11675,ROSTER,27.23,1,2023 UFA,2025-12-13
2025,15,0015,16581,ROSTER,3.38,3,2024 1.09,2025-12-13
2025,15,0015,16690,ROSTER,1.1,3,2024 3.21,2025-12-13
2025,15,0015,12686,ROSTER,5.43,1,2024 UFA,2025-12-13
2025,15,0015,13714,ROSTER,5.15,2,2024 B/R,2025-12-13
2025,15,0015,16215,ROSTER,1.71,2,2023 2.10,2025-12-13
2025,15,0015,15805,ROSTER,9.8,5,2025 iEXT,2025-12-13
2025,15,0015,16629,ROSTER,1.65,3,2024 2.09,2025-12-13
2025,15,0015,15850,ROSTER,3.41,1,2022 3.11^,2025-12-13
2025,15,0015,9064,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0015,15337,ROSTER,1.1,1,2025 ERFA,2025-12-13
2025,15,0015,13696,ROSTER,9.0,3,2025 B/R,2025-12-13
2025,15,0015,17043,ROSTER,4.8,4,2025 1.06,2025-12-13
2025,15,0015,17147,ROSTER,1.85,4,2025 2.06,2025-12-13
2025,15,0015,17132,ROSTER,1.28,4,2025 3.06,2025-12-13
2025,15,0015,12697,ROSTER,7.6,2,2025 UFA,2025-12-13
2025,15,0015,14085,ROSTER,7.41,2,2025 UFA,2025-12-13
2025,15,0015,10775,ROSTER,4.37,2,2025 UFA,2025-12-13
2025,15,0015,11723,ROSTER,5.4,1,2025 UFA,2025-12-13
2025,15,0015,12187,ROSTER,5.0,1,2025 UFA,2025-12-13
2025,15,0015,13933,ROSTER,6.5,1,2025 UFA,2025-12-13
2025,15,0015,12141,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0015,17066,ROSTER,0.9,3,2025 UDFA,2025-12-13
2025,15,0015,16385,ROSTER,2.0,1,2025 UFA,2025-12-13
2025,15,0015,14985,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0015,14592,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0015,13156,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0015,13802,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0015,16224,ROSTER,1.29,2,2023 3.11,2025-12-13
2025,15,0015,16012,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0015,15368,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0015,15789,ROSTER,3.98,1,2022 1.10,2025-12-13
2025,15,0015,17141,ROSTER,1.03,4,2025 4.06,2025-12-13
2025,15,0015,17139,ROSTER,1.0,4,2025 4.12,2025-12-13
2025,15,0015,11244,ROSTER,9.2,1,2025 UFA,2025-12-13
2025,15,0015,14095,ROSTER,1.8,1,2025 UFA,2025-12-13
2025,15,0015,12231,ROSTER,1.0,1,2025 UFA,2025-12-13
2025,15,0015,14777,ROSTER,24.52,3,2023 iEXT,2025-12-13
2025,15,0015,13172,ROSTER,1.0,2,2025 R/F,2025-12-13
2025,15,0015,16628,ROSTER,1.24,3,2024 3.09,2025-12-13
2025,15,0015,13759,INJURED_RESERVE,1.8,1,2025 UFA,2025-12-13
2025,15,0015,12678,INJURED_RESERVE,6.53,1,2023 UFA,2025-12-13
2025,15,0016,15889,ROSTER,4.51,4,2023 oEXT,2025-12-13
2025,15,0016,16150,ROSTER,6.27,2,2023 1.04,2025-12-13
2025,15,0016,14303,ROSTER,3.08,3,2024 oEXT,2025-12-13
2025,15,0016,16643,ROSTER,1.22,2,2024 3.10,2025-12-13
2025,15,0016,16195,ROSTER,3.4,5,2024 oEXT,2025-12-13
2025,15,0016,15716,ROSTER,5.35,4,2025 SRFA,2025-12-13
2025,15,0016,14896,ROSTER,7.93,2,2024 oEXT,2025-12-13
2025,15,0016,14778,ROSTER,13.6,5,2025 B/R,2025-12-13
2025,15,0016,17042,ROSTER,9.82,4,2025 1.01,2025-12-13
2025,15,0016,17070,ROSTER,2.23,4,2025 2.01,2025-12-13
2025,15,0016,14180,ROSTER,3.5,1,2025 ORFA4,2025-12-13
2025,15,0016,14995,ROSTER,7.18,1,2023 iEXT,2025-12-13
2025,15,0016,16712,ROSTER,2.55,4,2025 UFA,2025-12-13
2025,15,0016,14217,ROSTER,4.5,3,2025 UFA,2025-12-13
2025,15,0016,16265,ROSTER,1.07,2,2023 5.03,2025-12-13
2025,15,0016,17076,ROSTER,0.9,3,2025 UDFA,2025-12-13
