season,week,franchise_id,player_id,status,contractYear,salary,contractInfo,as_of
2025,22,0002,11327,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0002,14871,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0002,13595,ROSTER,1,2.0,2025 UFA,2026-02-04
2025,22,0002,15923,INJURED_RESERVE,1,3.5,2025 UFA,2026-02-04
2025,22,0002,16736,INJURED_RESERVE,2,1.0,2025 R/F,2026-02-04
2025,22,0002,15254,INJURED_RESERVE,1,1.1,2025 UFA,2026-02-04
2025,22,0003,14127,ROSTER,1,9.12,2024 iEXT,2026-02-04
2025,22,0003,14171,ROSTER,2,10.89,2024 B/R,2026-02-04
2025,22,0003,15708,ROSTER,4,10.27,2025 iEXT,2026-02-04
2025,22,0003,12611,ROSTER,3,18.7,2024 UFA,2026-02-04
2025,22,0003,14071,ROSTER,1,11.5,2024 UFA,2026-02-04
2025,22,0003,16579,ROSTER,3,7.41,2024 1.02,2026-02-04
2025,22,0003,16641,ROSTER,3,4.02,2024 1.07,2026-02-04
2025,22,0003,16650,ROSTER,3,1.86,2024 2.05,2026-02-04
2025,22,0003,13223,ROSTER,1,2.32,2024 iEXT,2026-02-04
2025,22,0003,13630,ROSTER,1,20.33,2024 iEXT,2026-02-04
2025,22,0003,15809,ROSTER,1,2.24,2022 2.05,2026-02-04
2025,22,0003,15836,ROSTER,1,1.25,2022 4.01,2026-02-04
2025,22,0003,13737,ROSTER,1,8.87,2025 NEFT,2026-02-04
2025,22,0003,14860,ROSTER,1,1.1,2025 ERFA,2026-02-04
2025,22,0003,14833,ROSTER,4,8.8,2025 ORFA1,2026-02-04
2025,22,0003,17081,ROSTER,4,2.58,2025 1.14,2026-02-04
2025,22,0003,17052,ROSTER,4,1.64,2025 2.10,2026-02-04
2025,22,0003,17144,ROSTER,4,1.46,2025 2.15,2026-02-04
2025,22,0003,14218,ROSTER,2,5.89,2025 UFA,2026-02-04
2025,22,0003,15003,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0003,16593,ROSTER,3,1.35,2024 3.03,2026-02-04
2025,22,0003,16660,ROSTER,3,1.21,2024 3.11,2026-02-04
2025,22,0003,16252,ROSTER,2,1.2,2023 3.18,2026-02-04
2025,22,0003,17125,ROSTER,4,1.18,2025 3.12,2026-02-04
2025,22,0003,16603,ROSTER,3,1.07,2024 4.05,2026-02-04
2025,22,0003,15799,ROSTER,1,1.09,2025 ERFA,2026-02-04
2025,22,0003,17128,ROSTER,4,1.07,2025 4.01,2026-02-04
2025,22,0003,13744,ROSTER,1,1.1,2025 UFA,2026-02-04
2025,22,0003,14717,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0003,16077,ROSTER,1,1.9,2025 UFA,2026-02-04
2025,22,0003,15446,ROSTER,1,1.9,2025 UFA,2026-02-04
2025,22,0003,15401,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0003,15742,ROSTER,2,9.08,2025 iEXT,2026-02-04
2025,22,0003,16212,ROSTER,2,2.53,2023 1.15,2026-02-04
2025,22,0003,16705,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0003,13952,ROSTER,2,5.13,2025 UFA,2026-02-04
2025,22,0003,13448,ROSTER,1,3.6,2025 UFA,2026-02-04
2025,22,0003,14159,ROSTER,2,14.4,2023 UFA,2026-02-04
2025,22,0003,16184,ROSTER,2,1.59,2023 2.13,2026-02-04
2025,22,0003,14179,ROSTER,2,7.22,2024 iEXT,2026-02-04
2025,22,0003,17169,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0003,13791,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0003,14147,INJURED_RESERVE,3,19.36,2023 UFA,2026-02-04
2025,22,0003,14900,INJURED_RESERVE,2,9.5,2025 B/R,2026-02-04
2025,22,0003,15819,INJURED_RESERVE,1,1.78,2022 2.13,2026-02-04
2025,22,0004,14782,ROSTER,2,10.48,2023 iEXT,2026-02-04
2025,22,0004,14149,ROSTER,2,3.0,2024 iEXT,2026-02-04
2025,22,0004,16190,ROSTER,2,3.45,2023 1.10,2026-02-04
2025,22,0004,16223,ROSTER,2,3.21,2023 1.11,2026-02-04
2025,22,0004,14518,ROSTER,1,2.73,2023 UFA,2026-02-04
2025,22,0004,14836,ROSTER,3,41.25,2024 NEFToff,2026-02-04
2025,22,0004,9431,ROSTER,2,12.89,2024 SRFA,2026-02-04
2025,22,0004,16651,ROSTER,3,2.15,2024 2.01,2026-02-04
2025,22,0004,16677,ROSTER,3,1.18,2024 3.13,2026-02-04
2025,22,0004,13692,ROSTER,2,2.97,2024 UFA,2026-02-04
2025,22,0004,14910,ROSTER,1,3.25,2024 UFA,2026-02-04
2025,22,0004,16747,ROSTER,3,1.01,2024 4.16,2026-02-04
2025,22,0004,15281,ROSTER,5,40.64,2025 iEXT,2026-02-04
2025,22,0004,15710,ROSTER,4,7.46,2025 FRFA,2026-02-04
2025,22,0004,14590,ROSTER,1,1.09,2025 ERFA,2026-02-04
2025,22,0004,14943,ROSTER,1,1.1,2025 ERFA,2026-02-04
2025,22,0004,16346,ROSTER,1,1.1,2025 ERFA,2026-02-04
2025,22,0004,11150,ROSTER,2,7.6,2025 B/R,2026-02-04
2025,22,0004,17121,ROSTER,4,2.33,2025 1.16,2026-02-04
2025,22,0004,17078,ROSTER,4,1.98,2025 2.04,2026-02-04
2025,22,0004,16213,ROSTER,2,4.47,2023 1.07,2026-02-04
2025,22,0004,12711,ROSTER,1,1.0,2025 R/F,2026-02-04
2025,22,0004,17047,ROSTER,4,1.11,2025 3.18,2026-02-04
2025,22,0004,17037,ROSTER,4,0.97,2025 4.19,2026-02-04
2025,22,0004,17241,ROSTER,3,0.9,2025 UDFA,2026-02-04
2025,22,0004,17167,ROSTER,3,0.9,2025 UDFA,2026-02-04
2025,22,0004,11936,ROSTER,2,1.9,2025 UFA,2026-02-04
2025,22,0004,15387,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0004,15362,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0004,15868,ROSTER,1,2.1,2025 UFA,2026-02-04
2025,22,0004,17256,ROSTER,3,0.9,2025 UDFA,2026-02-04
2025,22,0004,17186,ROSTER,3,0.9,2025 UDFA,2026-02-04
2025,22,0004,16767,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0004,15857,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0004,13299,ROSTER,2,24.75,2024 UFA,2026-02-04
2025,22,0004,16734,ROSTER,3,1.0,2024 4.19,2026-02-04
2025,22,0004,16572,ROSTER,1,2.1,2025 UFA,2026-02-04
2025,22,0004,16663,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0004,16246,ROSTER,3,2.23,2025 iEXT,2026-02-04
2025,22,0004,17034,ROSTER,1,3.7,2025 UFA,2026-02-04
2025,22,0004,16778,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0004,16757,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0004,15806,ROSTER,1,2.89,2022 1.15,2026-02-04
2025,22,0004,11247,ROSTER,1,1.1,2025 UFA,2026-02-04
2025,22,0004,16597,INJURED_RESERVE,3,2.46,2024 1.14,2026-02-04
2025,22,0004,17113,INJURED_RESERVE,4,1.49,2025 2.14,2026-02-04
2025,22,0004,15753,INJURED_RESERVE,5,10.5,2025 iEXT,2026-02-04
2025,22,0004,16227,INJURED_RESERVE,1,1.9,2025 UFA,2026-02-04
2025,22,0005,15808,ROSTER,5,3.55,2025 iEXT,2026-02-04
2025,22,0005,13742,ROSTER,1,5.2,2023 SRFA,2026-02-04
2025,22,0005,16189,ROSTER,2,1.64,2023 2.12,2026-02-04
2025,22,0005,14322,ROSTER,1,5.38,2024 SRFA,2026-02-04
2025,22,0005,16610,ROSTER,3,1.57,2024 2.11,2026-02-04
2025,22,0005,14163,ROSTER,3,18.57,2025 iEXT,2026-02-04
2025,22,0005,16716,ROSTER,3,1.13,2024 3.18,2026-02-04
2025,22,0005,16206,ROSTER,1,1.1,2023 4.14,2026-02-04
2025,22,0005,15754,ROSTER,6,6.66,2025 iEXT,2026-02-04
2025,22,0005,12626,ROSTER,1,26.48,2025 NEFT,2026-02-04
2025,22,0005,14109,ROSTER,3,34.11,2025 B/R,2026-02-04
2025,22,0005,17104,ROSTER,4,3.93,2025 1.08,2026-02-04
2025,22,0005,17039,ROSTER,4,1.23,2025 3.09,2026-02-04
2025,22,0005,14630,ROSTER,2,1.86,2025 UFA,2026-02-04
2025,22,0005,12752,ROSTER,2,3.8,2025 UFA,2026-02-04
2025,22,0005,15418,ROSTER,2,5.7,2025 UFA,2026-02-04
2025,22,0005,13671,ROSTER,1,12.5,2025 UFA,2026-02-04
2025,22,0005,14940,ROSTER,3,6.37,2022 oEXT,2026-02-04
2025,22,0005,16282,ROSTER,1,0.98,2023 UDFA,2026-02-04
2025,22,0005,16276,ROSTER,2,1.2,2023 3.19,2026-02-04
2025,22,0005,13713,ROSTER,1,1.1,2025 ERFA,2026-02-04
2025,22,0005,17086,ROSTER,4,1.13,2025 3.16,2026-02-04
2025,22,0005,14823,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0005,14251,ROSTER,1,10.0,2025 RRFA,2026-02-04
2025,22,0005,16342,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0005,17178,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,13774,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0005,13281,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,12772,ROSTER,2,1.0,2025 R/F,2026-02-04
2025,22,0005,13719,ROSTER,1,1.1,2025 UFA,2026-02-04
2025,22,0005,15124,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,17055,ROSTER,4,1.04,2025 4.05,2026-02-04
2025,22,0005,13697,ROSTER,2,3.09,2023 UFA,2026-02-04
2025,22,0005,11222,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0005,11760,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,15856,ROSTER,1,2.8,2025 UFA,2026-02-04
2025,22,0005,14957,ROSTER,1,1.9,2025 UFA,2026-02-04
2025,22,0005,15473,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,13633,ROSTER,1,1.2,2025 UFA,2026-02-04
2025,22,0005,15121,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,13164,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0005,15515,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,15812,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0005,17353,ROSTER,1,1.1,2025 UFA,2026-02-04
2025,22,0005,17143,ROSTER,1,1.1,2025 UFA,2026-02-04
2025,22,0005,16604,INJURED_RESERVE,3,1.29,2024 3.06,2026-02-04
2025,22,0005,16171,INJURED_RESERVE,2,2.13,2023 2.03,2026-02-04
2025,22,0005,17045,INJURED_RESERVE,4,1.69,2025 2.09,2026-02-04
2025,22,0005,17074,INJURED_RESERVE,4,7.03,2025 1.03,2026-02-04
2025,22,0005,13629,INJURED_RESERVE,1,2.4,2025 UFA,2026-02-04
2025,22,0005,17153,INJURED_RESERVE,4,1.01,2025 4.09,2026-02-04
2025,22,0005,13131,INJURED_RESERVE,1,1.8,2025 UFA,2026-02-04
2025,22,0005,13116,INJURED_RESERVE,4,37.71,2023 oEXT,2026-02-04
2025,22,0005,16662,INJURED_RESERVE,2,1.02,2024 4.15,2026-02-04
2025,22,0005,16014,INJURED_RESERVE,1,1.9,2025 UFA,2026-02-04
2025,22,0005,17184,INJURED_RESERVE,3,0.9,2025 UDFA,2026-02-04
2025,22,0005,16194,INJURED_RESERVE,2,2.05,2023 2.04,2026-02-04
2025,22,0005,15904,INJURED_RESERVE,1,1.8,2025 UFA,2026-02-04
2025,22,0005,15858,INJURED_RESERVE,1,1.0,2025 UFA,2026-02-04
2025,22,0005,13920,INJURED_RESERVE,1,1.0,2025 UFA,2026-02-04
2025,22,0006,14783,ROSTER,5,23.52,2024 iEXT,2026-02-04
2025,22,0006,15282,ROSTER,4,18.66,2024 iEXT,2026-02-04
2025,22,0006,15715,ROSTER,2,12.48,2025 iEXT,2026-02-04
2025,22,0006,15846,ROSTER,3,5.18,2025 iEXT,2026-02-04
2025,22,0006,15871,ROSTER,1,5.35,2022 5.02^,2026-02-04
2025,22,0006,14921,ROSTER,2,5.2,2023 SRFA,2026-02-04
2025,22,0006,16330,ROSTER,2,1.04,2023 5.18,2026-02-04
2025,22,0006,15761,ROSTER,4,7.25,2025 iEXT,2026-02-04
2025,22,0006,14889,ROSTER,1,3.14,2024 UFA,2026-02-04
2025,22,0006,15452,ROSTER,2,5.38,2024 SRFA,2026-02-04
2025,22,0006,16649,ROSTER,3,1.17,2024 3.14,2026-02-04
2025,22,0006,13268,ROSTER,1,3.41,2025 ORFA4,2026-02-04
2025,22,0006,17071,ROSTER,4,6.11,2025 1.04,2026-02-04
2025,22,0006,17134,ROSTER,4,1.79,2025 2.07,2026-02-04
2025,22,0006,17107,ROSTER,4,1.6,2025 2.11,2026-02-04
2025,22,0006,17146,ROSTER,4,0.99,2025 4.14,2026-02-04
2025,22,0006,17059,ROSTER,4,0.95,2025 5.09,2026-02-04
2025,22,0006,17064,ROSTER,4,0.96,2025 5.02,2026-02-04
2025,22,0006,16193,ROSTER,1,3.5,2025 UFA,2026-02-04
2025,22,0006,13681,ROSTER,1,9.2,2025 UFA,2026-02-04
2025,22,0006,15702,ROSTER,2,1.0,2025 R/F,2026-02-04
2025,22,0006,16654,ROSTER,3,1.0,2024 4.23,2026-02-04
2025,22,0006,14918,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,12218,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,15864,ROSTER,3,3.59,2025 iEXT,2026-02-04
2025,22,0006,15390,ROSTER,3,1.87,2024 iEXT,2026-02-04
2025,22,0006,12744,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,16281,ROSTER,2,1.06,2023 5.10,2026-02-04
2025,22,0006,15388,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,7836,ROSTER,1,10.0,2025 UFA,2026-02-04
2025,22,0006,15833,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,16283,ROSTER,2,4.7,2024 iEXT,2026-02-04
2025,22,0006,17036,ROSTER,4,0.96,2025 5.04,2026-02-04
2025,22,0006,13347,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,11317,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,13263,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,15409,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,17201,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,13672,ROSTER,1,1.1,2025 UFA,2026-02-04
2025,22,0006,17234,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,17220,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0006,14840,ROSTER,4,20.57,2023 iEXT,2026-02-04
2025,22,0006,17152,ROSTER,3,0.9,2025 UDFA,2026-02-04
2025,22,0006,13418,ROSTER,1,1.9,2025 UFA,2026-02-04
2025,22,0006,16594,INJURED_RESERVE,3,2.24,2024 1.16,2026-02-04
2025,22,0006,14225,INJURED_RESERVE,4,24.24,2024 iEXT,2026-02-04
2025,22,0007,15284,ROSTER,5,14.87,2025 oEXT,2026-02-04
2025,22,0007,15711,ROSTER,1,8.42,2022 1.03,2026-02-04
2025,22,0007,15329,ROSTER,5,8.54,2024 iEXT,2026-02-04
2025,22,0007,16161,ROSTER,2,8.38,2023 1.02,2026-02-04
2025,22,0007,16230,ROSTER,2,1.45,2023 3.02,2026-02-04
2025,22,0007,14472,ROSTER,1,1.1,2024 R/F,2026-02-04
2025,22,0007,16614,ROSTER,3,8.79,2024 1.01,2026-02-04
2025,22,0007,16692,ROSTER,3,1.4,2024 3.01,2026-02-04
2025,22,0007,16303,ROSTER,1,3.2,2025 oEXT,2026-02-04
2025,22,0007,16080,ROSTER,3,5.42,2025 oEXT,2026-02-04
2025,22,0007,16432,ROSTER,1,1.1,2025 ERFA,2026-02-04
2025,22,0007,12217,ROSTER,1,1.1,2025 ERFA,2026-02-04
2025,22,0007,15869,ROSTER,1,1.09,2025 ERFA,2026-02-04
2025,22,0007,17137,ROSTER,4,1.74,2025 2.08,2026-02-04
2025,22,0007,17135,ROSTER,4,1.26,2025 3.07,2026-02-04
2025,22,0007,17099,ROSTER,4,0.95,2025 5.10,2026-02-04
2025,22,0007,17181,ROSTER,3,0.9,2025 UDFA,2026-02-04
2025,22,0007,12860,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0007,13635,ROSTER,2,20.24,2025 UFA,2026-02-04
2025,22,0007,15361,ROSTER,1,3.0,2025 UFA,2026-02-04
2025,22,0007,12741,ROSTER,2,5.13,2025 UFA,2026-02-04
2025,22,0007,15355,ROSTER,2,6.75,2025 UFA,2026-02-04
2025,22,0007,15445,ROSTER,1,4.0,2025 UFA,2026-02-04
2025,22,0007,16729,ROSTER,2,3.04,2025 UFA,2026-02-04
2025,22,0007,10703,ROSTER,1,10.1,2025 UFA,2026-02-04
2025,22,0007,15349,ROSTER,2,8.55,2025 UFA,2026-02-04
2025,22,0007,16719,ROSTER,3,4.59,2025 UFA,2026-02-04
2025,22,0007,15288,ROSTER,1,2.0,2025 UFA,2026-02-04
2025,22,0007,12782,ROSTER,1,2.1,2025 UFA,2026-02-04
2025,22,0007,14168,ROSTER,1,2.6,2025 UFA,2026-02-04
2025,22,0007,14207,ROSTER,1,1.9,2025 UFA,2026-02-04
2025,22,0007,16294,ROSTER,1,6.6,2025 UFA,2026-02-04
2025,22,0007,15884,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0007,15402,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,12616,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,16010,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,10313,ROSTER,1,2.1,2025 UFA,2026-02-04
2025,22,0007,13354,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,16682,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,15396,ROSTER,1,2.05,2024 oEXT,2026-02-04
2025,22,0007,17361,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,15391,ROSTER,2,4.55,2024 UFA,2026-02-04
2025,22,0007,17214,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,17269,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0007,17209,ROSTER,1,2.1,2025 UFA,2026-02-04
2025,22,0007,17267,INJURED_RESERVE,3,0.9,2025 UDFA,2026-02-04
2025,22,0007,15385,INJURED_RESERVE,3,2.2,2025 oEXT,2026-02-04
2025,22,0007,14056,INJURED_RESERVE,3,22.18,2025 oEXT,2026-02-04
2025,22,0007,17098,INJURED_RESERVE,4,1.01,2025 4.10,2026-02-04
2025,22,0007,16316,INJURED_RESERVE,1,1.0,2025 UFA,2026-02-04
2025,22,0007,16244,INJURED_RESERVE,2,1.18,2023 4.02,2026-02-04
2025,22,0007,17185,INJURED_RESERVE,3,0.9,2025 UDFA,2026-02-04
2025,22,0007,17159,INJURED_RESERVE,4,1.05,2025 4.03,2026-02-04
2025,22,0008,15346,ROSTER,2,11.52,2024 iEXT,2026-02-04
2025,22,0008,15817,ROSTER,4,13.96,2025 iEXT,2026-02-04
2025,22,0008,16187,ROSTER,2,1.8,2023 2.08,2026-02-04
2025,22,0008,16414,ROSTER,6,2.86,2025 iEXT,2026-02-04
2025,22,0008,15860,ROSTER,1,1.18,2022 4.14,2026-02-04
2025,22,0008,16689,ROSTER,3,1.8,2024 2.06,2026-02-04
2025,22,0008,15350,ROSTER,4,9.02,2024 iEXT,2026-02-04
2025,22,0008,14909,ROSTER,3,14.03,2024 UFA,2026-02-04
2025,22,0008,13592,ROSTER,3,22.71,2025 iEXT,2026-02-04
2025,22,0008,16675,ROSTER,3,1.13,2024 3.17,2026-02-04
2025,22,0008,15861,ROSTER,3,5.39,2024 iEXT,2026-02-04
2025,22,0008,16383,ROSTER,1,0.98,2023 UDFA,2026-02-04
2025,22,0008,16679,ROSTER,3,1.25,2024 3.08,2026-02-04
2025,22,0008,10292,ROSTER,2,1.0,2025 R/F,2026-02-04
2025,22,0008,15081,ROSTER,4,5.12,2025 iEXT,2026-02-04
2025,22,0008,15256,ROSTER,1,5.5,2025 UFA,2026-02-04
2025,22,0008,13470,ROSTER,1,4.3,2025 UFA,2026-02-04
2025,22,0008,14137,ROSTER,1,2.0,2025 UFA,2026-02-04
2025,22,0008,16013,ROSTER,2,1.0,2025 R/F,2026-02-04
2025,22,0008,16369,ROSTER,2,1.0,2025 R/F,2026-02-04
2025,22,0008,13810,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0008,14235,ROSTER,1,1.8,2025 UFA,2026-02-04
2025,22,0008,15255,ROSTER,1,2.0,2025 UFA,2026-02-04
2025,22,0008,15786,ROSTER,1,1.0,2025 UFA,2026-02-04
2025,22,0008,13447,ROSTER,1,1.8,2025 UFA,2026-02-04
