season,week,franchise_id,player_id,contractInfo,status,salary,contractYear,as_of
2025,18,0008,15786,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,13447,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0008,13813,2023 SRFA,ROSTER,14.52,1,2026-01-01
2025,18,0008,16452,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,13289,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0008,16207,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,17046,2025 4.08,ROSTER,1.02,4,2026-01-01
2025,18,0008,15694,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,17348,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,17295,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,17312,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,17368,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,16236,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,16702,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,16707,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,16786,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,17239,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,17277,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,16727,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,16204,2023 3.15,INJURED_RESERVE,1.23,2,2026-01-01
2025,18,0008,17231,2025 UDFA,INJURED_RESERVE,0.9,3,2026-01-01
2025,18,0008,17151,2025 5.01,INJURED_RESERVE,0.97,4,2026-01-01
2025,18,0008,13806,2025 RRFA,INJURED_RESERVE,7.0,3,2026-01-01
2025,18,0008,16214,2023 1.13,INJURED_RESERVE,2.82,2,2026-01-01
2025,18,0008,14059,2025 UFA,INJURED_RESERVE,6.0,1,2026-01-01
2025,18,0008,16957,2025 UFA,INJURED_RESERVE,1.0,1,2026-01-01
2025,18,0008,16671,2024 4.10,INJURED_RESERVE,1.03,3,2026-01-01
2025,18,0009,13189,2024 oEXT,ROSTER,10.45,2,2026-01-01
2025,18,0009,15238,2024 iEXT,ROSTER,9.74,5,2026-01-01
2025,18,0009,16221,2024 iEXT,ROSTER,3.73,5,2026-01-01
2025,18,0009,14162,2022 iEXT,ROSTER,16.34,1,2026-01-01
2025,18,0009,15721,2025 ORFA3,ROSTER,3.41,2,2026-01-01
2025,18,0009,16582,2024 2.12,ROSTER,1.54,3,2026-01-01
2025,18,0009,17083,2025 1.12,ROSTER,2.9,4,2026-01-01
2025,18,0009,17122,2025 2.12,ROSTER,1.56,4,2026-01-01
2025,18,0009,17120,2025 2.16,ROSTER,1.43,4,2026-01-01
2025,18,0009,17080,2025 3.04,ROSTER,1.33,4,2026-01-01
2025,18,0009,17157,2025 3.10,ROSTER,1.21,4,2026-01-01
2025,18,0009,17060,2025 4.17,ROSTER,0.98,4,2026-01-01
2025,18,0009,16703,2024 UDFA,ROSTER,0.94,2,2026-01-01
2025,18,0009,17155,2025 5.21,ROSTER,0.94,4,2026-01-01
2025,18,0009,15779,2024 iEXT,ROSTER,4.82,5,2026-01-01
2025,18,0009,17082,2025 3.21,ROSTER,1.08,4,2026-01-01
2025,18,0009,14105,2023 UFA,ROSTER,11.98,1,2026-01-01
2025,18,0009,16927,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0009,14210,2025 UFA,ROSTER,6.6,1,2026-01-01
2025,18,0009,16799,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0009,17171,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0009,16240,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0009,16693,2024 3.19,ROSTER,1.12,3,2026-01-01
2025,18,0009,16584,2024 1.06,ROSTER,4.43,3,2026-01-01
2025,18,0009,14247,2025 UFA,ROSTER,5.51,2,2026-01-01
2025,18,0009,14982,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0009,13208,2025 UFA,ROSTER,12.6,1,2026-01-01
2025,18,0009,16018,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0009,15261,2025 oEXT,ROSTER,8.68,1,2026-01-01
2025,18,0009,12437,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0009,15259,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0009,12323,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0009,16152,2023 1.01,ROSTER,9.94,2,2026-01-01
2025,18,0009,16596,2024 3.16,ROSTER,1.14,3,2026-01-01
2025,18,0009,17165,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0009,16788,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0009,17063,2025 4.18,ROSTER,0.97,4,2026-01-01
2025,18,0009,12801,2025 UFA,ROSTER,5.0,1,2026-01-01
2025,18,0009,16635,2025 iEXT,ROSTER,3.72,5,2026-01-01
2025,18,0009,17108,2025 3.08,ROSTER,1.25,4,2026-01-01
2025,18,0010,13589,2021 EXT,ROSTER,24.76,2,2026-01-01
2025,18,0010,14907,2024 iEXT,ROSTER,2.71,2,2026-01-01
2025,18,0010,15822,2022 1.14,ROSTER,3.05,1,2026-01-01
2025,18,0010,15768,2022 2.01,ROSTER,2.63,1,2026-01-01
2025,18,0010,15815,2022 2.04^,ROSTER,5.35,1,2026-01-01
2025,18,0010,16263,2023 2.11,ROSTER,1.67,2,2026-01-01
2025,18,0010,16185,2023 1.06,ROSTER,4.95,2,2026-01-01
2025,18,0010,16620,2024 1.05,ROSTER,4.94,3,2026-01-01
2025,18,0010,16639,2024 2.02,ROSTER,2.07,3,2026-01-01
2025,18,0010,16626,2024 2.04,ROSTER,1.91,3,2026-01-01
2025,18,0010,14927,2024 UFA,ROSTER,2.09,1,2026-01-01
2025,18,0010,13198,2024 UFA,ROSTER,17.82,2,2026-01-01
2025,18,0010,12739,2024 UFA,ROSTER,4.75,2,2026-01-01
2025,18,0010,14073,2024 UFA,ROSTER,18.81,1,2026-01-01
2025,18,0010,16619,2024 3.02,ROSTER,1.38,3,2026-01-01
2025,18,0010,15352,2025 oEXT,ROSTER,2.64,2,2026-01-01
2025,18,0010,15798,2024 iEXT,ROSTER,3.87,5,2026-01-01
2025,18,0010,16344,2025 oEXT,ROSTER,1.85,2,2026-01-01
2025,18,0010,16178,2024 RRFA,ROSTER,5.5,2,2026-01-01
2025,18,0010,16870,2025 oEXT,ROSTER,1.87,3,2026-01-01
2025,18,0010,12676,2025 oEXT,ROSTER,6.35,1,2026-01-01
2025,18,0010,14136,2025 ORFA2,ROSTER,14.08,2,2026-01-01
2025,18,0010,15749,2025 SRFA,ROSTER,5.35,2,2026-01-01
2025,18,0010,17051,2025 1.07,ROSTER,4.32,4,2026-01-01
2025,18,0010,17075,2025 1.13,ROSTER,2.72,4,2026-01-01
2025,18,0010,17103,2025 3.02,ROSTER,1.37,4,2026-01-01
2025,18,0010,12221,2025 UFA,ROSTER,9.5,2,2026-01-01
2025,18,0010,14224,2025 UFA,ROSTER,7.22,2,2026-01-01
2025,18,0010,8851,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0010,17172,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0010,16684,2024 5.04,ROSTER,0.99,3,2026-01-01
2025,18,0010,17174,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0010,16725,2024 UDFA,ROSTER,0.94,2,2026-01-01
2025,18,0010,15051,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0010,14221,2025 UFA,ROSTER,5.23,2,2026-01-01
2025,18,0010,13710,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0010,13226,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0010,9051,2025 RRFA,ROSTER,7.0,1,2026-01-01
2025,18,0010,15076,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0010,16253,2025 UFA,ROSTER,3.5,1,2026-01-01
2025,18,0010,11872,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0010,12698,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0010,16717,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0010,16640,2024 5.10,INJURED_RESERVE,0.98,3,2026-01-01
2025,18,0010,17166,2025 UDFA,INJURED_RESERVE,0.9,3,2026-01-01
2025,18,0010,14158,2025 UFA,INJURED_RESERVE,6.48,3,2026-01-01
2025,18,0010,12754,2025 UFA,INJURED_RESERVE,1.8,1,2026-01-01
2025,18,0011,14835,2023 iEXT,ROSTER,17.35,3,2026-01-01
2025,18,0011,13772,2024 iEXT,ROSTER,7.44,2,2026-01-01
2025,18,0011,15404,2023 iEXT,ROSTER,3.41,3,2026-01-01
2025,18,0011,16169,2023 2.01,ROSTER,2.31,2,2026-01-01
2025,18,0011,16266,2025 iEXT,ROSTER,3.19,5,2026-01-01
2025,18,0011,15001,2024 oEXT,ROSTER,2.62,3,2026-01-01
2025,18,0011,15751,2025 iEXT,ROSTER,17.41,5,2026-01-01
2025,18,0011,15393,2024 oEXT,ROSTER,2.0,3,2026-01-01
2025,18,0011,16580,2024 1.08,ROSTER,3.67,3,2026-01-01
2025,18,0011,16616,2024 1.04,ROSTER,5.58,3,2026-01-01
2025,18,0011,14138,2022 iEXT,ROSTER,13.6,1,2026-01-01
2025,18,0011,14148,2025 oEXT,ROSTER,7.67,4,2026-01-01
2025,18,0011,14157,2023 UFA,ROSTER,12.78,3,2026-01-01
2025,18,0011,14867,2025 B/R,ROSTER,5.23,2,2026-01-01
2025,18,0011,17048,2025 1.11,ROSTER,3.1,4,2026-01-01
2025,18,0011,17032,2025 2.02,ROSTER,2.14,4,2026-01-01
2025,18,0011,17053,2025 3.20,ROSTER,1.09,3,2026-01-01
2025,18,0011,17035,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0011,15253,2025 UFA,ROSTER,6.65,2,2026-01-01
2025,18,0011,15357,2025 UFA,ROSTER,12.45,2,2026-01-01
2025,18,0011,13690,2025 iEXT,ROSTER,3.98,3,2026-01-01
2025,18,0011,14842,2023 iEXT,ROSTER,7.62,3,2026-01-01
2025,18,0011,16723,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0011,17124,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0011,11985,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0011,14877,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0011,17222,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0011,16460,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0011,16174,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,16269,2025 iEXT,ROSTER,4.18,4,2026-01-01
2025,18,0011,16843,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,17044,2025 1.02,ROSTER,8.23,4,2026-01-01
2025,18,0011,17142,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,17149,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0011,17156,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,16773,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,14899,2024 R/F,ROSTER,1.1,1,2026-01-01
2025,18,0011,15089,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,17114,2025 3.15,ROSTER,1.14,3,2026-01-01
2025,18,0011,17061,2025 UFA,ROSTER,1.2,1,2026-01-01
2025,18,0011,17187,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,16601,2024 5.08,ROSTER,0.99,2,2026-01-01
2025,18,0011,15802,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0011,15872,2025 ERFA,ROSTER,1.1,1,2026-01-01
2025,18,0011,17154,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0011,16645,2024 5.20,INJURED_RESERVE,0.98,3,2026-01-01
2025,18,0011,13146,2025 UFA,INJURED_RESERVE,3.6,1,2026-01-01
2025,18,0011,17150,2025 UFA,INJURED_RESERVE,1.1,1,2026-01-01
2025,18,0011,16583,2024 1.13,INJURED_RESERVE,2.6,3,2026-01-01
2025,18,0011,13284,2024 oEXT,INJURED_RESERVE,5.45,3,2026-01-01
2025,18,0011,17173,2025 UDFA,INJURED_RESERVE,0.9,3,2026-01-01
2025,18,0011,17191,2025 UFA,INJURED_RESERVE,1.0,1,2026-01-01
2025,18,0011,17221,2025 UFA,INJURED_RESERVE,1.0,1,2026-01-01
2025,18,0011,15364,2025 UFA,INJURED_RESERVE,1.0,1,2026-01-01
2025,18,0011,14102,2022 iEXT,TAXI_SQUAD,12.11,2,2026-01-01
2025,18,0011,16235,2025 iEXT,TAXI_SQUAD,2.83,5,2026-01-01
2025,18,0012,13593,2021 EXT,ROSTER,22.74,1,2026-01-01
2025,18,0012,14167,2022 iEXT,ROSTER,14.95,2,2026-01-01
2025,18,0012,15692,2022 1.05,ROSTER,6.45,1,2026-01-01
2025,18,0012,13693,2022 UFA,ROSTER,3.19,1,2026-01-01
2025,18,0012,15717,2022 2.06,ROSTER,2.16,1,2026-01-01
2025,18,0012,14164,2023 oEXT,ROSTER,3.38,2,2026-01-01
2025,18,0012,16245,2023 3.14,ROSTER,1.24,2,2026-01-01
2025,18,0012,16653,2024 2.03,ROSTER,1.99,3,2026-01-01
2025,18,0012,16700,2024 3.12,ROSTER,1.2,3,2026-01-01
2025,18,0012,11232,2024 UFA,ROSTER,16.72,1,2026-01-01
2025,18,0012,15863,2022 5.21,ROSTER,1.09,1,2026-01-01
2025,18,0012,16708,2024 4.14,ROSTER,1.02,3,2026-01-01
2025,18,0012,16676,2024 4.17,ROSTER,1.01,3,2026-01-01
2025,18,0012,16211,2023 3.10,ROSTER,1.3,2,2026-01-01
2025,18,0012,16667,2024 4.03,ROSTER,1.08,2,2026-01-01
2025,18,0012,15839,2024 R/F,ROSTER,1.1,1,2026-01-01
2025,18,0012,15895,2023 iEXT,ROSTER,1.81,1,2026-01-01
2025,18,0012,13704,2024 UFA,ROSTER,3.76,2,2026-01-01
2025,18,0012,13163,2023 B/R,ROSTER,26.62,1,2026-01-01
2025,18,0012,13987,2025 ERFA,ROSTER,1.09,1,2026-01-01
2025,18,0012,17068,2025 1.15,ROSTER,2.45,4,2026-01-01
2025,18,0012,17069,2025 3.03,ROSTER,1.35,4,2026-01-01
2025,18,0012,13132,2025 UFA,ROSTER,15.2,2,2026-01-01
2025,18,0012,15972,2025 UFA,ROSTER,7.6,2,2026-01-01
2025,18,0012,16278,2023 UDFA,ROSTER,0.98,1,2026-01-01
2025,18,0012,16314,2023 UDFA,ROSTER,0.98,1,2026-01-01
2025,18,0012,13138,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0012,17049,2025 5.15,ROSTER,0.94,4,2026-01-01
2025,18,0012,16887,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,14252,2025 R/F,ROSTER,1.0,1,2026-01-01
2025,18,0012,17058,2025 5.13,ROSTER,0.94,4,2026-01-01
2025,18,0012,17105,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0012,15787,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,14358,2025 UFA,ROSTER,10.0,1,2026-01-01
2025,18,0012,16186,2023 1.08,ROSTER,4.07,2,2026-01-01
2025,18,0012,14122,2025 UFA,ROSTER,5.9,1,2026-01-01
2025,18,0012,16752,2025 UFA,ROSTER,1.1,1,2026-01-01
2025,18,0012,14789,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,13319,2025 B/R,ROSTER,10.5,1,2026-01-01
2025,18,0012,16166,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,16846,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,14849,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,15759,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,12263,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0012,15622,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0012,16257,2023 3.03,INJURED_RESERVE,1.43,2,2026-01-01
2025,18,0012,16615,2024 1.03,INJURED_RESERVE,6.38,3,2026-01-01
2025,18,0012,13743,2021 EXT,INJURED_RESERVE,7.41,1,2026-01-01
2025,18,0012,14108,2025 UFA,INJURED_RESERVE,1.0,1,2026-01-01
2025,18,0013,15237,2024 iEXT,ROSTER,17.13,4,2026-01-01
2025,18,0013,15834,2025 iEXT,ROSTER,7.68,4,2026-01-01
2025,18,0013,15788,2022 3.02,ROSTER,1.59,1,2026-01-01
2025,18,0013,15293,2024 iEXT,ROSTER,4.55,4,2026-01-01
2025,18,0013,16162,2023 1.03,ROSTER,7.21,2,2026-01-01
2025,18,0013,16239,2023 1.14,ROSTER,2.66,2,2026-01-01
2025,18,0013,16256,2023 3.01,ROSTER,1.47,2,2026-01-01
2025,18,0013,16234,2023 3.12,ROSTER,1.28,2,2026-01-01
2025,18,0013,10768,2024 SRFA,ROSTER,5.38,1,2026-01-01
2025,18,0013,14879,2024 ORFA4,ROSTER,3.43,3,2026-01-01
2025,18,0013,13700,2024 B/R,ROSTER,9.9,2,2026-01-01
2025,18,0013,16617,2024 1.11,ROSTER,2.93,3,2026-01-01
2025,18,0013,16618,2024 1.10,ROSTER,3.14,3,2026-01-01
2025,18,0013,16644,2024 2.10,ROSTER,1.62,3,2026-01-01
2025,18,0013,16698,2024 4.07,ROSTER,1.06,3,2026-01-01
2025,18,0013,15835,2022 2.12^,ROSTER,3.41,1,2026-01-01
2025,18,0013,14974,2025 SRFA,ROSTER,8.25,2,2026-01-01
2025,18,0013,13130,2025 B/R,ROSTER,25.0,1,2026-01-01
2025,18,0013,17030,2025 1.05,ROSTER,5.38,4,2026-01-01
2025,18,0013,17123,2025 2.05,ROSTER,1.91,4,2026-01-01
2025,18,0013,13717,2025 UFA,ROSTER,3.0,1,2026-01-01
2025,18,0013,13192,2025 UFA,ROSTER,8.9,1,2026-01-01
2025,18,0013,13227,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0013,14861,2025 iEXT,ROSTER,7.37,4,2026-01-01
2025,18,0013,16295,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0013,16672,2024 5.07,ROSTER,0.99,3,2026-01-01
2025,18,0013,16268,2025 iEXT,ROSTER,3.16,3,2026-01-01
2025,18,0013,17118,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0013,17212,2025 4.11,ROSTER,1.0,4,2026-01-01
2025,18,0013,16673,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0013,13199,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0013,16787,2025 UFA,ROSTER,2.0,1,2026-01-01
2025,18,0013,11728,2024 iEXT,ROSTER,4.25,1,2026-01-01
2025,18,0013,13632,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0013,10700,2024 UFA,ROSTER,15.68,1,2026-01-01
2025,18,0013,11721,2025 UFA,ROSTER,3.71,2,2026-01-01
2025,18,0013,16733,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0013,15668,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0013,17229,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0013,13303,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0013,12688,2025 NEFT,ROSTER,19.75,1,2026-01-01
2025,18,0013,17206,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0013,16665,2024 2.07,INJURED_RESERVE,1.75,3,2026-01-01
2025,18,0013,16254,2023 2.09,INJURED_RESERVE,1.75,2,2026-01-01
2025,18,0013,11768,2025 UFA,INJURED_RESERVE,1.0,1,2026-01-01
2025,18,0013,17179,2025 5.23,INJURED_RESERVE,0.93,4,2026-01-01
2025,18,0013,15713,2022 4.10,INJURED_RESERVE,1.19,1,2026-01-01
2025,18,0013,14882,2023 UFA,INJURED_RESERVE,1.81,1,2026-01-01
2025,18,0013,15831,2022 4.02,INJURED_RESERVE,1.24,1,2026-01-01
2025,18,0014,13604,2021 EXT,ROSTER,14.37,1,2026-01-01
2025,18,0014,15345,2024 iEXT,ROSTER,3.71,3,2026-01-01
2025,18,0014,15712,2022 3.09,ROSTER,1.44,1,2026-01-01
2025,18,0014,15851,2022 3.04,ROSTER,1.55,1,2026-01-01
2025,18,0014,13214,2025 iEXT,ROSTER,23.05,6,2026-01-01
2025,18,0014,15698,2024 iEXT,ROSTER,30.55,1,2026-01-01
2025,18,0014,16148,2023 1.05,ROSTER,5.54,2,2026-01-01
2025,18,0014,16241,2023 4.08,ROSTER,1.13,2,2026-01-01
2025,18,0014,16167,2023 2.02,ROSTER,2.21,2,2026-01-01
2025,18,0014,13251,2024 B/R,ROSTER,2.97,2,2026-01-01
2025,18,0014,16694,2024 3.04,ROSTER,1.33,3,2026-01-01
2025,18,0014,16696,2024 2.15,ROSTER,1.44,3,2026-01-01
2025,18,0014,10816,2024 UFA,ROSTER,3.07,2,2026-01-01
2025,18,0014,16724,2024 4.12,ROSTER,1.03,3,2026-01-01
2025,18,0014,16264,2023 5.08,ROSTER,1.06,2,2026-01-01
2025,18,0014,16622,2024 1.15,ROSTER,2.34,3,2026-01-01
2025,18,0014,12186,2024 UFA,ROSTER,22.77,2,2026-01-01
2025,18,0014,13193,2025 ERFA,ROSTER,1.09,1,2026-01-01
2025,18,0014,15394,2025 ERFA,ROSTER,1.09,1,2026-01-01
2025,18,0014,13298,2025 SRFA,ROSTER,5.35,2,2026-01-01
2025,18,0014,17112,2025 1.09,ROSTER,3.61,4,2026-01-01
2025,18,0014,17106,2025 2.13,ROSTER,1.52,4,2026-01-01
2025,18,0014,17073,2025 3.19,ROSTER,1.1,4,2026-01-01
2025,18,0014,15319,2025 UFA,ROSTER,5.5,1,2026-01-01
2025,18,0014,14182,2025 UFA,ROSTER,5.8,1,2026-01-01
2025,18,0014,13674,2025 UFA,ROSTER,8.0,1,2026-01-01
2025,18,0014,17254,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0014,17119,2025 4.13,ROSTER,0.99,4,2026-01-01
2025,18,0014,17127,2025 5.05,ROSTER,0.96,4,2026-01-01
2025,18,0014,16267,2023 UDFA,ROSTER,0.98,1,2026-01-01
2025,18,0014,17145,2025 5.16,ROSTER,0.94,4,2026-01-01
2025,18,0014,12764,2025 UFA,ROSTER,5.3,1,2026-01-01
2025,18,0014,15241,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0014,14328,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0014,14302,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0014,14600,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0014,17177,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0014,15032,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0014,15821,2022 2.09^,ROSTER,5.35,1,2026-01-01
2025,18,0014,16191,2023 3.08,ROSTER,1.33,2,2026-01-01
2025,18,0014,12785,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0014,15950,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0014,16642,2024 5.12,ROSTER,0.98,3,2026-01-01
2025,18,0014,11671,2025 iEXT,ROSTER,33.85,4,2026-01-01
2025,18,0014,17130,2025 UDFA,INJURED_RESERVE,0.9,3,2026-01-01
2025,18,0014,14169,2025 R/F,INJURED_RESERVE,1.0,2,2026-01-01
2025,18,0015,15287,2024 iEXT,ROSTER,34.24,4,2026-01-01
2025,18,0015,15845,2024 oEXT,ROSTER,3.19,2,2026-01-01
2025,18,0015,14908,2024 oEXT,ROSTER,4.31,2,2026-01-01
2025,18,0015,16233,2023 1.12,ROSTER,3.0,2,2026-01-01
2025,18,0015,16280,2023 3.13,ROSTER,1.25,2,2026-01-01
2025,18,0015,11675,2023 UFA,ROSTER,27.23,1,2026-01-01
2025,18,0015,16581,2024 1.09,ROSTER,3.38,3,2026-01-01
2025,18,0015,16690,2024 3.21,ROSTER,1.1,3,2026-01-01
2025,18,0015,12686,2024 UFA,ROSTER,5.43,1,2026-01-01
2025,18,0015,13714,2024 B/R,ROSTER,5.15,2,2026-01-01
2025,18,0015,16215,2023 2.10,ROSTER,1.71,2,2026-01-01
2025,18,0015,15805,2025 iEXT,ROSTER,9.8,5,2026-01-01
2025,18,0015,16629,2024 2.09,ROSTER,1.65,3,2026-01-01
2025,18,0015,15850,2022 3.11^,ROSTER,3.41,1,2026-01-01
2025,18,0015,9064,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0015,15337,2025 ERFA,ROSTER,1.1,1,2026-01-01
2025,18,0015,13696,2025 B/R,ROSTER,9.0,3,2026-01-01
2025,18,0015,17043,2025 1.06,ROSTER,4.8,4,2026-01-01
2025,18,0015,17147,2025 2.06,ROSTER,1.85,4,2026-01-01
2025,18,0015,17132,2025 3.06,ROSTER,1.28,4,2026-01-01
2025,18,0015,12697,2025 UFA,ROSTER,7.6,2,2026-01-01
2025,18,0015,14085,2025 UFA,ROSTER,7.41,2,2026-01-01
2025,18,0015,10775,2025 UFA,ROSTER,4.37,2,2026-01-01
2025,18,0015,11723,2025 UFA,ROSTER,5.4,1,2026-01-01
2025,18,0015,12187,2025 UFA,ROSTER,5.0,1,2026-01-01
2025,18,0015,13933,2025 UFA,ROSTER,6.5,1,2026-01-01
2025,18,0015,12141,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0015,17066,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0015,16385,2025 UFA,ROSTER,2.0,1,2026-01-01
2025,18,0015,14985,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0015,14592,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0015,13156,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0015,13802,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0015,16224,2023 3.11,ROSTER,1.29,2,2026-01-01
2025,18,0015,16012,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0015,15368,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0015,15789,2022 1.10,ROSTER,3.98,1,2026-01-01
2025,18,0015,17141,2025 4.06,ROSTER,1.03,4,2026-01-01
2025,18,0015,17139,2025 4.12,ROSTER,1.0,4,2026-01-01
2025,18,0015,11244,2025 UFA,ROSTER,9.2,1,2026-01-01
2025,18,0015,14095,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0015,12231,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0015,14777,2023 iEXT,ROSTER,24.52,3,2026-01-01
2025,18,0015,16628,2024 3.09,ROSTER,1.24,3,2026-01-01
2025,18,0015,13759,2025 UFA,INJURED_RESERVE,1.8,1,2026-01-01
2025,18,0015,12678,2023 UFA,INJURED_RESERVE,6.53,1,2026-01-01
2025,18,0015,13172,2025 R/F,INJURED_RESERVE,1.0,2,2026-01-01
2025,18,0016,15889,2023 oEXT,ROSTER,4.51,4,2026-01-01
2025,18,0016,16150,2023 1.04,ROSTER,6.27,2,2026-01-01
2025,18,0016,14303,2024 oEXT,ROSTER,3.08,3,2026-01-01
2025,18,0016,16643,2024 3.10,ROSTER,1.22,2,2026-01-01
2025,18,0016,16195,2024 oEXT,ROSTER,3.4,5,2026-01-01
2025,18,0016,15716,2025 SRFA,ROSTER,5.35,4,2026-01-01
2025,18,0016,14896,2024 oEXT,ROSTER,7.93,2,2026-01-01
2025,18,0016,17042,2025 1.01,ROSTER,9.82,4,2026-01-01
