season,week,franchise_id,player_id,contractInfo,status,salary,contractYear,as_of
2025,18,0006,14225,2024 iEXT,ROSTER,24.24,4,2026-01-01
2025,18,0006,14889,2024 UFA,ROSTER,3.14,1,2026-01-01
2025,18,0006,15452,2024 SRFA,ROSTER,5.38,2,2026-01-01
2025,18,0006,16649,2024 3.14,ROSTER,1.17,3,2026-01-01
2025,18,0006,13268,2025 ORFA4,ROSTER,3.41,1,2026-01-01
2025,18,0006,17071,2025 1.04,ROSTER,6.11,4,2026-01-01
2025,18,0006,17134,2025 2.07,ROSTER,1.79,4,2026-01-01
2025,18,0006,17107,2025 2.11,ROSTER,1.6,4,2026-01-01
2025,18,0006,17146,2025 4.14,ROSTER,0.99,4,2026-01-01
2025,18,0006,17059,2025 5.09,ROSTER,0.95,4,2026-01-01
2025,18,0006,17064,2025 5.02,ROSTER,0.96,4,2026-01-01
2025,18,0006,16193,2025 UFA,ROSTER,3.5,1,2026-01-01
2025,18,0006,13681,2025 UFA,ROSTER,9.2,1,2026-01-01
2025,18,0006,15702,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0006,16654,2024 4.23,ROSTER,1.0,3,2026-01-01
2025,18,0006,14918,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,12218,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,13418,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0006,15864,2025 iEXT,ROSTER,3.59,3,2026-01-01
2025,18,0006,15390,2024 iEXT,ROSTER,1.87,3,2026-01-01
2025,18,0006,12744,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,16281,2023 5.10,ROSTER,1.06,2,2026-01-01
2025,18,0006,15388,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,7836,2025 UFA,ROSTER,10.0,1,2026-01-01
2025,18,0006,15833,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,16283,2024 iEXT,ROSTER,4.7,2,2026-01-01
2025,18,0006,17036,2025 5.04,ROSTER,0.96,4,2026-01-01
2025,18,0006,13347,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,11317,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,13263,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,15409,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,17201,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,13672,2025 UFA,ROSTER,1.1,1,2026-01-01
2025,18,0006,17234,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,17220,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0006,16594,2024 1.16,ROSTER,2.24,3,2026-01-01
2025,18,0006,14840,2023 iEXT,ROSTER,20.57,4,2026-01-01
2025,18,0006,17152,2025 UDFA,INJURED_RESERVE,0.9,3,2026-01-01
2025,18,0007,15284,2025 oEXT,ROSTER,14.87,5,2026-01-01
2025,18,0007,15711,2022 1.03,ROSTER,8.42,1,2026-01-01
2025,18,0007,15329,2024 iEXT,ROSTER,8.54,5,2026-01-01
2025,18,0007,16161,2023 1.02,ROSTER,8.38,2,2026-01-01
2025,18,0007,16230,2023 3.02,ROSTER,1.45,2,2026-01-01
2025,18,0007,14472,2024 R/F,ROSTER,1.1,1,2026-01-01
2025,18,0007,16614,2024 1.01,ROSTER,8.79,3,2026-01-01
2025,18,0007,16692,2024 3.01,ROSTER,1.4,3,2026-01-01
2025,18,0007,16303,2025 oEXT,ROSTER,3.2,1,2026-01-01
2025,18,0007,16080,2025 oEXT,ROSTER,5.42,3,2026-01-01
2025,18,0007,16432,2025 ERFA,ROSTER,1.1,1,2026-01-01
2025,18,0007,12217,2025 ERFA,ROSTER,1.1,1,2026-01-01
2025,18,0007,15869,2025 ERFA,ROSTER,1.09,1,2026-01-01
2025,18,0007,17137,2025 2.08,ROSTER,1.74,4,2026-01-01
2025,18,0007,17135,2025 3.07,ROSTER,1.26,4,2026-01-01
2025,18,0007,17099,2025 5.10,ROSTER,0.95,4,2026-01-01
2025,18,0007,17181,2025 UDFA,ROSTER,0.9,3,2026-01-01
2025,18,0007,12860,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0007,13635,2025 UFA,ROSTER,20.24,2,2026-01-01
2025,18,0007,15361,2025 UFA,ROSTER,3.0,1,2026-01-01
2025,18,0007,12741,2025 UFA,ROSTER,5.13,2,2026-01-01
2025,18,0007,15355,2025 UFA,ROSTER,6.75,2,2026-01-01
2025,18,0007,15445,2025 UFA,ROSTER,4.0,1,2026-01-01
2025,18,0007,16729,2025 UFA,ROSTER,3.04,2,2026-01-01
2025,18,0007,10703,2025 UFA,ROSTER,10.1,1,2026-01-01
2025,18,0007,15349,2025 UFA,ROSTER,8.55,2,2026-01-01
2025,18,0007,16719,2025 UFA,ROSTER,4.59,3,2026-01-01
2025,18,0007,15288,2025 UFA,ROSTER,2.0,1,2026-01-01
2025,18,0007,12782,2025 UFA,ROSTER,2.1,1,2026-01-01
2025,18,0007,14168,2025 UFA,ROSTER,2.6,1,2026-01-01
2025,18,0007,14207,2025 UFA,ROSTER,1.9,1,2026-01-01
2025,18,0007,16294,2025 UFA,ROSTER,6.6,1,2026-01-01
2025,18,0007,15884,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0007,15402,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,12616,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,16010,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,10313,2025 UFA,ROSTER,2.1,1,2026-01-01
2025,18,0007,13354,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,16682,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,15396,2024 oEXT,ROSTER,2.05,1,2026-01-01
2025,18,0007,17361,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,15391,2024 UFA,ROSTER,4.55,2,2026-01-01
2025,18,0007,17214,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,17269,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0007,17209,2025 UFA,ROSTER,2.1,1,2026-01-01
2025,18,0007,17267,2025 UDFA,INJURED_RESERVE,0.9,3,2026-01-01
2025,18,0007,15385,2025 oEXT,INJURED_RESERVE,2.2,3,2026-01-01
2025,18,0007,14056,2025 oEXT,INJURED_RESERVE,22.18,3,2026-01-01
2025,18,0007,17098,2025 4.10,INJURED_RESERVE,1.01,4,2026-01-01
2025,18,0007,16316,2025 UFA,INJURED_RESERVE,1.0,1,2026-01-01
2025,18,0007,16244,2023 4.02,INJURED_RESERVE,1.18,2,2026-01-01
2025,18,0007,17185,2025 UDFA,INJURED_RESERVE,0.9,3,2026-01-01
2025,18,0007,17159,2025 4.03,INJURED_RESERVE,1.05,4,2026-01-01
2025,18,0008,15346,2024 iEXT,ROSTER,11.52,2,2026-01-01
2025,18,0008,15817,2025 iEXT,ROSTER,13.96,4,2026-01-01
2025,18,0008,16187,2023 2.08,ROSTER,1.8,2,2026-01-01
2025,18,0008,16414,2025 iEXT,ROSTER,2.86,6,2026-01-01
2025,18,0008,15860,2022 4.14,ROSTER,1.18,1,2026-01-01
2025,18,0008,16689,2024 2.06,ROSTER,1.8,3,2026-01-01
2025,18,0008,15350,2024 iEXT,ROSTER,9.02,4,2026-01-01
2025,18,0008,14909,2024 UFA,ROSTER,14.03,3,2026-01-01
2025,18,0008,13592,2025 iEXT,ROSTER,22.71,3,2026-01-01
2025,18,0008,16675,2024 3.17,ROSTER,1.13,3,2026-01-01
2025,18,0008,15861,2024 iEXT,ROSTER,5.39,3,2026-01-01
2025,18,0008,16383,2023 UDFA,ROSTER,0.98,1,2026-01-01
2025,18,0008,16679,2024 3.08,ROSTER,1.25,3,2026-01-01
2025,18,0008,10292,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0008,15081,2025 iEXT,ROSTER,5.12,4,2026-01-01
2025,18,0008,15256,2025 UFA,ROSTER,5.5,1,2026-01-01
2025,18,0008,13470,2025 UFA,ROSTER,4.3,1,2026-01-01
2025,18,0008,14137,2025 UFA,ROSTER,2.0,1,2026-01-01
2025,18,0008,16013,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0008,16369,2025 R/F,ROSTER,1.0,2,2026-01-01
2025,18,0008,13810,2025 UFA,ROSTER,1.0,1,2026-01-01
2025,18,0008,14235,2025 UFA,ROSTER,1.8,1,2026-01-01
2025,18,0008,15255,2025 UFA,ROSTER,2.0,1,2026-01-01
