season,week,franchise_id,player_id,salary,contractInfo,status,contractYear,as_of
2025,17,0008,16204,1.23,2023 3.15,INJURED_RESERVE,2,2025-12-25
2025,17,0008,17231,0.9,2025 UDFA,INJURED_RESERVE,3,2025-12-25
2025,17,0008,17151,0.97,2025 5.01,INJURED_RESERVE,4,2025-12-25
2025,17,0008,13806,7.0,2025 RRFA,INJURED_RESERVE,3,2025-12-25
2025,17,0008,16214,2.82,2023 1.13,INJURED_RESERVE,2,2025-12-25
2025,17,0008,14059,6.0,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0008,16957,1.0,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0008,16671,1.03,2024 4.10,INJURED_RESERVE,3,2025-12-25
2025,17,0009,13189,10.45,2024 oEXT,ROSTER,2,2025-12-25
2025,17,0009,15238,9.74,2024 iEXT,ROSTER,5,2025-12-25
2025,17,0009,16221,3.73,2024 iEXT,ROSTER,5,2025-12-25
2025,17,0009,14162,16.34,2022 iEXT,ROSTER,1,2025-12-25
2025,17,0009,15721,3.41,2025 ORFA3,ROSTER,2,2025-12-25
2025,17,0009,16582,1.54,2024 2.12,ROSTER,3,2025-12-25
2025,17,0009,17083,2.9,2025 1.12,ROSTER,4,2025-12-25
2025,17,0009,17122,1.56,2025 2.12,ROSTER,4,2025-12-25
2025,17,0009,17120,1.43,2025 2.16,ROSTER,4,2025-12-25
2025,17,0009,17080,1.33,2025 3.04,ROSTER,4,2025-12-25
2025,17,0009,17157,1.21,2025 3.10,ROSTER,4,2025-12-25
2025,17,0009,17060,0.98,2025 4.17,ROSTER,4,2025-12-25
2025,17,0009,16703,0.94,2024 UDFA,ROSTER,2,2025-12-25
2025,17,0009,17155,0.94,2025 5.21,ROSTER,4,2025-12-25
2025,17,0009,15779,4.82,2024 iEXT,ROSTER,5,2025-12-25
2025,17,0009,17082,1.08,2025 3.21,ROSTER,4,2025-12-25
2025,17,0009,14105,11.98,2023 UFA,ROSTER,1,2025-12-25
2025,17,0009,16927,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,14210,6.6,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,16799,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,17171,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,16240,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,16693,1.12,2024 3.19,ROSTER,3,2025-12-25
2025,17,0009,16584,4.43,2024 1.06,ROSTER,3,2025-12-25
2025,17,0009,14247,5.51,2025 UFA,ROSTER,2,2025-12-25
2025,17,0009,14982,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,13208,12.6,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,16018,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,15261,8.68,2025 oEXT,ROSTER,1,2025-12-25
2025,17,0009,12437,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,15259,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,12323,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,16152,9.94,2023 1.01,ROSTER,2,2025-12-25
2025,17,0009,16596,1.14,2024 3.16,ROSTER,3,2025-12-25
2025,17,0009,17165,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,16788,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,17063,0.97,2025 4.18,ROSTER,4,2025-12-25
2025,17,0009,12801,5.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0009,16635,3.72,2025 iEXT,ROSTER,5,2025-12-25
2025,17,0009,17108,1.25,2025 3.08,ROSTER,4,2025-12-25
2025,17,0010,13589,24.76,2021 EXT,ROSTER,2,2025-12-25
2025,17,0010,14907,2.71,2024 iEXT,ROSTER,2,2025-12-25
2025,17,0010,15822,3.05,2022 1.14,ROSTER,1,2025-12-25
2025,17,0010,15768,2.63,2022 2.01,ROSTER,1,2025-12-25
2025,17,0010,15815,5.35,2022 2.04^,ROSTER,1,2025-12-25
2025,17,0010,16263,1.67,2023 2.11,ROSTER,2,2025-12-25
2025,17,0010,16185,4.95,2023 1.06,ROSTER,2,2025-12-25
2025,17,0010,16620,4.94,2024 1.05,ROSTER,3,2025-12-25
2025,17,0010,16639,2.07,2024 2.02,ROSTER,3,2025-12-25
2025,17,0010,16626,1.91,2024 2.04,ROSTER,3,2025-12-25
2025,17,0010,14927,2.09,2024 UFA,ROSTER,1,2025-12-25
2025,17,0010,13198,17.82,2024 UFA,ROSTER,2,2025-12-25
2025,17,0010,12739,4.75,2024 UFA,ROSTER,2,2025-12-25
2025,17,0010,14073,18.81,2024 UFA,ROSTER,1,2025-12-25
2025,17,0010,16619,1.38,2024 3.02,ROSTER,3,2025-12-25
2025,17,0010,15352,2.64,2025 oEXT,ROSTER,2,2025-12-25
2025,17,0010,15798,3.87,2024 iEXT,ROSTER,5,2025-12-25
2025,17,0010,16344,1.85,2025 oEXT,ROSTER,2,2025-12-25
2025,17,0010,16178,5.5,2024 RRFA,ROSTER,2,2025-12-25
2025,17,0010,16870,1.87,2025 oEXT,ROSTER,3,2025-12-25
2025,17,0010,12676,6.35,2025 oEXT,ROSTER,1,2025-12-25
2025,17,0010,14136,14.08,2025 ORFA2,ROSTER,2,2025-12-25
2025,17,0010,15749,5.35,2025 SRFA,ROSTER,2,2025-12-25
2025,17,0010,17051,4.32,2025 1.07,ROSTER,4,2025-12-25
2025,17,0010,17075,2.72,2025 1.13,ROSTER,4,2025-12-25
2025,17,0010,17103,1.37,2025 3.02,ROSTER,4,2025-12-25
2025,17,0010,12221,9.5,2025 UFA,ROSTER,2,2025-12-25
2025,17,0010,14224,7.22,2025 UFA,ROSTER,2,2025-12-25
2025,17,0010,8851,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0010,17172,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0010,16684,0.99,2024 5.04,ROSTER,3,2025-12-25
2025,17,0010,17174,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,16725,0.94,2024 UDFA,ROSTER,2,2025-12-25
2025,17,0010,15051,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,14221,5.23,2025 UFA,ROSTER,2,2025-12-25
2025,17,0010,13710,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,13226,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,9051,7.0,2025 RRFA,ROSTER,1,2025-12-25
2025,17,0010,15076,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,16253,3.5,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,11872,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,12698,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0010,16717,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0010,16640,0.98,2024 5.10,INJURED_RESERVE,3,2025-12-25
2025,17,0010,17166,0.9,2025 UDFA,INJURED_RESERVE,3,2025-12-25
2025,17,0010,14158,6.48,2025 UFA,INJURED_RESERVE,3,2025-12-25
2025,17,0010,12754,1.8,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0011,14835,17.35,2023 iEXT,ROSTER,3,2025-12-25
2025,17,0011,13772,7.44,2024 iEXT,ROSTER,2,2025-12-25
2025,17,0011,15404,3.41,2023 iEXT,ROSTER,3,2025-12-25
2025,17,0011,16169,2.31,2023 2.01,ROSTER,2,2025-12-25
2025,17,0011,16266,3.19,2025 iEXT,ROSTER,5,2025-12-25
2025,17,0011,15001,2.62,2024 oEXT,ROSTER,3,2025-12-25
2025,17,0011,15751,17.41,2025 iEXT,ROSTER,5,2025-12-25
2025,17,0011,15393,2.0,2024 oEXT,ROSTER,3,2025-12-25
2025,17,0011,16580,3.67,2024 1.08,ROSTER,3,2025-12-25
2025,17,0011,16601,0.99,2024 5.08,ROSTER,2,2025-12-25
2025,17,0011,16616,5.58,2024 1.04,ROSTER,3,2025-12-25
2025,17,0011,14138,13.6,2022 iEXT,ROSTER,1,2025-12-25
2025,17,0011,14148,7.67,2025 oEXT,ROSTER,4,2025-12-25
2025,17,0011,14157,12.78,2023 UFA,ROSTER,3,2025-12-25
2025,17,0011,14867,5.23,2025 B/R,ROSTER,2,2025-12-25
2025,17,0011,17048,3.1,2025 1.11,ROSTER,4,2025-12-25
2025,17,0011,17032,2.14,2025 2.02,ROSTER,4,2025-12-25
2025,17,0011,17053,1.09,2025 3.20,ROSTER,3,2025-12-25
2025,17,0011,15872,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0011,17035,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0011,15253,6.65,2025 UFA,ROSTER,2,2025-12-25
2025,17,0011,15357,12.45,2025 UFA,ROSTER,2,2025-12-25
2025,17,0011,13690,3.98,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0011,14842,7.62,2023 iEXT,ROSTER,3,2025-12-25
2025,17,0011,16723,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,15802,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,17124,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0011,11985,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,14877,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,17222,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0011,16460,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0011,16174,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,16269,4.18,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0011,16843,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,17044,8.23,2025 1.02,ROSTER,4,2025-12-25
2025,17,0011,17142,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,17149,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,17156,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,17221,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,16773,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,14899,1.1,2024 R/F,ROSTER,1,2025-12-25
2025,17,0011,15089,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0011,17114,1.14,2025 3.15,ROSTER,3,2025-12-25
2025,17,0011,16645,0.98,2024 5.20,INJURED_RESERVE,3,2025-12-25
2025,17,0011,13146,3.6,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0011,17150,1.1,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0011,16583,2.6,2024 1.13,INJURED_RESERVE,3,2025-12-25
2025,17,0011,13284,5.45,2024 oEXT,INJURED_RESERVE,3,2025-12-25
2025,17,0011,17173,0.9,2025 UDFA,INJURED_RESERVE,3,2025-12-25
2025,17,0011,14102,12.11,2022 iEXT,TAXI_SQUAD,2,2025-12-25
2025,17,0011,16235,2.83,2025 iEXT,TAXI_SQUAD,5,2025-12-25
2025,17,0012,13593,22.74,2021 EXT,ROSTER,1,2025-12-25
2025,17,0012,14167,14.95,2022 iEXT,ROSTER,2,2025-12-25
2025,17,0012,15692,6.45,2022 1.05,ROSTER,1,2025-12-25
2025,17,0012,13693,3.19,2022 UFA,ROSTER,1,2025-12-25
2025,17,0012,15717,2.16,2022 2.06,ROSTER,1,2025-12-25
2025,17,0012,14164,3.38,2023 oEXT,ROSTER,2,2025-12-25
2025,17,0012,16245,1.24,2023 3.14,ROSTER,2,2025-12-25
2025,17,0012,16653,1.99,2024 2.03,ROSTER,3,2025-12-25
2025,17,0012,16700,1.2,2024 3.12,ROSTER,3,2025-12-25
2025,17,0012,11232,16.72,2024 UFA,ROSTER,1,2025-12-25
2025,17,0012,15863,1.09,2022 5.21,ROSTER,1,2025-12-25
2025,17,0012,16708,1.02,2024 4.14,ROSTER,3,2025-12-25
2025,17,0012,16676,1.01,2024 4.17,ROSTER,3,2025-12-25
2025,17,0012,16211,1.3,2023 3.10,ROSTER,2,2025-12-25
2025,17,0012,16667,1.08,2024 4.03,ROSTER,2,2025-12-25
2025,17,0012,15839,1.1,2024 R/F,ROSTER,1,2025-12-25
2025,17,0012,15895,1.81,2023 iEXT,ROSTER,1,2025-12-25
2025,17,0012,13704,3.76,2024 UFA,ROSTER,2,2025-12-25
2025,17,0012,13163,26.62,2023 B/R,ROSTER,1,2025-12-25
2025,17,0012,13987,1.09,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0012,17068,2.45,2025 1.15,ROSTER,4,2025-12-25
2025,17,0012,17069,1.35,2025 3.03,ROSTER,4,2025-12-25
2025,17,0012,13132,15.2,2025 UFA,ROSTER,2,2025-12-25
2025,17,0012,15972,7.6,2025 UFA,ROSTER,2,2025-12-25
2025,17,0012,16278,0.98,2023 UDFA,ROSTER,1,2025-12-25
2025,17,0012,16314,0.98,2023 UDFA,ROSTER,1,2025-12-25
2025,17,0012,13138,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0012,17049,0.94,2025 5.15,ROSTER,4,2025-12-25
2025,17,0012,16887,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,14252,1.0,2025 R/F,ROSTER,1,2025-12-25
2025,17,0012,17058,0.94,2025 5.13,ROSTER,4,2025-12-25
2025,17,0012,17105,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0012,15787,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,14358,10.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,16186,4.07,2023 1.08,ROSTER,2,2025-12-25
2025,17,0012,14122,5.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,16752,1.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,14789,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,13319,10.5,2025 B/R,ROSTER,1,2025-12-25
2025,17,0012,16166,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,16846,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,14849,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,15759,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,12263,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,15622,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0012,16257,1.43,2023 3.03,INJURED_RESERVE,2,2025-12-25
2025,17,0012,16615,6.38,2024 1.03,INJURED_RESERVE,3,2025-12-25
2025,17,0012,13743,7.41,2021 EXT,INJURED_RESERVE,1,2025-12-25
2025,17,0012,14108,1.0,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0013,15237,17.13,2024 iEXT,ROSTER,4,2025-12-25
2025,17,0013,15834,7.68,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0013,15788,1.59,2022 3.02,ROSTER,1,2025-12-25
2025,17,0013,15293,4.55,2024 iEXT,ROSTER,4,2025-12-25
2025,17,0013,16162,7.21,2023 1.03,ROSTER,2,2025-12-25
2025,17,0013,16239,2.66,2023 1.14,ROSTER,2,2025-12-25
2025,17,0013,16256,1.47,2023 3.01,ROSTER,2,2025-12-25
2025,17,0013,16234,1.28,2023 3.12,ROSTER,2,2025-12-25
2025,17,0013,10768,5.38,2024 SRFA,ROSTER,1,2025-12-25
2025,17,0013,14879,3.43,2024 ORFA4,ROSTER,3,2025-12-25
2025,17,0013,13700,9.9,2024 B/R,ROSTER,2,2025-12-25
2025,17,0013,16617,2.93,2024 1.11,ROSTER,3,2025-12-25
2025,17,0013,16618,3.14,2024 1.10,ROSTER,3,2025-12-25
2025,17,0013,16644,1.62,2024 2.10,ROSTER,3,2025-12-25
2025,17,0013,16698,1.06,2024 4.07,ROSTER,3,2025-12-25
2025,17,0013,15835,3.41,2022 2.12^,ROSTER,1,2025-12-25
2025,17,0013,14974,8.25,2025 SRFA,ROSTER,2,2025-12-25
2025,17,0013,13130,25.0,2025 B/R,ROSTER,1,2025-12-25
2025,17,0013,17030,5.38,2025 1.05,ROSTER,4,2025-12-25
2025,17,0013,17123,1.91,2025 2.05,ROSTER,4,2025-12-25
2025,17,0013,13717,3.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,13192,8.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,13227,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,14861,7.37,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0013,16295,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,16672,0.99,2024 5.07,ROSTER,3,2025-12-25
2025,17,0013,16268,3.16,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0013,17118,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0013,17212,1.0,2025 4.11,ROSTER,4,2025-12-25
2025,17,0013,16673,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,13199,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,16787,2.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,11728,4.25,2024 iEXT,ROSTER,1,2025-12-25
2025,17,0013,13632,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,10700,15.68,2024 UFA,ROSTER,1,2025-12-25
2025,17,0013,11721,3.71,2025 UFA,ROSTER,2,2025-12-25
2025,17,0013,16733,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,15668,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,17229,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,13303,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0013,12688,19.75,2025 NEFT,ROSTER,1,2025-12-25
2025,17,0013,17206,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0013,16665,1.75,2024 2.07,INJURED_RESERVE,3,2025-12-25
2025,17,0013,16254,1.75,2023 2.09,INJURED_RESERVE,2,2025-12-25
2025,17,0013,11768,1.0,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0013,17179,0.93,2025 5.23,INJURED_RESERVE,4,2025-12-25
2025,17,0013,15713,1.19,2022 4.10,INJURED_RESERVE,1,2025-12-25
2025,17,0013,14882,1.81,2023 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0013,15831,1.24,2022 4.02,INJURED_RESERVE,1,2025-12-25
2025,17,0014,13604,14.37,2021 EXT,ROSTER,1,2025-12-25
2025,17,0014,15345,3.71,2024 iEXT,ROSTER,3,2025-12-25
2025,17,0014,15712,1.44,2022 3.09,ROSTER,1,2025-12-25
2025,17,0014,15851,1.55,2022 3.04,ROSTER,1,2025-12-25
2025,17,0014,13214,23.05,2025 iEXT,ROSTER,6,2025-12-25
2025,17,0014,15698,30.55,2024 iEXT,ROSTER,1,2025-12-25
2025,17,0014,16148,5.54,2023 1.05,ROSTER,2,2025-12-25
2025,17,0014,16241,1.13,2023 4.08,ROSTER,2,2025-12-25
2025,17,0014,16167,2.21,2023 2.02,ROSTER,2,2025-12-25
2025,17,0014,13251,2.97,2024 B/R,ROSTER,2,2025-12-25
2025,17,0014,16694,1.33,2024 3.04,ROSTER,3,2025-12-25
2025,17,0014,16696,1.44,2024 2.15,ROSTER,3,2025-12-25
2025,17,0014,10816,3.07,2024 UFA,ROSTER,2,2025-12-25
2025,17,0014,16724,1.03,2024 4.12,ROSTER,3,2025-12-25
2025,17,0014,16264,1.06,2023 5.08,ROSTER,2,2025-12-25
2025,17,0014,16622,2.34,2024 1.15,ROSTER,3,2025-12-25
2025,17,0014,12186,22.77,2024 UFA,ROSTER,2,2025-12-25
2025,17,0014,13193,1.09,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0014,15394,1.09,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0014,13298,5.35,2025 SRFA,ROSTER,2,2025-12-25
2025,17,0014,17112,3.61,2025 1.09,ROSTER,4,2025-12-25
2025,17,0014,17106,1.52,2025 2.13,ROSTER,4,2025-12-25
2025,17,0014,17073,1.1,2025 3.19,ROSTER,4,2025-12-25
2025,17,0014,15319,5.5,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,14182,5.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,13674,8.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,17254,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0014,17119,0.99,2025 4.13,ROSTER,4,2025-12-25
2025,17,0014,17127,0.96,2025 5.05,ROSTER,4,2025-12-25
2025,17,0014,16267,0.98,2023 UDFA,ROSTER,1,2025-12-25
2025,17,0014,17145,0.94,2025 5.16,ROSTER,4,2025-12-25
2025,17,0014,12764,5.3,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,15241,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,14328,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,14302,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,14600,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,17177,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0014,15032,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,15821,5.35,2022 2.09^,ROSTER,1,2025-12-25
2025,17,0014,16191,1.33,2023 3.08,ROSTER,2,2025-12-25
2025,17,0014,12785,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,15950,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0014,16642,0.98,2024 5.12,ROSTER,3,2025-12-25
2025,17,0014,11671,33.85,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0014,17130,0.9,2025 UDFA,INJURED_RESERVE,3,2025-12-25
2025,17,0014,14169,1.0,2025 R/F,INJURED_RESERVE,2,2025-12-25
2025,17,0015,15287,34.24,2024 iEXT,ROSTER,4,2025-12-25
2025,17,0015,15845,3.19,2024 oEXT,ROSTER,2,2025-12-25
2025,17,0015,14908,4.31,2024 oEXT,ROSTER,2,2025-12-25
2025,17,0015,16233,3.0,2023 1.12,ROSTER,2,2025-12-25
2025,17,0015,16280,1.25,2023 3.13,ROSTER,2,2025-12-25
2025,17,0015,11675,27.23,2023 UFA,ROSTER,1,2025-12-25
2025,17,0015,16581,3.38,2024 1.09,ROSTER,3,2025-12-25
2025,17,0015,16690,1.1,2024 3.21,ROSTER,3,2025-12-25
2025,17,0015,12686,5.43,2024 UFA,ROSTER,1,2025-12-25
2025,17,0015,13714,5.15,2024 B/R,ROSTER,2,2025-12-25
2025,17,0015,16215,1.71,2023 2.10,ROSTER,2,2025-12-25
2025,17,0015,15805,9.8,2025 iEXT,ROSTER,5,2025-12-25
2025,17,0015,16629,1.65,2024 2.09,ROSTER,3,2025-12-25
2025,17,0015,15850,3.41,2022 3.11^,ROSTER,1,2025-12-25
2025,17,0015,9064,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0015,15337,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0015,13696,9.0,2025 B/R,ROSTER,3,2025-12-25
2025,17,0015,17043,4.8,2025 1.06,ROSTER,4,2025-12-25
2025,17,0015,17147,1.85,2025 2.06,ROSTER,4,2025-12-25
2025,17,0015,17132,1.28,2025 3.06,ROSTER,4,2025-12-25
2025,17,0015,12697,7.6,2025 UFA,ROSTER,2,2025-12-25
2025,17,0015,14085,7.41,2025 UFA,ROSTER,2,2025-12-25
2025,17,0015,10775,4.37,2025 UFA,ROSTER,2,2025-12-25
2025,17,0015,11723,5.4,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,12187,5.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,13933,6.5,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,12141,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,17066,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0015,16385,2.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,14985,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,14592,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0015,13156,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,13802,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,16224,1.29,2023 3.11,ROSTER,2,2025-12-25
2025,17,0015,16012,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0015,15368,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,15789,3.98,2022 1.10,ROSTER,1,2025-12-25
2025,17,0015,17141,1.03,2025 4.06,ROSTER,4,2025-12-25
2025,17,0015,17139,1.0,2025 4.12,ROSTER,4,2025-12-25
2025,17,0015,11244,9.2,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,14095,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,12231,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0015,14777,24.52,2023 iEXT,ROSTER,3,2025-12-25
2025,17,0015,16628,1.24,2024 3.09,ROSTER,3,2025-12-25
2025,17,0015,13759,1.8,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0015,12678,6.53,2023 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0015,13172,1.0,2025 R/F,INJURED_RESERVE,2,2025-12-25
2025,17,0016,15889,4.51,2023 oEXT,ROSTER,4,2025-12-25
2025,17,0016,16150,6.27,2023 1.04,ROSTER,2,2025-12-25
2025,17,0016,14303,3.08,2024 oEXT,ROSTER,3,2025-12-25
2025,17,0016,16643,1.22,2024 3.10,ROSTER,2,2025-12-25
2025,17,0016,16195,3.4,2024 oEXT,ROSTER,5,2025-12-25
2025,17,0016,15716,5.35,2025 SRFA,ROSTER,4,2025-12-25
2025,17,0016,14896,7.93,2024 oEXT,ROSTER,2,2025-12-25
2025,17,0016,14778,13.6,2025 B/R,ROSTER,5,2025-12-25
2025,17,0016,17042,9.82,2025 1.01,ROSTER,4,2025-12-25
2025,17,0016,17070,2.23,2025 2.01,ROSTER,4,2025-12-25
2025,17,0016,14180,3.5,2025 ORFA4,ROSTER,1,2025-12-25
2025,17,0016,16712,2.55,2025 UFA,ROSTER,4,2025-12-25
2025,17,0016,14217,4.5,2025 UFA,ROSTER,3,2025-12-25
2025,17,0016,16265,1.07,2023 5.03,ROSTER,2,2025-12-25
2025,17,0016,17076,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0016,17205,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0016,17175,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0016,17087,0.94,2025 5.17,ROSTER,4,2025-12-25
2025,17,0016,17192,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0016,17096,0.98,2025 4.15,ROSTER,4,2025-12-25
2025,17,0016,16681,1.86,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0016,16691,1.16,2024 3.15,ROSTER,2,2025-12-25
2025,17,0016,14954,3.14,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0016,16188,3.73,2023 1.09,ROSTER,2,2025-12-25
2025,17,0016,17163,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0016,16809,4.64,2024 iEXT,ROSTER,5,2025-12-25
2025,17,0016,17079,4.11,2025 iEXT,ROSTER,5,2025-12-25
2025,17,0016,17204,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0016,15484,6.31,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0016,17160,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0016,16794,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0016,16274,1.0,2025 R/F,ROSTER,2,2025-12-25
