season,week,franchise_id,player_id,salary,contractInfo,status,contractYear,as_of
2025,17,0002,12305,1.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0002,11327,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0002,15923,3.5,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0002,16736,1.0,2025 R/F,INJURED_RESERVE,2,2025-12-25
2025,17,0002,15254,1.1,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0002,13595,2.0,2025 UFA,TAXI_SQUAD,1,2025-12-25
2025,17,0003,14127,9.12,2024 iEXT,ROSTER,1,2025-12-25
2025,17,0003,14171,10.89,2024 B/R,ROSTER,2,2025-12-25
2025,17,0003,15708,10.27,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0003,12611,18.7,2024 UFA,ROSTER,3,2025-12-25
2025,17,0003,14071,11.5,2024 UFA,ROSTER,1,2025-12-25
2025,17,0003,16579,7.41,2024 1.02,ROSTER,3,2025-12-25
2025,17,0003,16641,4.02,2024 1.07,ROSTER,3,2025-12-25
2025,17,0003,16650,1.86,2024 2.05,ROSTER,3,2025-12-25
2025,17,0003,13223,2.32,2024 iEXT,ROSTER,1,2025-12-25
2025,17,0003,13630,20.33,2024 iEXT,ROSTER,1,2025-12-25
2025,17,0003,15809,2.24,2022 2.05,ROSTER,1,2025-12-25
2025,17,0003,15836,1.25,2022 4.01,ROSTER,1,2025-12-25
2025,17,0003,13737,8.87,2025 NEFT,ROSTER,1,2025-12-25
2025,17,0003,14860,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0003,14833,8.8,2025 ORFA1,ROSTER,4,2025-12-25
2025,17,0003,17081,2.58,2025 1.14,ROSTER,4,2025-12-25
2025,17,0003,17052,1.64,2025 2.10,ROSTER,4,2025-12-25
2025,17,0003,17144,1.46,2025 2.15,ROSTER,4,2025-12-25
2025,17,0003,14218,5.89,2025 UFA,ROSTER,2,2025-12-25
2025,17,0003,15003,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,16593,1.35,2024 3.03,ROSTER,3,2025-12-25
2025,17,0003,16660,1.21,2024 3.11,ROSTER,3,2025-12-25
2025,17,0003,16252,1.2,2023 3.18,ROSTER,2,2025-12-25
2025,17,0003,17125,1.18,2025 3.12,ROSTER,4,2025-12-25
2025,17,0003,16603,1.07,2024 4.05,ROSTER,3,2025-12-25
2025,17,0003,15799,1.09,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0003,17128,1.07,2025 4.01,ROSTER,4,2025-12-25
2025,17,0003,13744,1.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,14717,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,16077,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,15446,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,15401,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,15742,9.08,2025 iEXT,ROSTER,2,2025-12-25
2025,17,0003,16212,2.53,2023 1.15,ROSTER,2,2025-12-25
2025,17,0003,16705,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,13952,5.13,2025 UFA,ROSTER,2,2025-12-25
2025,17,0003,13448,3.6,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,14159,14.4,2023 UFA,ROSTER,2,2025-12-25
2025,17,0003,16184,1.59,2023 2.13,ROSTER,2,2025-12-25
2025,17,0003,14179,7.22,2024 iEXT,ROSTER,2,2025-12-25
2025,17,0003,17169,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,13791,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0003,14147,19.36,2023 UFA,INJURED_RESERVE,3,2025-12-25
2025,17,0003,14900,9.5,2025 B/R,INJURED_RESERVE,2,2025-12-25
2025,17,0003,15819,1.78,2022 2.13,INJURED_RESERVE,1,2025-12-25
2025,17,0004,14782,10.48,2023 iEXT,ROSTER,2,2025-12-25
2025,17,0004,14149,3.0,2024 iEXT,ROSTER,2,2025-12-25
2025,17,0004,16190,3.45,2023 1.10,ROSTER,2,2025-12-25
2025,17,0004,16223,3.21,2023 1.11,ROSTER,2,2025-12-25
2025,17,0004,14518,2.73,2023 UFA,ROSTER,1,2025-12-25
2025,17,0004,14836,41.25,2024 NEFToff,ROSTER,3,2025-12-25
2025,17,0004,9431,12.89,2024 SRFA,ROSTER,2,2025-12-25
2025,17,0004,16651,2.15,2024 2.01,ROSTER,3,2025-12-25
2025,17,0004,16677,1.18,2024 3.13,ROSTER,3,2025-12-25
2025,17,0004,13692,2.97,2024 UFA,ROSTER,2,2025-12-25
2025,17,0004,14910,3.25,2024 UFA,ROSTER,1,2025-12-25
2025,17,0004,16747,1.01,2024 4.16,ROSTER,3,2025-12-25
2025,17,0004,15281,40.64,2025 iEXT,ROSTER,5,2025-12-25
2025,17,0004,15710,7.46,2025 FRFA,ROSTER,4,2025-12-25
2025,17,0004,14590,1.09,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0004,14943,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0004,16346,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0004,11150,7.6,2025 B/R,ROSTER,2,2025-12-25
2025,17,0004,17121,2.33,2025 1.16,ROSTER,4,2025-12-25
2025,17,0004,17078,1.98,2025 2.04,ROSTER,4,2025-12-25
2025,17,0004,16213,4.47,2023 1.07,ROSTER,2,2025-12-25
2025,17,0004,12711,1.0,2025 R/F,ROSTER,1,2025-12-25
2025,17,0004,17047,1.11,2025 3.18,ROSTER,4,2025-12-25
2025,17,0004,17037,0.97,2025 4.19,ROSTER,4,2025-12-25
2025,17,0004,17241,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0004,17167,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0004,11936,1.9,2025 UFA,ROSTER,2,2025-12-25
2025,17,0004,15387,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,15362,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,15868,2.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,17256,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0004,17186,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0004,16767,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,15857,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,13299,24.75,2024 UFA,ROSTER,2,2025-12-25
2025,17,0004,16734,1.0,2024 4.19,ROSTER,3,2025-12-25
2025,17,0004,16572,2.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,16663,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,16246,2.23,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0004,17034,3.7,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,16778,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,16757,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0004,15806,2.89,2022 1.15,ROSTER,1,2025-12-25
2025,17,0004,16597,2.46,2024 1.14,INJURED_RESERVE,3,2025-12-25
2025,17,0004,17113,1.49,2025 2.14,INJURED_RESERVE,4,2025-12-25
2025,17,0004,15753,10.5,2025 iEXT,INJURED_RESERVE,5,2025-12-25
2025,17,0004,16227,1.9,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0005,15808,3.55,2025 iEXT,ROSTER,5,2025-12-25
2025,17,0005,13742,5.2,2023 SRFA,ROSTER,1,2025-12-25
2025,17,0005,16189,1.64,2023 2.12,ROSTER,2,2025-12-25
2025,17,0005,14322,5.38,2024 SRFA,ROSTER,1,2025-12-25
2025,17,0005,16610,1.57,2024 2.11,ROSTER,3,2025-12-25
2025,17,0005,14163,18.57,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0005,16716,1.13,2024 3.18,ROSTER,3,2025-12-25
2025,17,0005,16206,1.1,2023 4.14,ROSTER,1,2025-12-25
2025,17,0005,15754,6.66,2025 iEXT,ROSTER,6,2025-12-25
2025,17,0005,12626,26.48,2025 NEFT,ROSTER,1,2025-12-25
2025,17,0005,14109,34.11,2025 B/R,ROSTER,3,2025-12-25
2025,17,0005,17104,3.93,2025 1.08,ROSTER,4,2025-12-25
2025,17,0005,17039,1.23,2025 3.09,ROSTER,4,2025-12-25
2025,17,0005,14630,1.86,2025 UFA,ROSTER,2,2025-12-25
2025,17,0005,12752,3.8,2025 UFA,ROSTER,2,2025-12-25
2025,17,0005,15418,5.7,2025 UFA,ROSTER,2,2025-12-25
2025,17,0005,13671,12.5,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,14940,6.37,2022 oEXT,ROSTER,3,2025-12-25
2025,17,0005,16282,0.98,2023 UDFA,ROSTER,1,2025-12-25
2025,17,0005,16276,1.2,2023 3.19,ROSTER,2,2025-12-25
2025,17,0005,13713,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0005,17086,1.13,2025 3.16,ROSTER,4,2025-12-25
2025,17,0005,14823,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,14251,10.0,2025 RRFA,ROSTER,1,2025-12-25
2025,17,0005,16342,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,17178,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,13774,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,13281,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,12772,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0005,13719,1.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,15124,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,17055,1.04,2025 4.05,ROSTER,4,2025-12-25
2025,17,0005,13697,3.09,2023 UFA,ROSTER,2,2025-12-25
2025,17,0005,11222,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,11760,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,15856,2.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0005,16604,1.29,2024 3.06,INJURED_RESERVE,3,2025-12-25
2025,17,0005,16171,2.13,2023 2.03,INJURED_RESERVE,2,2025-12-25
2025,17,0005,17045,1.69,2025 2.09,INJURED_RESERVE,4,2025-12-25
2025,17,0005,17074,7.03,2025 1.03,INJURED_RESERVE,4,2025-12-25
2025,17,0005,13629,2.4,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0005,17153,1.01,2025 4.09,INJURED_RESERVE,4,2025-12-25
2025,17,0005,13131,1.8,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0005,13116,37.71,2023 oEXT,INJURED_RESERVE,4,2025-12-25
2025,17,0005,16662,1.02,2024 4.15,INJURED_RESERVE,2,2025-12-25
2025,17,0005,16014,1.9,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0005,17184,0.9,2025 UDFA,INJURED_RESERVE,3,2025-12-25
2025,17,0005,16194,2.05,2023 2.04,INJURED_RESERVE,2,2025-12-25
2025,17,0005,15904,1.8,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0006,14783,23.52,2024 iEXT,ROSTER,5,2025-12-25
2025,17,0006,15282,18.66,2024 iEXT,ROSTER,4,2025-12-25
2025,17,0006,15715,12.48,2025 iEXT,ROSTER,2,2025-12-25
2025,17,0006,15846,5.18,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0006,15871,5.35,2022 5.02^,ROSTER,1,2025-12-25
2025,17,0006,14921,5.2,2023 SRFA,ROSTER,2,2025-12-25
2025,17,0006,16330,1.04,2023 5.18,ROSTER,2,2025-12-25
2025,17,0006,15761,7.25,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0006,14225,24.24,2024 iEXT,ROSTER,4,2025-12-25
2025,17,0006,14889,3.14,2024 UFA,ROSTER,1,2025-12-25
2025,17,0006,15452,5.38,2024 SRFA,ROSTER,2,2025-12-25
2025,17,0006,16649,1.17,2024 3.14,ROSTER,3,2025-12-25
2025,17,0006,13268,3.41,2025 ORFA4,ROSTER,1,2025-12-25
2025,17,0006,17071,6.11,2025 1.04,ROSTER,4,2025-12-25
2025,17,0006,17134,1.79,2025 2.07,ROSTER,4,2025-12-25
2025,17,0006,17107,1.6,2025 2.11,ROSTER,4,2025-12-25
2025,17,0006,17146,0.99,2025 4.14,ROSTER,4,2025-12-25
2025,17,0006,17059,0.95,2025 5.09,ROSTER,4,2025-12-25
2025,17,0006,17064,0.96,2025 5.02,ROSTER,4,2025-12-25
2025,17,0006,16193,3.5,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,15777,2.38,2025 UFA,ROSTER,2,2025-12-25
2025,17,0006,13681,9.2,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,15702,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0006,16654,1.0,2024 4.23,ROSTER,3,2025-12-25
2025,17,0006,14918,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,12218,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,13418,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,15864,3.59,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0006,15390,1.87,2024 iEXT,ROSTER,3,2025-12-25
2025,17,0006,12744,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,16281,1.06,2023 5.10,ROSTER,2,2025-12-25
2025,17,0006,15388,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,7836,10.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,15833,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,16283,4.7,2024 iEXT,ROSTER,2,2025-12-25
2025,17,0006,17036,0.96,2025 5.04,ROSTER,4,2025-12-25
2025,17,0006,13347,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,11317,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,13263,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,15409,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,17201,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0006,14840,20.57,2023 iEXT,INJURED_RESERVE,4,2025-12-25
2025,17,0006,16594,2.24,2024 1.16,INJURED_RESERVE,3,2025-12-25
2025,17,0006,17152,0.9,2025 UDFA,INJURED_RESERVE,3,2025-12-25
2025,17,0007,15284,14.87,2025 oEXT,ROSTER,5,2025-12-25
2025,17,0007,15711,8.42,2022 1.03,ROSTER,1,2025-12-25
2025,17,0007,15329,8.54,2024 iEXT,ROSTER,5,2025-12-25
2025,17,0007,16161,8.38,2023 1.02,ROSTER,2,2025-12-25
2025,17,0007,16230,1.45,2023 3.02,ROSTER,2,2025-12-25
2025,17,0007,14472,1.1,2024 R/F,ROSTER,1,2025-12-25
2025,17,0007,16614,8.79,2024 1.01,ROSTER,3,2025-12-25
2025,17,0007,16692,1.4,2024 3.01,ROSTER,3,2025-12-25
2025,17,0007,16303,3.2,2025 oEXT,ROSTER,1,2025-12-25
2025,17,0007,16080,5.42,2025 oEXT,ROSTER,3,2025-12-25
2025,17,0007,16432,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0007,12217,1.1,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0007,15869,1.09,2025 ERFA,ROSTER,1,2025-12-25
2025,17,0007,17137,1.74,2025 2.08,ROSTER,4,2025-12-25
2025,17,0007,17135,1.26,2025 3.07,ROSTER,4,2025-12-25
2025,17,0007,17159,1.05,2025 4.03,ROSTER,4,2025-12-25
2025,17,0007,17099,0.95,2025 5.10,ROSTER,4,2025-12-25
2025,17,0007,17185,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0007,17181,0.9,2025 UDFA,ROSTER,3,2025-12-25
2025,17,0007,12860,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,13635,20.24,2025 UFA,ROSTER,2,2025-12-25
2025,17,0007,15361,3.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,12741,5.13,2025 UFA,ROSTER,2,2025-12-25
2025,17,0007,15355,6.75,2025 UFA,ROSTER,2,2025-12-25
2025,17,0007,15445,4.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,16729,3.04,2025 UFA,ROSTER,2,2025-12-25
2025,17,0007,10703,10.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,15349,8.55,2025 UFA,ROSTER,2,2025-12-25
2025,17,0007,16719,4.59,2025 UFA,ROSTER,3,2025-12-25
2025,17,0007,15288,2.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,12782,2.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,14168,2.6,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,14207,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,16294,6.6,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,15884,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,15402,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,12616,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,16010,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,10313,2.1,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,13354,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,16682,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,15396,2.05,2024 oEXT,ROSTER,1,2025-12-25
2025,17,0007,17361,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0007,17267,0.9,2025 UDFA,INJURED_RESERVE,3,2025-12-25
2025,17,0007,15385,2.2,2025 oEXT,INJURED_RESERVE,3,2025-12-25
2025,17,0007,14056,22.18,2025 oEXT,INJURED_RESERVE,3,2025-12-25
2025,17,0007,17098,1.01,2025 4.10,INJURED_RESERVE,4,2025-12-25
2025,17,0007,15391,4.55,2024 UFA,INJURED_RESERVE,2,2025-12-25
2025,17,0007,16316,1.0,2025 UFA,INJURED_RESERVE,1,2025-12-25
2025,17,0007,16244,1.18,2023 4.02,INJURED_RESERVE,2,2025-12-25
2025,17,0008,15346,11.52,2024 iEXT,ROSTER,2,2025-12-25
2025,17,0008,15817,13.96,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0008,16187,1.8,2023 2.08,ROSTER,2,2025-12-25
2025,17,0008,16414,2.86,2025 iEXT,ROSTER,6,2025-12-25
2025,17,0008,15860,1.18,2022 4.14,ROSTER,1,2025-12-25
2025,17,0008,16689,1.8,2024 2.06,ROSTER,3,2025-12-25
2025,17,0008,15350,9.02,2024 iEXT,ROSTER,4,2025-12-25
2025,17,0008,14909,14.03,2024 UFA,ROSTER,3,2025-12-25
2025,17,0008,13592,22.71,2025 iEXT,ROSTER,3,2025-12-25
2025,17,0008,16675,1.13,2024 3.17,ROSTER,3,2025-12-25
2025,17,0008,15861,5.39,2024 iEXT,ROSTER,3,2025-12-25
2025,17,0008,16383,0.98,2023 UDFA,ROSTER,1,2025-12-25
2025,17,0008,16679,1.25,2024 3.08,ROSTER,3,2025-12-25
2025,17,0008,10292,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0008,15081,5.12,2025 iEXT,ROSTER,4,2025-12-25
2025,17,0008,15256,5.5,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,13470,4.3,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,14137,2.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,16013,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0008,16369,1.0,2025 R/F,ROSTER,2,2025-12-25
2025,17,0008,13810,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,14235,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,15255,2.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,15786,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,13447,1.8,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,13813,14.52,2023 SRFA,ROSTER,1,2025-12-25
2025,17,0008,16452,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,13289,1.9,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,16207,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,17046,1.02,2025 4.08,ROSTER,4,2025-12-25
2025,17,0008,15694,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,17348,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,17295,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,17312,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,17368,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,16236,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,16702,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,16707,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,16786,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,17239,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,17277,1.0,2025 UFA,ROSTER,1,2025-12-25
2025,17,0008,16727,1.0,2025 UFA,ROSTER,1,2025-12-25
