season,timestamp,ts_utc,type,franchise,player_ids,player_count,added_ids,added_count,dropped_ids,dropped_count,raw,franchise2
2024,1736109135,2025-01-05T20:32:15+00:00,FREE_AGENT,0016,14789,1,,0,,0,"{""by_commish"":""1"",""timestamp"":""1736109135"",""franchise"":""0016"",""transaction"":""|14789,"",""type"":""FREE_AGENT""}",
2024,1735659617,2024-12-31T15:40:17+00:00,AUCTION_INIT,0019,16102|1|,1,,0,,0,"{""timestamp"":""1735659617"",""franchise"":""0019"",""transaction"":""16102|1|"",""type"":""AUCTION_INIT""}",
2024,1735622073,2024-12-31T05:14:33+00:00,AUCTION_INIT,0004,14592|1|,1,,0,,0,"{""transaction"":""14592|1|"",""type"":""AUCTION_INIT"",""timestamp"":""1735622073"",""franchise"":""0004""}",
2024,1735615043,2024-12-31T03:17:23+00:00,AUCTION_INIT,0021,16308|1|,1,,0,,0,"{""transaction"":""16308|1|"",""type"":""AUCTION_INIT"",""franchise"":""0021"",""timestamp"":""1735615043""}",
2024,1735530917,2024-12-30T03:55:17+00:00,AUCTION_WON,0030,15121|1.60|,1,,0,,0,"{""timestamp"":""1735530917"",""franchise"":""0030"",""transaction"":""15121|1.60|"",""type"":""AUCTION_WON""}",
2024,1735530917,2024-12-30T03:55:17+00:00,AUCTION_WON,0021,11674|1|,1,,0,,0,"{""franchise"":""0021"",""timestamp"":""1735530917"",""transaction"":""11674|1|"",""type"":""AUCTION_WON""}",
2024,1735524189,2024-12-30T02:03:09+00:00,AUCTION_WON,0004,16346|1|,1,,0,,0,"{""franchise"":""0004"",""timestamp"":""1735524189"",""transaction"":""16346|1|"",""type"":""AUCTION_WON""}",
2024,1735502615,2024-12-29T20:03:35+00:00,FREE_AGENT,0016,14789;|,2,,0,,0,"{""timestamp"":""1735502615"",""franchise"":""0016"",""transaction"":""14789,|"",""type"":""FREE_AGENT""}",
2024,1735502388,2024-12-29T19:59:48+00:00,AUCTION_WON,0032,9064|1|,1,,0,,0,"{""timestamp"":""1735502388"",""franchise"":""0032"",""transaction"":""9064|1|"",""type"":""AUCTION_WON""}",
2024,1735502388,2024-12-29T19:59:48+00:00,AUCTION_WON,0032,14789|1|,1,,0,,0,"{""franchise"":""0032"",""timestamp"":""1735502388"",""type"":""AUCTION_WON"",""transaction"":""14789|1|""}",
2024,1735502388,2024-12-29T19:59:48+00:00,AUCTION_WON,0032,13595|1|,1,,0,,0,"{""franchise"":""0032"",""timestamp"":""1735502388"",""type"":""AUCTION_WON"",""transaction"":""13595|1|""}",
2024,1735500421,2024-12-29T19:27:01+00:00,AUCTION_BID,0030,15121|1.60|Baltimore Ravens forced bid increase,1,,0,,0,"{""transaction"":""15121|1.60|Baltimore Ravens forced bid increase"",""type"":""AUCTION_BID"",""timestamp"":""1735500421"",""franchise"":""0030""}",
2024,1735493965,2024-12-29T17:39:25+00:00,AUCTION_WON,0030,16875|1|,1,,0,,0,"{""timestamp"":""1735493965"",""franchise"":""0030"",""transaction"":""16875|1|"",""type"":""AUCTION_WON""}",
2024,1735492985,2024-12-29T17:23:05+00:00,IR,0020,,0,,0,,0,"{""activated"":""13208,"",""type"":""IR"",""deactivated"":"""",""timestamp"":""1735492985"",""franchise"":""0020""}",
2024,1735492985,2024-12-29T17:23:05+00:00,FREE_AGENT,0020,13685,1,,0,,0,"{""transaction"":""|13685,"",""type"":""FREE_AGENT"",""timestamp"":""1735492985"",""franchise"":""0020""}",
2024,1735444438,2024-12-29T03:53:58+00:00,AUCTION_BID,0030,15121|1.3|,1,,0,,0,"{""type"":""AUCTION_BID"",""transaction"":""15121|1.3|"",""franchise"":""0030"",""timestamp"":""1735444438""}",
2024,1735441328,2024-12-29T03:02:08+00:00,AUCTION_INIT,0021,11674|1|,1,,0,,0,"{""transaction"":""11674|1|"",""type"":""AUCTION_INIT"",""franchise"":""0021"",""timestamp"":""1735441328""}",
2024,1735441272,2024-12-29T03:01:12+00:00,AUCTION_BID,0021,15121|1.1|,1,,0,,0,"{""franchise"":""0021"",""timestamp"":""1735441272"",""transaction"":""15121|1.1|"",""type"":""AUCTION_BID""}",
2024,1735440288,2024-12-29T02:44:48+00:00,FREE_AGENT,0028,14426,1,,0,,0,"{""timestamp"":""1735440288"",""franchise"":""0028"",""transaction"":""|14426,"",""type"":""FREE_AGENT""}",
2024,1735437150,2024-12-29T01:52:30+00:00,IR,0007,,0,,0,,0,"{""activated"":""15121,"",""type"":""IR"",""deactivated"":""15868,"",""franchise"":""0007"",""timestamp"":""1735437150""}",
2024,1735437126,2024-12-29T01:52:06+00:00,IR,0007,,0,,0,,0,"{""timestamp"":""1735437126"",""franchise"":""0007"",""deactivated"":"""",""type"":""IR"",""activated"":""13760,""}",
2024,1735437126,2024-12-29T01:52:06+00:00,FREE_AGENT,0007,15956,1,,0,,0,"{""transaction"":""|15956,"",""type"":""FREE_AGENT"",""franchise"":""0007"",""timestamp"":""1735437126""}",
2024,1735436813,2024-12-29T01:46:53+00:00,IR,0016,,0,,0,,0,"{""timestamp"":""1735436813"",""franchise"":""0016"",""type"":""IR"",""activated"":""13208,"",""deactivated"":""""}",
2024,1735415470,2024-12-28T19:51:10+00:00,AUCTION_INIT,0032,14789|1|,1,,0,,0,"{""transaction"":""14789|1|"",""type"":""AUCTION_INIT"",""timestamp"":""1735415470"",""franchise"":""0032""}",
2024,1735415442,2024-12-28T19:50:42+00:00,IR,0032,,0,,0,,0,"{""franchise"":""0032"",""timestamp"":""1735415442"",""type"":""IR"",""activated"":"""",""deactivated"":""15850,""}",
2024,1735414656,2024-12-28T19:37:36+00:00,AUCTION_INIT,0032,13595|1|,1,,0,,0,"{""timestamp"":""1735414656"",""franchise"":""0032"",""transaction"":""13595|1|"",""type"":""AUCTION_INIT""}",
2024,1735414622,2024-12-28T19:37:02+00:00,AUCTION_INIT,0032,9064|1|,1,,0,,0,"{""franchise"":""0032"",""timestamp"":""1735414622"",""transaction"":""9064|1|"",""type"":""AUCTION_INIT""}",
2024,1735414543,2024-12-28T19:35:43+00:00,IR,0032,,0,,0,,0,"{""deactivated"":""16704,"",""type"":""IR"",""activated"":"""",""timestamp"":""1735414543"",""franchise"":""0032""}",
2024,1735414419,2024-12-28T19:33:39+00:00,IR,0032,,0,,0,,0,"{""franchise"":""0032"",""timestamp"":""1735414419"",""deactivated"":""14225,"",""activated"":"""",""type"":""IR""}",
2024,1735409443,2024-12-28T18:10:43+00:00,IR,0016,,0,,0,,0,"{""franchise"":""0016"",""timestamp"":""1735409443"",""deactivated"":"""",""type"":""IR"",""activated"":""14800,""}",
2024,1735407855,2024-12-28T17:44:15+00:00,AUCTION_INIT,0004,16346|1|,1,,0,,0,"{""timestamp"":""1735407855"",""franchise"":""0004"",""transaction"":""16346|1|"",""type"":""AUCTION_INIT""}",
2024,1735407507,2024-12-28T17:38:27+00:00,AUCTION_INIT,0030,16875|1|,1,,0,,0,"{""franchise"":""0030"",""timestamp"":""1735407507"",""transaction"":""16875|1|"",""type"":""AUCTION_INIT""}",
2024,1735407493,2024-12-28T17:38:13+00:00,IR,0030,,0,,0,,0,"{""deactivated"":""15261,"",""activated"":"""",""type"":""IR"",""timestamp"":""1735407493"",""franchise"":""0030""}",
2024,1735400615,2024-12-28T15:43:35+00:00,AUCTION_INIT,0030,15121|1|,1,,0,,0,"{""timestamp"":""1735400615"",""franchise"":""0030"",""transaction"":""15121|1|"",""type"":""AUCTION_INIT""}",
2024,1735400514,2024-12-28T15:41:54+00:00,IR,0030,,0,,0,,0,"{""type"":""IR"",""activated"":"""",""deactivated"":""12764,"",""timestamp"":""1735400514"",""franchise"":""0030""}",
2024,1735325000,2024-12-27T18:43:20+00:00,IR,0032,,0,,0,,0,"{""deactivated"":"""",""type"":""IR"",""activated"":""15850,"",""franchise"":""0032"",""timestamp"":""1735325000""}",
2024,1735323487,2024-12-27T18:18:07+00:00,IR,0029,,0,,0,,0,"{""deactivated"":"""",""activated"":""15403,"",""type"":""IR"",""timestamp"":""1735323487"",""franchise"":""0029""}",
2024,1735306046,2024-12-27T13:27:26+00:00,AUCTION_WON,0011,16723|1.1|,1,,0,,0,"{""timestamp"":""1735306046"",""franchise"":""0011"",""type"":""AUCTION_WON"",""transaction"":""16723|1.1|""}",
2024,1735306046,2024-12-27T13:27:26+00:00,AUCTION_WON,0011,16702|1.1|,1,,0,,0,"{""timestamp"":""1735306046"",""franchise"":""0011"",""type"":""AUCTION_WON"",""transaction"":""16702|1.1|""}",
2024,1735266312,2024-12-27T02:25:12+00:00,AUCTION_WON,0008,14223|1|,1,,0,,0,"{""transaction"":""14223|1|"",""type"":""AUCTION_WON"",""franchise"":""0008"",""timestamp"":""1735266312""}",
2024,1735235530,2024-12-26T17:52:10+00:00,FREE_AGENT,0032,13694;15081,2,,0,,0,"{""franchise"":""0032"",""timestamp"":""1735235530"",""type"":""FREE_AGENT"",""transaction"":""|13694,15081,""}",
2024,1735232121,2024-12-26T16:55:21+00:00,FREE_AGENT,0030,15241;13595;15804,3,,0,,0,"{""franchise"":""0030"",""timestamp"":""1735232121"",""transaction"":""|15241,13595,15804,"",""type"":""FREE_AGENT""}",
2024,1735220597,2024-12-26T13:43:17+00:00,AUCTION_WON,0005,14095|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""transaction"":""14095|1|"",""timestamp"":""1735220597"",""franchise"":""0005""}",
2024,1735206031,2024-12-26T09:40:31+00:00,AUCTION_WON,0030,16702|1|,1,,0,,0,"{""franchise"":""0030"",""timestamp"":""1735206031"",""transaction"":""16702|1|"",""type"":""AUCTION_WON""}",
2024,1735206031,2024-12-26T09:40:31+00:00,AUCTION_WON,0030,15388|1.60|,1,,0,,0,"{""franchise"":""0030"",""timestamp"":""1735206031"",""transaction"":""15388|1.60|"",""type"":""AUCTION_WON""}",
2024,1735206031,2024-12-26T09:40:31+00:00,AUCTION_WON,0030,13672|1|,1,,0,,0,"{""transaction"":""13672|1|"",""type"":""AUCTION_WON"",""timestamp"":""1735206031"",""franchise"":""0030""}",
2024,1735190097,2024-12-26T05:14:57+00:00,AUCTION_BID,0011,16723|1.1|,1,,0,,0,"{""type"":""AUCTION_BID"",""transaction"":""16723|1.1|"",""franchise"":""0011"",""timestamp"":""1735190097""}",
2024,1735190097,2024-12-26T05:14:57+00:00,AUCTION_BID,0011,16702|1.1|,1,,0,,0,"{""timestamp"":""1735190097"",""franchise"":""0011"",""type"":""AUCTION_BID"",""transaction"":""16702|1.1|""}",
2024,1735189996,2024-12-26T05:13:16+00:00,AUCTION_WON,0005,15875|1|,1,,0,,0,"{""transaction"":""15875|1|"",""type"":""AUCTION_WON"",""timestamp"":""1735189996"",""franchise"":""0005""}",
2024,1735189996,2024-12-26T05:13:16+00:00,AUCTION_WON,0005,13713|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""transaction"":""13713|1|"",""franchise"":""0005"",""timestamp"":""1735189996""}",
2024,1735163194,2024-12-25T21:46:34+00:00,AUCTION_INIT,0008,14223|1|,1,,0,,0,"{""transaction"":""14223|1|"",""type"":""AUCTION_INIT"",""timestamp"":""1735163194"",""franchise"":""0008""}",
2024,1735163150,2024-12-25T21:45:50+00:00,IR,0008,,0,,0,,0,"{""deactivated"":""16584,16204,16645,15499,15351,16679,"",""type"":""IR"",""activated"":"""",""timestamp"":""1735163150"",""franchise"":""0008""}",
2024,1735161688,2024-12-25T21:21:28+00:00,TAXI,0030,,0,,0,,0,"{""franchise"":""0030"",""demoted"":""13595,"",""timestamp"":""1735161688"",""type"":""TAXI"",""promoted"":""15498,""}",
2024,1735159763,2024-12-25T20:49:23+00:00,AUCTION_INIT,0010,16702|1|,1,,0,,0,"{""franchise"":""0010"",""timestamp"":""1735159763"",""transaction"":""16702|1|"",""type"":""AUCTION_INIT""}",
2024,1735158829,2024-12-25T20:33:49+00:00,AUCTION_INIT,0010,16723|1|,1,,0,,0,"{""transaction"":""16723|1|"",""type"":""AUCTION_INIT"",""timestamp"":""1735158829"",""franchise"":""0010""}",
2024,1735150161,2024-12-25T18:09:21+00:00,AUCTION_BID,0030,15388|1.60|Baltimore Ravens forced bid increase,1,,0,,0,"{""transaction"":""15388|1.60|Baltimore Ravens forced bid increase"",""type"":""AUCTION_BID"",""timestamp"":""1735150161"",""franchise"":""0030""}",
2024,1735150156,2024-12-25T18:09:16+00:00,AUCTION_BID,0030,15388|1.10|Baltimore Ravens forced bid increase,1,,0,,0,"{""type"":""AUCTION_BID"",""transaction"":""15388|1.10|Baltimore Ravens forced bid increase"",""franchise"":""0030"",""timestamp"":""1735150156""}",
2024,1735146327,2024-12-25T17:05:27+00:00,TAXI,0032,,0,,0,,0,"{""franchise"":""0032"",""timestamp"":""1735146327"",""demoted"":""13694,15081,"",""type"":""TAXI"",""promoted"":""""}",
2024,1735138920,2024-12-25T15:02:00+00:00,FREE_AGENT,0009,9064;14154;14495;15833;11768,5,,0,,0,"{""type"":""FREE_AGENT"",""transaction"":""|9064,14154,14495,15833,11768,"",""timestamp"":""1735138920"",""franchise"":""0009""}",
2024,1735131137,2024-12-25T12:52:17+00:00,AUCTION_WON,0030,14283|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""transaction"":""14283|1|"",""franchise"":""0030"",""timestamp"":""1735131137""}",
2024,1735131137,2024-12-25T12:52:17+00:00,AUCTION_WON,0030,12217|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""transaction"":""12217|1|"",""franchise"":""0030"",""timestamp"":""1735131137""}",
2024,1735130522,2024-12-25T12:42:02+00:00,AUCTION_WON,0021,15032|1.1|,1,,0,,0,"{""type"":""AUCTION_WON"",""transaction"":""15032|1.1|"",""franchise"":""0021"",""timestamp"":""1735130522""}",
2024,1735130522,2024-12-25T12:42:02+00:00,AUCTION_WON,0021,13632|1|,1,,0,,0,"{""franchise"":""0021"",""timestamp"":""1735130522"",""type"":""AUCTION_WON"",""transaction"":""13632|1|""}",
2024,1735107636,2024-12-25T06:20:36+00:00,AUCTION_INIT,0030,16702|1|,1,,0,,0,"{""type"":""AUCTION_INIT"",""transaction"":""16702|1|"",""timestamp"":""1735107636"",""franchise"":""0030""}",
2024,1735104372,2024-12-25T05:26:12+00:00,AUCTION_INIT,0030,15388|1|,1,,0,,0,"{""timestamp"":""1735104372"",""franchise"":""0030"",""transaction"":""15388|1|"",""type"":""AUCTION_INIT""}",
