season,timestamp,ts_utc,type,franchise,player_ids,player_count,added_ids,added_count,dropped_ids,dropped_count,raw,franchise2
2020,1609427274,2020-12-31T15:07:54+00:00,IR,0016,,0,,0,,0,"{""franchise"":""0016"",""by_commish"":""1"",""timestamp"":""1609427274"",""deactivated"":""11017,"",""activated"":""14863,"",""type"":""IR""}",
2020,1609427201,2020-12-31T15:06:41+00:00,IR,0010,,0,,0,,0,"{""activated"":""13779,13426,"",""franchise"":""0010"",""by_commish"":""1"",""timestamp"":""1609427201"",""deactivated"":""14087,"",""type"":""IR""}",
2020,1609427173,2020-12-31T15:06:13+00:00,IR,0008,,0,,0,,0,"{""franchise"":""0008"",""by_commish"":""1"",""timestamp"":""1609427173"",""deactivated"":"""",""activated"":""15034,"",""type"":""IR""}",
2020,1609427137,2020-12-31T15:05:37+00:00,IR,0003,,0,,0,,0,"{""activated"":"""",""deactivated"":""10766,"",""type"":""IR"",""franchise"":""0003"",""timestamp"":""1609427137"",""by_commish"":""1""}",
2020,1609427114,2020-12-31T15:05:14+00:00,IR,0004,,0,,0,,0,"{""activated"":""12140,"",""franchise"":""0004"",""timestamp"":""1609427114"",""by_commish"":""1"",""deactivated"":""11680,"",""type"":""IR""}",
2020,1609427014,2020-12-31T15:03:34+00:00,IR,0002,,0,,0,,0,"{""deactivated"":""11760,14857,"",""type"":""IR"",""activated"":"""",""franchise"":""0002"",""by_commish"":""1"",""timestamp"":""1609427014""}",
2020,1609426960,2020-12-31T15:02:40+00:00,IR,0001,,0,,0,,0,"{""activated"":""13606,"",""timestamp"":""1609426960"",""by_commish"":""1"",""franchise"":""0001"",""type"":""IR"",""deactivated"":""""}",
2020,1609426932,2020-12-31T15:02:12+00:00,IR,0005,,0,,0,,0,"{""activated"":""13715,"",""type"":""IR"",""deactivated"":"""",""franchise"":""0005"",""by_commish"":""1"",""timestamp"":""1609426932""}",
2020,1609426870,2020-12-31T15:01:10+00:00,FREE_AGENT,0005,9831,1,,0,,0,"{""by_commish"":""1"",""timestamp"":""1609426870"",""franchise"":""0005"",""type"":""FREE_AGENT"",""transaction"":""|9831,""}",
2020,1609259783,2020-12-29T16:36:23+00:00,FREE_AGENT,0027,11374,1,,0,,0,"{""timestamp"":""1609259783"",""by_commish"":""1"",""franchise"":""0027"",""transaction"":""|11374,"",""type"":""FREE_AGENT""}",
2020,1609250355,2020-12-29T13:59:15+00:00,FREE_AGENT,0013,10653;13224,2,,0,,0,"{""timestamp"":""1609250355"",""by_commish"":""1"",""franchise"":""0013"",""type"":""FREE_AGENT"",""transaction"":""|10653,13224,""}",
2020,1609248709,2020-12-29T13:31:49+00:00,TAXI,0027,,0,,0,,0,"{""type"":""TAXI"",""promoted"":""11374,"",""franchise"":""0027"",""by_commish"":""1"",""timestamp"":""1609248709"",""demoted"":""""}",
2020,1609248653,2020-12-29T13:30:53+00:00,TAXI,0026,,0,,0,,0,"{""franchise"":""0026"",""by_commish"":""1"",""timestamp"":""1609248653"",""demoted"":"""",""type"":""TAXI"",""promoted"":""14093,11951,""}",
2020,1609248515,2020-12-29T13:28:35+00:00,TAXI,0016,,0,,0,,0,"{""demoted"":"""",""type"":""TAXI"",""promoted"":""10379,"",""franchise"":""0016"",""timestamp"":""1609248515"",""by_commish"":""1""}",
