season,timestamp,ts_utc,type,franchise,player_ids,player_count,added_ids,added_count,dropped_ids,dropped_count,raw,franchise2
2025,1767495498,2026-01-04T02:58:18+00:00,FREE_AGENT,0011,17154;|,2,,0,,0,"{""type"":""FREE_AGENT"",""by_commish"":""1"",""franchise"":""0011"",""timestamp"":""1767495498"",""transaction"":""17154,|""}",
2025,1767495482,2026-01-04T02:58:02+00:00,TAXI,0011,,0,,0,,0,"{""franchise"":""0011"",""promoted"":"""",""demoted"":""16235,"",""type"":""TAXI"",""timestamp"":""1767495482"",""by_commish"":""1""}",
2025,1767363395,2026-01-02T14:16:35+00:00,IR,0027,,0,,0,,0,"{""activated"":""13697,"",""type"":""IR"",""deactivated"":""16679,"",""franchise"":""0027"",""timestamp"":""1767363395"",""by_commish"":""1""}",
2025,1767363012,2026-01-02T14:10:12+00:00,TAXI,0011,,0,,0,,0,"{""type"":""TAXI"",""demoted"":"""",""by_commish"":""1"",""promoted"":""16235,"",""franchise"":""0011"",""timestamp"":""1767363012""}",
2025,1767363012,2026-01-02T14:10:12+00:00,FREE_AGENT,0011,17154,1,,0,,0,"{""type"":""FREE_AGENT"",""franchise"":""0011"",""by_commish"":""1"",""transaction"":""|17154,"",""timestamp"":""1767363012""}",
2025,1767362730,2026-01-02T14:05:30+00:00,TAXI,0002,,0,,0,,0,"{""timestamp"":""1767362730"",""by_commish"":""1"",""promoted"":""13595,"",""franchise"":""0002"",""demoted"":"""",""type"":""TAXI""}",
2025,1767362673,2026-01-02T14:04:33+00:00,TAXI,0006,,0,,0,,0,"{""type"":""TAXI"",""demoted"":"""",""promoted"":""13418,"",""franchise"":""0006"",""by_commish"":""1"",""timestamp"":""1767362673""}",
2025,1767362664,2026-01-02T14:04:24+00:00,IR,0006,,0,,0,,0,"{""deactivated"":""16594,14225,"",""type"":""IR"",""activated"":"""",""franchise"":""0006"",""by_commish"":""1"",""timestamp"":""1767362664""}",
2025,1767312926,2026-01-02T00:15:26+00:00,IR,0006,,0,,0,,0,"{""deactivated"":"""",""type"":""IR"",""activated"":""17152,"",""timestamp"":""1767312926"",""franchise"":""0006""}",
2025,1767312915,2026-01-02T00:15:15+00:00,TAXI,0006,,0,,0,,0,"{""type"":""TAXI"",""demoted"":""13418,"",""franchise"":""0006"",""promoted"":"""",""timestamp"":""1767312915""}",
2025,1767155823,2025-12-31T04:37:03+00:00,FREE_AGENT,0025,15335,1,,0,,0,"{""type"":""FREE_AGENT"",""transaction"":""|15335,"",""timestamp"":""1767155823"",""franchise"":""0025"",""by_commish"":""1""}",
2025,1767128488,2025-12-30T21:01:28+00:00,TAXI,0032,,0,,0,,0,"{""timestamp"":""1767128488"",""franchise"":""0032"",""promoted"":""17169,"",""demoted"":"""",""type"":""TAXI""}",
2025,1767057002,2025-12-30T01:10:02+00:00,IR,0006,,0,,0,,0,"{""timestamp"":""1767057002"",""franchise"":""0006"",""activated"":""16594,14840,"",""type"":""IR"",""deactivated"":""""}",
2025,1767041105,2025-12-29T20:45:05+00:00,AUCTION_WON,0011,17154|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""franchise"":""0011"",""timestamp"":""1767041105"",""transaction"":""17154|1|""}",
2025,1766983378,2025-12-29T04:42:58+00:00,AUCTION_WON,0005,17143|1.1|,1,,0,,0,"{""franchise"":""0005"",""timestamp"":""1766983378"",""transaction"":""17143|1.1|"",""type"":""AUCTION_WON""}",
2025,1766966869,2025-12-29T00:07:49+00:00,FREE_AGENT,0025,15335;|12239,2,,0,,0,"{""type"":""FREE_AGENT"",""franchise"":""0025"",""transaction"":""15335,|12239,"",""timestamp"":""1766966869""}",
2025,1766944750,2025-12-28T17:59:10+00:00,AUCTION_INIT,0011,17154|1|,1,,0,,0,"{""franchise"":""0011"",""timestamp"":""1766944750"",""transaction"":""17154|1|"",""type"":""AUCTION_INIT""}",
2025,1766944655,2025-12-28T17:57:35+00:00,TAXI,0011,,0,,0,,0,"{""timestamp"":""1766944655"",""promoted"":""16601,15802,15872,"",""franchise"":""0011"",""demoted"":"""",""type"":""TAXI""}",
2025,1766944584,2025-12-28T17:56:24+00:00,IR,0011,,0,,0,,0,"{""franchise"":""0011"",""timestamp"":""1766944584"",""deactivated"":""17191,17221,15364,"",""type"":""IR"",""activated"":""""}",
2025,1766944569,2025-12-28T17:56:09+00:00,AUCTION_WON,0011,17191|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""franchise"":""0011"",""timestamp"":""1766944569"",""transaction"":""17191|1|""}",
2025,1766944304,2025-12-28T17:51:44+00:00,AUCTION_WON,0011,15364|1|,1,,0,,0,"{""franchise"":""0011"",""transaction"":""15364|1|"",""timestamp"":""1766944304"",""type"":""AUCTION_WON""}",
2025,1766944171,2025-12-28T17:49:31+00:00,AUCTION_WON,0011,17187|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""timestamp"":""1766944171"",""transaction"":""17187|1|"",""franchise"":""0011""}",
2025,1766944171,2025-12-28T17:49:31+00:00,AUCTION_WON,0011,17061|1.2|,1,,0,,0,"{""type"":""AUCTION_WON"",""franchise"":""0011"",""transaction"":""17061|1.2|"",""timestamp"":""1766944171""}",
2025,1766890664,2025-12-28T02:57:44+00:00,AUCTION_BID,0005,17143|1.1|,1,,0,,0,"{""type"":""AUCTION_BID"",""transaction"":""17143|1.1|"",""timestamp"":""1766890664"",""franchise"":""0005""}",
2025,1766890647,2025-12-28T02:57:27+00:00,AUCTION_WON,0005,17353|1.1|,1,,0,,0,"{""timestamp"":""1766890647"",""transaction"":""17353|1.1|"",""franchise"":""0005"",""type"":""AUCTION_WON""}",
2025,1766890647,2025-12-28T02:57:27+00:00,AUCTION_WON,0007,17209|2.10|,1,,0,,0,"{""timestamp"":""1766890647"",""transaction"":""17209|2.10|"",""franchise"":""0007"",""type"":""AUCTION_WON""}",
2025,1766890647,2025-12-28T02:57:27+00:00,AUCTION_WON,0005,15812|1|,1,,0,,0,"{""franchise"":""0005"",""timestamp"":""1766890647"",""transaction"":""15812|1|"",""type"":""AUCTION_WON""}",
2025,1766870917,2025-12-27T21:28:37+00:00,TAXI,0016,,0,,0,,0,"{""promoted"":""14778,"",""franchise"":""0016"",""timestamp"":""1766870917"",""type"":""TAXI"",""demoted"":""""}",
2025,1766858164,2025-12-27T17:56:04+00:00,AUCTION_INIT,0011,17191|1|,1,,0,,0,"{""transaction"":""17191|1|"",""timestamp"":""1766858164"",""franchise"":""0011"",""type"":""AUCTION_INIT""}",
2025,1766858140,2025-12-27T17:55:40+00:00,TAXI,0011,,0,,0,,0,"{""demoted"":""15872,"",""type"":""TAXI"",""timestamp"":""1766858140"",""promoted"":"""",""franchise"":""0011""}",
2025,1766857870,2025-12-27T17:51:10+00:00,AUCTION_INIT,0011,15364|1|,1,,0,,0,"{""timestamp"":""1766857870"",""transaction"":""15364|1|"",""franchise"":""0011"",""type"":""AUCTION_INIT""}",
2025,1766857574,2025-12-27T17:46:14+00:00,AUCTION_INIT,0011,17187|1|,1,,0,,0,"{""type"":""AUCTION_INIT"",""franchise"":""0011"",""transaction"":""17187|1|"",""timestamp"":""1766857574""}",
2025,1766857231,2025-12-27T17:40:31+00:00,TAXI,0011,,0,,0,,0,"{""demoted"":""16601,15802,"",""type"":""TAXI"",""timestamp"":""1766857231"",""promoted"":"""",""franchise"":""0011""}",
2025,1766857191,2025-12-27T17:39:51+00:00,AUCTION_INIT,0011,17143|1|,1,,0,,0,"{""type"":""AUCTION_INIT"",""timestamp"":""1766857191"",""transaction"":""17143|1|"",""franchise"":""0011""}",
2025,1766856989,2025-12-27T17:36:29+00:00,AUCTION_BID,0011,17061|1.2|,1,,0,,0,"{""franchise"":""0011"",""timestamp"":""1766856989"",""transaction"":""17061|1.2|"",""type"":""AUCTION_BID""}",
2025,1766856492,2025-12-27T17:28:12+00:00,AUCTION_BID,0005,17061|1.10|New Orleans Saints forced bid increase,1,,0,,0,"{""timestamp"":""1766856492"",""transaction"":""17061|1.10|New Orleans Saints forced bid increase"",""franchise"":""0005"",""type"":""AUCTION_BID""}",
2025,1766811816,2025-12-27T05:03:36+00:00,AUCTION_WON,0006,17220|1|,1,,0,,0,"{""franchise"":""0006"",""transaction"":""17220|1|"",""timestamp"":""1766811816"",""type"":""AUCTION_WON""}",
2025,1766811816,2025-12-27T05:03:36+00:00,AUCTION_WON,0016,14888|1.2|,1,,0,,0,"{""franchise"":""0016"",""timestamp"":""1766811816"",""transaction"":""14888|1.2|"",""type"":""AUCTION_WON""}",
2025,1766797894,2025-12-27T01:11:34+00:00,AUCTION_INIT,0005,15812|1|,1,,0,,0,"{""type"":""AUCTION_INIT"",""franchise"":""0005"",""timestamp"":""1766797894"",""transaction"":""15812|1|""}",
2025,1766797886,2025-12-27T01:11:26+00:00,AUCTION_INIT,0005,17061|1|,1,,0,,0,"{""franchise"":""0005"",""timestamp"":""1766797886"",""transaction"":""17061|1|"",""type"":""AUCTION_INIT""}",
2025,1766797713,2025-12-27T01:08:33+00:00,AUCTION_BID,0007,17209|2.10|Chicago Bears forced bid increase,1,,0,,0,"{""type"":""AUCTION_BID"",""franchise"":""0007"",""timestamp"":""1766797713"",""transaction"":""17209|2.10|Chicago Bears forced bid increase""}",
2025,1766797703,2025-12-27T01:08:23+00:00,AUCTION_BID,0005,17353|1.1|,1,,0,,0,"{""type"":""AUCTION_BID"",""franchise"":""0005"",""transaction"":""17353|1.1|"",""timestamp"":""1766797703""}",
2025,1766797671,2025-12-27T01:07:51+00:00,AUCTION_WON,0005,15515|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""franchise"":""0005"",""transaction"":""15515|1|"",""timestamp"":""1766797671""}",
2025,1766788527,2025-12-26T22:35:27+00:00,AUCTION_BID,0007,17209|2|,1,,0,,0,"{""type"":""AUCTION_BID"",""franchise"":""0007"",""transaction"":""17209|2|"",""timestamp"":""1766788527""}",
2025,1766783811,2025-12-26T21:16:51+00:00,AUCTION_WON,0007,17269|1|,1,,0,,0,"{""type"":""AUCTION_WON"",""transaction"":""17269|1|"",""timestamp"":""1766783811"",""franchise"":""0007""}",
2025,1766783811,2025-12-26T21:16:51+00:00,AUCTION_WON,0007,17214|1|,1,,0,,0,"{""transaction"":""17214|1|"",""timestamp"":""1766783811"",""franchise"":""0007"",""type"":""AUCTION_WON""}",
2025,1766783811,2025-12-26T21:16:51+00:00,AUCTION_WON,0005,13164|1.80|,1,,0,,0,"{""transaction"":""13164|1.80|"",""timestamp"":""1766783811"",""franchise"":""0005"",""type"":""AUCTION_WON""}",
2025,1766719182,2025-12-26T03:19:42+00:00,FREE_AGENT,0006,15777,1,,0,,0,"{""type"":""FREE_AGENT"",""franchise"":""0006"",""timestamp"":""1766719182"",""transaction"":""|15777,""}",
2025,1766714892,2025-12-26T02:08:12+00:00,AUCTION_INIT,0006,17220|1|,1,,0,,0,"{""franchise"":""0006"",""transaction"":""17220|1|"",""timestamp"":""1766714892"",""type"":""AUCTION_INIT""}",
2025,1766714824,2025-12-26T02:07:04+00:00,AUCTION_INIT,0006,17353|1|,1,,0,,0,"{""type"":""AUCTION_INIT"",""franchise"":""0006"",""transaction"":""17353|1|"",""timestamp"":""1766714824""}",
2025,1766714490,2025-12-26T02:01:30+00:00,AUCTION_BID,0016,14888|1.2|,1,,0,,0,"{""timestamp"":""1766714490"",""transaction"":""14888|1.2|"",""franchise"":""0016"",""type"":""AUCTION_BID""}",
2025,1766714457,2025-12-26T02:00:57+00:00,TAXI,0016,,0,,0,,0,"{""demoted"":""14778,"",""type"":""TAXI"",""timestamp"":""1766714457"",""franchise"":""0016"",""promoted"":""""}",
2025,1766713976,2025-12-26T01:52:56+00:00,AUCTION_WON,0006,17234|1|,1,,0,,0,"{""timestamp"":""1766713976"",""transaction"":""17234|1|"",""franchise"":""0006"",""type"":""AUCTION_WON""}",
2025,1766711178,2025-12-26T01:06:18+00:00,AUCTION_WON,0017,15797|1|,1,,0,,0,"{""transaction"":""15797|1|"",""timestamp"":""1766711178"",""franchise"":""0017"",""type"":""AUCTION_WON""}",
2025,1766709719,2025-12-26T00:41:59+00:00,AUCTION_INIT,0005,15515|1|,1,,0,,0,"{""type"":""AUCTION_INIT"",""timestamp"":""1766709719"",""transaction"":""15515|1|"",""franchise"":""0005""}",
