season,timestamp,ts_utc,type,franchise,player_ids,player_count,added_ids,added_count,dropped_ids,dropped_count,raw,franchise2
2019,1577733197,2019-12-30T19:13:17+00:00,FREE_AGENT,0017,12302,1,,0,,0,"{""franchise"":""0017"",""by_commish"":""1"",""timestamp"":""1577733197"",""transaction"":""|12302,"",""type"":""FREE_AGENT""}",
2019,1577649847,2019-12-29T20:04:07+00:00,IR,0026,,0,,0,,0,"{""franchise"":""0026"",""timestamp"":""1577649847"",""by_commish"":""1"",""activated"":""13612,"",""type"":""IR"",""deactivated"":""""}",
2019,1577649830,2019-12-29T20:03:50+00:00,FREE_AGENT,0026,11257,1,,0,,0,"{""timestamp"":""1577649830"",""by_commish"":""1"",""franchise"":""0026"",""type"":""FREE_AGENT"",""transaction"":""|11257,""}",
2019,1577647671,2019-12-29T19:27:51+00:00,FREE_AGENT,0010,14630,1,,0,,0,"{""transaction"":""|14630,"",""type"":""FREE_AGENT"",""timestamp"":""1577647671"",""by_commish"":""1"",""franchise"":""0010""}",
2019,1577641432,2019-12-29T17:43:52+00:00,FREE_AGENT,0011,9431,1,,0,,0,"{""by_commish"":""1"",""timestamp"":""1577641432"",""franchise"":""0011"",""transaction"":""|9431,"",""type"":""FREE_AGENT""}",
2019,1577641349,2019-12-29T17:42:29+00:00,FREE_AGENT,0011,13879;12327;12349;13938;13801;12906;10960,7,,0,,0,"{""type"":""FREE_AGENT"",""transaction"":""|13879,12327,12349,13938,13801,12906,10960,"",""by_commish"":""1"",""timestamp"":""1577641349"",""franchise"":""0011""}",
2019,1577585474,2019-12-29T02:11:14+00:00,FREE_AGENT,0003,8153,1,,0,,0,"{""type"":""FREE_AGENT"",""transaction"":""|8153,"",""franchise"":""0003"",""timestamp"":""1577585474"",""by_commish"":""1""}",
2019,1577585458,2019-12-29T02:10:58+00:00,FREE_AGENT,0003,10695,1,,0,,0,"{""by_commish"":""1"",""timestamp"":""1577585458"",""franchise"":""0003"",""transaction"":""|10695,"",""type"":""FREE_AGENT""}",
2019,1577585294,2019-12-29T02:08:14+00:00,IR,0010,,0,,0,,0,"{""activated"":"""",""deactivated"":""10810,"",""type"":""IR"",""by_commish"":""1"",""timestamp"":""1577585294"",""franchise"":""0010""}",
2019,1577568675,2019-12-28T21:31:15+00:00,FREE_AGENT,0019,13722,1,,0,,0,"{""franchise"":""0019"",""timestamp"":""1577568675"",""by_commish"":""1"",""type"":""FREE_AGENT"",""transaction"":""|13722,""}",
2019,1577568568,2019-12-28T21:29:28+00:00,FREE_AGENT,0019,12648,1,,0,,0,"{""transaction"":""|12648,"",""type"":""FREE_AGENT"",""franchise"":""0019"",""timestamp"":""1577568568"",""by_commish"":""1""}",
2019,1577565147,2019-12-28T20:32:27+00:00,IR,0007,,0,,0,,0,"{""deactivated"":""11671,13189,11262,"",""type"":""IR"",""activated"":"""",""franchise"":""0007"",""timestamp"":""1577565147""}",
2019,1577510825,2019-12-28T05:27:05+00:00,TAXI,0017,,0,,0,,0,"{""type"":""TAXI"",""promoted"":""13377,"",""franchise"":""0017"",""demoted"":"""",""timestamp"":""1577510825""}",
