season,week,id,score,isAvailable
2024,2,14056,64.9,1
2024,2,13132,44.5,1
2024,2,11644,43.1,1
2024,2,11150,41.0,1
2024,2,13743,38.3,1
2024,2,12860,36.4,1
2024,2,16059,33.4,1
2024,2,14783,33.3,1
2024,2,15805,33.2,1
2024,2,14059,31.9,1
2024,2,10700,31.7,1
2024,2,13888,31.3,1
2024,2,15698,30.2,1
2024,2,16614,30.0,1
2024,2,16581,29.8,1
2024,2,14777,29.1,1
2024,2,13593,28.9,1
2024,2,15895,28.6,1
2024,2,16150,28.3,1
2024,2,15694,28.1,1
2024,2,15715,28.0,1
2024,2,16167,27.0,1
2024,2,13592,27.0,1
2024,2,14836,26.6,1
2024,2,16457,26.6,1
2024,2,13163,26.4,1
2024,2,14225,26.0,1
2024,2,13737,25.5,1
2024,2,15290,25.0,1
2024,2,16653,25.0,1
2024,2,16295,25.0,1
2024,2,15378,25.0,1
2024,2,14800,24.7,1
2024,2,16080,24.3,1
2024,2,16252,24.3,1
2024,2,15394,24.1,1
2024,2,15392,24.0,1
2024,2,14210,23.5,1
2024,2,16161,23.4,1
2024,2,13629,22.9,1
2024,2,14102,22.3,1
2024,2,16414,22.3,1
2024,2,13718,21.7,1
2024,2,14251,21.7,1
2024,2,13987,21.5,1
2024,2,15794,21.4,1
2024,2,13589,21.2,1
2024,2,11675,21.0,1
2024,2,15398,20.4,1
2024,2,16244,20.2,1
2024,2,15361,20.0,1
2024,2,14995,19.8,1
2024,2,15237,19.7,1
2024,2,14832,19.5,1
2024,2,7836,19.5,1
2024,2,15716,19.2,1
2024,2,15822,19.1,1
2024,2,13113,18.9,1
2024,2,16615,18.9,1
2024,2,13700,18.4,1
2024,2,8930,18.4,1
2024,2,16330,18.3,1
2024,2,14908,18.2,1
2024,2,15788,17.9,1
2024,2,15913,17.9,1
2024,2,11945,17.8,1
2024,2,14974,17.6,1
2024,2,16641,17.6,1
2024,2,14852,17.6,1
2024,2,11723,17.4,1
2024,2,15708,17.3,1
2024,2,12676,17.3,1
2024,2,13223,17.2,1
2024,2,13168,17.1,1
2024,2,15368,17.0,1
2024,2,11313,17.0,1
2024,2,14258,17.0,1
2024,2,16194,17.0,1
2024,2,15972,16.8,1
2024,2,16618,16.8,1
2024,2,13146,16.8,1
2024,2,13284,16.8,1
2024,2,16190,16.7,1
2024,2,13299,16.7,1
2024,2,11387,16.6,1
2024,2,15754,16.6,1
2024,2,14167,16.5,1
2024,2,16703,16.5,1
2024,2,14249,16.3,1
2024,2,15859,16.0,1
2024,2,14802,16.0,1
2024,2,13251,16.0,1
2024,2,14147,16.0,1
2024,2,13447,16.0,1
2024,2,12752,16.0,1
2024,2,15402,16.0,1
2024,2,16185,15.9,1
2024,2,12221,15.9,1
2024,2,14921,15.8,1
2024,2,15287,15.8,1
2024,2,15668,15.6,1
2024,2,13760,15.5,1
2024,2,16672,15.4,1
2024,2,16188,15.2,1
2024,2,13604,15.2,1
2024,2,13214,15.1,1
2024,2,15428,15.0,1
2024,2,14179,15.0,1
2024,2,15464,15.0,1
2024,2,12697,15.0,1
2024,2,15282,14.7,1
2024,2,16596,14.7,1
2024,2,13298,14.5,1
2024,2,13702,14.5,1
2024,2,12225,14.4,1
2024,2,9431,14.4,1
2024,2,13198,14.3,1
2024,2,12795,14.3,1
2024,2,12842,14.3,1
2024,2,13301,14.3,1
2024,2,13672,14.2,1
2024,2,12620,14.2,1
2024,2,15448,14.1,1
2024,2,16262,14.1,1
2024,2,14221,14.0,1
2024,2,14268,14.0,1
2024,2,14136,14.0,1
2024,2,14283,14.0,1
2024,2,14219,14.0,1
2024,2,12626,13.9,1
2024,2,15786,13.8,1
2024,2,15742,13.7,1
2024,2,16223,13.7,1
2024,2,14153,13.7,1
2024,2,16162,13.7,1
2024,2,15768,13.7,1
2024,2,13837,13.5,1
2024,2,13590,13.5,1
2024,2,12287,13.5,1
2024,2,13697,13.4,1
2024,2,15853,13.3,1
2024,2,14158,13.2,1
2024,2,16256,13.1,1
2024,2,13404,13.0,1
2024,2,15806,13.0,1
2024,2,15890,13.0,1
2024,2,14067,12.9,1
2024,2,14943,12.8,1
2024,2,15723,12.7,1
2024,2,16654,12.7,1
2024,2,15749,12.7,1
