season,week,id,score,isAvailable
2018,1,8062,87.1,1
2018,1,4925,72.9,1
2018,1,7394,54.6,1
2018,1,13116,48.4,1
2018,1,7836,41.9,1
2018,1,12705,39.1,1
2018,1,12850,38.0,1
2018,1,12801,37.1,1
2018,1,9966,35.5,1
2018,1,9064,35.1,1
2018,1,9075,34.7,1
2018,1,7813,33.5,1
2018,1,10267,32.8,1
2018,1,11721,32.5,1
2018,1,13132,30.7,1
2018,1,13198,30.4,1
2018,1,11671,29.9,1
2018,1,5848,29.3,1
2018,1,9474,28.5,1
2018,1,10313,27.9,1
2018,1,10700,27.6,1
2018,1,13707,27.4,1
2018,1,12702,27.3,1
2018,1,12652,27.0,1
2018,1,10308,26.9,1
2018,1,13731,26.7,1
2018,1,10783,26.6,1
2018,1,10695,26.4,1
2018,1,11227,26.2,1
2018,1,11517,25.9,1
2018,1,10948,25.3,1
2018,1,13277,25.3,1
2018,1,13230,25.2,1
2018,1,11769,25.2,1
2018,1,9918,25.0,1
2018,1,13214,24.7,1
2018,1,13404,24.2,1
2018,1,12245,24.0,1
2018,1,12349,23.6,1
2018,1,11668,23.4,1
2018,1,13146,23.4,1
2018,1,12611,23.3,1
2018,1,11186,23.1,1
2018,1,12688,23.0,1
2018,1,11965,22.6,1
2018,1,13743,22.0,1
2018,1,13763,21.5,1
2018,1,10271,21.5,1
2018,1,9188,21.3,1
2018,1,12985,21.1,1
2018,1,13131,20.8,1
2018,1,9902,20.1,1
2018,1,9861,20.0,1
2018,1,12150,19.9,1
2018,1,13257,19.6,1
2018,1,12745,19.5,1
2018,1,12151,19.2,1
2018,1,8658,19.2,1
2018,1,12768,18.9,1
2018,1,12234,18.6,1
2018,1,11222,18.6,1
2018,1,10789,18.5,1
2018,1,13156,18.3,1
2018,1,10610,18.0,1
2018,1,11802,18.0,1
2018,1,10273,17.8,1
2018,1,13592,17.8,1
2018,1,9829,17.8,1
2018,1,12448,17.6,1
2018,1,13274,17.5,1
2018,1,13265,17.5,1
2018,1,11327,17.3,1
2018,1,10779,17.0,1
2018,1,13614,16.9,1
2018,1,8673,16.6,1
2018,1,9904,16.5,1
2018,1,12802,16.5,1
2018,1,13782,16.4,1
2018,1,11274,16.3,1
2018,1,11313,16.2,1
2018,1,10266,16.2,1
2018,1,10697,16.2,1
2018,1,11675,16.1,1
2018,1,10823,16.0,1
