season,week,id,score,isAvailable
2020,6,9099,69.7,1
2020,6,13113,67.2,1
2020,6,7394,54.0,1
2020,6,10697,52.8,1
2020,6,11760,52.2,1
2020,6,12626,49.8,1
2020,6,13593,44.7,1
2020,6,14056,43.2,1
2020,6,13116,43.2,1
2020,6,14836,39.7,1
2020,6,10700,34.6,1
2020,6,10271,32.4,1
2020,6,14777,31.9,1
2020,6,12630,31.8,1
2020,6,5848,27.2,1
2020,6,12745,27.1,1
2020,6,13251,26.9,1
2020,6,14797,26.1,1
2020,6,13919,24.6,1
2020,6,13633,24.2,1
2020,6,14803,23.8,1
2020,6,13412,23.6,1
2020,6,15029,23.5,1
2020,6,13606,23.2,1
2020,6,12647,23.1,1
2020,6,9431,22.9,1
2020,6,13299,22.8,1
2020,6,10272,22.5,1
2020,6,14931,22.0,1
2020,6,14835,21.9,1
2020,6,12610,21.8,1
2020,6,11947,21.6,1
2020,6,14180,21.5,1
2020,6,9051,21.1,1
2020,6,12691,21.0,1
2020,6,12938,21.0,1
2020,6,13879,20.8,1
2020,6,14162,20.6,1
2020,6,12688,20.6,1
2020,6,14219,19.8,1
2020,6,9833,19.3,1
2020,6,11705,19.3,1
2020,6,14168,19.2,1
2020,6,14841,19.2,1
2020,6,12988,19.0,1
2020,6,11337,19.0,1
2020,6,14163,18.9,1
2020,6,12768,18.8,1
2020,6,13740,18.5,1
2020,6,13713,18.5,1
2020,6,14802,18.5,1
2020,6,13277,18.5,1
2020,6,13387,18.1,1
2020,6,13806,18.0,1
2020,6,13710,18.0,1
2020,6,13146,17.9,1
2020,6,7401,17.9,1
2020,6,14059,17.9,1
2020,6,13223,17.7,1
2020,6,13813,17.6,1
2020,6,13723,17.5,1
2020,6,13917,17.5,1
2020,6,11735,17.4,1
2020,6,14104,17.1,1
2020,6,14918,17.0,1
2020,6,10266,17.0,1
2020,6,12229,17.0,1
2020,6,13775,17.0,1
2020,6,13690,17.0,1
2020,6,13392,16.9,1
2020,6,12175,16.8,1
2020,6,14198,16.5,1
2020,6,14927,16.5,1
2020,6,12505,16.3,1
2020,6,14081,16.2,1
2020,6,9902,16.1,1
2020,6,10976,16.0,1
2020,6,13470,16.0,1
2020,6,8062,15.9,1
2020,6,10261,15.7,1
2020,6,10846,15.7,1
2020,6,12767,15.7,1
2020,6,13377,15.7,1
2020,6,11674,15.6,1
2020,6,12611,15.6,1
2020,6,11707,15.5,1
2020,6,10699,15.4,1
2020,6,9826,15.4,1
2020,6,10768,15.3,1
2020,6,14935,15.0,1
2020,6,10851,15.0,1
2020,6,11765,15.0,1
