season,week,id,score,isAvailable
2019,11,12620,72.4,1
2019,11,13593,59.5,1
2019,11,13589,56.7,1
2019,11,11760,56.3,1
2019,11,12768,42.8,1
2019,11,9099,41.9,1
2019,11,10700,41.3,1
2019,11,4925,38.9,1
2019,11,13592,38.7,1
2019,11,12623,37.9,1
2019,11,11644,35.1,1
2019,11,12287,33.5,1
2019,11,11783,32.4,1
2019,11,14225,31.4,1
2019,11,13629,30.1,1
2019,11,13253,28.3,1
2019,11,13590,28.0,1
2019,11,11872,27.8,1
2019,11,12795,27.4,1
2019,11,12781,27.4,1
2019,11,12186,26.7,1
2019,11,14056,26.4,1
2019,11,10816,25.7,1
2019,11,13630,25.7,1
2019,11,10699,25.6,1
2019,11,12226,25.0,1
2019,11,12589,24.8,1
2019,11,11399,24.6,1
2019,11,13130,24.5,1
2019,11,9864,24.5,1
2019,11,12635,23.7,1
2019,11,12764,23.5,1
2019,11,13965,23.5,1
2019,11,13850,23.4,1
2019,11,8062,23.3,1
2019,11,10308,23.0,1
2019,11,13646,22.9,1
2019,11,14136,22.3,1
2019,11,12652,22.3,1
2019,11,13404,22.2,1
2019,11,12176,21.8,1
2019,11,10749,20.9,1
2019,11,12280,20.5,1
2019,11,11312,20.4,1
2019,11,11313,20.3,1
2019,11,11814,20.3,1
2019,11,13234,20.1,1
2019,11,13116,19.8,1
2019,11,11757,19.8,1
2019,11,13696,19.5,1
2019,11,13668,18.8,1
2019,11,11299,18.4,1
2019,11,14722,18.0,1
2019,11,13774,17.8,1
2019,11,10220,17.7,1
2019,11,13671,17.5,1
2019,11,10276,17.3,1
2019,11,13286,17.1,1
2019,11,14181,17.0,1
2019,11,14198,17.0,1
2019,11,13221,17.0,1
2019,11,10554,16.9,1
2019,11,11244,16.9,1
2019,11,12779,16.8,1
2019,11,14518,16.7,1
2019,11,9815,16.5,1
2019,11,11956,16.0,1
2019,11,13131,15.9,1
2019,11,12718,15.8,1
2019,11,10312,15.7,1
2019,11,13230,15.7,1
2019,11,12391,15.4,1
2019,11,10263,15.4,1
2019,11,13470,15.3,1
2019,11,13229,15.0,1
2019,11,11776,15.0,1
2019,11,9868,14.9,1
2019,11,12762,14.9,1
2019,11,10269,14.9,1
2019,11,12756,14.9,1
2019,11,14085,14.7,1
2019,11,12184,14.7,1
2019,11,9819,14.7,1
2019,11,10280,14.6,1
2019,11,13737,14.6,1
2019,11,13251,14.5,1
2019,11,12906,14.5,1
2019,11,13723,14.5,1
2019,11,14216,14.4,1
2019,11,12481,14.4,1
2019,11,12621,14.3,1
2019,11,14256,14.1,1
2019,11,10379,14.0,1
2019,11,13697,14.0,1
2019,11,10266,14.0,1
2019,11,14243,14.0,1
2019,11,11192,13.9,1
2019,11,12611,13.7,1
2019,11,11970,13.6,1
2019,11,10457,13.5,1
2019,11,13741,13.5,1
2019,11,12126,13.5,1
2019,11,13301,13.5,1
2019,11,12150,13.4,1
2019,11,11247,13.3,1
2019,11,13605,13.3,1
2019,11,12288,13.1,1
2019,11,13307,13.0,1
2019,11,11769,13.0,1
2019,11,10271,12.9,1
2019,11,10738,12.8,1
2019,11,12238,12.5,1
2019,11,11802,12.5,1
2019,11,13743,12.5,1
2019,11,14186,12.5,1
2019,11,13321,12.4,1
2019,11,13290,12.3,1
2019,11,12230,12.1,1
2019,11,13783,12.0,1
2019,11,14276,12.0,1
2019,11,11348,12.0,1
2019,11,11537,12.0,1
2019,11,7826,12.0,1
2019,11,12246,12.0,1
2019,11,14674,12.0,1
2019,11,11657,11.8,1
2019,11,14109,11.8,1
2019,11,10292,11.7,1
2019,11,11740,11.7,1
2019,11,9825,11.7,1
2019,11,11280,11.6,1
2019,11,13317,11.5,1
2019,11,14168,11.5,1
2019,11,10653,11.4,1
2019,11,13288,11.3,1
2019,11,13724,11.2,1
2019,11,14247,11.0,1
2019,11,12276,11.0,1
2019,11,13920,11.0,1
2019,11,12828,11.0,1
2019,11,11222,11.0,1
2019,11,13710,11.0,1
2019,11,9662,10.9,1
2019,11,12676,10.8,1
2019,11,13154,10.7,1
2019,11,12263,10.7,1
2019,11,14123,10.5,1
2019,11,12719,10.5,1
2019,11,13466,10.5,1
2019,11,12701,10.5,1
2019,11,13447,10.5,1
2019,11,13745,10.5,1
2019,11,14280,10.5,1
2019,11,12720,10.5,1
2019,11,10753,10.4,1
2019,11,13387,10.4,1
2019,11,11346,10.3,1
2019,11,13214,10.3,1
2019,11,12814,10.3,1
2019,11,13377,10.2,1
2019,11,9474,10.1,1
2019,11,11308,10.0,1
2019,11,12248,10.0,1
2019,11,14158,10.0,1
2019,11,13767,10.0,1
2019,11,12636,10.0,1
2019,11,9875,10.0,1
2019,11,12715,10.0,1
2019,11,11317,10.0,1
2019,11,13635,10.0,1
2019,11,11723,9.9,1
2019,11,11367,9.9,1
2019,11,14167,9.9,1
2019,11,11671,9.8,1
2019,11,14222,9.8,1
2019,11,8687,9.7,1
2019,11,5848,9.6,1
2019,11,12272,9.5,1
2019,11,12802,9.5,1
2019,11,9430,9.5,1
2019,11,11711,9.5,1
2019,11,13744,9.5,1
2019,11,9828,9.5,1
2019,11,14218,9.5,1
2019,11,11768,9.5,1
2019,11,13163,9.4,1
2019,11,14073,9.3,1
2019,11,13132,9.2,1
2019,11,9749,9.2,1
2019,11,12687,9.1,1
2019,11,13722,9.1,1
2019,11,11261,9.0,1
2019,11,12316,9.0,1
2019,11,13709,9.0,1
2019,11,12151,9.0,1
2019,11,14162,9.0,1
2019,11,14177,9.0,1
2019,11,11787,9.0,1
2019,11,12702,9.0,1
2019,11,11045,9.0,1
2019,11,12964,9.0,1
2019,11,12234,9.0,1
2019,11,13695,9.0,1
2019,11,11492,9.0,1
2019,11,13914,9.0,1
2019,11,11501,9.0,1
2019,11,13692,9.0,1
2019,11,11737,9.0,1
2019,11,12660,9.0,1
2019,11,13216,9.0,1
2019,11,12625,8.9,1
2019,11,12229,8.9,1
2019,11,14143,8.9,1
2019,11,14612,8.9,1
2019,11,13615,8.8,1
2019,11,14017,8.8,1
2019,11,11232,8.8,1
2019,11,11985,8.7,1
2019,11,10761,8.7,1
2019,11,7422,8.7,1
2019,11,9448,8.7,1
2019,11,9319,8.6,1
2019,11,13988,8.6,1
2019,11,14489,8.6,1
2019,11,13448,8.6,1
2019,11,12231,8.5,1
2019,11,12087,8.5,1
2019,11,13294,8.5,1
2019,11,10847,8.5,1
2019,11,12241,8.5,1
2019,11,13706,8.5,1
2019,11,11680,8.4,1
2019,11,14164,8.3,1
2019,11,13205,8.3,1
2019,11,13202,8.3,1
2019,11,12585,8.3,1
2019,11,12688,8.1,1
2019,11,14180,8.0,1
2019,11,12298,8.0,1
2019,11,13265,8.0,1
2019,11,11314,8.0,1
2019,11,10294,8.0,1
2019,11,13828,8.0,1
2019,11,13218,8.0,1
2019,11,13684,8.0,1
2019,11,13727,8.0,1
2019,11,13263,8.0,1
2019,11,11273,8.0,1
2019,11,13731,8.0,1
2019,11,12274,8.0,1
2019,11,13256,8.0,1
2019,11,14199,8.0,1
2019,11,14176,8.0,1
2019,11,14676,8.0,1
2019,11,13249,8.0,1
2019,11,12760,8.0,1
2019,11,11383,7.9,1
2019,11,10945,7.9,1
2019,11,9853,7.9,1
2019,11,13613,7.8,1
2019,11,13622,7.8,1
2019,11,13128,7.7,1
2019,11,13418,7.7,1
2019,11,13642,7.7,1
2019,11,12218,7.7,1
2019,11,10275,7.7,1
2019,11,13108,7.6,1
2019,11,12188,7.6,1
2019,11,13505,7.6,1
2019,11,14114,7.6,1
2019,11,13306,7.5,1
2019,11,13691,7.5,1
2019,11,11283,7.5,1
2019,11,13674,7.5,1
2019,11,11830,7.5,1
2019,11,14244,7.4,1
2019,11,10774,7.3,1
2019,11,12261,7.2,1
2019,11,9308,7.2,1
