season,player_id,player_name,position,games_played,mean_score,median_score,min_score,max_score,std_dev,coefficient_variation,floor_score,ceiling_score,std_dev_vs_position,cv_vs_position,value_score,consistency_score_std,consistency_score_trailing_10,consistency_score_trailing_5,consistency_score_last_season,consistency_score_2seasons_ago
2024,12225,"Williams, Leonard",DT,16,14.90625,12.45,0.0,46.0,11.030099090103407,0.739964718832933,8.0,19.1,4.5872589472986665,-0.3774337692841963,8.56698405356072,1.2390795693663625,1.549728143805913,3.1184125411509394,1.5421994884910484,1.1491696438144585
2024,14163,"Simmons, Jeffery",DT,16,13.59375,12.7,6.0,21.7,4.895082832547372,0.3600980474517607,10.925,18.424999999999997,0.5976927748539028,-1.6061631733051076,9.994683857879838,2.305947242157053,3.6546323009132298,3.9419159115420013,1.3238985949581008,1.623389518967988
2024,14153,"Allen, Zach",DT,16,13.59375,13.6,-1.0,26.5,7.031577770138079,0.5172654911365944,8.875,17.475,1.9870432790377164,-1.097784118337751,8.959374664098387,1.692537928293795,1.5003768707637255,2.326900814314432,1.6551518441960995,1.4361139105565341
2024,10266,"Heyward, Cameron",DT,17,13.317647058823528,14.3,8.0,20.6,3.7778355605414258,0.2836713980971919,9.5,16.8,-0.12884677052405072,-1.853375362179988,10.374654353570941,2.787380789914496,3.40244687994554,3.3324812181132373,1.2122401757586172,1.7079486603253506
2024,12688,"Buckner, DeForest",DT,12,13.183333333333332,14.5,1.5,19.9,5.367003095044963,0.40710516523729184,9.975000000000001,16.825,0.904579836975832,-1.4541123824016884,9.369117290611406,2.070571214829955,2.7129044484185703,2.3472907546519393,1.7055472504135383,1.7570863019961056
2024,13839,"Sieler, Zach",DT,15,11.813333333333333,10.6,4.5,22.1,5.022730554411836,0.425174708330573,7.4,14.75,0.6807013622415706,-1.3956640356825347,8.289042223582035,1.9614580507307773,2.2793542220535996,2.0760894745083385,1.6107628434764099,1.9837837611905296
2024,12697,"Robinson, A'Shawn",DT,16,11.756249999999998,14.5,-1.0,27.4,7.977857540561877,0.6786056387506116,4.5,17.9,2.602403630707836,-0.5759078960789876,7.003580667553452,1.3094716581194754,1.2943300730151688,0.7481141960085382,1.3639164610200603,2.2179282019307336
2024,16282,"Turner, Kobie",DT,17,11.600000000000001,10.5,1.5,33.4,8.34343701219531,0.7192618113961473,5.5,17.1,2.8401378814643263,-0.444400084133061,6.747081755151696,1.2415131589006663,1.3874431652735288,1.21543351614372,1.333820129645087,
2024,14159,"Lawrence, Dexter",DT,12,11.458333333333334,10.3,6.0,21.9,4.551274241596767,0.39720211563026325,8.75,11.975,0.3741160039589474,-1.4861451169329676,8.200913243081228,2.0640906636306733,1.9938328481737209,3.540096917133355,1.6262235749024774,1.8314404459104523
2024,13298,"Stewart, Grover",DT,17,10.81764705882353,11.0,1.5,18.0,4.77828855580022,0.44171237329311436,8.5,13.5,0.5217421210847781,-1.3421707530540865,7.503332328427063,1.8721195652240012,1.676610984112455,1.822632468680122,2.087487697047785,1.5202358588494709
2024,13448,"Butler, Adam",DT,17,10.276470588235295,10.5,0.0,19.1,5.182269479197054,0.5042849521828845,5.5,14.8,0.7844486174713183,-1.1397714025458403,6.8314653904654135,1.6622488914168119,1.6631662707887933,1.650025465660193,1.086065930536366,
2024,9051,"Campbell, Calais",DT,17,10.070588235294117,8.5,1.5,19.5,5.367523769736388,0.5329900939574684,6.5,14.6,0.904918428765739,-1.0469207936288285,6.569245473267565,1.581554871166352,1.6313270411239595,3.416407864998738,1.8006943860456592,1.6774642944177662
2024,14215,"Saunders, Khalen",DT,13,9.923076923076923,6.8,1.5,27.1,7.197131249661359,0.7252922964775013,4.0,13.5,2.0947017649990425,-0.42489367596877714,5.7515337797176125,1.2105548417913727,1.5125112570058645,2.7455905886443204,1.789149098898889,1.3594690439231585
2024,16254,"Kancey, Calijah",DT,12,9.783333333333333,8.0,2.0,20.6,4.674903445229883,0.47784362302179384,7.300000000000001,12.85,0.45451137180063717,-1.2252994076837975,6.6200057847318385,1.723964720766632,1.590072731443901,1.9949622531253768,1.073602297710212,
2024,13742,"Hill, B.J.",DT,15,9.753333333333334,9.2,0.0,21.5,5.59795994586917,0.5739535146140639,6.3,13.25,1.0547697632385025,-0.9144191470194305,6.196709904564664,1.4782346988086326,1.7276532106759803,3.4910494828584193,1.7412368114532306,1.9384827199533707
