season,position,num_players,avg_mean_score,median_mean_score,avg_std_dev,median_std_dev,avg_cv,median_cv,avg_floor_score,median_floor_score,avg_value_score,median_value_score,avg_consistency_score,median_consistency_score,top_player,top_value_score
2020,CB,64,8.114926184543599,7.61923076923077,5.686119525947505,5.572171323388499,0.7057163505767169,0.7061120270255989,4.06875,4.0,4.81714964515365,4.569827775998334,1.2537077040644704,1.1909523199722396,"Hilton, Mike",8.61184025585046
2020,DE,48,8.288625936461417,7.503846153846154,5.8304403146722334,5.577785292300327,0.7124950093763673,0.6877468078349499,4.3500000000000005,4.0,4.930021941505044,4.7036029938735044,1.2661350982331354,1.2438633460764348,"Gregory, Randy",9.43914046315034
2020,DT,48,8.478050959457212,7.929411764705883,5.041174121572458,4.956552729043709,0.6018598081460488,0.5850285288829655,4.677083333333333,4.5625,5.351276016592053,5.133407081869859,1.4337843407170172,1.4272305777152559,"Richardson, Sheldon",8.581560153728686
2020,LB,48,9.3929385975204,9.118325791855202,5.291588709276534,5.076143817789432,0.5729336461867093,0.5310011539882382,5.8765624999999995,6.0,6.077385171526596,5.645532538647672,1.560811475828275,1.5519546881159938,"Smith, Roquan",9.938154412230604
2020,PK,16,5.1555912990196076,4.447058823529412,4.373430400350687,3.962692079275584,0.8716352523410553,0.8632691752308504,1.9968750000000002,2.0,2.8196509912603043,2.457454088611872,0.9704729144101437,0.934461764681193,"Sanders, Jason",4.456896103136005
2020,PN,16,4.1501206412052,3.8013736263736257,2.9805422647534576,2.951322685684354,0.7342401500389666,0.678061041663069,2.1734375,1.85,2.4372202021088167,2.155188793287776,1.050487292420898,1.0429985731274214,"Fox, Jack",3.9357234428224506
2020,QB,16,36.43067523010078,33.25588235294118,19.684226528897607,19.566061961717516,0.5473809865524346,0.5727509271649132,24.265625,22.5,23.77380475966441,21.603486628761168,1.8171381913615905,1.658877129844147,"Mahomes, Patrick",33.98153388982382
2020,RB,32,12.415093109249819,11.085714285714285,8.767207796106286,8.133850373034022,0.7207857438789614,0.7374974789049632,6.451562499999998,6.15,7.329317053544515,6.481636305892712,1.2905998305503532,1.2288089572912417,"Kamara, Alvin",15.607696510854819
2020,S,48,8.185546225969018,8.158823529411764,5.636627025416193,5.485315883731493,0.6940232501234093,0.6966663692345529,4.356770833333333,4.5,4.891548194743431,4.868602581725231,1.2722452271608022,1.2308179370641348,"Baker, Budda",7.203990594118242
2020,TE,32,6.994011746525536,6.500630252100841,6.290204225353482,5.857834729189278,0.9506835706833375,0.9108765968854013,2.3312500000000007,2.2,3.7445968940726484,3.4044507761400395,0.9581027990122203,0.9511676516336807,"Kelce, Travis",12.559774164521732
2020,WR,64,10.86534539589802,10.197058823529412,8.114025271665612,7.755281037814932,0.7762599617013564,0.761614048615924,5.036328125,4.725,6.274881430940119,5.536341763577877,1.1948281896021562,1.1442170112679073,"Adams, Davante",14.475080809678621
