season,player_id,player_name,position,games_played,mean_score,median_score,min_score,max_score,std_dev,coefficient_variation,floor_score,ceiling_score,std_dev_vs_position,cv_vs_position,value_score,consistency_score_std,consistency_score_trailing_10,consistency_score_trailing_5,consistency_score_last_season,consistency_score_2seasons_ago
2022,14956,"Sneed, L'Jarius",CB,17,13.441176470588236,13.0,2.6,26.9,6.400464948509087,0.4761833878540677,8.0,16.9,0.7630013158627897,-0.6956868286213096,9.105356814865472,1.8162610814467979,1.5989042818810284,1.6644136204600168,1.1419733758762707,1.3816047343060402
2022,12711,"Ramsey, Jalen",CB,17,11.423529411764704,9.2,5.0,22.8,5.839876047411876,0.5112146900412045,7.0,17.0,0.5209452206936399,-0.665826755802206,7.559170438882666,1.6701369049059342,1.6037134244804754,1.7637468659267133,1.9638643066217425,0.8603149631896251
2022,15894,"Woolen, Tariq",CB,17,10.835294117647058,10.0,-5.4,25.0,7.986749406984383,0.7371049941299377,6.0,15.2,1.4479414227655765,-0.4732817886414993,6.237558555333106,1.2056967015488391,1.287587394405097,1.2788856623253686,,
2022,13767,"Maddox, Avonte",CB,9,10.588888888888889,9.0,2.0,24.5,7.544452626406954,0.7124876562189149,3.0,18.0,1.2569625585695237,-0.4942651794018215,6.183337351621332,1.2392705948375822,1.2138920647609213,1.4434369398885867,1.6622248384739826,0.9398204262683356
2022,12988,"Jones, Jonathan",CB,16,10.5625,8.5,-4.8,27.3,8.936223685092044,0.8460330116063474,4.75,18.3,1.8579139280586021,-0.3804334407122431,5.721728665517697,1.0630296111235498,1.0567199384931423,1.0270098324774715,,1.1484637110159899
2022,13232,"King, Desmond",CB,17,10.558823529411764,9.8,1.0,27.4,6.80839091498212,0.6448058248172481,5.0,12.1,0.9391392421922325,-0.5519559955578408,6.419495462684745,1.3522406401493468,1.5076229394384477,1.7845097537961832,0.9987200956973902,0.8654028886434945
2022,15833,"Gardner, Sauce",CB,17,10.53529411764706,8.0,3.0,22.0,6.046772710100195,0.5739538585801413,6.0,14.0,0.6102809142399147,-0.612348979521581,6.693521579565818,1.4950523524828239,1.3017812682847738,1.5082784977079664,,
2022,13707,"Ward, Denzel",CB,14,10.5,10.0,2.0,22.0,6.4332839869807446,0.6126937130457852,5.0,14.75,0.777172214152262,-0.5793278012289177,6.510845745265145,1.4125654311594378,1.5390878707454247,1.6770252386869775,0.7525267492408022,1.6559038613805301
2022,13281,"Douglas, Rasul",CB,17,10.358823529411763,12.0,-0.4,22.0,6.682114743061987,0.6450650234642464,5.0,15.0,0.8846145860171453,-0.5517350591383884,6.296908256913592,1.3484338461316547,1.9116719159158282,4.477067647381239,1.1946799577349074,1.9385218607337877
2022,15441,"Hobbs, Nate",CB,11,10.18181818181818,9.6,4.0,22.8,4.974629850427098,0.4885797174526615,7.5,11.95,0.14734147043713267,-0.6851204128333307,6.839954933177419,1.7041755617865315,2.167309400870298,2.04094124719551,0.8889926840568518,
2022,15380,"Campbell, Tyson",CB,17,10.029411764705882,8.0,2.0,25.0,5.912475813245626,0.5895137174497105,6.0,14.8,0.5522929976359183,-0.5990860263941657,6.309735898849326,1.4509145544477147,1.682649942612393,2.504809700703578,1.2402162505510268,
2022,13226,"Jackson, Adoree",CB,10,9.620000000000001,8.5,2.0,21.2,5.3385016624517405,0.5549378027496611,5.5,13.25,0.3044572995026362,-0.6285579348380858,6.186742635614463,1.5177088391389604,1.5177088391389604,1.58761243033161,1.4386964032436818,
2022,13730,"Alexander, Jaire",CB,16,9.6125,8.5,-2.0,23.5,7.394666574633369,0.7692761065938485,4.0,15.0,1.1922865959663491,-0.4458596918061528,5.433012950423926,1.145072280660512,1.211790998538055,0.905014246959112,,1.3493653069752698
2022,13710,"Davis, Carlton",CB,13,9.6,8.0,4.0,27.0,5.790708738341766,0.6031988269106007,7.2,10.0,0.499715319744492,-0.5874210770623755,5.988028333640568,1.4136963268349865,1.2392214484716457,1.3452145303697147,1.3441332274503635,1.5477444050543339
2022,13920,"Ward, Charvarius",CB,17,9.36470588235294,6.0,1.0,25.0,7.0924102910804745,0.757355370278694,4.0,12.0,1.0617756714832653,-0.4560207201494996,5.3288629270628505,1.157220845892453,1.002868275549289,0.9837549791264236,1.2399981049274096,1.1841761830064992
2022,10260,"Peterson, Patrick",CB,17,9.323529411764707,8.0,0.0,30.9,7.578027790283658,0.8127853150461967,5.0,11.0,1.2714599434566534,-0.40877319911032234,5.1432066082944345,1.0869082777192072,0.9358625766970039,1.8473318382543409,1.161032066840728,0.9712634075673632
2022,15422,"Wilson, Marco",CB,14,9.314285714285715,7.5,-5.4,29.9,9.611440886691616,1.031903162681615,2.25,13.25,2.149465257188272,-0.22200095606303571,4.5840204815632735,0.8777588089820362,1.13626537238249,1.0828031702192915,0.7379387994801775,
2022,13764,"Johnson, Taron",CB,17,9.241176470588234,9.0,-0.4,16.3,4.757045403279029,0.5147662116851909,6.0,14.0,0.053390909619541925,-0.6627995005108798,6.100727887445643,1.6051943007648952,1.8974223828902221,2.0409987509176823,1.340222855011019,1.162295122938824
2022,14180,"Murphy, Byron",CB,9,9.011111111111111,7.0,1.0,20.8,6.453327211506126,0.7161522182929116,5.0,9.0,0.7858266571027319,-0.49114157041363354,5.250764480597549,1.2090051671420174,1.2879010289392332,1.3959335685048284,1.097463078524497,0.9409173149033317
2022,15859,"Taylor-Britt, Cam",CB,11,8.981818181818182,9.8,1.0,15.0,5.113585858336449,0.5693263607459609,4.0,14.0,0.20734113972954757,-0.6162933782070974,5.723359019820951,1.4691571182517424,1.6012756248855464,2.0286344308317004,,
2022,14252,"Jackson, Michael",CB,17,8.729411764705883,7.4,0.0,21.2,5.342698668813725,0.6120342140824347,5.0,11.0,0.3062695204891624,-0.5798899466771391,5.415152909564416,1.3762929977467375,1.5831449736960665,1.582243428163419,,
2022,15868,"Jones, Marcus",CB,14,8.514285714285714,1.5,0.0,51.4,14.22060161188976,1.6702048873024886,0.25,7.75,4.139649945049229,0.32207633446764067,3.1886263690001226,0.5593921929889207,0.7013183177538144,1.1667154307253829,,
2022,14903,"Diggs, Trevon",CB,17,8.470588235294118,7.0,1.0,20.1,5.4346128933934255,0.6415862443589461,5.0,12.0,0.3459570673683764,-0.5547003099546709,5.160001958107268,1.3164099186123657,1.3444043654717004,1.3973872608588034,1.2271212070294983,1.1914942899595629
2022,13223,"Humphrey, Marlon",CB,17,8.411764705882353,7.0,0.0,17.0,5.273449853407292,0.6269136189365312,4.8,13.0,0.2763686469264449,-0.5672070007199835,5.170381886274265,1.3408515095268803,1.214788787087185,0.8905246817011547,1.478439209177355,1.8045948270833179
2022,14904,"Fulton, Kristian",CB,10,8.32,7.0,1.0,19.0,5.542706919908358,0.6661907355659085,4.5,12.0,0.3926308739994106,-0.5337278695014962,4.993425916015658,1.2716449172870081,1.2716449172870081,1.1341776820738714,1.1620227977869606,
2022,14199,"Murphy-Bunting, Sean",CB,12,8.25,5.0,0.0,23.0,8.367845202519781,1.0142842669720946,1.75,13.5,1.6124943776530707,-0.23701899638788707,4.095747623746044,0.8806721099299227,1.0492209027277237,1.4176565846799936,1.3657123980388026,1.0382149532052038
2022,14935,"Dantzler, Cameron",CB,11,8.10909090909091,6.0,-1.0,20.4,5.977754906234301,0.7371670848495214,5.0,8.5,0.5804797889086238,-0.4732288635918321,4.667997097005406,1.1621346719767718,1.1720259932635992,1.1881103037946117,0.9742902627296889,0.9460336492956037
2022,15361,"Horn, Jaycee",CB,13,8.061538461538461,6.0,0.4,24.7,7.287981514535627,0.9040435084824728,3.0,10.0,1.1462211654706649,-0.33098630192933076,4.233904543475232,0.9726781421266414,1.0545747235744032,0.9982382574611425,,
