season,player_id,player_name,position,games_played,mean_score,median_score,min_score,max_score,std_dev,coefficient_variation,floor_score,ceiling_score,std_dev_vs_position,cv_vs_position,value_score,consistency_score_std,consistency_index_vs_avg,consistency_index_vs_replacement,consistency_score_trailing_10,consistency_score_trailing_5,consistency_score_last_season,consistency_score_2seasons_ago
2023,15945,"Lucas, Chase",CB,12,0.0,0.0,-3.0,2.0,1.0801234497346435,,0.0,0.0,-1.3852923751917654,,,0.0,0.0,0.0,-0.04682126522760508,0.0,,
2023,14043,"Leavitt, Dallin",S,10,-0.41,0.0,-3.6,1.0,1.285651585772755,-3.1357355750555005,0.0,0.0,-1.3691150132171022,-5.87826176744019,,-0.17937992061085864,-21.109812483068616,-35.05019686936166,-0.17937992061085864,-0.2477491591612995,0.2866408028081093,0.7401736562449593
2023,12680,"Vannett, Nick",TE,8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.4969426733183873,,,0.0,0.0,0.0,0.0,0.0,0.2812440844014604,
2023,13699,"Evans, Rashaan",LB,9,-0.5,0.0,-8.0,2.5,3.0368111930480994,-6.073622386096199,0.0,1.0,-0.05268400254063476,-2.134532517201963,,-0.12386014011778985,-14.219489828193058,-41.96293078934238,0.011574033725152437,-0.1461542922911301,1.770752757278927,0.9416275447762578
2023,12955,"Manhertz, Chris",TE,17,-0.017647058823529415,0.0,-2.0,2.0,0.8219312223392268,-46.57610259922284,0.0,0.0,-1.11816343350464,-4.621903187289162,,-0.009685908341189674,-2.1129137455719036,-4.660156426826678,0.12624814213665672,0.0,-0.016547486394786995,0.13066339877881147
2023,14101,"Harry, N'Keal",TE,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.4969426733183873,,,0.0,0.0,0.0,0.14917127071823205,0.0,,0.6132995439941226
2023,16000,"Hendershot, Peyton",TE,8,-0.875,-0.75,-2.3,0.5,1.1299889379989523,-1.2914159291416598,-2.075,0.2,-0.9761979451706393,-0.3460217914353626,,-0.4108002555271629,-89.6132273827797,-197.64728133921344,-0.33823298332480906,-0.4812541203573009,0.4342875169371063,
2023,15451,"Jean-Charles, Shemar",CB,8,-0.25,0.0,-3.0,2.0,1.299038105676658,-5.196152422706632,-0.25,0.0,-1.299669260484334,-4.5957791809261686,,-0.10874112933696653,-14.062872806789162,-23.854916184549786,-0.04503174725987149,0.22222222222222224,,0.4346103616391105
2023,16160,"Tune, Clayton",QB,8,-4.875,0.0,-39.0,4.2,13.294054122050204,-2.726985460933375,-1.875,0.9750000000000001,-0.8413895920813236,-2.267291178409767,,-0.34105089839276304,-37.76835238631357,-67.80417760834429,,-0.011831596371808742,,
2023,13488,"Pascal, Zach",WR,14,-0.33571428571428574,0.0,-4.0,1.8,1.2792895030652998,-3.810649583598765,-1.0,0.0,-1.2690364439995336,-0.7763046540050388,,-0.14728900618495402,-22.817176322143816,-49.10179078188137,-0.36931195326457805,-0.3076923076923077,0.3567121875525529,0.4047674871217849
