season,player_id,player_name,position,games_played,mean_score,median_score,min_score,max_score,std_dev,coefficient_variation,floor_score,ceiling_score,std_dev_vs_position,cv_vs_position,value_score,consistency_score_std,consistency_index_vs_avg,consistency_index_vs_replacement,consistency_score_trailing_10,consistency_score_trailing_5,consistency_score_last_season,consistency_score_2seasons_ago
2021,14367,"Helm, Daniel",TE,10,-0.27,0.0,-2.7,1.0,0.9252567211320327,-3.4268767449334545,0.0,0.0,-1.0557384956851967,-0.2545381369767761,,-0.14024103748680464,-30.985013276571916,-84.00965745221748,-0.14024103748680464,-0.25961538461538464,,
2021,13491,"Hardee, Justin",CB,16,-0.1875,0.0,-4.0,1.0,1.5090870584562046,-8.048464311766425,-0.25,1.0,-1.27692267315501,-2.8202687452701856,,-0.07472837555320433,-8.767070070357468,-13.353218620637525,-0.03879015998697652,0.09232798831614451,0.3592455179659185,0.32186129511072475
2021,14098,"Crockett, Damarea",RB,13,-0.007692307692307693,0.0,-0.1,0.0,0.02664693550105965,-3.464101615137754,0.0,0.0,-1.5547318057644732,-1.2859833304078327,,-0.007492651491287438,-1.0910043854248264,-2.1052206287174227,0.0,0.0,,
2021,13396,"Daniels, Darrell",TE,15,-0.15333333333333332,0.0,-2.0,1.0,0.8180192880094915,-5.334908400061901,-0.9,0.5,-1.0978435149244572,-0.4038674936175467,,-0.08434087269844895,-18.634367708275043,-50.52335572805822,-0.10854139495335458,0.16064915440886857,0.31543112307862314,0.2380612494362807
2021,12660,"Cooper, Pharoh",WR,9,-0.25555555555555554,-0.2,-2.0,2.7,1.373649729824497,-5.375151116704553,-1.5,0.5,-1.33562443081224,-1.2019361902399917,,-0.10766354965711424,-16.062121639845735,-31.597938640169833,-0.14210923438308287,-0.5477771266148935,0.14070068065161068,0.8425183904224531
2021,15123,"Thompson, Colin",TE,12,-0.08333333333333333,0.0,-1.0,1.0,0.4930066485916347,-5.916079783099616,0.0,0.0,-1.2254543970317722,-0.44935203707036825,,-0.05581578180642554,-12.332001896927364,-33.43575314341724,-0.06499767877275348,0.14285714285714288,0.12287203382938733,
2021,14117,"Johnson, Tyron",WR,10,-0.43,0.0,-2.0,1.0,0.9818859404228171,-2.2834556754019,-1.0,0.0,-1.46949952870431,-0.6595151842620278,,-0.21696505900246887,-32.36860739212758,-63.67659847046318,-0.21696505900246887,-0.4040820577345752,0.9722394428777633,
2021,15265,"Hill, Kylin",RB,8,-0.275,0.0,-2.1,0.8,1.0638961415476607,-3.868713241991493,-0.5,0.525,-1.2254368377126632,-1.400391485415086,,-0.13324313877237295,-19.40152279836645,-37.43750856486977,,-0.34259038757404353,,
2021,13621,"Ballage, Kalen",RB,17,-0.04117647058823531,0.0,-3.0,2.9,1.2523196470030709,-30.41347714150314,-0.1,0.0,-1.165618125056679,-8.906200170305093,,-0.018281805889774388,-2.662012295970555,-5.1366642281593125,0.04483361229669776,0.0,0.7269406718632844,0.05982422403897854
2021,14995,"Metellus, Josh",S,16,-0.03125,0.0,-3.0,1.5,1.2179484543690673,-38.97435053981015,0.0,1.0,-1.3494475473512462,-10.346559883214677,,-0.01408959705012152,-1.6416928651621816,-3.001184506264566,0.020950810969441996,0.0,0.3971315717218004,
2021,13994,"Brown, Pharaoh",TE,15,-0.2933333333333333,-1.0,-3.4,11.9,3.4676537056376056,-11.821546723764566,-1.7,0.15,-0.05750801935404153,-0.911534924100862,,-0.06565713295172906,-14.5063611384249,-39.331092720192174,-0.5263325193641654,-0.2862630568094621,0.4774042730191714,0.24083811499424324
2021,13065,"Tomlinson, Eric",TE,17,-0.005882352941176476,0.0,-2.0,1.0,0.6949147964998758,-118.13551540497878,0.0,0.0,-1.1461784743926564,-9.232044965127416,,-0.00347058917257904,-0.766795893106584,-2.0790134811515024,0.11725477482316639,0.14285714285714285,-0.07020008006406407,0.05807746577641846
2021,14552,"Blasingame, Khari",RB,11,-0.4090909090909091,0.0,-5.8,1.0,1.7655565928750707,-4.315805004805728,0.0,0.0,-1.0026810577552885,-1.5268113416615983,,-0.14792353558949176,-21.539134206808086,-41.562279916252315,-0.19700644637963613,-0.39800696775550803,0.27074504269198935,
2021,14372,"Holtz, J.P.",TE,12,-0.08333333333333333,0.0,-2.0,1.0,0.8374896350934076,-10.049875621120892,0.0,0.125,-1.0901988024887672,-0.7728776302212096,,-0.04535172974137464,-10.020062410649329,-27.167392289128717,-0.05217803813052,-0.30464028516734193,0.0874865015678996,0.27976158675875284
2021,10354,"Stocker, Luke",TE,12,-0.3833333333333333,0.0,-3.0,1.0,1.0683580340358232,-2.7870209583543217,-0.275,0.0,-0.9995521122784589,-0.2044607429797127,,-0.1853321944389702,-40.94750444075983,-111.02095683762047,-0.16345430534864946,0.14285714285714288,0.24476178942293117,0.04871686754016012
2021,12608,"Winchester, James",TE,17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.419025371453676,,,0.0,0.0,0.0,0.0,0.0,0.017799588836116213,-0.09251264342068141
2021,12850,"Fejedelem, Clayton",S,17,-0.08823529411764708,0.0,-6.9,1.5,1.855637627194547,-21.030559774871527,0.0,1.0,-1.0541946699226912,-5.665654794573053,,-0.030898631281985084,-3.6002493427215794,-6.581628497848026,-0.08938498919180816,-0.1639363345383726,0.5378492668009685,0.4610163001637704
2021,13916,"Howell, Buddy",RB,10,-0.030000000000000006,0.0,-1.0,1.0,0.4561797891182818,-15.20599297060939,0.0,0.0,-1.4183682332646825,-4.606125504079805,,-0.020601851656082273,-2.9998339747676397,-5.788530688581142,-0.020601851656082273,0.0,0.326404931325821,0.23396806028735548
2021,15425,"Harris, Jacob",WR,9,-0.2222222222222222,0.0,-2.0,0.0,0.6285393610547089,-2.82842712474619,0.0,0.0,-1.5902465430595139,-0.7551274356609072,,-0.13645492859214775,-20.35745308773324,-40.04785718597687,,-0.2222222222222222,,
2021,15573,"Kamara, Azur",DE,9,-0.05555555555555555,0.0,-2.0,1.0,0.7617394000445604,-13.711309200802088,0.0,0.0,-1.8004584770208987,-11.72574034345379,,-0.03153449117057288,-3.222748326122943,-4.287442773052072,,0.0,,
2021,15301,"Atwell, Tutu",WR,8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.8050335416709211,,,0.0,0.0,0.0,,0.0,,
2021,13849,"Nall, Ryan",RB,10,-0.13999999999999999,0.0,-2.0,1.0,0.9991996797437437,-7.13714056959817,0.0,0.3,-1.245975989922753,-2.3245733811121636,,-0.07002802242242512,-10.196774753814976,-19.67587009263714,-0.0700280224224251,-0.2727272727272727,0.2320083843457713,0.3619515589734873
2021,15473,"McDuffie, Isaiah",LB,13,-0.38461538461538464,0.0,-2.0,0.0,0.737820234355803,-1.9183326093250876,0.0,0.0,-1.3585750385648112,-1.9882620196751948,,-0.22132058138795851,-26.296263536134113,-56.9107272386189,-0.18289198792714328,-0.3333333333333333,,
2021,15244,"Franks, Feleipe",TE,10,-1.4300000000000002,0.0,-11.0,0.1,3.2514765876444507,-2.273759851499616,-0.85,0.0,-0.1423864190616189,-0.1642910997406526,,-0.33635372805670277,-74.31437271306552,-201.48853704450542,-0.33635372805670277,-0.5419494698875188,,
2021,13546,"Griffin, Garrett",TE,13,-0.06923076923076926,0.0,-6.9,5.5,2.4814340194531486,-35.842935836545465,0.0,0.0,-0.4447310034540351,-2.7915344367859407,,-0.019885704811273084,-4.393570089277621,-11.912285300571538,-0.023505201525663086,-0.30364596657729725,,
2021,15313,"McMath, Racey",WR,9,-0.6555555555555556,0.0,-5.2,0.5,1.65872180449024,-2.530253600069858,-0.5,0.0,-1.2382084548220704,-0.7028145263586941,,-0.24656793894284326,-36.78500514240019,-72.36468266337049,,-0.3859272121000391,,
2021,15353,"Surratt, Chazz",LB,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.7328587453169517,,,0.0,0.0,0.0,,0.0,,
2021,14294,"Sweeney, Tommy",TE,13,-0.09230769230769229,0.0,-6.0,4.2,2.2909391888183994,-24.818507878866,-0.6,0.0,-0.5195256742635306,-1.9287234190400246,,-0.0280490422373423,-6.197187083709015,-16.80243153109603,-0.01663613478468058,-0.2684747639175602,,
2021,14503,"Kennedy, Tom",WR,13,-0.12307692307692306,0.0,-3.0,2.7,1.522727232583719,-12.372158764742718,0.0,0.0,-1.284681066940156,-2.429522800674443,,-0.04878724956358857,-7.2784776227382135,-14.31846268344784,-0.13023256604005523,-0.1484348814451599,,
2021,14565,"Spencer, Diontae",WR,16,-0.25625,0.0,-1.1,0.0,0.44436576994633603,-1.7341103217417992,-0.25,0.0,-1.6531830834080325,-0.5631355553435716,,-0.1774135093284028,-26.467986393354188,-52.068701055739716,-0.07692307692307693,-0.14285714285714288,0.4595370364871406,-0.015190973361783754
2021,15335,"Farrell, Luke",TE,15,-0.24666666666666665,0.0,-6.7,2.6,1.910974155299391,-7.747192521484019,-0.2,0.0,-0.6687127126019297,-0.5926614451845932,,-0.08473681094612714,-18.721846752076086,-50.76053763398076,-0.012820512820512832,-0.0381319248253543,,
2021,14060,"Jackson, Tyree",TE,9,-0.2222222222222222,0.0,-1.0,0.0,0.41573970964154905,-1.8708286933869709,0.0,0.0,-1.2557919933012995,-0.13275627145320926,,-0.15696545114107638,-34.68012412577145,-94.02821041904616,,-0.14285714285714285,,
2021,14012,"Ford, Mike",CB,12,-0.16666666666666666,0.0,-3.0,1.0,1.0671873729054748,-6.403124237432849,-0.25,0.25,-1.4678588625071658,-2.325127022312195,,-0.08062484748656973,-9.458839190521273,-14.406859600169094,0.125,0.2684747639175602,0.2752377572397932,0.45094109731534915
2021,11227,"Stills, Kenny",WR,14,-0.049999999999999996,0.0,-5.0,7.0,2.4809992226635504,-49.619984453271016,-0.30000000000000004,0.0,-0.9572165080663131,-8.964449498354154,,-0.014363691802763914,-2.1428920527700996,-4.21556834857761,0.061957649698410604,-0.3098912264170753,0.5475698194542797,1.1064774940668443
2021,10737,"Benjamin, Travis",WR,10,-0.6,0.0,-5.0,0.0,1.4966629547095764,-2.494438257849294,0.0,0.0,-1.2935878568127375,-0.6965309210277182,,-0.24032078453689187,-35.85300397495903,-70.53121904245526,-0.24032078453689185,-0.14285714285714288,,
