season,player_id,player_name,position,games_played,mean_score,median_score,min_score,max_score,std_dev,coefficient_variation,floor_score,ceiling_score,std_dev_vs_position,cv_vs_position,value_score,consistency_score_std,consistency_index_vs_avg,consistency_index_vs_replacement,consistency_score_trailing_10,consistency_score_trailing_5,consistency_score_last_season,consistency_score_2seasons_ago
2024,13988,"Dwelley, Ross",TE,17,-0.11764705882352941,0.0,-2.0,0.5,0.5564967037771912,-4.7302219821061255,0.0,0.0,-1.263175216831974,-0.6587645020985252,,-0.07558452166203257,-16.985615007608313,-58.89715850737115,0.0,-0.06711869097939006,0.08461313567702732,0.37306868104381513
2024,16636,"Corley, Malachi",WR,10,-0.10999999999999999,0.0,-2.9,1.5,1.0653168542738822,-9.684698675217112,0.0,0.22499999999999998,-1.2825095660821957,-2.953224490343124,,-0.053260592810430274,-8.300603681807482,-18.238122295074525,-0.053260592810430274,0.1754458221943827,,
2024,15148,"Franklin, Sam",S,10,-0.32999999999999996,-0.4,-3.0,3.0,1.6970857373745145,-5.142684052650044,-1.75,0.875,-0.9740859808760417,-0.4164668853315296,,-0.12235428611966906,-14.65574680253976,-28.9457837000622,-0.12235428611966906,0.047313696902501826,0.4177737977175771,0.4443828768359971
2024,13638,"Berrios, Braxton",WR,8,-0.375,0.0,-2.0,0.0,0.6959705453537527,-1.8559214542766738,-0.25,0.0,-1.4018267696048512,-0.8907539818133515,,-0.22111233065181618,-34.46010885447881,-75.71590015398854,0.0,0.0,0.6050995213954692,0.6210783199352753
2024,11754,"Coleman, Brandon",WR,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.6266598251957887,,,0.0,0.0,0.0,0.0,0.0,,
2024,13488,"Pascal, Zach",WR,17,-0.17647058823529413,0.0,-2.0,1.0,0.7058823529411764,-3.9999999999999996,0.0,0.0,-1.3986247634263032,-1.4556057643749396,,-0.10344827586206898,-16.12229782258762,-35.42398247616835,0.07692307692307693,0.14285714285714288,-0.14728900618495402,0.3567121875525529
2024,16781,"Taylor, Trey",S,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.6938735634176396,,,0.0,0.0,0.0,0.0,0.0,,
2024,10868,"Zuerlein, Greg",PK,8,-1.6375000000000002,-1.5,-7.4,3.5,4.1376132915003065,-2.52678674290095,-5.725,2.4749999999999996,-1.535626006152317,-2.7277470883092345,,-0.3187277646429887,-46.197188152281676,-62.14164821442151,-0.033341486342760004,-0.5007886337704326,0.9881347496607027,0.7018133947961275
2024,8269,"Lewis, Marcedes",TE,17,-0.15294117647058825,0.0,-1.0,0.4,0.4031021576238074,-2.635667953694125,0.0,0.0,-1.3354436908354872,-0.3990410743242328,,-0.109002167546801,-24.49534391741483,-84.93693944848769,-0.07692307692307693,0.0,0.12193387558463695,0.3608384394059936
2024,11679,"Beckham, Odell",WR,9,-0.11111111111111113,0.0,-3.0,2.9,1.676268636946321,-15.086417732516885,-1.0,0.8,-1.0851417937906895,-4.3762929896286,,-0.04151717416450811,-6.470405050780253,-14.216801950614459,0.1570554863302311,0.03445151752076507,0.8721772620955645,
2024,13236,"Everett, Gerald",TE,17,-0.1941176470588235,0.0,-1.8,3.9,1.1744688853391383,-6.050294257807683,-1.0,0.0,-0.9720311855869058,-0.8224526627782265,,-0.08927129211533795,-20.061353379769393,-69.56219773917005,-0.12422369795300961,-0.31630062106168083,0.5591856093267247,0.9693718829593531
2024,15103,"Gilliam, Reggie",RB,15,-0.05333333333333334,0.0,-2.0,1.0,0.6571318149520858,-12.32122153035161,0.0,0.1,-1.433513862800688,-0.684422745421822,,-0.03218412250136867,-4.414816778688856,-7.984527940571935,-0.047975069158564865,0.11809638381587823,0.16278217505453765,0.3469191797465662
2024,16029,"Avery, Tre",CB,9,-0.04444444444444443,0.0,-2.0,1.0,0.996784955200258,-22.42766149200581,0.0,1.0,-1.5154766317787878,-8.75148837226964,,-0.022258002459752655,-2.779027625020191,-5.107812060078626,0.05806685762605002,0.2684747639175602,0.4590958897597674,0.8436069386031099
2024,16220,"Mallory, Will",TE,10,-0.17,0.0,-2.0,1.5,1.1393419153177857,-6.70201126657521,-1.0,0.675,-0.9885804866114147,-0.9032651761628733,,-0.07946368870856604,-17.857354836792368,-61.919892678235364,-0.07946368870856604,0.15082107064536338,0.5664416614820298,
2024,16156,"Haener, Jake",QB,8,-0.48750000000000027,-1.2,-15.1,10.1,7.445038196678375,-15.271873223955634,-2.5,2.125,-2.0490807407159335,-6.089919537270424,,-0.057726204268885965,-5.058229311071081,-8.779943261892488,,-0.007708665226676662,,
2024,16637,"Baker, Javon",WR,11,-0.36363636363636365,0.0,-1.0,0.0,0.4810456929208347,-1.3228756555322954,-1.0,0.0,-1.4712581724386633,-0.7503244857912496,,-0.24552676894068037,-38.265071692033274,-84.07618095038733,-0.2684747639175602,-0.5714285714285715,,
2024,16197,"Mingo, Jonathan",WR,17,-0.4117647058823528,-0.1,-4.0,4.9,1.9852047910187347,-4.821211635331214,-1.3,0.0,-0.9853400709069886,-1.6719517825758097,,-0.13793516180906085,-21.49704033596076,-47.233389962792295,-0.4929309807649266,-0.1735831688676158,0.24246707642235582,
2024,16913,"Woods, Charles",CB,11,-0.09090909090909091,0.0,-2.0,1.0,0.668042657122685,-7.3484692283495345,0.0,0.0,-1.6715611001575623,-3.188505666044897,,-0.05450045927836516,-6.804666419852118,-12.506877186541162,-0.125,-0.2222222222222222,,
2024,15797,"Dulcich, Greg",TE,9,-0.6555555555555556,0.0,-3.3,0.4,1.1634346766851933,-1.7747308627401253,-1.0,0.0,-0.9772297108360342,-0.2922853977804635,,-0.30301610796032696,-68.09482732366587,-236.11696347865916,-0.32286176391301846,-0.22222222222222224,,0.9178849139756151
2024,13994,"Brown, Pharaoh",TE,15,-0.7933333333333332,0.0,-4.7,1.4,1.8816541186472668,-2.3718329226646224,-1.35,0.25,-0.6388563828928567,-0.366325690669092,,-0.27530484252070725,-61.86745595475425,-214.52372246649887,-0.28594229693208484,-0.4679185004262166,0.3675359257082164,0.30930796641613195
