season,player_id,player_name,position,games_played,mean_score,median_score,min_score,max_score,std_dev,coefficient_variation,floor_score,ceiling_score,std_dev_vs_position,cv_vs_position,value_score,consistency_score_std,consistency_index_vs_avg,consistency_index_vs_replacement,consistency_score_trailing_10,consistency_score_trailing_5,consistency_score_last_season,consistency_score_2seasons_ago
2019,8910,"Harris, Clark",TE,17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.5720652699461966,,,0.0,0.0,0.0,0.0,0.0,0.13164870702862883,
2019,14525,"Orzech, Matt",TE,17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.5720652699461966,,,0.0,0.0,0.0,0.0,0.0,,
2019,14295,"Cox, Chandler",RB,14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.477001445270644,,,0.0,0.0,0.0,0.0,0.0,,
2019,14076,"Williams, Trayveon",RB,12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.477001445270644,,,0.0,0.0,0.0,0.0,0.0,,
2019,14278,"Shelley, Duke",CB,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.9041539227427327,,,0.0,0.0,0.0,0.0,0.0,,
2019,13529,"Natson, JoJo",WR,12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.8433888045880085,,,0.0,0.0,0.0,0.0,0.0,0.26850265764047687,
2019,12608,"Winchester, James",TE,17,-0.20588235294117646,0.0,-5.0,1.0,1.2254509797646858,-5.9521904731427595,0.0,0.0,-1.0047978070814367,0.10101525445522024,,-0.09251264342068141,-17.582601436077944,-33.068386726179796,-0.1355575512043082,0.0,0.22741944907896214,
2019,14565,"Spencer, Diontae",WR,17,-0.05294117647058828,0.0,-7.5,5.0,2.485041755373852,-46.939677601506055,0.0,0.5,-1.0076483826373517,-6.911636170391359,,-0.015190973361783754,-2.215806458364962,-4.013806453008388,-0.09114537269316828,0.044495826861096065,,
2019,11677,"Moncrief, Donte",WR,8,-1.1375,0.0,-7.1,1.0,2.3994465507695724,-2.1094035611161077,-1.25,0.0,-1.0364347691269307,-0.5531022285075806,,-0.33461329160845044,-48.807819942994215,-88.41256956576412,-0.13324000523669097,-0.1010205144336438,0.568353083374146,
2019,14131,"Morgan, Stanley",WR,11,-0.0363636363636364,0.0,-1.7,2.0,1.0101959551337527,-27.780388766178174,-0.6499999999999999,0.05,-1.503651417089134,-4.194164752482364,,-0.01808959781794848,-2.6386095689610465,-4.779690064934869,-0.004864077603396441,0.13339264268554266,,
2019,13772,"Schultz, Dalton",TE,17,-3.2653618371328133e-18,0.0,-1.0,0.7,0.30486255340823387,-9.336256397114072e16,0.0,0.0,-1.430942850485918,-9.798479682156444,,-2.5024565450237316e-18,-4.756073809520038e-16,-8.944961222219827e-16,-0.052924241403212016,-0.14285714285714285,0.5305954752917718,
