season,player_id,player_name,position,games_played,mean_score,median_score,min_score,max_score,std_dev,coefficient_variation,floor_score,ceiling_score,std_dev_vs_position,cv_vs_position,value_score,consistency_score_std,consistency_score_trailing_10,consistency_score_trailing_5,consistency_score_last_season,consistency_score_2seasons_ago
2018,12150,"Gurley, Todd",RB,14,19.550000000000004,19.75,0.6,35.0,8.258307505605664,0.42241982125860167,16.825,24.8,1.2166627438270416,-0.5476063625042418,13.744184176723262,2.111617051838361,1.8317579473756982,1.5577381240882744,,
2018,13138,"Hunt, Kareem",RB,11,16.718181818181815,10.5,0.8,32.5,10.512747083406383,0.628821195853563,9.95,28.1,1.9960180488195642,-0.4381555168062528,10.263976095559627,1.4521453217953653,1.7144650815628344,1.9340244529442456,,
2018,13604,"Barkley, Saquon",RB,17,16.5,15.6,-3.8,36.8,10.159261205190765,0.6157128003145917,10.2,24.3,1.873818679566105,-0.44510665741904976,10.212210980062375,1.4785925068520642,1.3101949492102984,1.0135632570693223,,
2018,13130,"McCaffrey, Christian",RB,17,16.11764705882353,15.8,4.0,34.1,9.389621009335889,0.5825677268566062,8.2,23.8,1.6077555854466654,-0.46268287912696004,10.184491181832323,1.551321943730244,1.851262733020074,1.7027278423900496,,
2018,12151,"Gordon, Melvin",RB,13,16.09230769230769,16.7,6.7,30.0,6.718569162971617,0.41750190783284435,10.3,19.2,0.6843782428590083,-0.5502142413741133,11.352582739666644,2.0848822304407797,1.9480140348289792,1.775504099441279,,
2018,13132,"Kamara, Alvin",RB,15,15.66,12.3,1.9,32.2,8.551865293607005,0.546096123474266,11.0,20.45,1.3181450907719543,-0.482023098357536,10.128736345842507,1.6394703566936948,1.9611898010599558,1.5857607690762752,,
2018,13146,"Conner, James",RB,14,14.021428571428574,12.05,0.3,30.9,8.823360112421422,0.6292768292098823,8.575,19.25,1.4120003128876937,-0.43791390283311327,8.605921547554484,1.4273556513212609,1.5116857411301055,1.5518467148132615,,
2018,12625,"Elliott, Ezekiel",RB,15,13.979999999999999,12.1,-4.1,33.5,9.148202009138188,0.6543778261186115,9.75,16.95,1.5242975143664832,-0.42460330669530005,8.450306682844586,1.3775839293907806,1.4734630575429923,2.4616998525109763,,
2018,13131,"Mixon, Joe",RB,15,12.813333333333334,13.5,0.2,22.6,6.001762704035837,0.4683997947998832,8.600000000000001,16.3,0.4365796671395899,-0.523224029784122,8.726052250013806,1.830015365409012,2.3384973606440393,2.7712579982295273,,
2018,13614,"Lindsay, Phillip",RB,15,11.833333333333336,12.8,-2.2,29.8,8.242545453654202,0.6965531369285239,6.75,16.4,1.2112138336291804,-0.40223851651510356,6.974926441005353,1.280311078010963,1.2456137860521892,0.9511697036830385,,
2018,13364,"Carson, Chris",RB,15,11.406666666666666,11.8,0.8,20.8,6.545172945682099,0.5738024207202308,4.8,16.55,0.624435513348354,-0.4673309594573877,7.247839065749148,1.5117833280673039,1.8448437561972986,3.850477783144944,,
2018,13319,"Jones, Aaron",RB,12,10.858333333333333,8.75,-0.4,31.4,8.412238934367526,0.7747265327122818,5.2250000000000005,14.6,1.2698765344257976,-0.36078460519108096,6.118313516583732,1.1536397884764258,1.0988651571146224,1.3174144142945303,,
