season,week,franchise_id,player_id,contractYear,status,contractInfo,salary
2018,21,0029,12930,1,ROSTER,2016 UFA,0.73
2018,21,0029,10271,1,ROSTER,Inaugural,21.9
2018,21,0029,12176,1,ROSTER,Inaugural,11.74
2018,21,0029,12658,2,ROSTER,2016 1.05,4.48
2018,21,0029,13192,3,ROSTER,2017 1.09,3.19
2018,21,0029,8444,1,ROSTER,2017 UFA,0.77
2018,21,0029,10265,1,ROSTER,Inaugural,5.2
2018,21,0029,13317,2,ROSTER,2017 UFA,0.66
2018,21,0029,9828,1,ROSTER,Inaugural,7.87
2018,21,0029,9330,1,ROSTER,2017 UFA,1.21
2018,21,0029,12295,1,ROSTER,2017 UFA,1.54
2018,21,0029,11326,1,ROSTER,Inaugural,2.54
2018,21,0029,11517,1,ROSTER,2017 UFA,1.1
2018,21,0029,13231,3,ROSTER,2017 2.09,1.65
2018,21,0029,11262,1,ROSTER,2017 UFA,0.66
2018,21,0029,7836,1,ROSTER,2018 NEFT,31.82
2018,21,0029,11705,2,ROSTER,2018 FRFA,3.1
2018,21,0029,10775,2,ROSTER,2018 FRFA,9.0
2018,21,0029,10074,2,ROSTER,2018 UFA,1.2
2018,21,0029,11795,2,ROSTER,2018 UFA,3.2
2018,21,0029,12767,1,ROSTER,2018 UFA,1.2
2018,21,0029,10755,1,ROSTER,2018 UFA,1.2
2018,21,0029,12222,3,ROSTER,2016 UFA,2.39
2018,21,0029,13691,4,ROSTER,2018 2.11,1.5
2018,21,0029,13662,4,ROSTER,2018 5.11,0.7
2018,21,0029,13735,4,ROSTER,2018 UFA,0.7
2018,21,0029,11323,2,ROSTER,2018 UFA,1.1
2018,21,0029,13304,2,ROSTER,2018 UFA,1.1
2018,21,0029,12841,2,ROSTER,2018 UFA,0.6
2018,21,0029,13611,3,ROSTER,2018 UFA,1.1
2018,21,0029,11642,1,ROSTER,2018 SRFA,4.4
2018,21,0029,12617,2,ROSTER,2018 UFA,1.1
2018,21,0029,13207,2,ROSTER,2018 UFA,1.1
2018,21,0029,11936,2,ROSTER,2018 UFA,0.6
2018,21,0029,11788,2,ROSTER,2018 UFA,0.6
2018,21,0029,13266,1,ROSTER,2018 UFA,0.6
2018,21,0029,13657,3,ROSTER,2018 UFA,1.1
2018,21,0029,13726,3,ROSTER,2018 UFA,1.1
2018,21,0029,13636,4,INJURED_RESERVE,2018 6.07,0.6
2018,21,0029,11772,2,INJURED_RESERVE,2017 EXT,2.18
2018,21,0030,12611,2,ROSTER,2016 1.07,3.75
2018,21,0030,13116,6,ROSTER,2017 2.11,4.31
2018,21,0030,9988,2,ROSTER,Inaugural,24.2
2018,21,0030,12186,1,ROSTER,2016 UFA,6.05
2018,21,0030,11757,2,ROSTER,Inaugural,13.31
2018,21,0030,13198,3,ROSTER,2017 1.06,4.07
2018,21,0030,10749,2,ROSTER,2017 EXT,3.27
2018,21,0030,11313,1,ROSTER,2017 UFA,2.86
2018,21,0030,11674,2,ROSTER,Inaugural,14.64
2018,21,0030,10779,1,ROSTER,2018 UFA,3.1
2018,21,0030,12768,1,ROSTER,2017 UFA,0.66
2018,21,0030,13727,4,ROSTER,2018 2.02,1.9
2018,21,0030,13714,4,ROSTER,2018 1.16,2.1
2018,21,0030,13263,2,ROSTER,2017 UFA,0.66
2018,21,0030,13610,4,ROSTER,2018 1.13,2.4
2018,21,0030,13604,4,ROSTER,2018 1.01,6.8
2018,21,0030,10827,2,ROSTER,2018 UFA,3.1
2018,21,0030,13382,2,ROSTER,2017 UFA,0.66
2018,21,0030,11350,1,ROSTER,2017 UFA,0.66
2018,21,0030,12805,2,ROSTER,2018 UFA,1.1
2018,21,0030,13163,3,ROSTER,2017 3.01,1.32
2018,21,0030,13692,4,ROSTER,2018 2.13,1.5
2018,21,0030,13601,3,ROSTER,2018 UFA,1.1
2018,21,0030,12505,1,ROSTER,2018 UFA,1.2
2018,21,0030,8265,1,ROSTER,2018 UFA,1.1
2018,21,0030,13732,1,ROSTER,2018 UFA,0.6
2018,21,0030,10983,1,ROSTER,2018 UFA,1.2
2018,21,0030,11382,3,ROSTER,2018 UFA,2.0
2018,21,0030,9846,2,ROSTER,2018 UFA,0.6
2018,21,0030,12678,2,ROSTER,2018 UFA,1.1
2018,21,0030,13708,4,ROSTER,2018 4.05,0.9
2018,21,0030,13880,2,ROSTER,2018 UFA,0.6
2018,21,0030,12428,2,ROSTER,2018 UFA,0.6
2018,21,0030,11303,2,ROSTER,2018 UFA,1.1
2018,21,0030,13424,2,ROSTER,2018 UFA,0.6
2018,21,0030,11657,2,ROSTER,2018 UFA,0.6
2018,21,0030,12646,2,ROSTER,2018 UFA,1.1
2018,21,0030,13718,3,ROSTER,2018 UFA,0.6
2018,21,0030,8153,1,ROSTER,2018 ERFA,0.66
2018,21,0030,13832,3,ROSTER,2018 UFA,0.6
2018,21,0030,13666,3,ROSTER,2018 UFA,0.6
2018,21,0030,13709,3,ROSTER,2018 UFA,0.6
2018,21,0030,13217,2,INJURED_RESERVE,2017 UDFA,0.55
2018,21,0030,13869,3,INJURED_RESERVE,2018 UFA,0.6
2018,21,0030,12990,2,INJURED_RESERVE,2018 UFA,1.1
2018,21,0030,13297,2,INJURED_RESERVE,2018 UFA,1.1
2018,21,0030,11017,2,INJURED_RESERVE,2018 UFA,1.1
2018,21,0030,13188,3,INJURED_RESERVE,2017 1.07,3.74
2018,21,0030,7813,4,INJURED_RESERVE,2018 UFA,1.2
2018,21,0031,13189,2,ROSTER,2017 1.13,2.53
2018,21,0031,12739,4,ROSTER,2018 EXT,2.38
2018,21,0031,9825,1,ROSTER,Inaugural,9.8
2018,21,0031,10810,1,ROSTER,Inaugural,4.48
2018,21,0031,13129,3,ROSTER,2017 1.01,6.93
2018,21,0031,12779,1,ROSTER,2017 UFA,1.98
2018,21,0031,11293,2,ROSTER,Inaugural,12.1
2018,21,0031,10465,1,ROSTER,2017 UFA,1.21
2018,21,0031,13412,2,ROSTER,2017 UFA,0.66
2018,21,0031,13274,1,ROSTER,2017 UFA,0.66
2018,21,0031,11802,1,ROSTER,2017 UFA,0.66
2018,21,0031,9833,1,ROSTER,2018 TT,10.83
2018,21,0031,7394,1,ROSTER,2018 B/R,10.7
2018,21,0031,13114,3,ROSTER,2017 2.14,1.43
2018,21,0031,9898,1,ROSTER,2018 SRFA,2.3
2018,21,0031,11312,3,ROSTER,2018 ORFA,2.0
2018,21,0031,8713,2,ROSTER,2018 ORFA,3.0
2018,21,0031,11675,3,ROSTER,2018 SRFA,15.6
2018,21,0031,11186,3,ROSTER,2018 ORFA,5.5
2018,21,0031,10143,1,ROSTER,2017 UFA,0.66
2018,21,0031,12211,2,ROSTER,2018 UFA,0.6
2018,21,0031,9686,2,ROSTER,2018 UFA,0.6
2018,21,0031,12088,2,ROSTER,2018 UFA,0.6
2018,21,0031,12083,2,ROSTER,2018 UFA,0.6
2018,21,0031,8658,2,ROSTER,2018 UFA,0.6
2018,21,0031,13591,4,ROSTER,2018 1.06,3.8
2018,21,0031,13606,4,ROSTER,2018 1.04,4.7
2018,21,0031,13734,4,ROSTER,2018 4.10,0.8
2018,21,0031,13273,2,ROSTER,2017 UDFA,0.55
2018,21,0031,11492,1,ROSTER,2018 UFA,1.2
2018,21,0031,12634,2,ROSTER,2016 2.14,1.45
2018,21,0031,11985,1,ROSTER,2018 UFA,0.6
2018,21,0031,12187,2,ROSTER,Inaugural,9.08
2018,21,0031,13325,1,ROSTER,2018 UFA,1.1
2018,21,0031,11883,1,ROSTER,2018 ERFA,0.66
2018,21,0031,11890,1,INJURED_RESERVE,2017 UFA,0.66
2018,21,0031,12233,2,INJURED_RESERVE,Inaugural,5.57
2018,21,0031,12276,2,INJURED_RESERVE,Inaugural,3.39
2018,21,0032,10709,1,ROSTER,2017 UFA,3.3
2018,21,0032,13131,3,ROSTER,2017 1.08,3.41
2018,21,0032,13277,3,ROSTER,2017 4.07,0.88
2018,21,0032,11695,2,ROSTER,2017 B/R,4.62
2018,21,0032,11248,1,ROSTER,2017 UFA,5.61
2018,21,0032,12173,1,ROSTER,Inaugural,4.96
2018,21,0032,13260,3,ROSTER,2017 4.03,0.88
2018,21,0032,11281,1,ROSTER,Inaugural,4.96
2018,21,0032,11769,2,ROSTER,Inaugural,5.32
2018,21,0032,13205,3,ROSTER,2017 3.07,1.21
2018,21,0032,10773,3,ROSTER,Inaugural,13.43
2018,21,0032,12216,2,ROSTER,2016 UFA,0.73
2018,21,0032,13214,3,ROSTER,2017 4.06,0.88
2018,21,0032,12291,2,ROSTER,2017 ORFA,1.65
2018,21,0032,11348,1,ROSTER,Inaugural,1.33
2018,21,0032,13230,3,ROSTER,2017 1.15,2.31
2018,21,0032,13316,2,ROSTER,2017 UFA,0.66
2018,21,0032,12225,3,ROSTER,Inaugural,4.24
2018,21,0032,7401,2,ROSTER,2016 UFA,5.66
2018,21,0032,11679,2,ROSTER,2018 B/R,23.1
2018,21,0032,13283,1,ROSTER,2018 ERFA,0.55
2018,21,0032,13745,3,ROSTER,2018 UDFA,0.5
2018,21,0032,13590,4,ROSTER,2018 1.03,5.3
2018,21,0032,13634,3,ROSTER,2018 3.02,1.3
2018,21,0032,13645,4,ROSTER,2018 4.09,0.8
2018,21,0032,13637,4,ROSTER,2018 5.02,0.7
2018,21,0032,13700,3,ROSTER,2018 3.03,1.3
2018,21,0032,13716,4,ROSTER,2018 4.16,0.8
2018,21,0032,10260,1,ROSTER,Inaugural,1.33
2018,21,0032,10506,1,ROSTER,2018 UFA,0.6
2018,21,0032,13908,1,ROSTER,2018 UFA,0.6
2018,21,0032,12734,2,ROSTER,2016 3.01,1.33
2018,21,0032,11193,2,ROSTER,2017 UFA,1.87
2018,21,0032,10122,1,ROSTER,2018 UFA,1.1
2018,21,0032,12718,1,ROSTER,2018 UFA,0.6
2018,21,0032,11956,1,ROSTER,2017 UFA,1.32
2018,21,0032,12842,1,ROSTER,2018 UFA,0.6
2018,21,0032,11814,2,INJURED_RESERVE,2018 UFA,0.6
2018,21,0032,9829,1,INJURED_RESERVE,Inaugural,2.54
2018,21,0032,11775,1,INJURED_RESERVE,Inaugural,4.24
2018,21,0032,8687,2,INJURED_RESERVE,2018 UFA,2.2
2018,21,0032,13690,4,INJURED_RESERVE,2018 6.15,0.6
2018,21,0032,10592,2,INJURED_RESERVE,2018 UFA,1.1
