season,week,franchise_id,player_id,salary,contractInfo,contractYear,status
2023,22,0001,14109,9.55,2022 iEXT,2,ROSTER
2023,22,0001,14892,5.75,2023 iEXT,4,ROSTER
2023,22,0001,13684,7.36,2021 EXT,1,ROSTER
2023,22,0001,15366,1.17,2021 3.12,2,ROSTER
2023,22,0001,12245,1.57,2021 UFA,2,ROSTER
2023,22,0001,14889,2.13,2020 2.01,1,ROSTER
2023,22,0001,15708,9.64,2022 1.01,3,ROSTER
2023,22,0001,13733,17.04,2021 EXT,2,ROSTER
2023,22,0001,15238,4.07,2021 1.07,2,ROSTER
2023,22,0001,14412,0.99,2023 ERFA,1,ROSTER
2023,22,0001,13723,6.0,2023 SRFA,4,ROSTER
2023,22,0001,16226,1.58,2023 2.06,4,ROSTER
2023,22,0001,14405,7.54,2023 iEXT,4,ROSTER
2023,22,0001,13690,3.87,2023 UFA,3,ROSTER
2023,22,0001,13192,5.13,2023 UFA,2,ROSTER
2023,22,0001,14122,1.5,2023 UFA,2,ROSTER
2023,22,0001,14180,1.4,2023 UFA,1,ROSTER
2023,22,0001,12782,1.4,2023 UFA,1,ROSTER
2023,22,0001,14798,1.4,2023 UFA,1,ROSTER
2023,22,0001,15833,0.94,2022 5.06,3,ROSTER
2023,22,0001,13707,0.99,2023 ERFA,1,ROSTER
2023,22,0001,13229,0.99,2022 R/F,1,ROSTER
2023,22,0001,11872,0.9,2023 UFA,1,ROSTER
2023,22,0001,16163,0.9,2023 4.16,4,ROSTER
2023,22,0001,10703,8.2,2023 B/R,2,ROSTER
2023,22,0001,12625,0.9,2023 UFA,1,ROSTER
2023,22,0001,13317,0.9,2023 UFA,1,ROSTER
2023,22,0001,13216,0.9,2023 UFA,1,ROSTER
2023,22,0001,15395,0.9,2023 UFA,1,ROSTER
2023,22,0001,15446,0.9,2023 UFA,1,ROSTER
2023,22,0001,14337,0.9,2023 UFA,1,ROSTER
2023,22,0001,14911,0.9,2023 UFA,1,ROSTER
2023,22,0001,15979,0.9,2023 UFA,1,ROSTER
2023,22,0001,13298,0.9,2023 UFA,1,ROSTER
2023,22,0001,11985,1.56,2023 oEXT,1,ROSTER
2023,22,0001,12263,8.1,2023 UFA,1,ROSTER
2023,22,0001,13767,0.9,2023 R/F,2,ROSTER
2023,22,0001,14224,0.99,2022 R/F,1,ROSTER
2023,22,0001,12791,0.9,2023 UFA,1,ROSTER
2023,22,0001,13727,0.9,2023 UFA,1,ROSTER
2023,22,0001,15375,0.9,2023 UFA,1,ROSTER
2023,22,0001,15856,1.4,2023 UFA,1,ROSTER
