season,week,franchise_id,player_id,contractInfo,salary,status,contractYear
2019,21,0006,10264,2019 ERFA,0.66,ROSTER,1
2019,21,0006,9820,2019 ERFA,0.66,ROSTER,1
2019,21,0006,10948,2019 ERFA,0.73,ROSTER,1
2019,21,0006,10783,2019 UFA,3.3,ROSTER,2
2019,21,0006,14058,2019 1.12,2.45,ROSTER,4
2019,21,0006,14107,2019 2.09,1.51,ROSTER,4
2019,21,0006,14114,2019 5.05,0.69,ROSTER,4
2019,21,0006,14161,2019 3.09,1.07,ROSTER,4
2019,21,0006,14213,2019 4.09,0.82,ROSTER,4
2019,21,0006,14225,2019 6.13,0.57,ROSTER,4
2019,21,0006,9633,2019 R/F,0.6,ROSTER,2
2019,21,0006,12687,2019 UFA,1.2,ROSTER,2
2019,21,0006,14158,2019 1.13,2.32,ROSTER,4
2019,21,0006,14220,2019 5.16,0.73,ROSTER,4
2019,21,0006,11324,2019 UFA,1.2,ROSTER,2
2019,21,0006,11382,2019 UFA,0.6,ROSTER,2
2019,21,0006,11720,2019 UFA,0.6,ROSTER,2
2019,21,0006,14076,2019 UDFA,0.5,ROSTER,3
2019,21,0006,13488,2019 UFA,1.2,ROSTER,1
2019,21,0006,10774,2019 UFA,0.6,ROSTER,1
2019,21,0006,13138,2017 2.09,1.81,ROSTER,1
2019,21,0006,8444,2019 UFA,0.6,ROSTER,1
2019,21,0006,14150,2019 UDFA,0.5,ROSTER,3
2019,21,0006,11768,2019 UFA,0.6,ROSTER,1
2019,21,0006,12417,2019 UFA,0.6,ROSTER,1
2019,21,0006,7401,2018 B/R,12.65,INJURED_RESERVE,1
2019,21,0006,13268,2019 UFA,1.2,INJURED_RESERVE,2
2019,21,0006,12330,2019 UFA,0.6,INJURED_RESERVE,2
2019,21,0006,11728,Inaugural,10.12,INJURED_RESERVE,2
2019,21,0007,10413,Inaugural,4.66,ROSTER,1
2019,21,0007,10700,Inaugural,13.84,ROSTER,1
2019,21,0007,10762,2018 B/R,5.5,ROSTER,1
2019,21,0007,12308,2018 FRFA,3.41,ROSTER,3
2019,21,0007,12711,2018 ORFA,3.19,ROSTER,4
2019,21,0007,12272,2018 ORFA,4.4,ROSTER,2
2019,21,0007,12218,2019 EXT,6.5,ROSTER,4
2019,21,0007,11975,2018 UFA,1.21,ROSTER,1
2019,21,0007,12087,2018 EXT,2.18,ROSTER,3
2019,21,0007,8951,2018 UFA,1.21,ROSTER,1
2019,21,0007,10827,2017 ORFA,3.63,ROSTER,1
2019,21,0007,11543,2018 UFA,0.66,ROSTER,1
2019,21,0007,11281,2018 UFA,1.21,ROSTER,1
2019,21,0007,11017,2018 UFA,1.32,ROSTER,1
2019,21,0007,12140,2019 B/R,9.2,ROSTER,3
2019,21,0007,7877,2019 FRFA,3.3,ROSTER,2
2019,21,0007,9308,2019 SRFA,2.5,ROSTER,2
2019,21,0007,12184,2018 SRFA,5.61,ROSTER,1
2019,21,0007,11657,2019 ORFAN,5.0,ROSTER,1
2019,21,0007,9918,Inaugural,7.99,ROSTER,1
2019,21,0007,13245,2017 1.06,4.48,ROSTER,2
