season,week,franchise_id,player_id,status,salary,contractInfo,contractYear,as_of
2025,12,0002,15813,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0002,16181,ROSTER,1.21,2023 3.17,2,2025-11-20
2025,12,0002,16450,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0002,16680,ROSTER,1.1,2025 UFA,1,2025-11-20
2025,12,0002,13595,ROSTER,2.0,2025 UFA,1,2025-11-20
2025,12,0002,14256,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0002,15923,INJURED_RESERVE,3.5,2025 UFA,1,2025-11-20
2025,12,0002,17239,TAXI_SQUAD,1.8,2025 UFA,1,2025-11-20
2025,12,0002,16717,TAXI_SQUAD,1.8,2025 UFA,1,2025-11-20
2025,12,0002,15875,TAXI_SQUAD,1.8,2025 UFA,1,2025-11-20
2025,12,0003,15819,ROSTER,1.78,2022 2.13,1,2025-11-20
2025,12,0003,14127,ROSTER,9.12,2024 iEXT,1,2025-11-20
2025,12,0003,15832,ROSTER,5.35,2022 4.11^,1,2025-11-20
2025,12,0003,14171,ROSTER,10.89,2024 B/R,2,2025-11-20
2025,12,0003,15708,ROSTER,11.66,2022 1.01,1,2025-11-20
2025,12,0003,12611,ROSTER,18.7,2024 UFA,3,2025-11-20
2025,12,0003,14071,ROSTER,11.5,2024 UFA,1,2025-11-20
2025,12,0003,16579,ROSTER,7.41,2024 1.02,3,2025-11-20
2025,12,0003,16641,ROSTER,4.02,2024 1.07,3,2025-11-20
2025,12,0003,16650,ROSTER,1.86,2024 2.05,3,2025-11-20
2025,12,0003,13223,ROSTER,2.32,2024 iEXT,1,2025-11-20
2025,12,0003,13630,ROSTER,20.33,2024 iEXT,1,2025-11-20
2025,12,0003,15809,ROSTER,2.24,2022 2.05,1,2025-11-20
2025,12,0003,15836,ROSTER,1.25,2022 4.01,1,2025-11-20
2025,12,0003,14159,ROSTER,14.4,2023 UFA,2,2025-11-20
2025,12,0003,13737,ROSTER,8.87,2025 NEFT,1,2025-11-20
2025,12,0003,14860,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0003,13869,ROSTER,1.09,2025 ERFA,1,2025-11-20
2025,12,0003,14833,ROSTER,8.8,2025 ORFA1,4,2025-11-20
2025,12,0003,17081,ROSTER,2.58,2025 1.14,4,2025-11-20
2025,12,0003,17052,ROSTER,1.64,2025 2.10,4,2025-11-20
2025,12,0003,17144,ROSTER,1.46,2025 2.15,4,2025-11-20
2025,12,0003,14218,ROSTER,5.89,2025 UFA,2,2025-11-20
2025,12,0003,15003,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0003,16593,ROSTER,1.35,2024 3.03,3,2025-11-20
2025,12,0003,16660,ROSTER,1.21,2024 3.11,3,2025-11-20
2025,12,0003,16252,ROSTER,1.2,2023 3.18,2,2025-11-20
2025,12,0003,17125,ROSTER,1.18,2025 3.12,4,2025-11-20
2025,12,0003,16603,ROSTER,1.07,2024 4.05,3,2025-11-20
2025,12,0003,15799,ROSTER,1.09,2025 ERFA,1,2025-11-20
2025,12,0003,17128,ROSTER,1.07,2025 4.01,4,2025-11-20
2025,12,0003,13744,ROSTER,1.1,2025 UFA,1,2025-11-20
2025,12,0003,14717,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0003,16077,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0003,15446,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0003,15401,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0003,15742,ROSTER,5.71,2023 iEXT,1,2025-11-20
2025,12,0003,16212,ROSTER,2.53,2023 1.15,2,2025-11-20
2025,12,0003,16705,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0003,13952,ROSTER,5.13,2025 UFA,2,2025-11-20
2025,12,0003,13448,ROSTER,3.6,2025 UFA,1,2025-11-20
2025,12,0003,16184,INJURED_RESERVE,1.59,2023 2.13,2,2025-11-20
2025,12,0003,14147,INJURED_RESERVE,19.36,2023 UFA,3,2025-11-20
2025,12,0003,14900,INJURED_RESERVE,9.5,2025 B/R,2,2025-11-20
2025,12,0003,13920,INJURED_RESERVE,2.6,2025 UFA,1,2025-11-20
2025,12,0003,14179,INJURED_RESERVE,7.22,2024 iEXT,2,2025-11-20
2025,12,0004,14782,ROSTER,10.48,2023 iEXT,2,2025-11-20
2025,12,0004,15753,ROSTER,10.5,2025 iEXT,5,2025-11-20
2025,12,0004,14149,ROSTER,3.0,2024 iEXT,2,2025-11-20
2025,12,0004,16190,ROSTER,3.45,2023 1.10,2,2025-11-20
2025,12,0004,16223,ROSTER,3.21,2023 1.11,2,2025-11-20
2025,12,0004,14518,ROSTER,2.73,2023 UFA,1,2025-11-20
2025,12,0004,14836,ROSTER,41.25,2024 NEFToff,3,2025-11-20
2025,12,0004,9431,ROSTER,12.89,2024 SRFA,2,2025-11-20
2025,12,0004,16651,ROSTER,2.15,2024 2.01,3,2025-11-20
2025,12,0004,16677,ROSTER,1.18,2024 3.13,3,2025-11-20
2025,12,0004,13692,ROSTER,2.97,2024 UFA,2,2025-11-20
2025,12,0004,14910,ROSTER,3.25,2024 UFA,1,2025-11-20
2025,12,0004,16747,ROSTER,1.01,2024 4.16,3,2025-11-20
2025,12,0004,15281,ROSTER,42.24,2025 NEFT,1,2025-11-20
2025,12,0004,15710,ROSTER,7.46,2025 FRFA,4,2025-11-20
2025,12,0004,14590,ROSTER,1.09,2025 ERFA,1,2025-11-20
2025,12,0004,14943,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0004,16346,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0004,11150,ROSTER,7.6,2025 B/R,2,2025-11-20
2025,12,0004,14899,ROSTER,1.1,2024 R/F,1,2025-11-20
2025,12,0004,17121,ROSTER,2.33,2025 1.16,4,2025-11-20
2025,12,0004,17078,ROSTER,1.98,2025 2.04,4,2025-11-20
2025,12,0004,16213,ROSTER,4.47,2023 1.07,2,2025-11-20
2025,12,0004,12711,ROSTER,1.0,2025 R/F,1,2025-11-20
2025,12,0004,17047,ROSTER,1.11,2025 3.18,4,2025-11-20
2025,12,0004,17037,ROSTER,0.97,2025 4.19,4,2025-11-20
2025,12,0004,17241,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0004,17167,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0004,11936,ROSTER,1.9,2025 UFA,2,2025-11-20
2025,12,0004,15387,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0004,15362,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0004,15868,ROSTER,2.1,2025 UFA,1,2025-11-20
2025,12,0004,17256,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0004,17186,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0004,16227,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0004,16767,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0004,12754,ROSTER,3.1,2025 UFA,1,2025-11-20
2025,12,0004,15857,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0004,13299,ROSTER,24.75,2024 UFA,2,2025-11-20
2025,12,0004,16731,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0004,16734,ROSTER,1.0,2024 4.19,3,2025-11-20
2025,12,0004,16572,ROSTER,2.1,2025 UFA,1,2025-11-20
2025,12,0004,16663,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0004,16597,INJURED_RESERVE,2.46,2024 1.14,3,2025-11-20
2025,12,0004,17113,INJURED_RESERVE,1.49,2025 2.14,4,2025-11-20
2025,12,0005,15808,ROSTER,3.55,2025 iEXT,5,2025-11-20
2025,12,0005,13742,ROSTER,5.2,2023 SRFA,1,2025-11-20
2025,12,0005,16189,ROSTER,1.64,2023 2.12,2,2025-11-20
2025,12,0005,13697,ROSTER,3.09,2023 UFA,2,2025-11-20
2025,12,0005,14322,ROSTER,5.38,2024 SRFA,1,2025-11-20
2025,12,0005,16610,ROSTER,1.57,2024 2.11,3,2025-11-20
2025,12,0005,14163,ROSTER,18.57,2025 iEXT,3,2025-11-20
2025,12,0005,16716,ROSTER,1.13,2024 3.18,3,2025-11-20
2025,12,0005,16206,ROSTER,1.1,2023 4.14,1,2025-11-20
2025,12,0005,15754,ROSTER,4.71,2022 1.08,1,2025-11-20
2025,12,0005,12626,ROSTER,26.48,2025 NEFT,1,2025-11-20
2025,12,0005,14109,ROSTER,34.11,2025 B/R,3,2025-11-20
2025,12,0005,17104,ROSTER,3.93,2025 1.08,4,2025-11-20
2025,12,0005,13116,ROSTER,37.71,2023 oEXT,4,2025-11-20
2025,12,0005,17039,ROSTER,1.23,2025 3.09,4,2025-11-20
2025,12,0005,14630,ROSTER,1.86,2025 UFA,2,2025-11-20
2025,12,0005,12752,ROSTER,3.8,2025 UFA,2,2025-11-20
2025,12,0005,15418,ROSTER,5.7,2025 UFA,2,2025-11-20
2025,12,0005,13671,ROSTER,12.5,2025 UFA,1,2025-11-20
2025,12,0005,14940,ROSTER,6.37,2022 oEXT,3,2025-11-20
2025,12,0005,15292,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0005,16282,ROSTER,0.98,2023 UDFA,1,2025-11-20
2025,12,0005,16276,ROSTER,1.2,2023 3.19,2,2025-11-20
2025,12,0005,17153,ROSTER,1.01,2025 4.09,4,2025-11-20
2025,12,0005,17184,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0005,17055,ROSTER,1.04,2025 4.05,4,2025-11-20
2025,12,0005,13713,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0005,16662,ROSTER,1.02,2024 4.15,2,2025-11-20
2025,12,0005,17086,ROSTER,1.13,2025 3.16,4,2025-11-20
2025,12,0005,14823,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0005,16194,ROSTER,2.05,2023 2.04,2,2025-11-20
2025,12,0005,16702,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0005,14251,ROSTER,10.0,2025 RRFA,1,2025-11-20
2025,12,0005,8930,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0005,11383,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0005,16342,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0005,15933,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0005,16014,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0005,17178,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0005,13774,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0005,15177,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0005,16695,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0005,11945,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0005,16788,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0005,16604,INJURED_RESERVE,1.29,2024 3.06,3,2025-11-20
2025,12,0005,16171,INJURED_RESERVE,2.13,2023 2.03,2,2025-11-20
2025,12,0005,17045,INJURED_RESERVE,1.69,2025 2.09,4,2025-11-20
2025,12,0005,17074,INJURED_RESERVE,7.03,2025 1.03,4,2025-11-20
2025,12,0005,12772,INJURED_RESERVE,1.0,2025 R/F,2,2025-11-20
2025,12,0005,15089,TAXI_SQUAD,1.0,2025 UFA,1,2025-11-20
2025,12,0006,14783,ROSTER,23.52,2024 iEXT,5,2025-11-20
2025,12,0006,15282,ROSTER,18.66,2024 iEXT,4,2025-11-20
2025,12,0006,15715,ROSTER,12.48,2025 iEXT,2,2025-11-20
2025,12,0006,15846,ROSTER,5.18,2025 iEXT,3,2025-11-20
2025,12,0006,15871,ROSTER,5.35,2022 5.02^,1,2025-11-20
2025,12,0006,14921,ROSTER,5.2,2023 SRFA,2,2025-11-20
2025,12,0006,16330,ROSTER,1.04,2023 5.18,2,2025-11-20
2025,12,0006,15761,ROSTER,7.25,2025 iEXT,4,2025-11-20
2025,12,0006,14225,ROSTER,24.24,2024 iEXT,4,2025-11-20
2025,12,0006,14889,ROSTER,3.14,2024 UFA,1,2025-11-20
2025,12,0006,15452,ROSTER,5.38,2024 SRFA,2,2025-11-20
2025,12,0006,16649,ROSTER,1.17,2024 3.14,3,2025-11-20
2025,12,0006,13268,ROSTER,3.41,2025 ORFA4,1,2025-11-20
2025,12,0006,11247,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0006,17071,ROSTER,6.11,2025 1.04,4,2025-11-20
2025,12,0006,17134,ROSTER,1.79,2025 2.07,4,2025-11-20
2025,12,0006,17107,ROSTER,1.6,2025 2.11,4,2025-11-20
2025,12,0006,17146,ROSTER,0.99,2025 4.14,4,2025-11-20
2025,12,0006,17059,ROSTER,0.95,2025 5.09,4,2025-11-20
2025,12,0006,17064,ROSTER,0.96,2025 5.02,4,2025-11-20
2025,12,0006,16193,ROSTER,3.5,2025 UFA,1,2025-11-20
2025,12,0006,13633,ROSTER,5.0,2025 UFA,1,2025-11-20
2025,12,0006,15777,ROSTER,2.38,2025 UFA,2,2025-11-20
2025,12,0006,13681,ROSTER,9.2,2025 UFA,1,2025-11-20
2025,12,0006,15702,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0006,16654,ROSTER,1.0,2024 4.23,3,2025-11-20
2025,12,0006,15989,ROSTER,1.1,2025 UFA,1,2025-11-20
2025,12,0006,14918,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0006,12218,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0006,13418,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0006,15864,ROSTER,3.59,2025 iEXT,3,2025-11-20
2025,12,0006,17220,ROSTER,1.1,2025 UFA,1,2025-11-20
2025,12,0006,15390,ROSTER,1.87,2024 iEXT,3,2025-11-20
2025,12,0006,12744,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0006,16281,ROSTER,1.06,2023 5.10,2,2025-11-20
2025,12,0006,15388,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0006,7836,ROSTER,10.0,2025 UFA,1,2025-11-20
2025,12,0006,15833,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0006,16197,ROSTER,2.41,2023 1.16,2,2025-11-20
2025,12,0006,14080,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0006,16283,ROSTER,4.7,2024 iEXT,2,2025-11-20
2025,12,0006,17036,ROSTER,0.96,2025 5.04,4,2025-11-20
2025,12,0006,13263,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0006,14840,INJURED_RESERVE,20.57,2023 iEXT,4,2025-11-20
2025,12,0006,16594,INJURED_RESERVE,2.24,2024 1.16,3,2025-11-20
2025,12,0006,17152,INJURED_RESERVE,0.9,2025 UDFA,3,2025-11-20
2025,12,0007,15284,ROSTER,14.87,2025 oEXT,5,2025-11-20
2025,12,0007,15711,ROSTER,8.42,2022 1.03,1,2025-11-20
2025,12,0007,15329,ROSTER,8.54,2024 iEXT,5,2025-11-20
2025,12,0007,16161,ROSTER,8.38,2023 1.02,2,2025-11-20
2025,12,0007,16230,ROSTER,1.45,2023 3.02,2,2025-11-20
2025,12,0007,16244,ROSTER,1.18,2023 4.02,2,2025-11-20
2025,12,0007,14472,ROSTER,1.1,2024 R/F,1,2025-11-20
2025,12,0007,16614,ROSTER,8.79,2024 1.01,3,2025-11-20
2025,12,0007,16692,ROSTER,1.4,2024 3.01,3,2025-11-20
2025,12,0007,16303,ROSTER,3.2,2025 oEXT,1,2025-11-20
2025,12,0007,15391,ROSTER,4.55,2024 UFA,2,2025-11-20
2025,12,0007,16080,ROSTER,5.42,2025 oEXT,3,2025-11-20
2025,12,0007,16432,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0007,12217,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0007,15869,ROSTER,1.09,2025 ERFA,1,2025-11-20
2025,12,0007,17137,ROSTER,1.74,2025 2.08,4,2025-11-20
2025,12,0007,17135,ROSTER,1.26,2025 3.07,4,2025-11-20
2025,12,0007,17159,ROSTER,1.05,2025 4.03,4,2025-11-20
2025,12,0007,17098,ROSTER,1.01,2025 4.10,4,2025-11-20
2025,12,0007,17099,ROSTER,0.95,2025 5.10,4,2025-11-20
2025,12,0007,17185,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0007,17181,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0007,12860,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0007,13635,ROSTER,20.24,2025 UFA,2,2025-11-20
2025,12,0007,15361,ROSTER,3.0,2025 UFA,1,2025-11-20
2025,12,0007,12741,ROSTER,5.13,2025 UFA,2,2025-11-20
2025,12,0007,15355,ROSTER,6.75,2025 UFA,2,2025-11-20
2025,12,0007,15445,ROSTER,4.0,2025 UFA,1,2025-11-20
2025,12,0007,16729,ROSTER,3.04,2025 UFA,2,2025-11-20
2025,12,0007,10703,ROSTER,10.1,2025 UFA,1,2025-11-20
2025,12,0007,15349,ROSTER,8.55,2025 UFA,2,2025-11-20
2025,12,0007,16719,ROSTER,4.59,2025 UFA,3,2025-11-20
2025,12,0007,15288,ROSTER,2.0,2025 UFA,1,2025-11-20
2025,12,0007,12782,ROSTER,2.1,2025 UFA,1,2025-11-20
2025,12,0007,14168,ROSTER,2.6,2025 UFA,1,2025-11-20
2025,12,0007,14207,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0007,16294,ROSTER,6.6,2025 UFA,1,2025-11-20
2025,12,0007,15884,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0007,15402,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0007,12616,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0007,16010,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0007,10313,ROSTER,2.1,2025 UFA,1,2025-11-20
2025,12,0007,13354,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0007,16682,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0007,14426,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0007,17267,INJURED_RESERVE,0.9,2025 UDFA,3,2025-11-20
2025,12,0007,15385,INJURED_RESERVE,2.2,2025 oEXT,3,2025-11-20
2025,12,0007,15396,INJURED_RESERVE,2.05,2024 oEXT,1,2025-11-20
2025,12,0007,14056,INJURED_RESERVE,22.18,2025 oEXT,3,2025-11-20
2025,12,0008,15346,ROSTER,11.52,2024 iEXT,2,2025-11-20
2025,12,0008,15817,ROSTER,1.71,2022 2.15,1,2025-11-20
2025,12,0008,16187,ROSTER,1.8,2023 2.08,2,2025-11-20
2025,12,0008,16414,ROSTER,1.81,2023 iEXT,1,2025-11-20
2025,12,0008,15860,ROSTER,1.18,2022 4.14,1,2025-11-20
2025,12,0008,16689,ROSTER,1.8,2024 2.06,3,2025-11-20
2025,12,0008,15350,ROSTER,9.02,2024 iEXT,4,2025-11-20
2025,12,0008,14909,ROSTER,14.03,2024 UFA,3,2025-11-20
2025,12,0008,13592,ROSTER,1.1,2024 R/F,1,2025-11-20
2025,12,0008,16671,ROSTER,1.03,2024 4.10,3,2025-11-20
2025,12,0008,16675,ROSTER,1.13,2024 3.17,3,2025-11-20
2025,12,0008,15861,ROSTER,5.39,2024 iEXT,3,2025-11-20
2025,12,0008,16383,ROSTER,0.98,2023 UDFA,1,2025-11-20
2025,12,0008,16679,ROSTER,1.25,2024 3.08,3,2025-11-20
2025,12,0008,10292,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0008,15081,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0008,15256,ROSTER,5.5,2025 UFA,1,2025-11-20
2025,12,0008,13470,ROSTER,4.3,2025 UFA,1,2025-11-20
2025,12,0008,14137,ROSTER,2.0,2025 UFA,1,2025-11-20
2025,12,0008,14858,ROSTER,1.1,2025 UFA,1,2025-11-20
2025,12,0008,16013,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0008,16369,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0008,13810,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0008,15921,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0008,14235,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0008,14086,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0008,15255,ROSTER,2.0,2025 UFA,1,2025-11-20
2025,12,0008,15375,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0008,15786,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0008,14059,ROSTER,6.0,2025 UFA,1,2025-11-20
2025,12,0008,13447,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0008,13813,ROSTER,14.52,2023 SRFA,1,2025-11-20
2025,12,0008,16452,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0008,13289,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0008,16207,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0008,17046,ROSTER,1.02,2025 4.08,4,2025-11-20
2025,12,0008,16204,INJURED_RESERVE,1.23,2023 3.15,2,2025-11-20
2025,12,0008,17231,INJURED_RESERVE,0.9,2025 UDFA,3,2025-11-20
