season,week,franchise_id,player_id,status,salary,contractInfo,contractYear,as_of
2025,12,0008,17151,INJURED_RESERVE,0.97,2025 5.01,4,2025-11-20
2025,12,0008,13806,INJURED_RESERVE,7.0,2025 RRFA,3,2025-11-20
2025,12,0008,16214,INJURED_RESERVE,2.82,2023 1.13,2,2025-11-20
2025,12,0009,13189,ROSTER,10.45,2024 oEXT,2,2025-11-20
2025,12,0009,15238,ROSTER,9.74,2024 iEXT,5,2025-11-20
2025,12,0009,16221,ROSTER,3.73,2024 iEXT,5,2025-11-20
2025,12,0009,14162,ROSTER,16.34,2022 iEXT,1,2025-11-20
2025,12,0009,15721,ROSTER,3.41,2025 ORFA3,2,2025-11-20
2025,12,0009,16582,ROSTER,1.54,2024 2.12,3,2025-11-20
2025,12,0009,17083,ROSTER,2.9,2025 1.12,4,2025-11-20
2025,12,0009,17122,ROSTER,1.56,2025 2.12,4,2025-11-20
2025,12,0009,17120,ROSTER,1.43,2025 2.16,4,2025-11-20
2025,12,0009,17080,ROSTER,1.33,2025 3.04,4,2025-11-20
2025,12,0009,17108,ROSTER,1.25,2025 3.08,4,2025-11-20
2025,12,0009,17157,ROSTER,1.21,2025 3.10,4,2025-11-20
2025,12,0009,17060,ROSTER,0.98,2025 4.17,4,2025-11-20
2025,12,0009,16703,ROSTER,0.94,2024 UDFA,2,2025-11-20
2025,12,0009,13610,ROSTER,2.7,2025 UFA,1,2025-11-20
2025,12,0009,17155,ROSTER,0.94,2025 5.21,4,2025-11-20
2025,12,0009,15779,ROSTER,4.82,2024 iEXT,5,2025-11-20
2025,12,0009,17082,ROSTER,1.08,2025 3.21,4,2025-11-20
2025,12,0009,14105,ROSTER,11.98,2023 UFA,1,2025-11-20
2025,12,0009,13164,ROSTER,15.84,2024 UFA,2,2025-11-20
2025,12,0009,12735,ROSTER,5.15,2024 UFA,2,2025-11-20
2025,12,0009,16927,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,15405,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0009,17201,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0009,14210,ROSTER,6.6,2025 UFA,1,2025-11-20
2025,12,0009,16799,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0009,17171,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,16240,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,16693,ROSTER,1.12,2024 3.19,3,2025-11-20
2025,12,0009,16584,ROSTER,4.43,2024 1.06,3,2025-11-20
2025,12,0009,14247,ROSTER,5.51,2025 UFA,2,2025-11-20
2025,12,0009,14982,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0009,16102,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0009,13208,ROSTER,12.6,2025 UFA,1,2025-11-20
2025,12,0009,16384,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,17214,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,14227,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,16018,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,15261,ROSTER,8.68,2025 oEXT,1,2025-11-20
2025,12,0009,12437,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,13888,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0009,15622,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,16492,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,13715,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,16216,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0009,17063,INJURED_RESERVE,0.97,2025 4.18,4,2025-11-20
2025,12,0009,16596,INJURED_RESERVE,1.14,2024 3.16,3,2025-11-20
2025,12,0009,12801,INJURED_RESERVE,5.0,2025 UFA,1,2025-11-20
2025,12,0009,16152,INJURED_RESERVE,9.94,2023 1.01,2,2025-11-20
2025,12,0009,16635,INJURED_RESERVE,3.72,2025 iEXT,5,2025-11-20
2025,12,0010,13589,ROSTER,24.76,2021 EXT,2,2025-11-20
2025,12,0010,14907,ROSTER,2.71,2024 iEXT,2,2025-11-20
2025,12,0010,15822,ROSTER,3.05,2022 1.14,1,2025-11-20
2025,12,0010,15768,ROSTER,2.63,2022 2.01,1,2025-11-20
2025,12,0010,15815,ROSTER,5.35,2022 2.04^,1,2025-11-20
2025,12,0010,16263,ROSTER,1.67,2023 2.11,2,2025-11-20
2025,12,0010,16185,ROSTER,4.95,2023 1.06,2,2025-11-20
2025,12,0010,16620,ROSTER,4.94,2024 1.05,3,2025-11-20
2025,12,0010,16639,ROSTER,2.07,2024 2.02,3,2025-11-20
2025,12,0010,16626,ROSTER,1.91,2024 2.04,3,2025-11-20
2025,12,0010,14927,ROSTER,2.09,2024 UFA,1,2025-11-20
2025,12,0010,13198,ROSTER,17.82,2024 UFA,2,2025-11-20
2025,12,0010,12739,ROSTER,4.75,2024 UFA,2,2025-11-20
2025,12,0010,14073,ROSTER,18.81,2024 UFA,1,2025-11-20
2025,12,0010,16619,ROSTER,1.38,2024 3.02,3,2025-11-20
2025,12,0010,15352,ROSTER,2.64,2025 oEXT,2,2025-11-20
2025,12,0010,15798,ROSTER,3.87,2024 iEXT,5,2025-11-20
2025,12,0010,15913,ROSTER,1.1,2024 R/F,1,2025-11-20
2025,12,0010,16344,ROSTER,1.85,2025 oEXT,2,2025-11-20
2025,12,0010,16178,ROSTER,5.5,2024 RRFA,2,2025-11-20
2025,12,0010,16870,ROSTER,1.87,2025 oEXT,3,2025-11-20
2025,12,0010,12676,ROSTER,6.35,2025 oEXT,1,2025-11-20
2025,12,0010,14136,ROSTER,14.08,2025 ORFA2,2,2025-11-20
2025,12,0010,15749,ROSTER,5.35,2025 SRFA,2,2025-11-20
2025,12,0010,12305,ROSTER,5.5,2025 B/R,1,2025-11-20
2025,12,0010,17051,ROSTER,4.32,2025 1.07,4,2025-11-20
2025,12,0010,17075,ROSTER,2.72,2025 1.13,4,2025-11-20
2025,12,0010,17103,ROSTER,1.37,2025 3.02,4,2025-11-20
2025,12,0010,12221,ROSTER,9.5,2025 UFA,2,2025-11-20
2025,12,0010,14224,ROSTER,7.22,2025 UFA,2,2025-11-20
2025,12,0010,13764,ROSTER,3.87,2025 UFA,3,2025-11-20
2025,12,0010,8851,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0010,17172,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0010,16684,ROSTER,0.99,2024 5.04,3,2025-11-20
2025,12,0010,15904,ROSTER,4.8,2025 UFA,1,2025-11-20
2025,12,0010,17174,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0010,16725,ROSTER,0.94,2024 UDFA,2,2025-11-20
2025,12,0010,15051,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0010,14221,ROSTER,5.23,2025 UFA,2,2025-11-20
2025,12,0010,13710,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0010,17165,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0010,14928,ROSTER,2.1,2025 UFA,1,2025-11-20
2025,12,0010,13226,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0010,9051,ROSTER,7.0,2025 RRFA,1,2025-11-20
2025,12,0010,16225,ROSTER,1.11,2023 4.12,2,2025-11-20
2025,12,0010,16738,INJURED_RESERVE,1.1,2025 ERFA,1,2025-11-20
2025,12,0010,16640,INJURED_RESERVE,0.98,2024 5.10,3,2025-11-20
2025,12,0010,17166,INJURED_RESERVE,0.9,2025 UDFA,3,2025-11-20
2025,12,0010,14158,INJURED_RESERVE,6.48,2025 UFA,3,2025-11-20
2025,12,0010,12698,INJURED_RESERVE,1.0,2025 R/F,2,2025-11-20
2025,12,0011,14835,ROSTER,17.35,2023 iEXT,3,2025-11-20
2025,12,0011,13772,ROSTER,7.44,2024 iEXT,2,2025-11-20
2025,12,0011,15404,ROSTER,3.41,2023 iEXT,3,2025-11-20
2025,12,0011,14102,ROSTER,12.11,2022 iEXT,2,2025-11-20
2025,12,0011,13284,ROSTER,5.45,2024 oEXT,3,2025-11-20
2025,12,0011,16169,ROSTER,2.31,2023 2.01,2,2025-11-20
2025,12,0011,16266,ROSTER,3.19,2025 iEXT,5,2025-11-20
2025,12,0011,16235,ROSTER,2.83,2025 iEXT,5,2025-11-20
2025,12,0011,15001,ROSTER,2.62,2024 oEXT,3,2025-11-20
2025,12,0011,15751,ROSTER,17.41,2025 iEXT,5,2025-11-20
2025,12,0011,15393,ROSTER,2.0,2024 oEXT,3,2025-11-20
2025,12,0011,16580,ROSTER,3.67,2024 1.08,3,2025-11-20
2025,12,0011,16601,ROSTER,0.99,2024 5.08,2,2025-11-20
2025,12,0011,16616,ROSTER,5.58,2024 1.04,3,2025-11-20
2025,12,0011,14138,ROSTER,13.6,2022 iEXT,1,2025-11-20
2025,12,0011,14148,ROSTER,7.67,2025 oEXT,4,2025-11-20
2025,12,0011,14157,ROSTER,12.78,2023 UFA,3,2025-11-20
2025,12,0011,14867,ROSTER,5.23,2025 B/R,2,2025-11-20
2025,12,0011,17048,ROSTER,3.1,2025 1.11,4,2025-11-20
2025,12,0011,17032,ROSTER,2.14,2025 2.02,4,2025-11-20
2025,12,0011,17053,ROSTER,1.09,2025 3.20,3,2025-11-20
2025,12,0011,15872,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0011,17035,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0011,15253,ROSTER,6.65,2025 UFA,2,2025-11-20
2025,12,0011,15856,ROSTER,6.3,2025 UFA,1,2025-11-20
2025,12,0011,15357,ROSTER,12.45,2025 UFA,2,2025-11-20
2025,12,0011,15076,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0011,13690,ROSTER,3.98,2025 iEXT,3,2025-11-20
2025,12,0011,14842,ROSTER,7.62,2023 iEXT,3,2025-11-20
2025,12,0011,16723,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0011,15802,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0011,17124,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0011,11985,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0011,14877,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0011,17222,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0011,16786,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0011,17173,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0011,16460,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0011,15881,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0011,16174,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0011,16714,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0011,16139,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0011,10413,ROSTER,2.1,2025 UFA,1,2025-11-20
2025,12,0011,12323,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0011,16645,INJURED_RESERVE,0.98,2024 5.20,3,2025-11-20
2025,12,0011,13146,INJURED_RESERVE,3.6,2025 UFA,1,2025-11-20
2025,12,0011,16269,INJURED_RESERVE,4.18,2025 iEXT,4,2025-11-20
2025,12,0011,17044,INJURED_RESERVE,8.23,2025 1.02,4,2025-11-20
2025,12,0011,17150,INJURED_RESERVE,1.1,2025 UFA,1,2025-11-20
2025,12,0011,17114,INJURED_RESERVE,1.14,2025 3.15,3,2025-11-20
2025,12,0011,16583,INJURED_RESERVE,2.6,2024 1.13,3,2025-11-20
2025,12,0011,16697,TAXI_SQUAD,1.0,2025 UFA,1,2025-11-20
2025,12,0012,13593,ROSTER,22.74,2021 EXT,1,2025-11-20
2025,12,0012,14167,ROSTER,14.95,2022 iEXT,2,2025-11-20
2025,12,0012,15692,ROSTER,6.45,2022 1.05,1,2025-11-20
2025,12,0012,13693,ROSTER,3.19,2022 UFA,1,2025-11-20
2025,12,0012,15717,ROSTER,2.16,2022 2.06,1,2025-11-20
2025,12,0012,14164,ROSTER,3.38,2023 oEXT,2,2025-11-20
2025,12,0012,16245,ROSTER,1.24,2023 3.14,2,2025-11-20
2025,12,0012,16653,ROSTER,1.99,2024 2.03,3,2025-11-20
2025,12,0012,16700,ROSTER,1.2,2024 3.12,3,2025-11-20
2025,12,0012,11232,ROSTER,16.72,2024 UFA,1,2025-11-20
2025,12,0012,15863,ROSTER,1.09,2022 5.21,1,2025-11-20
2025,12,0012,16708,ROSTER,1.02,2024 4.14,3,2025-11-20
2025,12,0012,16676,ROSTER,1.01,2024 4.17,3,2025-11-20
2025,12,0012,16211,ROSTER,1.3,2023 3.10,2,2025-11-20
2025,12,0012,16667,ROSTER,1.08,2024 4.03,2,2025-11-20
2025,12,0012,15839,ROSTER,1.1,2024 R/F,1,2025-11-20
2025,12,0012,15895,ROSTER,1.81,2023 iEXT,1,2025-11-20
2025,12,0012,13704,ROSTER,3.76,2024 UFA,2,2025-11-20
2025,12,0012,13163,ROSTER,26.62,2023 B/R,1,2025-11-20
2025,12,0012,13987,ROSTER,1.09,2025 ERFA,1,2025-11-20
2025,12,0012,17068,ROSTER,2.45,2025 1.15,4,2025-11-20
2025,12,0012,17069,ROSTER,1.35,2025 3.03,4,2025-11-20
2025,12,0012,13132,ROSTER,15.2,2025 UFA,2,2025-11-20
2025,12,0012,15972,ROSTER,7.6,2025 UFA,2,2025-11-20
2025,12,0012,16278,ROSTER,0.98,2023 UDFA,1,2025-11-20
2025,12,0012,16314,ROSTER,0.98,2023 UDFA,1,2025-11-20
2025,12,0012,13138,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0012,17049,ROSTER,0.94,2025 5.15,4,2025-11-20
2025,12,0012,16887,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,14252,ROSTER,1.0,2025 R/F,1,2025-11-20
2025,12,0012,17058,ROSTER,0.94,2025 5.13,4,2025-11-20
2025,12,0012,17105,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0012,15787,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,14358,ROSTER,10.0,2025 UFA,1,2025-11-20
2025,12,0012,16186,ROSTER,4.07,2023 1.08,2,2025-11-20
2025,12,0012,14122,ROSTER,5.9,2025 UFA,1,2025-11-20
2025,12,0012,16752,ROSTER,1.1,2025 UFA,1,2025-11-20
2025,12,0012,14789,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,13319,ROSTER,10.5,2025 B/R,1,2025-11-20
2025,12,0012,14143,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0012,16166,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,14108,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,16846,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,14849,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,15759,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0012,16257,INJURED_RESERVE,1.43,2023 3.03,2,2025-11-20
2025,12,0012,16615,INJURED_RESERVE,6.38,2024 1.03,3,2025-11-20
2025,12,0012,13743,INJURED_RESERVE,7.41,2021 EXT,1,2025-11-20
2025,12,0012,12263,INJURED_RESERVE,1.9,2025 UFA,1,2025-11-20
2025,12,0012,13719,TAXI_SQUAD,1.0,2025 UFA,1,2025-11-20
2025,12,0013,15237,ROSTER,17.13,2024 iEXT,4,2025-11-20
2025,12,0013,15834,ROSTER,7.68,2025 iEXT,4,2025-11-20
2025,12,0013,15788,ROSTER,1.59,2022 3.02,1,2025-11-20
2025,12,0013,15293,ROSTER,4.55,2024 iEXT,4,2025-11-20
2025,12,0013,16162,ROSTER,7.21,2023 1.03,2,2025-11-20
2025,12,0013,16239,ROSTER,2.66,2023 1.14,2,2025-11-20
2025,12,0013,16256,ROSTER,1.47,2023 3.01,2,2025-11-20
2025,12,0013,16234,ROSTER,1.28,2023 3.12,2,2025-11-20
2025,12,0013,10768,ROSTER,5.38,2024 SRFA,1,2025-11-20
2025,12,0013,14879,ROSTER,3.43,2024 ORFA4,3,2025-11-20
2025,12,0013,13700,ROSTER,9.9,2024 B/R,2,2025-11-20
2025,12,0013,16617,ROSTER,2.93,2024 1.11,3,2025-11-20
2025,12,0013,16618,ROSTER,3.14,2024 1.10,3,2025-11-20
2025,12,0013,16644,ROSTER,1.62,2024 2.10,3,2025-11-20
2025,12,0013,16698,ROSTER,1.06,2024 4.07,3,2025-11-20
2025,12,0013,15831,ROSTER,1.24,2022 4.02,1,2025-11-20
2025,12,0013,14882,ROSTER,1.81,2023 UFA,1,2025-11-20
2025,12,0013,15835,ROSTER,3.41,2022 2.12^,1,2025-11-20
2025,12,0013,14974,ROSTER,8.25,2025 SRFA,2,2025-11-20
2025,12,0013,13130,ROSTER,25.0,2025 B/R,1,2025-11-20
2025,12,0013,17030,ROSTER,5.38,2025 1.05,4,2025-11-20
2025,12,0013,15713,ROSTER,1.19,2022 4.10,1,2025-11-20
2025,12,0013,17123,ROSTER,1.91,2025 2.05,4,2025-11-20
2025,12,0013,13717,ROSTER,3.0,2025 UFA,1,2025-11-20
2025,12,0013,13192,ROSTER,8.9,2025 UFA,1,2025-11-20
2025,12,0013,13227,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0013,14244,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0013,14861,ROSTER,7.37,2025 iEXT,4,2025-11-20
2025,12,0013,16295,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0013,16672,ROSTER,0.99,2024 5.07,3,2025-11-20
2025,12,0013,16268,ROSTER,3.16,2025 iEXT,3,2025-11-20
2025,12,0013,17179,ROSTER,0.93,2025 5.23,4,2025-11-20
2025,12,0013,17118,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0013,17212,ROSTER,1.0,2025 4.11,4,2025-11-20
2025,12,0013,16673,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0013,13199,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0013,16787,ROSTER,2.0,2025 UFA,1,2025-11-20
2025,12,0013,11728,ROSTER,4.25,2024 iEXT,1,2025-11-20
2025,12,0013,13632,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0013,10700,ROSTER,15.68,2024 UFA,1,2025-11-20
2025,12,0013,11721,ROSTER,3.71,2025 UFA,2,2025-11-20
2025,12,0013,16733,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0013,15668,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0013,17229,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0013,16665,INJURED_RESERVE,1.75,2024 2.07,3,2025-11-20
2025,12,0013,17206,INJURED_RESERVE,0.9,2025 UDFA,3,2025-11-20
2025,12,0013,16254,INJURED_RESERVE,1.75,2023 2.09,2,2025-11-20
2025,12,0013,11768,INJURED_RESERVE,1.0,2025 UFA,1,2025-11-20
2025,12,0013,12688,INJURED_RESERVE,19.75,2025 NEFT,1,2025-11-20
2025,12,0014,13604,ROSTER,14.37,2021 EXT,1,2025-11-20
2025,12,0014,15345,ROSTER,3.71,2024 iEXT,3,2025-11-20
2025,12,0014,15712,ROSTER,1.44,2022 3.09,1,2025-11-20
2025,12,0014,15851,ROSTER,1.55,2022 3.04,1,2025-11-20
2025,12,0014,13214,ROSTER,23.05,2025 iEXT,6,2025-11-20
2025,12,0014,15698,ROSTER,30.55,2024 iEXT,1,2025-11-20
2025,12,0014,16148,ROSTER,5.54,2023 1.05,2,2025-11-20
2025,12,0014,16241,ROSTER,1.13,2023 4.08,2,2025-11-20
2025,12,0014,16167,ROSTER,2.21,2023 2.02,2,2025-11-20
2025,12,0014,13251,ROSTER,2.97,2024 B/R,2,2025-11-20
2025,12,0014,16694,ROSTER,1.33,2024 3.04,3,2025-11-20
2025,12,0014,16696,ROSTER,1.44,2024 2.15,3,2025-11-20
2025,12,0014,10816,ROSTER,3.07,2024 UFA,2,2025-11-20
2025,12,0014,16724,ROSTER,1.03,2024 4.12,3,2025-11-20
2025,12,0014,16264,ROSTER,1.06,2023 5.08,2,2025-11-20
2025,12,0014,16622,ROSTER,2.34,2024 1.15,3,2025-11-20
2025,12,0014,12186,ROSTER,22.77,2024 UFA,2,2025-11-20
2025,12,0014,13193,ROSTER,1.09,2025 ERFA,1,2025-11-20
2025,12,0014,15394,ROSTER,1.09,2025 ERFA,1,2025-11-20
2025,12,0014,13298,ROSTER,5.35,2025 SRFA,2,2025-11-20
2025,12,0014,17112,ROSTER,3.61,2025 1.09,4,2025-11-20
2025,12,0014,17106,ROSTER,1.52,2025 2.13,4,2025-11-20
2025,12,0014,17073,ROSTER,1.1,2025 3.19,4,2025-11-20
2025,12,0014,15319,ROSTER,5.5,2025 UFA,1,2025-11-20
2025,12,0014,14182,ROSTER,5.8,2025 UFA,1,2025-11-20
2025,12,0014,13674,ROSTER,8.0,2025 UFA,1,2025-11-20
2025,12,0014,17254,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0014,17119,ROSTER,0.99,2025 4.13,4,2025-11-20
2025,12,0014,17127,ROSTER,0.96,2025 5.05,4,2025-11-20
2025,12,0014,16267,ROSTER,0.98,2023 UDFA,1,2025-11-20
2025,12,0014,17145,ROSTER,0.94,2025 5.16,4,2025-11-20
2025,12,0014,12764,ROSTER,5.3,2025 UFA,1,2025-11-20
2025,12,0014,15241,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0014,14328,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0014,14302,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0014,14600,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0014,17177,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0014,15032,ROSTER,1.9,2025 UFA,1,2025-11-20
2025,12,0014,15821,ROSTER,5.35,2022 2.09^,1,2025-11-20
2025,12,0014,16191,ROSTER,1.33,2023 3.08,2,2025-11-20
2025,12,0014,12785,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0014,15950,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0014,16642,ROSTER,0.98,2024 5.12,3,2025-11-20
2025,12,0014,11671,INJURED_RESERVE,33.85,2025 iEXT,4,2025-11-20
2025,12,0014,17130,INJURED_RESERVE,0.9,2025 UDFA,3,2025-11-20
2025,12,0014,14169,INJURED_RESERVE,1.0,2025 R/F,2,2025-11-20
2025,12,0015,15287,ROSTER,34.24,2024 iEXT,4,2025-11-20
2025,12,0015,15845,ROSTER,3.19,2024 oEXT,2,2025-11-20
2025,12,0015,14908,ROSTER,4.31,2024 oEXT,2,2025-11-20
2025,12,0015,16233,ROSTER,3.0,2023 1.12,2,2025-11-20
2025,12,0015,16280,ROSTER,1.25,2023 3.13,2,2025-11-20
2025,12,0015,11675,ROSTER,27.23,2023 UFA,1,2025-11-20
2025,12,0015,12734,ROSTER,1.1,2024 R/F,1,2025-11-20
2025,12,0015,16581,ROSTER,3.38,2024 1.09,3,2025-11-20
2025,12,0015,16690,ROSTER,1.1,2024 3.21,3,2025-11-20
2025,12,0015,12686,ROSTER,5.43,2024 UFA,1,2025-11-20
2025,12,0015,13260,ROSTER,1.1,2024 R/F,1,2025-11-20
2025,12,0015,13714,ROSTER,5.15,2024 B/R,2,2025-11-20
2025,12,0015,12678,ROSTER,6.53,2023 UFA,1,2025-11-20
2025,12,0015,16215,ROSTER,1.71,2023 2.10,2,2025-11-20
2025,12,0015,15805,ROSTER,9.8,2025 iEXT,5,2025-11-20
2025,12,0015,16629,ROSTER,1.65,2024 2.09,3,2025-11-20
2025,12,0015,15850,ROSTER,3.41,2022 3.11^,1,2025-11-20
2025,12,0015,9064,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0015,15337,ROSTER,1.1,2025 ERFA,1,2025-11-20
2025,12,0015,13696,ROSTER,9.0,2025 B/R,3,2025-11-20
2025,12,0015,17043,ROSTER,4.8,2025 1.06,4,2025-11-20
2025,12,0015,17147,ROSTER,1.85,2025 2.06,4,2025-11-20
2025,12,0015,17132,ROSTER,1.28,2025 3.06,4,2025-11-20
2025,12,0015,12697,ROSTER,7.6,2025 UFA,2,2025-11-20
2025,12,0015,14085,ROSTER,7.41,2025 UFA,2,2025-11-20
2025,12,0015,10775,ROSTER,4.37,2025 UFA,2,2025-11-20
2025,12,0015,11723,ROSTER,5.4,2025 UFA,1,2025-11-20
2025,12,0015,12187,ROSTER,5.0,2025 UFA,1,2025-11-20
2025,12,0015,13933,ROSTER,6.5,2025 UFA,1,2025-11-20
2025,12,0015,12141,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0015,17066,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0015,16385,ROSTER,2.0,2025 UFA,1,2025-11-20
2025,12,0015,14985,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0015,14592,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0015,13156,ROSTER,1.8,2025 UFA,1,2025-11-20
2025,12,0015,13802,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0015,16224,ROSTER,1.29,2023 3.11,2,2025-11-20
2025,12,0015,16012,ROSTER,1.0,2025 R/F,2,2025-11-20
2025,12,0015,15368,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0015,15789,ROSTER,3.98,2022 1.10,1,2025-11-20
2025,12,0015,17141,ROSTER,1.03,2025 4.06,4,2025-11-20
2025,12,0015,15369,ROSTER,1.0,2025 UFA,1,2025-11-20
2025,12,0015,17139,ROSTER,1.0,2025 4.12,4,2025-11-20
2025,12,0015,16628,INJURED_RESERVE,1.24,2024 3.09,3,2025-11-20
2025,12,0015,14777,INJURED_RESERVE,24.52,2023 iEXT,3,2025-11-20
2025,12,0015,13172,INJURED_RESERVE,1.0,2025 R/F,2,2025-11-20
2025,12,0015,13759,INJURED_RESERVE,1.8,2025 UFA,1,2025-11-20
2025,12,0015,14095,TAXI_SQUAD,1.8,2025 UFA,1,2025-11-20
2025,12,0015,12231,TAXI_SQUAD,1.0,2025 UFA,1,2025-11-20
2025,12,0016,15889,ROSTER,4.51,2023 oEXT,4,2025-11-20
2025,12,0016,16150,ROSTER,6.27,2023 1.04,2,2025-11-20
2025,12,0016,14303,ROSTER,3.08,2024 oEXT,3,2025-11-20
2025,12,0016,16643,ROSTER,1.22,2024 3.10,2,2025-11-20
2025,12,0016,16195,ROSTER,3.4,2024 oEXT,5,2025-11-20
2025,12,0016,15716,ROSTER,5.35,2025 SRFA,4,2025-11-20
2025,12,0016,14896,ROSTER,7.93,2024 oEXT,2,2025-11-20
2025,12,0016,14778,ROSTER,13.6,2025 B/R,5,2025-11-20
2025,12,0016,17042,ROSTER,9.82,2025 1.01,4,2025-11-20
2025,12,0016,17070,ROSTER,2.23,2025 2.01,4,2025-11-20
2025,12,0016,14180,ROSTER,3.5,2025 ORFA4,1,2025-11-20
2025,12,0016,14995,ROSTER,7.18,2023 iEXT,1,2025-11-20
2025,12,0016,16712,ROSTER,2.55,2025 UFA,4,2025-11-20
2025,12,0016,14217,ROSTER,4.5,2025 UFA,3,2025-11-20
2025,12,0016,16265,ROSTER,1.07,2023 5.03,2,2025-11-20
2025,12,0016,17076,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0016,17205,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0016,17175,ROSTER,0.9,2025 UDFA,3,2025-11-20
2025,12,0016,17087,ROSTER,0.94,2025 5.17,4,2025-11-20
2025,12,0016,17192,ROSTER,0.9,2025 UDFA,3,2025-11-20
