season,week,franchise_id,player_id,contractYear,status,salary,contractInfo,as_of
2025,1,8,17142,3,INJURED_RESERVE,0.9,2025 UDFA,2025-09-02
2025,1,8,16645,3,INJURED_RESERVE,0.98,2024 5.20,2025-09-02
2025,1,8,17231,3,INJURED_RESERVE,0.9,2025 UDFA,2025-09-02
2025,1,8,13154,1,INJURED_RESERVE,1.9,2025 UFA,2025-09-02
2025,1,9,13189,2,ROSTER,10.45,2024 oEXT,2025-09-02
2025,1,9,15441,1,ROSTER,3.63,2023 iEXT,2025-09-02
2025,1,9,16181,2,ROSTER,1.21,2023 3.17,2025-09-02
2025,1,9,16152,2,ROSTER,9.94,2023 1.01,2025-09-02
2025,1,9,15238,5,ROSTER,9.74,2024 iEXT,2025-09-02
2025,1,9,16596,3,ROSTER,1.14,2024 3.16,2025-09-02
2025,1,9,16788,2,ROSTER,0.94,2024 UDFA,2025-09-02
2025,1,9,16221,5,ROSTER,3.73,2024 iEXT,2025-09-02
2025,1,9,14105,1,ROSTER,11.98,2023 UFA,2025-09-02
2025,1,9,14162,1,ROSTER,16.34,2022 iEXT,2025-09-02
2025,1,9,11671,1,ROSTER,42.24,2025 NEFT,2025-09-02
2025,1,9,16846,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,9,14213,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,9,15721,2,ROSTER,3.41,2025 ORFA3,2025-09-02
2025,1,9,15484,1,ROSTER,5.38,2024 SRFA,2025-09-02
2025,1,9,13770,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,9,16582,3,ROSTER,1.54,2024 2.12,2025-09-02
2025,1,9,17083,4,ROSTER,2.9,2025 1.12,2025-09-02
2025,1,9,17122,4,ROSTER,1.56,2025 2.12,2025-09-02
2025,1,9,17120,4,ROSTER,1.43,2025 2.16,2025-09-02
2025,1,9,17080,4,ROSTER,1.33,2025 3.04,2025-09-02
2025,1,9,17108,4,ROSTER,1.25,2025 3.08,2025-09-02
2025,1,9,17157,4,ROSTER,1.21,2025 3.10,2025-09-02
2025,1,9,17086,4,ROSTER,1.13,2025 3.16,2025-09-02
2025,1,9,17060,4,ROSTER,0.98,2025 4.17,2025-09-02
2025,1,9,16722,2,ROSTER,0.94,2024 UDFA,2025-09-02
2025,1,9,16703,2,ROSTER,0.94,2024 UDFA,2025-09-02
2025,1,9,14059,1,ROSTER,6.0,2025 UFA,2025-09-02
2025,1,9,15923,1,ROSTER,3.5,2025 UFA,2025-09-02
2025,1,9,13610,1,ROSTER,2.7,2025 UFA,2025-09-02
2025,1,9,14247,2,ROSTER,5.51,2025 UFA,2025-09-02
2025,1,9,17155,4,ROSTER,0.94,2025 5.21,2025-09-02
2025,1,9,13694,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,9,12764,1,ROSTER,5.3,2025 UFA,2025-09-02
2025,1,9,15032,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,9,14257,1,ROSTER,2.5,2025 UFA,2025-09-02
2025,1,9,16633,2,ROSTER,0.94,2024 UDFA,2025-09-02
2025,1,9,16384,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,9,14923,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,9,16236,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,9,17207,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,9,14169,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,9,15779,5,ROSTER,4.82,2024 iEXT,2025-09-02
2025,1,9,13289,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,9,17063,4,INJURED_RESERVE,0.97,2025 4.18,2025-09-02
2025,1,10,13589,2,ROSTER,24.76,2021 EXT,2025-09-02
2025,1,10,14907,2,ROSTER,2.71,2024 iEXT,2025-09-02
2025,1,10,15755,1,ROSTER,3.45,2022 1.12,2025-09-02
2025,1,10,15822,1,ROSTER,3.05,2022 1.14,2025-09-02
2025,1,10,15768,1,ROSTER,2.63,2022 2.01,2025-09-02
2025,1,10,15815,1,ROSTER,5.35,2022 2.04^,2025-09-02
2025,1,10,16263,2,ROSTER,1.67,2023 2.11,2025-09-02
2025,1,10,16185,2,ROSTER,4.95,2023 1.06,2025-09-02
2025,1,10,16620,3,ROSTER,4.94,2024 1.05,2025-09-02
2025,1,10,16639,3,ROSTER,2.07,2024 2.02,2025-09-02
2025,1,10,16626,3,ROSTER,1.91,2024 2.04,2025-09-02
2025,1,10,14927,1,ROSTER,2.09,2024 UFA,2025-09-02
2025,1,10,13198,2,ROSTER,17.82,2024 UFA,2025-09-02
2025,1,10,12739,2,ROSTER,4.75,2024 UFA,2025-09-02
2025,1,10,14073,1,ROSTER,18.81,2024 UFA,2025-09-02
2025,1,10,16619,3,ROSTER,1.38,2024 3.02,2025-09-02
2025,1,10,15352,2,ROSTER,2.64,2025 oEXT,2025-09-02
2025,1,10,15798,5,ROSTER,3.87,2024 iEXT,2025-09-02
2025,1,10,15913,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,10,16344,2,ROSTER,1.85,2025 oEXT,2025-09-02
2025,1,10,16178,2,ROSTER,5.5,2024 RRFA,2025-09-02
2025,1,10,16870,3,ROSTER,1.87,2025 oEXT,2025-09-02
2025,1,10,13307,1,ROSTER,5.23,2024 UFA,2025-09-02
2025,1,10,15395,3,ROSTER,2.2,2025 oEXT,2025-09-02
2025,1,10,13710,1,ROSTER,2.26,2025 oEXT,2025-09-02
2025,1,10,12676,1,ROSTER,6.35,2025 oEXT,2025-09-02
2025,1,10,14136,2,ROSTER,14.08,2025 ORFA2,2025-09-02
2025,1,10,15749,2,ROSTER,5.35,2025 SRFA,2025-09-02
2025,1,10,12305,1,ROSTER,5.5,2025 B/R,2025-09-02
2025,1,10,17051,4,ROSTER,4.32,2025 1.07,2025-09-02
2025,1,10,17075,4,ROSTER,2.72,2025 1.13,2025-09-02
2025,1,10,17103,4,ROSTER,1.37,2025 3.02,2025-09-02
2025,1,10,14221,2,ROSTER,5.23,2025 UFA,2025-09-02
2025,1,10,12221,2,ROSTER,9.5,2025 UFA,2025-09-02
2025,1,10,14158,3,ROSTER,6.48,2025 UFA,2025-09-02
2025,1,10,14224,2,ROSTER,7.22,2025 UFA,2025-09-02
2025,1,10,13764,3,ROSTER,3.87,2025 UFA,2025-09-02
2025,1,10,12698,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,10,16255,2,ROSTER,1.06,2023 5.12,2025-09-02
2025,1,10,8851,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,10,16697,3,ROSTER,0.99,2024 5.06,2025-09-02
2025,1,10,17172,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,10,17154,4,ROSTER,0.94,2025 5.20,2025-09-02
2025,1,10,13959,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,10,15668,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,10,16225,2,INJURED_RESERVE,1.11,2023 4.12,2025-09-02
2025,1,10,16738,1,INJURED_RESERVE,1.1,2025 ERFA,2025-09-02
2025,1,10,16640,3,INJURED_RESERVE,0.98,2024 5.10,2025-09-02
2025,1,10,16753,2,INJURED_RESERVE,0.94,2024 UDFA,2025-09-02
2025,1,10,16725,2,INJURED_RESERVE,0.94,2024 UDFA,2025-09-02
2025,1,10,17195,3,INJURED_RESERVE,0.9,2025 UDFA,2025-09-02
2025,1,10,17166,3,INJURED_RESERVE,0.9,2025 UDFA,2025-09-02
2025,1,10,16652,3,INJURED_RESERVE,1.07,2024 4.04,2025-09-02
2025,1,10,15565,2,TAXI_SQUAD,1.0,2025 R/F,2025-09-02
2025,1,11,14835,3,ROSTER,17.35,2023 iEXT,2025-09-02
2025,1,11,13772,2,ROSTER,7.44,2024 iEXT,2025-09-02
2025,1,11,15404,3,ROSTER,3.41,2023 iEXT,2025-09-02
2025,1,11,14102,2,ROSTER,12.11,2022 iEXT,2025-09-02
2025,1,11,13284,3,ROSTER,5.45,2024 oEXT,2025-09-02
2025,1,11,16169,2,ROSTER,2.31,2023 2.01,2025-09-02
2025,1,11,16266,1,ROSTER,1.14,2023 4.05,2025-09-02
2025,1,11,16235,1,ROSTER,1.08,2023 5.01,2025-09-02
2025,1,11,15001,3,ROSTER,2.62,2024 oEXT,2025-09-02
2025,1,11,15751,1,ROSTER,7.33,2022 1.04,2025-09-02
2025,1,11,15393,3,ROSTER,2.0,2024 oEXT,2025-09-02
2025,1,11,13682,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,11,16580,3,ROSTER,3.67,2024 1.08,2025-09-02
2025,1,11,16583,3,ROSTER,2.6,2024 1.13,2025-09-02
2025,1,11,16601,2,ROSTER,0.99,2024 5.08,2025-09-02
2025,1,11,16616,3,ROSTER,5.58,2024 1.04,2025-09-02
2025,1,11,14138,1,ROSTER,13.6,2022 iEXT,2025-09-02
2025,1,11,14148,4,ROSTER,7.67,2025 oEXT,2025-09-02
2025,1,11,16702,2,ROSTER,1.7,2025 oEXT,2025-09-02
2025,1,11,14157,3,ROSTER,12.78,2023 UFA,2025-09-02
2025,1,11,14867,2,ROSTER,5.23,2025 B/R,2025-09-02
2025,1,11,17044,4,ROSTER,8.23,2025 1.02,2025-09-02
2025,1,11,17048,4,ROSTER,3.1,2025 1.11,2025-09-02
2025,1,11,17032,4,ROSTER,2.14,2025 2.02,2025-09-02
2025,1,11,17114,3,ROSTER,1.14,2025 3.15,2025-09-02
2025,1,11,17053,3,ROSTER,1.09,2025 3.20,2025-09-02
2025,1,11,16269,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,11,16240,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,11,15872,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,11,16102,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,11,17035,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,11,15253,2,ROSTER,6.65,2025 UFA,2025-09-02
2025,1,11,15856,1,ROSTER,6.3,2025 UFA,2025-09-02
2025,1,11,7836,1,ROSTER,10.0,2025 UFA,2025-09-02
2025,1,11,15357,2,ROSTER,12.45,2025 UFA,2025-09-02
2025,1,11,15076,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,11,16174,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,11,15499,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,11,13303,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,11,16723,1,ROSTER,1.9,2025 UFA,2025-09-02
2025,1,11,13690,1,ROSTER,4.69,2023 UFA,2025-09-02
2025,1,11,14842,3,ROSTER,7.62,2023 iEXT,2025-09-02
2025,1,11,17124,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,11,17173,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,11,15975,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,11,12785,1,TAXI_SQUAD,1.0,2025 UFA,2025-09-02
2025,1,12,13593,1,ROSTER,22.74,2021 EXT,2025-09-02
2025,1,12,13743,1,ROSTER,7.41,2021 EXT,2025-09-02
2025,1,12,14167,2,ROSTER,14.95,2022 iEXT,2025-09-02
2025,1,12,15692,1,ROSTER,6.45,2022 1.05,2025-09-02
2025,1,12,13693,1,ROSTER,3.19,2022 UFA,2025-09-02
2025,1,12,15717,1,ROSTER,2.16,2022 2.06,2025-09-02
2025,1,12,14164,2,ROSTER,3.38,2023 oEXT,2025-09-02
2025,1,12,16245,2,ROSTER,1.24,2023 3.14,2025-09-02
2025,1,12,16615,3,ROSTER,6.38,2024 1.03,2025-09-02
2025,1,12,16653,3,ROSTER,1.99,2024 2.03,2025-09-02
2025,1,12,16700,3,ROSTER,1.2,2024 3.12,2025-09-02
2025,1,12,11232,1,ROSTER,16.72,2024 UFA,2025-09-02
2025,1,12,15863,1,ROSTER,1.09,2022 5.21,2025-09-02
2025,1,12,16708,3,ROSTER,1.02,2024 4.14,2025-09-02
2025,1,12,16676,3,ROSTER,1.01,2024 4.17,2025-09-02
2025,1,12,16271,2,ROSTER,1.32,2023 3.09,2025-09-02
2025,1,12,16211,2,ROSTER,1.3,2023 3.10,2025-09-02
2025,1,12,16667,2,ROSTER,1.08,2024 4.03,2025-09-02
2025,1,12,15839,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,12,15802,1,ROSTER,3.45,2024 UFA,2025-09-02
2025,1,12,15895,1,ROSTER,1.81,2023 iEXT,2025-09-02
2025,1,12,13704,2,ROSTER,3.76,2024 UFA,2025-09-02
2025,1,12,15823,1,ROSTER,1.52,2022 3.05,2025-09-02
2025,1,12,13163,1,ROSTER,26.62,2023 B/R,2025-09-02
2025,1,12,9051,1,ROSTER,7.0,2025 RRFA,2025-09-02
2025,1,12,13987,1,ROSTER,1.09,2025 ERFA,2025-09-02
2025,1,12,16018,1,ROSTER,1.09,2025 ERFA,2025-09-02
2025,1,12,13319,1,ROSTER,10.5,2025 B/R,2025-09-02
2025,1,12,17068,4,ROSTER,2.45,2025 1.15,2025-09-02
2025,1,12,17069,4,ROSTER,1.35,2025 3.03,2025-09-02
2025,1,12,13132,2,ROSTER,15.2,2025 UFA,2025-09-02
2025,1,12,15681,1,ROSTER,2.6,2025 UFA,2025-09-02
2025,1,12,13672,1,ROSTER,4.0,2025 UFA,2025-09-02
2025,1,12,15972,2,ROSTER,7.6,2025 UFA,2025-09-02
2025,1,12,16278,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,12,16314,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,12,16752,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,12,13138,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,12,16444,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,12,17049,4,ROSTER,0.94,2025 5.15,2025-09-02
2025,1,12,16887,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,12,14252,1,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,12,17058,4,ROSTER,0.94,2025 5.13,2025-09-02
2025,1,12,16635,3,ROSTER,1.31,2024 3.05,2025-09-02
2025,1,12,17105,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,12,16257,2,INJURED_RESERVE,1.43,2023 3.03,2025-09-02
2025,1,12,16186,2,TAXI_SQUAD,4.07,2023 1.08,2025-09-02
2025,1,13,14186,1,ROSTER,3.38,2023 oEXT,2025-09-02
2025,1,13,15237,4,ROSTER,17.13,2024 iEXT,2025-09-02
2025,1,13,15834,1,ROSTER,2.76,2022 1.16,2025-09-02
2025,1,13,15788,1,ROSTER,1.59,2022 3.02,2025-09-02
2025,1,13,15293,4,ROSTER,4.55,2024 iEXT,2025-09-02
2025,1,13,16162,2,ROSTER,7.21,2023 1.03,2025-09-02
2025,1,13,16239,2,ROSTER,2.66,2023 1.14,2025-09-02
2025,1,13,16254,2,ROSTER,1.75,2023 2.09,2025-09-02
2025,1,13,16256,2,ROSTER,1.47,2023 3.01,2025-09-02
2025,1,13,16234,2,ROSTER,1.28,2023 3.12,2025-09-02
2025,1,13,10768,1,ROSTER,5.38,2024 SRFA,2025-09-02
2025,1,13,14879,3,ROSTER,3.43,2024 ORFA4,2025-09-02
2025,1,13,13700,2,ROSTER,9.9,2024 B/R,2025-09-02
2025,1,13,10700,1,ROSTER,15.68,2024 UFA,2025-09-02
2025,1,13,16617,3,ROSTER,2.93,2024 1.11,2025-09-02
2025,1,13,16618,3,ROSTER,3.14,2024 1.10,2025-09-02
2025,1,13,16644,3,ROSTER,1.62,2024 2.10,2025-09-02
2025,1,13,16698,3,ROSTER,1.06,2024 4.07,2025-09-02
2025,1,13,15831,1,ROSTER,1.24,2022 4.02,2025-09-02
2025,1,13,14882,1,ROSTER,1.81,2023 UFA,2025-09-02
2025,1,13,15835,1,ROSTER,3.41,2022 2.12^,2025-09-02
2025,1,13,11728,1,ROSTER,4.25,2024 iEXT,2025-09-02
2025,1,13,10814,1,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,13,16793,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,13,12688,1,ROSTER,19.75,2025 NEFT,2025-09-02
2025,1,13,14974,2,ROSTER,8.25,2025 SRFA,2025-09-02
2025,1,13,13130,1,ROSTER,25.0,2025 B/R,2025-09-02
2025,1,13,17030,4,ROSTER,5.38,2025 1.05,2025-09-02
2025,1,13,15713,1,ROSTER,1.19,2022 4.10,2025-09-02
2025,1,13,17123,4,ROSTER,1.91,2025 2.05,2025-09-02
2025,1,13,13632,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,13,11721,2,ROSTER,3.71,2025 UFA,2025-09-02
2025,1,13,13717,1,ROSTER,3.0,2025 UFA,2025-09-02
2025,1,13,13192,1,ROSTER,8.9,2025 UFA,2025-09-02
2025,1,13,13227,1,ROSTER,1.9,2025 UFA,2025-09-02
2025,1,13,14244,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,13,14861,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,13,16295,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,13,16672,3,ROSTER,0.99,2024 5.07,2025-09-02
2025,1,13,16268,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,13,17179,4,ROSTER,0.93,2025 5.23,2025-09-02
2025,1,13,16796,2,ROSTER,0.94,2024 UDFA,2025-09-02
2025,1,13,17118,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,13,17212,4,ROSTER,1.0,2025 4.11,2025-09-02
2025,1,13,16673,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,13,16665,3,INJURED_RESERVE,1.75,2024 2.07,2025-09-02
2025,1,13,17206,3,INJURED_RESERVE,0.9,2025 UDFA,2025-09-02
2025,1,13,11768,1,TAXI_SQUAD,1.0,2025 UFA,2025-09-02
2025,1,14,13604,1,ROSTER,14.37,2021 EXT,2025-09-02
2025,1,14,15345,3,ROSTER,3.71,2024 iEXT,2025-09-02
2025,1,14,15712,1,ROSTER,1.44,2022 3.09,2025-09-02
2025,1,14,15851,1,ROSTER,1.55,2022 3.04,2025-09-02
2025,1,14,13214,1,ROSTER,24.41,2021 EXT,2025-09-02
2025,1,14,15698,1,ROSTER,30.55,2024 iEXT,2025-09-02
2025,1,14,16148,2,ROSTER,5.54,2023 1.05,2025-09-02
2025,1,14,16191,2,ROSTER,1.33,2023 3.08,2025-09-02
2025,1,14,16241,2,ROSTER,1.13,2023 4.08,2025-09-02
2025,1,14,16167,2,ROSTER,2.21,2023 2.02,2025-09-02
2025,1,14,13251,2,ROSTER,2.97,2024 B/R,2025-09-02
2025,1,14,16694,3,ROSTER,1.33,2024 3.04,2025-09-02
2025,1,14,16696,3,ROSTER,1.44,2024 2.15,2025-09-02
2025,1,14,13164,2,ROSTER,15.84,2024 UFA,2025-09-02
2025,1,14,10816,2,ROSTER,3.07,2024 UFA,2025-09-02
2025,1,14,12735,2,ROSTER,5.15,2024 UFA,2025-09-02
2025,1,14,16724,3,ROSTER,1.03,2024 4.12,2025-09-02
2025,1,14,16264,2,ROSTER,1.06,2023 5.08,2025-09-02
2025,1,14,16622,3,ROSTER,2.34,2024 1.15,2025-09-02
2025,1,14,12186,2,ROSTER,22.77,2024 UFA,2025-09-02
2025,1,14,14215,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,14,14079,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,14,13193,1,ROSTER,1.09,2025 ERFA,2025-09-02
2025,1,14,15394,1,ROSTER,1.09,2025 ERFA,2025-09-02
2025,1,14,13298,2,ROSTER,5.35,2025 SRFA,2025-09-02
2025,1,14,17112,4,ROSTER,3.61,2025 1.09,2025-09-02
2025,1,14,17106,4,ROSTER,1.52,2025 2.13,2025-09-02
2025,1,14,17073,4,ROSTER,1.1,2025 3.19,2025-09-02
2025,1,14,15319,1,ROSTER,5.5,2025 UFA,2025-09-02
2025,1,14,14210,1,ROSTER,6.6,2025 UFA,2025-09-02
2025,1,14,14182,1,ROSTER,5.8,2025 UFA,2025-09-02
2025,1,14,13674,1,ROSTER,8.0,2025 UFA,2025-09-02
2025,1,14,12437,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,14,14933,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,14,15379,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,14,14328,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,14,17254,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,14,16642,3,ROSTER,0.98,2024 5.12,2025-09-02
2025,1,14,17177,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,14,17119,4,ROSTER,0.99,2025 4.13,2025-09-02
2025,1,14,17130,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,14,17127,4,ROSTER,0.96,2025 5.05,2025-09-02
2025,1,14,16267,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,14,14302,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,14,17145,4,ROSTER,0.94,2025 5.16,2025-09-02
2025,1,14,15858,1,INJURED_RESERVE,1.57,2022 3.03,2025-09-02
2025,1,14,15821,1,INJURED_RESERVE,5.35,2022 2.09^,2025-09-02
2025,1,14,15510,1,INJURED_RESERVE,1.1,2025 ERFA,2025-09-02
2025,1,15,15287,4,ROSTER,34.24,2024 iEXT,2025-09-02
2025,1,15,15845,2,ROSTER,3.19,2024 oEXT,2025-09-02
2025,1,15,14908,2,ROSTER,4.31,2024 oEXT,2025-09-02
2025,1,15,16233,2,ROSTER,3.0,2023 1.12,2025-09-02
2025,1,15,16280,2,ROSTER,1.25,2023 3.13,2025-09-02
2025,1,15,11675,1,ROSTER,27.23,2023 UFA,2025-09-02
2025,1,15,14777,3,ROSTER,24.52,2023 iEXT,2025-09-02
2025,1,15,12734,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,15,16581,3,ROSTER,3.38,2024 1.09,2025-09-02
2025,1,15,16690,3,ROSTER,1.1,2024 3.21,2025-09-02
2025,1,15,12686,1,ROSTER,5.43,2024 UFA,2025-09-02
2025,1,15,13260,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,15,13714,2,ROSTER,5.15,2024 B/R,2025-09-02
2025,1,15,16281,2,ROSTER,1.06,2023 5.10,2025-09-02
2025,1,15,16224,2,ROSTER,1.29,2023 3.11,2025-09-02
2025,1,15,16699,3,ROSTER,1.11,2024 3.20,2025-09-02
2025,1,15,12678,1,ROSTER,6.53,2023 UFA,2025-09-02
2025,1,15,16215,2,ROSTER,1.71,2023 2.10,2025-09-02
2025,1,15,15805,1,ROSTER,3.69,2022 1.11,2025-09-02
2025,1,15,16629,3,ROSTER,1.65,2024 2.09,2025-09-02
2025,1,15,15850,1,ROSTER,3.41,2022 3.11^,2025-09-02
2025,1,15,16012,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,15,9064,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,15,13172,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,15,15337,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,15,13718,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,15,13696,3,ROSTER,9.0,2025 B/R,2025-09-02
2025,1,15,17043,4,ROSTER,4.8,2025 1.06,2025-09-02
2025,1,15,17147,4,ROSTER,1.85,2025 2.06,2025-09-02
2025,1,15,17132,4,ROSTER,1.28,2025 3.06,2025-09-02
2025,1,15,17139,4,ROSTER,1.0,2025 4.12,2025-09-02
2025,1,15,12697,2,ROSTER,7.6,2025 UFA,2025-09-02
2025,1,15,14085,2,ROSTER,7.41,2025 UFA,2025-09-02
2025,1,15,15051,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,15,13404,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,15,11674,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,15,10775,2,ROSTER,4.37,2025 UFA,2025-09-02
2025,1,15,11723,1,ROSTER,5.4,2025 UFA,2025-09-02
2025,1,15,12187,1,ROSTER,5.0,2025 UFA,2025-09-02
2025,1,15,13933,1,ROSTER,6.5,2025 UFA,2025-09-02
2025,1,15,14095,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,15,17066,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,15,17255,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,15,14592,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,15,13759,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,15,16628,3,INJURED_RESERVE,1.24,2024 3.09,2025-09-02
2025,1,15,15789,1,INJURED_RESERVE,3.98,2022 1.10,2025-09-02
2025,1,15,17141,4,INJURED_RESERVE,1.03,2025 4.06,2025-09-02
2025,1,16,15742,1,ROSTER,5.71,2023 iEXT,2025-09-02
2025,1,16,15889,4,ROSTER,4.51,2023 oEXT,2025-09-02
2025,1,16,16150,2,ROSTER,6.27,2023 1.04,2025-09-02
2025,1,16,14303,3,ROSTER,3.08,2024 oEXT,2025-09-02
2025,1,16,16228,2,ROSTER,1.41,2023 3.04,2025-09-02
2025,1,16,16222,2,ROSTER,1.17,2023 4.04,2025-09-02
2025,1,16,16643,2,ROSTER,1.22,2024 3.10,2025-09-02
2025,1,16,16195,5,ROSTER,3.4,2024 oEXT,2025-09-02
2025,1,16,16216,1,ROSTER,1.22,2023 3.16,2025-09-02
2025,1,16,13813,1,ROSTER,14.52,2023 SRFA,2025-09-02
2025,1,16,14800,2,ROSTER,6.77,2025 SRFA,2025-09-02
2025,1,16,15716,4,ROSTER,5.35,2025 SRFA,2025-09-02
2025,1,16,14896,2,ROSTER,7.93,2024 oEXT,2025-09-02
2025,1,16,14778,5,ROSTER,13.6,2025 B/R,2025-09-02
2025,1,16,17042,4,ROSTER,9.82,2025 1.01,2025-09-02
2025,1,16,17070,4,ROSTER,2.23,2025 2.01,2025-09-02
2025,1,16,14180,1,ROSTER,3.5,2025 ORFA4,2025-09-02
2025,1,16,15363,5,ROSTER,1.87,2024 oEXT,2025-09-02
2025,1,16,14995,1,ROSTER,7.18,2023 iEXT,2025-09-02
2025,1,16,16817,2,ROSTER,1.9,2025 UFA,2025-09-02
2025,1,16,16712,4,ROSTER,2.55,2025 UFA,2025-09-02
2025,1,16,13208,1,ROSTER,12.6,2025 UFA,2025-09-02
2025,1,16,14217,3,ROSTER,4.5,2025 UFA,2025-09-02
2025,1,16,15386,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,16,13245,2,ROSTER,5.45,2024 B/R,2025-09-02
2025,1,16,12263,1,ROSTER,4.0,2025 UFA,2025-09-02
2025,1,16,17303,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,16,17079,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,16,16265,2,ROSTER,1.07,2023 5.03,2025-09-02
2025,1,16,13431,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,16,12754,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,16,16274,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,16,16342,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,16,17076,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,16,17205,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,16,17175,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,16,17087,4,ROSTER,0.94,2025 5.17,2025-09-02
2025,1,16,16621,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,16,17192,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,16,17096,4,ROSTER,0.98,2025 4.15,2025-09-02
2025,1,16,16681,1,ROSTER,0.94,2024 UDFA,2025-09-02
