season,week,franchise_id,player_id,contractYear,status,salary,contractInfo,as_of
2025,1,4,14149,2,ROSTER,3.0,2024 iEXT,2025-09-02
2025,1,4,16190,2,ROSTER,3.45,2023 1.10,2025-09-02
2025,1,4,16223,2,ROSTER,3.21,2023 1.11,2025-09-02
2025,1,4,14518,1,ROSTER,2.73,2023 UFA,2025-09-02
2025,1,4,15852,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,4,14836,3,ROSTER,41.25,2024 NEFToff,2025-09-02
2025,1,4,9431,2,ROSTER,12.89,2024 SRFA,2025-09-02
2025,1,4,16651,3,ROSTER,2.15,2024 2.01,2025-09-02
2025,1,4,16677,3,ROSTER,1.18,2024 3.13,2025-09-02
2025,1,4,13299,2,ROSTER,24.75,2024 UFA,2025-09-02
2025,1,4,13692,2,ROSTER,2.97,2024 UFA,2025-09-02
2025,1,4,14910,1,ROSTER,3.25,2024 UFA,2025-09-02
2025,1,4,16747,3,ROSTER,1.01,2024 4.16,2025-09-02
2025,1,4,16014,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,4,14928,2,ROSTER,7.93,2024 oEXT,2025-09-02
2025,1,4,15281,1,ROSTER,42.24,2025 NEFT,2025-09-02
2025,1,4,15710,4,ROSTER,7.46,2025 FRFA,2025-09-02
2025,1,4,14590,1,ROSTER,1.09,2025 ERFA,2025-09-02
2025,1,4,14943,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,4,16346,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,4,11150,2,ROSTER,7.6,2025 B/R,2025-09-02
2025,1,4,14899,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,4,17121,4,ROSTER,2.33,2025 1.16,2025-09-02
2025,1,4,17078,4,ROSTER,1.98,2025 2.04,2025-09-02
2025,1,4,17113,4,ROSTER,1.49,2025 2.14,2025-09-02
2025,1,4,16213,2,ROSTER,4.47,2023 1.07,2025-09-02
2025,1,4,12711,1,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,4,17047,4,ROSTER,1.11,2025 3.18,2025-09-02
2025,1,4,17037,4,ROSTER,0.97,2025 4.19,2025-09-02
2025,1,4,17241,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,4,17167,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,4,14823,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,4,11936,2,ROSTER,1.9,2025 UFA,2025-09-02
2025,1,4,15387,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,4,14978,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,4,15362,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,4,15868,1,ROSTER,2.1,2025 UFA,2025-09-02
2025,1,4,17256,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,4,15890,1,ROSTER,4.7,2025 UFA,2025-09-02
2025,1,4,16680,2,ROSTER,0.94,2024 UDFA,2025-09-02
2025,1,4,14903,1,ROSTER,1.9,2025 UFA,2025-09-02
2025,1,4,17186,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,4,15857,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,4,13748,1,INJURED_RESERVE,1.9,2025 UFA,2025-09-02
2025,1,4,16734,3,INJURED_RESERVE,1.0,2024 4.19,2025-09-02
2025,1,4,16597,3,INJURED_RESERVE,2.46,2024 1.14,2025-09-02
2025,1,5,15808,1,ROSTER,2.09,2022 2.07,2025-09-02
2025,1,5,13742,1,ROSTER,5.2,2023 SRFA,2025-09-02
2025,1,5,16189,2,ROSTER,1.64,2023 2.12,2025-09-02
2025,1,5,13697,2,ROSTER,3.09,2023 UFA,2025-09-02
2025,1,5,14322,1,ROSTER,5.38,2024 SRFA,2025-09-02
2025,1,5,16610,3,ROSTER,1.57,2024 2.11,2025-09-02
2025,1,5,14163,1,ROSTER,10.99,2023 oEXT,2025-09-02
2025,1,5,16716,3,ROSTER,1.13,2024 3.18,2025-09-02
2025,1,5,16206,1,ROSTER,1.1,2023 4.14,2025-09-02
2025,1,5,16171,2,ROSTER,2.13,2023 2.03,2025-09-02
2025,1,5,15754,1,ROSTER,4.71,2022 1.08,2025-09-02
2025,1,5,12626,1,ROSTER,26.48,2025 NEFT,2025-09-02
2025,1,5,15859,1,ROSTER,1.09,2025 ERFA,2025-09-02
2025,1,5,14109,3,ROSTER,34.11,2025 B/R,2025-09-02
2025,1,5,17074,4,ROSTER,7.03,2025 1.03,2025-09-02
2025,1,5,17104,4,ROSTER,3.93,2025 1.08,2025-09-02
2025,1,5,17045,4,ROSTER,1.69,2025 2.09,2025-09-02
2025,1,5,17082,4,ROSTER,1.08,2025 3.21,2025-09-02
2025,1,5,13116,4,ROSTER,37.71,2023 oEXT,2025-09-02
2025,1,5,17039,4,ROSTER,1.23,2025 3.09,2025-09-02
2025,1,5,13146,2,ROSTER,17.71,2025 oEXT,2025-09-02
2025,1,5,14630,2,ROSTER,1.86,2025 UFA,2025-09-02
2025,1,5,12752,2,ROSTER,3.8,2025 UFA,2025-09-02
2025,1,5,15418,2,ROSTER,5.7,2025 UFA,2025-09-02
2025,1,5,13671,1,ROSTER,12.5,2025 UFA,2025-09-02
2025,1,5,15904,1,ROSTER,4.8,2025 UFA,2025-09-02
2025,1,5,15894,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,5,14940,3,ROSTER,6.37,2022 oEXT,2025-09-02
2025,1,5,14251,1,ROSTER,10.0,2025 RRFA,2025-09-02
2025,1,5,11760,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,5,16787,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,5,11945,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,5,15292,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,5,16282,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,5,16276,2,ROSTER,1.2,2023 3.19,2025-09-02
2025,1,5,12772,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,5,14283,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,5,16727,3,ROSTER,0.98,2024 5.15,2025-09-02
2025,1,5,17153,4,ROSTER,1.01,2025 4.09,2025-09-02
2025,1,5,17184,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,5,12831,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,5,17055,4,ROSTER,1.04,2025 4.05,2025-09-02
2025,1,5,13231,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,5,14219,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,5,13713,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,5,16631,3,INJURED_RESERVE,1.69,2024 2.08,2025-09-02
2025,1,5,13832,1,INJURED_RESERVE,1.1,2025 ERFA,2025-09-02
2025,1,5,16231,2,INJURED_RESERVE,1.39,2023 3.05,2025-09-02
2025,1,5,16604,3,INJURED_RESERVE,1.29,2024 3.06,2025-09-02
2025,1,5,16194,2,TAXI_SQUAD,2.05,2023 2.04,2025-09-02
2025,1,6,14783,5,ROSTER,23.52,2024 iEXT,2025-09-02
2025,1,6,15282,4,ROSTER,18.66,2024 iEXT,2025-09-02
2025,1,6,15378,3,ROSTER,2.98,2024 iEXT,2025-09-02
2025,1,6,15715,1,ROSTER,3.41,2022 2.02^,2025-09-02
2025,1,6,15846,1,ROSTER,3.41,2022 2.14^,2025-09-02
2025,1,6,15871,1,ROSTER,5.35,2022 5.02^,2025-09-02
2025,1,6,14921,2,ROSTER,5.2,2023 SRFA,2025-09-02
2025,1,6,16330,2,ROSTER,1.04,2023 5.18,2025-09-02
2025,1,6,15761,1,ROSTER,3.41,2022 4.04^,2025-09-02
2025,1,6,14225,4,ROSTER,24.24,2024 iEXT,2025-09-02
2025,1,6,16594,3,ROSTER,2.24,2024 1.16,2025-09-02
2025,1,6,16693,3,ROSTER,1.12,2024 3.19,2025-09-02
2025,1,6,14877,2,ROSTER,1.87,2024 UFA,2025-09-02
2025,1,6,14889,1,ROSTER,3.14,2024 UFA,2025-09-02
2025,1,6,15452,2,ROSTER,5.38,2024 SRFA,2025-09-02
2025,1,6,16649,3,ROSTER,1.17,2024 3.14,2025-09-02
2025,1,6,13774,1,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,6,13268,1,ROSTER,3.41,2025 ORFA4,2025-09-02
2025,1,6,11247,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,6,17071,4,ROSTER,6.11,2025 1.04,2025-09-02
2025,1,6,17134,4,ROSTER,1.79,2025 2.07,2025-09-02
2025,1,6,17107,4,ROSTER,1.6,2025 2.11,2025-09-02
2025,1,6,13354,1,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,6,17146,4,ROSTER,0.99,2025 4.14,2025-09-02
2025,1,6,16705,3,ROSTER,0.99,2024 5.01,2025-09-02
2025,1,6,16586,3,ROSTER,1.01,2024 4.18,2025-09-02
2025,1,6,17059,4,ROSTER,0.95,2025 5.09,2025-09-02
2025,1,6,17064,4,ROSTER,0.96,2025 5.02,2025-09-02
2025,1,6,16707,2,ROSTER,0.94,2024 UDFA,2025-09-02
2025,1,6,17152,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,6,16193,1,ROSTER,3.5,2025 UFA,2025-09-02
2025,1,6,13707,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,6,13633,1,ROSTER,5.0,2025 UFA,2025-09-02
2025,1,6,15777,2,ROSTER,2.38,2025 UFA,2025-09-02
2025,1,6,13448,1,ROSTER,5.4,2025 UFA,2025-09-02
2025,1,6,13681,1,ROSTER,9.2,2025 UFA,2025-09-02
2025,1,6,15702,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,6,13688,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,6,16654,3,ROSTER,1.0,2024 4.23,2025-09-02
2025,1,6,17269,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,6,16632,3,ROSTER,1.47,2024 2.14,2025-09-02
2025,1,6,16207,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,6,16324,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,6,17234,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,6,14956,1,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,6,16197,2,INJURED_RESERVE,2.41,2023 1.16,2025-09-02
2025,1,6,13131,1,INJURED_RESERVE,15.22,2024 iEXT,2025-09-02
2025,1,6,14840,4,INJURED_RESERVE,20.57,2023 iEXT,2025-09-02
2025,1,6,15390,3,INJURED_RESERVE,1.87,2024 iEXT,2025-09-02
2025,1,6,16283,2,INJURED_RESERVE,4.7,2024 iEXT,2025-09-02
2025,1,6,17036,4,INJURED_RESERVE,0.96,2025 5.04,2025-09-02
2025,1,7,15284,5,ROSTER,14.87,2025 oEXT,2025-09-02
2025,1,7,15396,1,ROSTER,2.05,2024 oEXT,2025-09-02
2025,1,7,15711,1,ROSTER,8.42,2022 1.03,2025-09-02
2025,1,7,15329,5,ROSTER,8.54,2024 iEXT,2025-09-02
2025,1,7,16161,2,ROSTER,8.38,2023 1.02,2025-09-02
2025,1,7,16230,2,ROSTER,1.45,2023 3.02,2025-09-02
2025,1,7,16244,2,ROSTER,1.18,2023 4.02,2025-09-02
2025,1,7,16351,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,7,14472,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,7,14056,3,ROSTER,22.18,2025 oEXT,2025-09-02
2025,1,7,16614,3,ROSTER,8.79,2024 1.01,2025-09-02
2025,1,7,16692,3,ROSTER,1.4,2024 3.01,2025-09-02
2025,1,7,16303,1,ROSTER,3.2,2025 oEXT,2025-09-02
2025,1,7,15391,2,ROSTER,4.55,2024 UFA,2025-09-02
2025,1,7,16080,3,ROSTER,5.42,2025 oEXT,2025-09-02
2025,1,7,15385,3,ROSTER,2.2,2025 oEXT,2025-09-02
2025,1,7,13675,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,7,16432,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,7,12217,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,7,15388,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,7,15869,1,ROSTER,1.09,2025 ERFA,2025-09-02
2025,1,7,17137,4,ROSTER,1.74,2025 2.08,2025-09-02
2025,1,7,17135,4,ROSTER,1.26,2025 3.07,2025-09-02
2025,1,7,17159,4,ROSTER,1.05,2025 4.03,2025-09-02
2025,1,7,17098,4,ROSTER,1.01,2025 4.10,2025-09-02
2025,1,7,17099,4,ROSTER,0.95,2025 5.10,2025-09-02
2025,1,7,17185,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,7,17265,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,7,17181,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,7,12860,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,7,13635,2,ROSTER,20.24,2025 UFA,2025-09-02
2025,1,7,15361,1,ROSTER,3.0,2025 UFA,2025-09-02
2025,1,7,12741,2,ROSTER,5.13,2025 UFA,2025-09-02
2025,1,7,15355,2,ROSTER,6.75,2025 UFA,2025-09-02
2025,1,7,15445,1,ROSTER,4.0,2025 UFA,2025-09-02
2025,1,7,16729,2,ROSTER,3.04,2025 UFA,2025-09-02
2025,1,7,10703,1,ROSTER,10.1,2025 UFA,2025-09-02
2025,1,7,15349,2,ROSTER,8.55,2025 UFA,2025-09-02
2025,1,7,16719,3,ROSTER,4.59,2025 UFA,2025-09-02
2025,1,7,15288,1,ROSTER,2.0,2025 UFA,2025-09-02
2025,1,7,15469,1,ROSTER,3.1,2025 UFA,2025-09-02
2025,1,7,16759,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,7,15049,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,7,17330,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,7,17165,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,7,17267,3,INJURED_RESERVE,0.9,2025 UDFA,2025-09-02
2025,1,8,15346,2,ROSTER,11.52,2024 iEXT,2025-09-02
2025,1,8,15259,3,ROSTER,9.56,2024 iEXT,2025-09-02
2025,1,8,15817,1,ROSTER,1.71,2022 2.15,2025-09-02
2025,1,8,16214,2,ROSTER,2.82,2023 1.13,2025-09-02
2025,1,8,16187,2,ROSTER,1.8,2023 2.08,2025-09-02
2025,1,8,16414,1,ROSTER,1.81,2023 iEXT,2025-09-02
2025,1,8,14104,2,ROSTER,33.28,2024 oEXT,2025-09-02
2025,1,8,15860,1,ROSTER,1.18,2022 4.14,2025-09-02
2025,1,8,16689,3,ROSTER,1.8,2024 2.06,2025-09-02
2025,1,8,15350,4,ROSTER,9.02,2024 iEXT,2025-09-02
2025,1,8,14909,3,ROSTER,14.03,2024 UFA,2025-09-02
2025,1,8,13592,1,ROSTER,1.1,2024 R/F,2025-09-02
2025,1,8,16671,3,ROSTER,1.03,2024 4.10,2025-09-02
2025,1,8,16675,3,ROSTER,1.13,2024 3.17,2025-09-02
2025,1,8,15861,3,ROSTER,5.39,2024 iEXT,2025-09-02
2025,1,8,16656,3,ROSTER,1.09,2024 4.01,2025-09-02
2025,1,8,16383,1,ROSTER,0.98,2023 UDFA,2025-09-02
2025,1,8,16584,3,ROSTER,4.43,2024 1.06,2025-09-02
2025,1,8,16679,3,ROSTER,1.25,2024 3.08,2025-09-02
2025,1,8,10292,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,8,13641,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,8,15081,1,ROSTER,1.1,2025 ERFA,2025-09-02
2025,1,8,15301,2,ROSTER,3.41,2025 ORFA3,2025-09-02
2025,1,8,13806,3,ROSTER,7.0,2025 RRFA,2025-09-02
2025,1,8,11938,2,ROSTER,13.0,2025 RRFA,2025-09-02
2025,1,8,15254,1,ROSTER,18.0,2025 B/R,2025-09-02
2025,1,8,17046,4,ROSTER,1.02,2025 4.08,2025-09-02
2025,1,8,11244,1,ROSTER,9.2,2025 UFA,2025-09-02
2025,1,8,14672,1,ROSTER,1.8,2025 UFA,2025-09-02
2025,1,8,15256,1,ROSTER,5.5,2025 UFA,2025-09-02
2025,1,8,13470,1,ROSTER,4.3,2025 UFA,2025-09-02
2025,1,8,15911,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,8,14137,1,ROSTER,2.0,2025 UFA,2025-09-02
2025,1,8,14930,1,ROSTER,4.9,2025 UFA,2025-09-02
2025,1,8,15398,3,ROSTER,1.86,2025 UFA,2025-09-02
2025,1,8,14924,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,8,14858,1,ROSTER,1.1,2025 UFA,2025-09-02
2025,1,8,17193,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,8,16013,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,8,16369,2,ROSTER,1.0,2025 R/F,2025-09-02
2025,1,8,17151,4,ROSTER,0.97,2025 5.01,2025-09-02
2025,1,8,17201,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,8,17230,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,8,17233,3,ROSTER,0.9,2025 UDFA,2025-09-02
2025,1,8,13810,1,ROSTER,1.0,2025 UFA,2025-09-02
2025,1,8,16204,2,INJURED_RESERVE,1.23,2023 3.15,2025-09-02
