season,id,name,abbrev,owner_name,email,division,salaryCapAmount,waiverSortOrder,lastVisit,country,state,city,zip,phone,cell,cell2,address,future_draft_picks,logo,icon,stadium,sound,mail_event,time_zone,use_advanced_editor,username,play_audio,twitterUsername,division_name,conference_id,conference_name,draft_picks_2026_count,draft_picks_2027_count,total_future_picks,salaryCapAmount_numeric,waiverSortOrder_numeric
2021,0001,Dallas Cowboys,DAL,,,00,156.40,6,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0001.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0001.jpg,,,,,,,,,East,00,NFC,0,0,0,156.4,6
2021,0002,New York Giants,NYG,,,00,160.85,12,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0002.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0002.jpg,,,,,,,,,East,00,NFC,0,0,0,160.85,12
2021,0003,Philadelphia Eagles,PHI,,,00,163.12,13,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0003.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0003.jpg,,,,,,,,,East,00,NFC,0,0,0,163.12,13
2021,0004,Washington Football Team,WAS,,,00,166.59,27,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0004.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0004.jpg,,,,,,,,,East,00,NFC,0,0,0,166.59,27
2021,0005,Chicago Bears,CHI,,,01,167.56,31,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0005.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0005.jpg,,,,,,,,,North,00,NFC,0,0,0,167.56,31
2021,0006,Detroit Lions,DET,,,01,167.58,30,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0006.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0006.jpg,Ford Field,https://www46.myfantasyleague.com/fflnetdynamic2016/60206_franchise_sound0006.mp3,,,,,,,North,00,NFC,0,0,0,167.58,30
2021,0007,Green Bay Packers,GBP,,,01,153.97,5,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0007.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0007.jpg,Lombardi Field,,,,,,,,North,00,NFC,0,0,0,153.97,5
2021,0008,Minnesota Vikings,MIN,,,01,153.36,23,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0008.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0008.jpg,,,,,,,,,North,00,NFC,0,0,0,153.36,23
2021,0009,Atlanta Falcons,ATL,,,02,162.93,28,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0009.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0009.jpg,,http://soundbible.com/1517-Screaming-Hawk.html,,,,,,,South,00,NFC,0,0,0,162.93,28
2021,0010,Carolina Panthers,CAR,,,02,151.63,17,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0010.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0010.jpg,,,,,,,,,South,00,NFC,0,0,0,151.63,17
