season,salary,id,contractInfo,contractYear,conference
2020,8.73,13146,2020 EXT,4,0
2020,6.66,13128,2017 1.03,1,0
2020,2.75,9474,2019 SRFA,1,0
2020,0.80,13844,2020 UFA,2,0
2020,14.21,11674,2019 EXT,2,0
2020,12.95,12175,2019 EXT,2,0
2020,1.40,15127,2020 UFA,2,0
2020,1.30,14972,2020 UFA,1,0
2020,17.30,10700,2020 SRFA,3,0
2020,1.40,13662,2020 UFA,1,0
2020,0.80,14253,2020 UFA,2,0
2020,6.40,10762,2020 UFA,1,0
2020,0.80,8742,2020 UFA,2,0
2020,0.63,14225,2019 6.13,3,0
2020,6.70,12184,2020 UFA,2,0
2020,0.80,15029,2020 UFA,2,0
2020,3.89,13216,2020 EXT,3,0
2020,0.80,15001,2020 UFA,2,0
2020,0.75,14815,2020 5.13,1,0
2020,0.80,9706,2020 UFA,1,0
2020,0.80,14978,2020 UFA,3,0
2020,0.80,14935,2020 UFA,3,0
2020,0.80,12276,2020 UFA,2,0
2020,7.26,13592,2018 1.02,2,0
2020,1.57,13688,2018 3.04,2,0
2020,9.50,10768,2020 UFA,2,0
2020,0.82,14883,2020 4.06,4,0
2020,1.30,14911,2020 UFA,3,0
2020,1.60,13710,2020 UFA,1,0
2020,6.82,13153,2020 EXT,5,0
2020,8.50,10816,2020 UFA,1,0
2020,0.69,14845,2020 UDFA,3,0
2020,0.80,13479,2020 UFA,2,0
2020,4.10,12164,2020 UFA,1,0
2020,0.74,14898,2020 6.10,4,0
2020,2.40,12087,2018 EXT,2,0
2020,0.77,14943,2020 5.05,4,0
2020,0.80,14219,2020 UFA,1,0
2020,0.81,14907,2020 4.08,3,0
2020,1.30,11801,2020 UFA,2,0
2020,0.61,13782,2018 UDFA,1,0
2020,4.20,12349,2020 UFA,1,0
2020,15.19,12186,2020 EXT,2,0
2020,0.74,14903,2020 6.08,4,0
2020,1.27,14805,2020 2.07,4,0
2020,0.73,13763,2018 UFA,1,0
2020,0.80,12842,2020 UFA,2,0
2020,3.25,14800,2020 1.07,4,0
2020,0.80,12648,2020 R/F,2,0
2020,8.45,11757,2019 EXT,3,0
2020,1.30,12188,2020 UFA,2,0
2020,0.80,14823,2020 UFA,2,0
2020,0.80,11516,2020 UFA,2,0
2020,5.45,12630,2018 SRFA,1,0
2020,0.77,14921,2020 5.04,3,0
2020,1.40,12448,2020 UFA,1,0
2020,12.80,9825,2020 FRFA,1,0
2020,1.43,12234,2019 UFA,1,0
2020,0.91,14847,2020 3.09,4,0
2020,0.76,14780,2020 5.11,4,0
2020,3.60,11695,2020 UFA,2,0
2020,6,9662,2020 SRFA,2,0
2020,0.73,13726,2018 6.14,2,0
2020,0.85,13716,2018 5.01,2,0
2020,2.66,13697,2018 1.15,2,0
2020,1.03,14844,2020 2.16,4,0
2020,1.40,13850,2020 UFA,1,0
2020,1.40,14322,2020 UFA,1,0
2020,4.61,14803,2020 1.04,4,0
2020,0.80,11250,2020 UFA,2,0
2020,2.75,13404,2019 SRFA,2,0
2020,1.30,13806,2020 UFA,2,0
2020,8.91,12625,2019 EXT,4,0
2020,0.76,14934,2020 5.12,4,0
2020,7.40,13189,2020 UFA,4,0
2020,0.83,14879,2020 4.03,4,0
2020,9.10,11247,2020 SRFA,2,0
2020,0.86,14808,2020 3.14,4,0
2020,25.85,11671,2019 B/R,2,0
2020,2.30,13699,2018 2.03,2,0
2020,1.40,12544,2020 UFA,2,0
2020,1.30,13236,2020 UFA,1,0
2020,1.30,12763,2020 UFA,2,0
2020,0.80,12860,2020 UFA,2,0
2020,2.07,14137,2019 2.02,3,0
2020,0.80,13798,2020 UFA,2,0
2020,0.87,14216,2019 4.11,3,0
2020,1.76,14151,2019 2.07,3,0
2020,0.80,14068,2020 UFA,1,0
2020,1.45,13713,2018 3.07,2,0
2020,7.50,8062,2020 UFA,1,0
2020,3.63,12222,2019 FRFA,3,0
2020,0.80,13778,2020 UFA,1,0
2020,1.43,12734,2019 UFA,1,0
2020,0.73,10699,2020 ERFA,1,0
2020,0.90,11711,2020 UFA,1,0
2020,0.80,13933,2020 UFA,2,0
2020,2.13,13215,2017 2.07,1,0
2020,8.38,13129,2017 1.01,1,0
2020,0.66,12217,2019 UFA,1,0
2020,0.80,15032,2020 UFA,2,0
2020,1.30,13085,2020 UFA,1,0
2020,1.40,11660,2020 UFA,2,0
2020,2.78,13617,2018 1.14,2,0
2020,0.80,14265,2020 UFA,2,0
2020,1.30,14991,2020 UFA,3,0
2020,3.41,12714,2019 UFA,1,0
2020,2.75,11764,2019 SRFA,1,0
2020,26,12647,2020 EXT,4,0
2020,0.74,14904,2020 6.14,3,0
2020,1.32,12205,2019 UFA,1,0
2020,1.40,13809,2020 UFA,2,0
2020,1.30,14901,2020 UFA,3,0
2020,1.30,13135,2020 UFA,2,0
2020,1.94,13646,2018 2.09,2,0
2020,0.85,14863,2020 3.16,4,0
2020,1.30,9694,2020 UFA,2,0
2020,1.32,14224,2019 UFA,2,0
2020,6.15,11760,2017 EXT,2,0
2020,8.14,13198,2020 EXT,4,0
2020,1.30,14149,2020 UFA,2,0
2020,1.70,14081,2020 UFA,1,0
2020,1.20,14926,2020 2.09,3,0
2020,1.30,13321,2020 UFA,2,0
2020,1.81,13672,2018 2.12,2,0
2020,0.80,11265,2020 R/F,2,0
2020,1.09,14852,2020 2.13,4,0
2020,1.30,10789,2020 UFA,2,0
2020,1.30,11010,2020 UFA,2,0
2020,0.69,14962,2020 UDFA,3,0
2020,0.75,14920,2020 6.04,3,0
2020,1.40,11152,2020 UFA,1,0
2020,5.80,13317,2020 UFA,3,0
2020,27.93,13163,2020 EXT,5,0
2020,2.78,13674,2020 EXT,5,0
2020,4.50,12611,2019 EXT,4,0
2020,0.80,12278,2020 UFA,2,0
2020,1,12271,2020 UFA,1,0
2020,0.80,13277,2017 5.02,1,0
2020,0.80,12774,2020 UFA,2,0
2020,1.60,11239,2020 UFA,1,0
2020,0.80,10960,2019 UFA,1,0
2020,5.42,12151,Inaugural,2,0
2020,3.63,7877,2019 FRFA,1,0
2020,0.80,8359,2020 UFA,1,0
2020,10.50,9826,2020 UFA,1,0
2020,1.30,9925,2020 UFA,2,0
2020,20.10,10261,2020 UFA,1,0
2020,0.80,13938,2020 UFA,2,0
2020,1.65,14247,2019 UFA,1,0
2020,3.50,9828,2020 UFA,1,0
2020,1.30,13273,2020 UFA,1,0
2020,9.90,9902,2020 UFA,1,0
2020,1.11,14878,2020 2.12,4,0
2020,5.69,13605,2018 1.04,2,0
2020,15.10,12150,2020 UFA,1,0
2020,5.80,10457,2020 UFA,2,0
2020,1.30,14337,2020 UFA,2,0
2020,0.80,13430,2020 UFA,1,0
2020,2.30,9820,2020 UFA,3,0
2020,0.80,14964,2020 UFA,2,0
2020,1.30,13740,2020 UFA,2,0
2020,1.30,14930,2020 UFA,2,0
2020,0.87,14837,2020 3.13,4,0
2020,2,11281,2020 UFA,2,0
2020,0.80,13183,2020 UFA,2,0
2020,2.23,14113,2019 1.16,3,0
2020,3.50,12764,2020 SRFA,3,0
2020,0.80,12712,2020 UFA,2,0
2020,0.80,11359,2020 R/F,2,0
2020,0.76,14114,2019 5.05,3,0
2020,1.32,12252,2019 UFA,1,0
2020,0.80,10592,2020 R/F,2,0
2020,1.41,14075,2019 2.16,3,0
2020,0.73,11872,2020 ERFA,1,0
2020,0.80,11045,2020 UFA,2,0
2020,0.96,14891,2020 3.04,3,0
2020,0.85,13715,2018 5.03,2,0
2020,5.80,14101,2019 1.03,3,0
2020,2.70,14058,2019 1.12,3,0
2020,0.80,14821,2020 UFA,3,0
2020,1.30,10945,2020 UFA,1,0
2020,0.79,14905,2020 4.14,4,0
2020,1.87,14087,2019 2.05,3,0
2020,1.30,13284,2019 UFA,2,0
2020,14.59,12626,2020 EXT,3,0
2020,4.60,12676,2020 FRFA,3,0
2020,1.87,14779,2020 1.14,4,0
2020,1.40,13679,2020 UFA,2,0
2020,1.30,12481,2020 UFA,1,0
2020,8.80,10266,2019 UFA,1,0
2020,4.20,10823,2020 UFA,2,0
2020,3.63,12287,2019 FRFA,2,0
2020,18.40,12678,2020 UFA,1,0
2020,0.80,12656,2020 UFA,2,0
2020,1.77,14835,2020 1.15,4,0
2020,0.80,14940,2020 UFA,2,0
2020,1.70,10774,2020 UFA,1,0
2020,0.80,13240,2020 R/F,2,0
2020,0.66,13424,2019 UFA,1,0
2020,2,12589,2020 UFA,1,0
2020,27.98,12801,2020 NEFT,1,0
2020,0.80,13414,2020 R/F,2,0
2020,3.50,10729,2020 UFA,2,0
2020,1.09,13622,2018 4.01,2,0
2020,1.43,11795,2019 UFA,1,0
2020,4.57,14138,2019 1.05,3,0
2020,0.69,14849,2020 UDFA,3,0
2020,0.78,14260,2019 5.03,3,0
2020,0.80,13391,2020 UFA,1,0
2020,0.80,13755,2020 UFA,2,0
2020,0.80,14182,2020 UFA,2,0
2020,16.10,12677,2020 UFA,1,0
2020,31.94,11232,2020 EFT,1,0
2020,0.80,10277,2020 UFA,2,0
2020,3.93,12742,2020 EXT,4,0
2020,0.85,13684,2018 5.10,2,0
2020,0.80,9577,2020 UFA,1,0
2020,0.80,14966,2020 UFA,2,0
2020,0.80,9853,2020 UFA,2,0
2020,3.30,13223,2020 SRFA,3,0
2020,4.60,13138,2020 FRFA,4,0
2020,12.98,12221,2019 EXT,4,0
2020,1.30,14973,2020 UFA,1,0
2020,0.99,14116,2019 4.03,3,0
2020,0.80,11925,2020 R/F,2,0
2020,1.81,13680,2018 2.11,2,0
2020,1.57,13691,2018 3.01,2,0
2020,0.93,14783,2020 3.07,4,0
2020,1.80,11657,2020 UFA,1,0
2020,0.66,11382,2019 UFA,1,0
2020,2.10,12987,2020 UFA,1,0
2020,0.80,14420,2020 UFA,2,0
2020,5.40,10276,2020 UFA,1,0
2020,8.71,10749,2018 FRFA,1,0
2020,0.80,11957,2020 UFA,1,0
2020,1.43,12797,2019 UFA,1,0
2020,1.30,10766,2020 UFA,1,0
2020,1.30,12536,2020 UFA,2,0
2020,1.93,14121,2019 2.04,3,0
2020,3.10,12702,2020 B/R,2,0
2020,1.30,15016,2020 UFA,2,0
2020,0.80,9075,2020 UFA,2,0
2020,1.40,13738,2020 UFA,2,0
2020,1.30,13229,2020 UFA,2,0
2020,1.30,13917,2020 UFA,1,0
2020,3,13620,2020 UFA,2,0
2020,3.30,9861,2020 SRFA,1,0
2020,2.42,13593,2018 2.01,2,0
2020,1.30,12737,2020 UFA,2,0
2020,6.71,14073,2019 1.02,3,0
2020,2.30,13714,2018 2.02,2,0
2020,7.04,12305,2020 EXT,3,0
2020,1.30,13722,2020 UFA,2,0
2020,2.94,14836,2020 1.08,4,0
2020,1.01,14858,2020 3.01,4,0
2020,11.66,10722,2019 B/R,1,0
2020,2.10,10779,2020 UFA,1,0
2020,1.40,12707,2020 UFA,1,0
2020,4.98,9430,2020 EXT,3,0
2020,1.30,13288,2020 UFA,2,0
2020,4.06,14833,2020 1.05,4,0
2020,1.40,13702,2020 UFA,1,0
2020,1.32,12241,2019 UFA,1,0
2020,0.69,14853,2020 UDFA,2,0
2020,9.50,12171,2020 B/R,2,0
2020,1.54,14208,2019 2.12,3,0
2020,1.30,12157,2020 UFA,2,0
2020,0.66,13286,2019 UFA,1,0
2020,1.30,14924,2020 UFA,2,0
2020,3.85,13274,2019 SRFA,2,0
2020,3.51,13612,2018 1.10,2,0
2020,1.30,13387,2020 UFA,2,0
2020,0.80,13764,2020 UFA,2,0
2020,0.84,14864,2020 4.01,4,0
2020,0.80,14117,2020 UFA,2,0
2020,1.40,14095,2020 UFA,2,0
2020,1.40,13848,2020 UFA,1,0
2020,16.17,13319,2020 EXT,5,0
2020,1.20,14910,2020 UFA,1,0
2020,1.30,12268,2020 UFA,2,0
2020,5,10753,2020 SRFA,2,0
2020,2.54,12741,2018 ORFA,1,0
2020,1.30,11793,2020 UFA,2,0
2020,1.47,14059,2019 2.14,3,0
2020,15.10,12745,2020 UFA,1,0
2020,0.70,14164,2019 5.11,3,0
2020,0.80,12988,2020 UFA,2,0
2020,0.80,13264,2020 UFA,2,0
2020,28.50,10271,2019 EXT,1,0
2020,0.80,13748,2020 UFA,2,0
2020,9.80,10738,2020 UFA,2,0
2020,4.60,13606,2018 1.06,2,0
2020,0.80,13225,2020 UFA,2,0
2020,3.33,13176,2017 1.11,1,0
2020,13.20,10292,2020 UFA,2,0
2020,2.75,12717,2019 SRFA,1,0
2020,5.10,9904,2020 UFA,1,0
2020,0.80,13810,2020 UFA,1,0
2020,0.80,11742,2020 UFA,2,0
2020,0.66,12795,2020 ERFA,1,0
2020,1.30,11367,2020 UFA,2,0
2020,9.36,13132,2020 EXT,3,0
2020,0.75,14939,2020 6.03,4,0
2020,24,11244,2020 TToff,3,0
2020,0.83,14807,2020 4.04,4,0
2020,10.50,12239,2020 UFA,2,0
2020,0.66,9310,2019 UFA,1,0
2020,3.10,10280,2020 UFA,1,0
2020,1.40,13232,2020 UFA,1,0
2020,1.30,13250,2020 UFA,2,0
2020,1.14,14899,2020 2.11,4,0
2020,2.90,13633,2018 1.13,2,0
2020,2.75,11772,2019 SRFA,2,0
2020,0.66,13779,2019 R/F,1,0
2020,7.41,13299,2019 EXT,4,0
2020,0.80,11375,2020 UFA,2,0
2020,0.81,14867,2020 4.07,4,0
2020,0.55,14143,2020 UDFA,2,0
2020,0.66,13403,2019 UFA,1,0
2020,8.88,13164,2020 EXT,3,0
2020,1.50,12778,2020 EXT,4,0
2020,3.61,14832,2020 1.06,4,0
2020,1.40,12417,2020 UFA,1,0
2020,0.97,13700,2018 4.10,2,0
2020,13.20,11680,2019 B/R,2,0
2020,1.40,13388,2020 UFA,2,0
2020,4.92,11769,2019 EXT,4,0
2020,1.16,14159,2019 3.10,3,0
2020,1.40,13202,2020 UFA,2,0
2020,0.80,11806,2020 UFA,1,0
2020,1.40,12687,2020 UFA,1,0
2020,2.31,13632,2019 UFA,1,0
2020,1.30,7578,2020 UFA,2,0
2020,1.69,13733,2018 2.14,2,0
2020,1.30,10389,2020 UFA,2,0
2020,0.77,14932,2020 5.03,4,0
2020,0.80,13687,2020 UFA,2,0
2020,2.04,13614,2018 EXT,2,0
2020,4.60,12985,2020 FRFA,4,0
2020,1.51,14057,2019 2.13,3,0
2020,6.05,12187,2018 B/R,2,0
2020,0.80,14268,2020 UFA,2,0
2020,0.95,14782,2020 3.05,4,0
2020,0.80,14179,2020 UFA,2,0
2020,1.50,12956,2020 UFA,1,0
2020,10.54,11721,2020 EXT,3,0
2020,1.46,13234,2017 3.07,1,0
2020,0.80,14900,2020 UFA,3,0
2020,22.29,13116,2020 EXT,6,0
2020,0.69,14985,2020 UDFA,3,0
2020,1.40,12141,2020 UFA,2,0
2020,5.72,12788,2019 SRFA,2,0
2020,3.63,11313,2019 UFA,2,0
2020,1.06,14223,2019 3.15,3,0
2020,2.20,13252,2020 UFA,3,0
2020,3.27,13590,2018 1.11,2,0
2020,0.80,11491,2020 UFA,2,0
2020,18.04,13130,2019 EXT,3,0
2020,1.30,12311,2020 UFA,2,0
2020,1.80,9846,2020 UFA,1,0
2020,0.80,9899,2020 UFA,2,0
2020,0.80,9448,2020 UFA,2,0
2020,0.84,14804,2020 4.02,4,0
2020,1.30,13205,2020 UFA,2,0
2020,4.84,12272,2018 ORFA,1,0
2020,0.86,14908,2020 3.15,4,0
2020,1.32,11761,2019 UFA,1,0
2020,1.32,13108,2019 UFA,1,0
2020,0.97,14109,2019 4.04,3,0
2020,1.30,11017,2020 UFA,2,0
2020,0.80,11947,2020 R/F,2,0
2020,0.80,10143,2020 R/F,2,0
2020,1.30,11374,2020 UFA,2,0
2020,3.25,14102,2019 1.09,3,0
2020,1.30,14127,2020 UFA,2,0
2020,3.75,13607,2018 1.09,1,0
2020,3.30,13307,2020 SRFA,3,0
2020,2.06,13639,2018 2.06,2,0
2020,0.66,14280,2019 UFA,2,0
2020,1.50,10267,2020 B/R,2,0
2020,0.66,12716,2019 UFA,1,0
2020,1.36,14846,2020 2.05,4,0
2020,0.55,14067,2019 UDFA,2,0
2020,1.30,11883,2020 UFA,2,0
2020,2.12,13131,2019 EXT,5,0
2020,3.77,14071,2019 1.07,3,0
2020,0.69,14974,2020 UDFA,3,0
2020,3.99,13635,2018 1.08,2,0
2020,1.30,13348,2020 UFA,2,0
2020,0.66,13470,2020 ERFA,1,0
2020,0.55,14239,2020 ERFA,1,0
2020,0.80,14293,2020 UFA,2,0
2020,1.30,13426,2020 UFA,2,0
2020,9.20,11728,2020 B/R,2,0
2020,0.69,14869,2020 UDFA,3,0
2020,1.07,14798,2020 2.14,4,0
2020,0.99,12447,2019 UFA,1,0
2020,0.66,14181,2019 UFA,2,0
2020,0.80,11709,2020 UFA,1,0
2020,1.60,14889,2020 2.01,4,0
2020,7.95,14056,2019 1.01,3,0
2020,3.10,11390,2020 UFA,2,0
2020,0.69,14938,2020 UDFA,3,0
2020,0.80,12437,2020 UFA,2,0
2020,5.10,12736,2020 EXT,4,0
2020,1.40,14722,2020 UFA,2,0
2020,0.80,12291,2020 UFA,2,0
2020,10.29,10273,2018 B/R,1,0
2020,2.75,12756,2019 SRFA,3,0
2020,0.80,13777,2020 UFA,1,0
2020,0.80,15171,2020 UFA,1,0
2020,7.83,13192,2018 EXT,3,0
2020,0.66,13745,2019 UFA,1,0
2020,1.30,10851,2020 UFA,2,0
2020,1.50,13704,2020 UFA,1,0
2020,0.80,11840,2020 UFA,1,0
2020,0.80,13343,2020 R/F,2,0
2020,1.98,12691,2019 ORFA6,2,0
2020,2.42,13265,2019 EXT,2,0
2020,0.80,14218,2020 UFA,2,0
2020,0.89,14902,2020 3.11,4,0
2020,0.79,14929,2020 4.13,3,0
2020,0.80,12948,2020 R/F,2,0
2020,1.40,14873,2020 UFA,1,0
2020,2.55,14158,2019 1.13,3,0
2020,0.61,13709,2020 ERFA,1,0
2020,1.08,14209,2019 3.14,3,0
2020,3,8687,2020 UFA,1,0
2020,0.80,13813,2020 R/F,2,0
2020,1.30,12782,2020 UFA,2,0
2020,0.80,14245,2020 UFA,2,0
2020,0.74,14096,2019 5.07,3,0
2020,1.57,12176,2018 UFA,1,0
2020,0.80,11966,2020 UFA,1,0
2020,0.76,14871,2020 5.08,4,0
2020,0.80,12835,2020 UFA,2,0
2020,1.30,13488,2020 UFA,2,0
2020,1.57,13723,2018 3.03,2,0
2020,0.80,14989,2020 UFA,3,0
2020,5.08,13608,2018 1.05,2,0
2020,0.80,14857,2020 4.11,4,0
2020,10,13231,2020 UFA,1,0
2020,0.78,14806,2020 4.16,4,0
2020,1.32,12197,2019 UFA,1,0
2020,5.40,12245,2020 UFA,1,0
2020,3,8658,2020 UFA,1,0
2020,1.50,12088,2020 UFA,1,0
2020,0.74,14890,2020 6.12,3,0
2020,1.32,12229,2019 UFA,1,0
2020,0.80,14824,2020 UFA,2,0
2020,0.80,12952,2020 UFA,2,0
2020,16.10,9833,2020 UFA,1,0
2020,1.47,14842,2020 2.03,4,0
2020,0.55,14085,2019 UDFA,1,0
2020,1.30,12938,2020 UFA,2,0
2020,1.91,11317,2018 EXT,1,0
2020,0.85,14210,2019 4.13,3,0
2020,6.60,12620,2019 FRFA,3,0
2020,1.30,14848,2020 UFA,3,0
2020,0.66,12126,2019 UFA,1,0
2020,1.53,14896,2020 2.02,4,0
2020,3.51,12711,2018 ORFA,3,0
2020,5.50,12735,2019 ORFA3,3,0
2020,0.83,14186,2019 4.15,3,0
2020,0.80,13066,2020 UFA,1,0
2020,4.20,12802,2020 UFA,3,0
2020,1.68,14839,2020 1.16,4,0
2020,4.93,13245,2017 1.06,1,0
2020,0.80,13774,2020 UFA,2,0
2020,3.30,12698,2020 SRFA,3,0
2020,2.20,11248,2020 UFA,1,0
2020,3,14672,2020 UFA,2,0
2020,1.33,13717,2018 3.11,2,0
2020,0.55,14123,2019 UDFA,2,0
2020,1.32,13168,2019 UFA,1,0
2020,1.40,11314,2020 UFA,2,0
2020,2.20,11283,2019 B/R,1,0
2020,2.54,13629,2018 1.16,2,0
2020,23.10,7394,2019 UFA,1,0
2020,2.10,12697,2020 UFA,2,0
2020,12.10,11678,2019 B/R,2,0
2020,1.30,14960,2020 UFA,2,0
2020,0.66,12785,2019 R/F,1,0
2020,0.74,14813,2020 6.16,4,0
2020,0.80,11735,2020 UFA,2,0
2020,15.08,7836,2019 EXT,4,0
2020,1.30,11785,2020 UFA,2,0
2020,15.30,7401,2020 UFA,2,0
2020,1.40,13591,2020 UFA,1,0
2020,3.60,13155,2017 1.10,1,0
2020,0.66,12275,2020 ERFA,1,0
2020,0.80,14981,2020 UFA,3,0
2020,0.80,10312,2020 UFA,2,0
2020,2.12,14834,2020 1.12,4,0
2020,1.40,11316,2020 UFA,1,0
2020,18.20,9099,2020 FRFA,3,0
2020,3,14146,2020 UFA,1,0
2020,3.31,13157,2019 EXT,3,0
2020,1.81,14136,2019 2.06,3,0
2020,8.20,9918,2020 UFA,1,0
2020,0.80,13832,2020 UFA,2,0
2020,4.14,14079,2019 1.06,3,0
2020,1.30,11945,2020 UFA,2,0
2020,1.19,14197,2019 3.08,3,0
2020,4.60,12768,2020 FRFA,3,0
2020,1.30,13772,2020 UFA,2,0
2020,0.66,13814,2019 UFA,1,0
2020,0.80,14228,2020 UFA,1,0
2020,0.66,12226,2019 UFA,1,0
2020,1.23,14838,2020 2.08,4,0
2020,5.40,12658,2020 ORFA1,3,0
2020,6.49,11333,2019 UFA,1,0
2020,1.30,13839,2020 UFA,2,0
2020,1.99,14887,2020 1.13,4,0
2020,1.22,14163,2019 3.07,3,0
2020,1.45,12767,2018 UFA,1,0
2020,0.66,11273,2020 ERFA,1,0
2020,1.30,13895,2020 UFA,2,0
2020,1.44,14080,2019 2.15,3,0
2020,1.30,14412,2020 UFA,2,0
2020,0.80,10379,2020 UFA,1,0
2020,0.55,14122,2019 UDFA,2,0
2020,1.32,14141,2019 3.03,3,0
2020,1.30,10274,2020 UFA,1,0
