season,contractInfo,contractYear,salary,id,conference
2021,2020 UFA,1,0.88,13764,0
2021,2020 4.01,3,0.92,14864,0
2021,2021 UFA,1,0.90,14095,0
2021,2021 UFA,2,1.30,13848,0
2021,2020 EXT,4,17.79,13319,0
2021,2021 UFA,1,0.90,14910,0
2021,2020 UFA,1,1.43,12268,0
2021,2020 SRFA,1,5.50,10753,0
2021,2021 UFA,3,6,12741,0
2021,2021 EXT,4,2.27,13332,0
2021,2019 2.14,2,1.62,14059,0
2021,2021 ORFA2,1,16.60,12745,0
2021,2019 5.11,2,0.77,14164,0
2021,2021 4.07,3,0.85,15404,0
2021,2021 UFA,2,16.60,10271,0
2021,2020 UFA,1,0.88,13748,0
2021,2021 1.14,4,2,15241,0
2021,2021 UFA,1,1.20,10738,0
2021,2021 UFA,1,0.90,15618,0
2021,2021 UFA,1,1.20,13606,0
2021,2021 UFA,1,0.90,13225,0
2021,2021 UFA,2,1.90,14828,0
2021,2021 UFA,1,0.90,13176,0
2021,2021 4.09,4,0.84,15330,0
2021,2021 B/R,2,5.50,10292,0
2021,2021 5.13,4,0.78,15383,0
2021,2021 RRFA,2,2.60,9904,0
2021,2021 ERFA,1,0.90,13810,0
2021,2021 SRFA,2,3.40,12795,0
2021,2020 EXT,2,10.30,13132,0
2021,2021 UFA,1,0.90,12720,0
2021,2020 TToff,2,26.40,11244,0
2021,2021 EXT,2,11.55,12239,0
2021,2021 UFA,1,1.30,13232,0
2021,2020 2.11,3,1.25,14899,0
2021,2021 EXT,4,11.77,13633,0
2021,2021 UFA,1,0.90,11772,0
2021,2019 EXT,3,8.15,13299,0
2021,2020 4.07,3,0.89,14867,0
2021,2019 UDFA,1,0.61,14143,0
2021,2021 ERFA,1,0.90,13403,0
2021,2021 UFA,1,0.90,15395,0
2021,2021 R/F,2,0.90,13262,0
2021,2020 EXT,2,9.77,13164,0
2021,2020 1.06,3,3.97,14832,0
2021,2021 1.02,4,6.30,15240,0
2021,2018 4.10^,1,2.18,13700,0
2021,2021 B/R,2,12,11680,0
2021,2021 UFA,1,2,13224,0
2021,2019 EXT,3,5.41,11769,0
2021,2019 3.10,2,1.28,14159,0
2021,2021 1.01,4,7.45,15237,0
2021,2021 EXT,3,3.58,13632,0
2021,2020 UFA,1,1.43,7578,0
2021,2021 EXT,4,14.08,13733,0
2021,2021 UFA,1,0.90,13227,0
2021,2021 UFA,1,0.90,8269,0
2021,2020 5.03,3,0.85,14932,0
2021,2020 FRFA,3,5.06,12985,0
2021,2019 2.13,2,1.66,14057,0
2021,2021 EXT,4,10.04,12187,0
2021,2021 UFA,1,0.90,14268,0
2021,2021 4.05,3,0.86,15334,0
2021,2021 UFA,1,0.90,15461,0
2021,2020 3.05,3,1.04,14782,0
2021,2021 UFA,1,1.20,14179,0
2021,2021 UFA,1,0.90,12791,0
2021,2021 UFA,1,0.90,13952,0
2021,2020 EXT,2,11.59,11721,0
2021,2021 UFA,1,0.90,13767,0
2021,2021 UFA,1,0.90,14900,0
2021,2020 EXT,5,24.52,13116,0
2021,2021 2.04,4,1.54,15308,0
2021,2021 UFA,1,0.90,11383,0
2021,2021 UFA,1,1.20,12788,0
2021,2019 UFA,1,3.99,11313,0
2021,2019 3.15,2,1.17,14223,0
2021,2020 UFA,2,2.42,13252,0
2021,2021 EXT,5,6.37,13590,0
2021,2020 UFA,1,0.88,11491,0
2021,2019 EXT,2,19.84,13130,0
2021,2020 UFA,1,1.43,12311,0
2021,2021 UFA,1,0.90,9846,0
2021,2020 4.02,3,0.92,14804,0
2021,2021 UFA,1,0.90,13313,0
2021,2020 3.15,3,0.95,14908,0
2021,2021 UFA,2,1.30,13108,0
2021,2021 UFA,1,0.90,14717,0
2021,2019 4.04,2,1.07,14109,0
2021,2021 UFA,1,1.30,11017,0
2021,2020 R/F,1,0.88,11947,0
2021,2021 5.09,4,0.79,15390,0
2021,2021 5.12,4,0.78,15368,0
2021,2019 1.09,2,3.58,14102,0
2021,2020 UFA,1,1.43,14127,0
2021,2021 UFA,1,1.50,13607,0
2021,2020 SRFA,2,3.63,13307,0
2021,2021 EXT,3,2.09,10267,0
2021,2021 EXT,3,6.62,15252,0
2021,2020 2.05,3,1.50,14846,0
2021,2021 UFA,1,0.90,14067,0
2021,2021 5.01,3,0.80,15263,0
2021,2020 UFA,1,1.43,11883,0
2021,2019 EXT,4,2.33,13131,0
2021,2021 2.11,4,1.26,15365,0
2021,2021 5.02,4,0.80,15402,0
2021,2021 4.08,4,0.84,15243,0
2021,2019 1.07,2,4.15,14071,0
2021,2020 UDFA,2,0.76,14974,0
2021,2018 1.08,1,4.39,13635,0
2021,2021 1.13,4,2.12,15288,0
2021,2021 UFA,3,3,13470,0
2021,2021 1.16,4,1.81,15283,0
2021,2021 UFA,1,0.90,13270,0
2021,2021 UFA,1,0.90,14239,0
2021,2021 UFA,1,0.90,9596,0
2021,2020 B/R*,2,9.20,11728,0
2021,2020 2.14,3,1.18,14798,0
2021,2021 UFA,1,0.90,12447,0
2021,2021 R/F,2,0.90,14180,0
2021,2020 2.01,3,1.76,14889,0
2021,2019 1.01,2,8.75,14056,0
2021,2021 UFA,1,0.90,12437,0
2021,2021 5.14,4,0.78,15367,0
2021,2020 UFA,1,0.88,12291,0
2021,2021 4.03,4,0.87,15375,0
2021,2021 UFA,1,1.20,10273,0
2021,2019 SRFA,2,3.03,12756,0
2021,2021 UFA,1,0.90,13777,0
2021,2021 5.05,4,0.79,15435,0
2021,2018 EXT,2,8.61,13192,0
2021,2021 UFA,1,1.30,10851,0
2021,2021 UFA,1,0.90,13704,0
2021,2021 UFA,1,0.90,11840,0
2021,2021 UFA,1,0.90,12330,0
2021,2021 4.18,3,0.81,15386,0
2021,2021 UDFA,3,0.73,15393,0
2021,2021 UFA,1,0.90,13939,0
2021,2019 ORFA6,1,2.18,12691,0
2021,2021 UFA,1,0.90,13148,0
2021,2019 EXT,1,2.66,13265,0
2021,2021 3.01,4,1.11,15385,0
2021,2021 EXT,4,3.82,14218,0
2021,2021 UFA,1,0.90,14929,0
2021,2021 UFA,1,1,12948,0
2021,2021 UFA,1,0.90,14873,0
2021,2019 1.13,2,2.81,14158,0
2021,2020 R/F,1,0.88,13813,0
2021,2021 3.16,4,0.92,15382,0
2021,2020 UFA,1,1.43,12782,0
2021,2021 UFA,1,0.90,14245,0
2021,2021 UFA,1,1.20,14977,0
2021,2021 3.19,4,0.90,15388,0
2021,2021 2.15,4,1.15,15378,0
2021,2021 2.08,4,1.36,15351,0
2021,2021 UFA,1,0.90,13051,0
2021,2021 3.08,4,1,15319,0
2021,2021 UFA,1,0.90,15546,0
2021,2021 SRFA,4,3.40,12176,0
2021,2021 1.12,4,2.25,15350,0
2021,2020 UFA,1,1.43,13488,0
2021,2021 UFA,1,0.90,13377,0
2021,2021 UFA,1,1.20,11225,0
2021,2021 UDFA,3,0.73,15260,0
2021,2021 UFA,1,0.90,15369,0
2021,2021 2.10,4,1.29,15345,0
2021,2018 3.03^,1,3.38,13723,0
2021,2018 1.05,1,5.59,13608,0
2021,2020 4.11,3,0.88,14857,0
2021,2021 UFA,1,0.90,13231,0
2021,2021 UFA,1,0.90,13133,0
2021,2021 3.17,3,0.91,15400,0
2021,2021 UFA,3,2,12197,0
2021,2021 UFA,1,1.30,12238,0
2021,2021 UFA,4,1.30,12245,0
2021,2021 UFA,1,1.90,12088,0
2021,2021 UFA,1,1.20,13693,0
2021,2021 2.09,4,1.32,15349,0
2021,2021 UFA,1,0.90,12229,0
2021,2021 UFA,1,0.90,9833,0
2021,2020 2.03,3,1.62,14842,0
2021,2021 1.04,4,4.72,15329,0
2021,2021 ERFA,1,0.90,14085,0
2021,2021 EXT,3,6.10,11317,0
2021,2019 4.13,2,0.94,14210,0
2021,2021 EXT,6,20.85,12620,0
2021,2021 UFA,1,0.90,13863,0
2021,2020 2.02,3,1.68,14896,0
2021,2021 UFA,1,0.90,10269,0
2021,2018 ORFA,2,3.86,12711,0
2021,2021 B/R,3,1.30,12735,0
2021,2019 4.15,2,0.91,14186,0
2021,2021 UFA,1,0.90,13066,0
2021,2021 UFA,1,1.20,12802,0
2021,2020 1.16,3,1.85,14839,0
2021,2021 UFA,2,5.30,13245,0
2021,2021 UFA,1,1.30,13774,0
2021,2021 R/F,2,0.90,14384,0
2021,2020 UFA,1,3.30,14672,0
2021,2021 UFA,1,1.20,13293,0
2021,2021 UFA,1,1,13717,0
2021,2019 UDFA,1,0.61,14123,0
2021,2021 UFA,1,1.20,14727,0
2021,2021 UFA,1,0.90,13168,0
2021,2021 5.16,3,0.78,15399,0
2021,2021 UFA,1,0.90,11283,0
2021,2021 B/R,4,20.50,13629,0
2021,2021 R/F,2,0.90,12831,0
2021,2020 UFA,1,2.31,12697,0
2021,2021 UFA,1,7,11678,0
2021,2020 6.16,3,0.81,14813,0
2021,2021 UFA,1,1.20,15472,0
2021,2019 EXT,3,16.59,7836,0
2021,2021 2.16,4,1.13,15297,0
2021,2021 UFA,1,6.70,7401,0
2021,2021 UDFA,3,0.73,15272,0
2021,2021 3.02,4,1.09,15346,0
2021,2021 UFA,1,3,12275,0
2021,2021 RRFA,1,5,11316,0
2021,2021 B/R,2,18,9099,0
2021,2021 UDFA,3,0.73,15408,0
2021,2021 4.23,3,0.80,15384,0
2021,2019 EXT,2,3.64,13157,0
2021,2019 2.06,2,1.99,14136,0
2021,2021 UFA,1,0.90,13431,0
2021,2021 RRFA,1,3,9918,0
2021,2019 1.06,2,4.55,14079,0
2021,2019 3.08,2,1.31,14197,0
2021,2020 FRFA,2,5.06,12768,0
2021,2021 EXT,4,4.91,13772,0
2021,2021 5.04,4,0.79,15296,0
2021,2021 UFA,1,1.30,13814,0
2021,2021 2.02,4,1.66,15257,0
2021,2020 2.08,3,1.35,14838,0
2021,2021 UFA,1,1.40,12658,0
2021,2021 UFA,1,0.90,13893,0
2021,2021 UDFA,3,0.73,15428,0
2021,2021 EXT,3,3.15,13839,0
2021,2021 UFA,1,1.30,12381,0
2021,2020 1.13,3,2.19,14887,0
2021,2019 3.07,2,1.34,14163,0
2021,2021 SRFA,3,3.40,12767,0
2021,2019 2.15,2,1.58,14080,0
2021,2021 UFA,1,1,14412,0
2021,2021 UFA,1,1.10,11348,0
2021,2019 UDFA,1,0.61,14122,0
2021,2019 3.03,2,1.45,14141,0
2021,2021 1.10,4,2.59,15282,0
2021,2021 5.07,3,0.79,15411,0
2021,2021 UFA,2,3,10783,0
2021,2021 UFA,1,0.90,10294,0
2021,2020 EXT,4,3.67,13193,0
2021,2021 UFA,1,1.20,12270,0
2021,2018 1.12,1,3.33,13696,0
2021,2020 UFA,2,1.54,12301,0
2021,2018 FRFA,2,5.32,13156,0
2021,2021 UFA,1,1.20,13267,0
2021,2021 UFA,1,0.90,13676,0
2021,2020 UFA,1,1.54,14956,0
2021,2020 UFA,1,0.88,11956,0
2021,2021 3.09,4,0.99,15287,0
2021,2021 B/R,2,17.10,9431,0
2021,2021 4.21,4,0.80,15430,0
2021,2021 4.10,4,0.84,15259,0
2021,2020 UFA,1,1.43,13298,0
2021,2021 5.08,4,0.79,15377,0
2021,2021 UFA,1,0.90,14979,0
2021,2021 UFA,2,3.10,9815,0
2021,2021 4.02,3,0.87,15353,0
2021,2021 3.05,4,1.04,15362,0
2021,2018 2.04,1,2.40,13630,0
2021,2020 UFA,1,1.54,13690,0
2021,2019 2.11,2,1.74,14148,0
2021,2020 1.11,3,2.51,14797,0
2021,2020 1.03,3,5.82,14778,0
2021,2020 EXT,2,9.49,10697,0
2021,2020 4.05,3,0.90,14923,0
2021,2020 1.01,3,7.96,14802,0
2021,2021 UFA,1,0.90,10413,0
2021,2020 5.14,3,0.83,14918,0
2021,2020 FRFA,2,11.00,11938,0
2021,2020 UFA,1,1.43,11647,0
2021,2021 UFA,1,7.10,12652,0
2021,2021 UFA,1,0.90,13953,0
2021,2021 UFA,1,0.90,14518,0
2021,2020 UFA,3,9.57,12231,0
2021,2019 3.12,2,1.22,14207,0
2021,2019 3.09,2,1.30,14161,0
2021,2021 UFA,3,2,13260,0
2021,2021 2.05,4,1.49,15289,0
2021,2021 EXT,3,7.30,13427,0
2021,2021 UFA,1,0.90,15051,0
2021,2021 4.16,3,0.82,15242,0
2021,2020 4.10,3,0.88,14870,0
2021,2021 UFA,1,0.90,12645,0
2021,2021 4.17,4,0.81,15332,0
2021,2021 3.14,4,0.94,15379,0
2021,2021 UFA,1,2.70,10976,0
2021,2019 ORFAN,1,5.93,11707,0
2021,2021 3.15,4,0.93,15376,0
2021,2020 5.01,3,0.86,14925,0
2021,2019 ORFAN,1,2.06,12317,0
2021,2021 RRFA,3,3,13793,0
2021,2020 UFA,1,1.43,14249,0
2021,2021 UFA,2,1.30,11723,0
2021,2018 2.10,1,2.13,13727,0
2021,2021 UFA,1,0.90,12680,0
2021,2020 2.06,3,1.44,14810,0
2021,2021 EXT,3,1.86,13692,0
2021,2020 UFA,2,2.20,12762,0
2021,2021 1.09,4,2.81,15284,0
2021,2021 B/R,1,11,10775,0
2021,2020 UFA,1,5.28,13306,0
2021,2020 SRFA,2,3.63,13747,0
2021,2021 EXT,2,12.76,12263,0
2021,2021 UFA,1,0.90,13920,0
2021,2021 UFA,1,1,13707,0
2021,2021 EXT,5,5.06,13743,0
2021,2021 UFA,1,0.90,13631,0
2021,2021 UFA,1,1,11670,0
2021,2019 EXT,4,10.07,13113,0
2021,2021 UFA,1,1.60,10272,0
2021,2021 EXT,5,16.67,13214,0
2021,2021 UFA,1,0.90,11985,0
2021,2021 4.20,3,0.81,15347,0
2021,2019 EXT,3,10.60,12610,0
2021,2021 2.14,4,1.18,15387,0
2021,2019 1.11,2,3.14,14168,0
2021,2020 UFA,2,3.41,11747,0
2021,2020 UFA,1,1.32,13762,0
2021,2021 TT,1,5.94,13249,0
2021,2021 UFA,1,1,13760,0
2021,2019 3.04,2,1.43,14162,0
2021,2021 B/R,1,2.50,11886,0
