season,id,salary,contractYear,contractInfo,conference
2023,15821,2.08,3,2022 2.02,1
2023,16204,1.13,4,2023 3.06,1
2023,14907,6.11,2,2023 oEXT,1
2023,16385,0.90,1,2023 UFA,1
2023,16314,0.81,1,2023 UDFA,1
2023,16265,0.87,4,2023 5.13,1
2023,16278,0.81,3,2023 UDFA,1
2023,15979,0.90,1,2023 UFA,1
2023,13782,3.39,2,2021 EXT,1
2023,12349,1.40,1,2023 UFA,1
2023,12186,27.50,1,2022 UFA,1
2023,14903,4.30,1,2020 6.04^,1
2023,14805,1.36,1,2020 2.16,1
2023,14800,3.91,1,2020 1.08,1
2023,13119,0.90,1,2023 UFA,1
2023,14472,1.50,1,2023 UFA,1
2023,11757,12.64,1,2022 iEXT,1
2023,15755,1.85,3,2022 2.05,1
2023,15779,0.95,3,2022 4.18,1
2023,16342,1.10,1,2023 UFA,1
2023,13281,1.54,1,2022 UFA,1
2023,14823,0.90,1,2023 UFA,1
2023,16187,1.18,4,2023 3.03,1
2023,14921,4.30,1,2023 SRFA,1
2023,15797,1.02,3,2022 4.05,1
2023,15888,0.90,2,2023 R/F,1
2023,15851,1.44,3,2022 2.14,1
2023,13294,1.40,1,2023 UFA,1
2023,13726,5.81,1,2021 FRFA,1
2023,13716,1.40,1,2023 UFA,1
2023,13697,6.50,1,2023 UFA,1
2023,13850,2.18,1,2021 UFA,1
2023,14322,4.06,1,2022 oEXT,1
2023,14803,0.90,1,2023 UFA,1
2023,13404,31.10,1,2023 UFA,1
2023,15847,0.96,3,2022 4.16,1
2023,13806,0.99,1,2023 ERFA,1
2023,12625,0.90,1,2023 UFA,1
2023,13303,0.90,2,2023 R/F,1
2023,14303,0.90,2,2023 R/F,1
2023,15862,0.90,3,2022 5.16,1
2023,13189,1.57,1,2021 UFA,1
2023,14879,1.10,1,2023 UFA,1
2023,15253,2.73,2,2021 1.12,1
2023,16351,0.86,4,2023 5.25,1
2023,11671,13.50,3,2023 UFA,1
2023,16163,0.87,3,2023 5.11,1
2023,13236,3.17,1,2019 EXT,1
2023,12860,1.50,4,2023 iEXT,1
2023,14137,3.20,1,2023 UFA,1
2023,15799,0.90,2,2023 R/F,1
2023,15238,7.62,2,2021 1.02,1
2023,13713,6.60,1,2022 UFA,1
2023,9064,0.90,1,2023 UFA,1
2023,16190,2.65,4,2023 1.11,1
2023,12734,4.39,1,2022 SRFA,1
2023,8851,0.90,1,2023 UFA,1
2023,16253,0.95,4,2023 4.06,1
2023,15713,0.97,3,2022 4.13,1
2023,13339,0.90,1,2023 UFA,1
2023,13134,0.99,1,2023 ERFA,1
2023,15437,4.39,2,2023 oEXT,1
2023,16260,0.88,4,2023 5.04,1
2023,12217,2.42,1,2021 UFA,1
2023,15032,0.90,1,2023 UFA,1
2023,13085,1.50,3,2023 UFA,1
2023,13837,5.57,2,2022 iEXT,1
2023,13617,1.40,1,2023 UFA,1
2023,15331,1.53,2,2021 2.11,1
2023,14991,4.07,1,2022 UFA,1
2023,12714,1.56,2,2023 oEXT,1
2023,14904,1.50,1,2023 UFA,1
2023,14237,0.90,1,2023 UFA,1
2023,15255,1.01,2,2021 4.01,1
2023,13646,4.64,2,2021 EXT,1
2023,13888,1.50,1,2023 UFA,1
2023,15833,1.08,2,2022 3.17,1
2023,14224,7.77,1,2023 NEFT,1
2023,13198,10.32,3,2020 EXT,1
2023,14149,6.68,3,2022 iEXT,1
2023,14244,1.50,1,2023 UFA,1
2023,14926,2.74,1,2020 2.08^,1
2023,16162,5.18,4,2023 1.04,1
2023,14852,1.47,1,2020 2.12,1
2023,15957,0.91,3,2022 5.11,1
2023,14489,0.90,1,2023 UFA,1
2023,15499,0.90,1,2023 UFA,1
2023,14982,0.90,1,2023 UFA,1
2023,10789,0.90,1,2023 UFA,1
2023,11010,0.99,1,2023 ERFA,1
2023,13317,0.90,1,2023 UFA,1
2023,13163,18.70,3,2022 B/R,1
2023,13674,9.17,2,2021 EXT,1
2023,12611,6.03,1,2019 EXT,1
2023,16251,0.95,4,2023 4.05,1
2023,15852,0.91,3,2022 5.10,1
2023,14405,0.99,1,2023 ERFA,1
2023,15419,0.88,1,2021 UDFA,1
2023,15381,1.32,2,2021 3.02,1
2023,15337,0.90,1,2023 UFA,1
2023,14882,4.79,2,2022 oEXT,1
2023,14247,3.94,3,2023 iEXT,1
2023,12215,0.90,1,2023 UFA,1
2023,14878,0.90,1,2023 UFA,1
2023,16444,0.90,1,2023 UFA,1
2023,10457,0.99,1,2022 R/F,1
2023,15708,9.64,3,2022 1.01,1
2023,16235,0.88,4,2023 5.06,1
2023,15812,1.07,3,2022 3.19,1
2023,12976,0.90,1,2023 UFA,1
2023,14930,0.99,1,2023 ERFA,1
2023,15834,2.85,3,2022 1.12,1
2023,14113,0.90,1,2023 UFA,1
2023,12764,7.38,1,2023 oEXT,1
2023,13204,1.54,2,2022 UFA,1
2023,15823,1.13,3,2022 3.13,1
2023,14075,2.50,1,2023 UFA,1
2023,14716,0.90,1,2023 UFA,1
2023,15254,5.05,2,2021 1.05,1
2023,11872,0.90,1,2023 UFA,1
2023,16341,0.90,1,2023 UFA,1
2023,16458,0.90,1,2023 UFA,1
2023,14905,0.90,1,2023 UFA,1
2023,13284,2.66,2,2023 UFA,1
2023,16280,1.29,4,2023 2.14,1
2023,12626,15,2,2023 RRFA,1
2023,12676,3,1,2023 B/R,1
2023,14779,11.71,6,2023 iEXT,1
2023,15271,0.96,1,2021 4.20,1
2023,16303,0.93,4,2023 4.10,1
2023,10266,12.80,1,2023 NEFT,1
2023,12287,4.50,2,2023 oEXT,1
2023,12678,2.53,1,2022 UFA,1
2023,16333,0.81,3,2023 UDFA,1
2023,14835,16.02,3,2023 iEXT,1
2023,14940,6.01,3,2023 FRFA,1
2023,13742,6.73,2,2023 oEXT,1
2023,15836,1.16,3,2022 3.11,1
2023,14086,1.50,1,2023 UFA,1
2023,13424,4.30,1,2023 SRFA,1
2023,12801,43.38,1,2023 oEXT,1
2023,13414,2.54,1,2021 UFA,1
2023,15441,1.40,1,2023 UFA,1
2023,14138,9.64,1,2022 iEXT,1
2023,15565,0.90,2,2023 R/F,1
2023,14260,4.30,3,2023 SRFA,1
2023,15366,1.24,2,2021 3.06,1
2023,14182,1.40,1,2023 UFA,1
2023,16151,1.64,4,2023 2.05,1
2023,12677,0.90,1,2023 UFA,1
2023,11232,12.40,1,2023 UFA,1
2023,11387,1.10,1,2023 UFA,1
2023,15361,1.10,2,2021 3.17,1
2023,15928,0.90,1,2023 UFA,1
2023,12742,5.81,1,2021 EXT,1
2023,15693,1.38,3,2022 2.16,1
2023,15261,0.98,2,2021 4.10,1
2023,13684,6.81,2,2021 EXT,1
2023,14370,0.90,1,2023 UFA,1
2023,15452,0.95,2,2021 5.12,1
2023,16180,0.93,4,2023 4.09,1
2023,13223,3.96,1,2022 UFA,1
2023,12221,12.71,1,2021 B/R,1
2023,14783,4.30,1,2020 4.04^,1
2023,15805,3.29,3,2022 1.10,1
2023,16201,0.81,3,2023 UDFA,1
2023,16183,1.24,4,2023 2.16,1
2023,11382,1.40,1,2023 UFA,1
2023,16285,0.90,4,2023 4.16,1
2023,16207,0.87,4,2023 5.09,1
2023,13738,2.54,1,2021 B/R,1
2023,15811,0.97,1,2022 4.14,1
2023,13917,1.40,1,2023 UFA,1
2023,9861,0.90,1,2023 UFA,1
2023,13593,10.13,2,2021 EXT,1
2023,14252,0.90,1,2023 UFA,1
2023,14073,25.10,1,2023 UFA,1
2023,13714,5.35,3,2021 EXT,1
2023,12305,5.20,1,2021 EXT,1
2023,14836,3.04,1,2020 1.11+,1
2023,14858,1.21,1,2020 3.09,1
2023,11286,0.90,1,2023 UFA,1
2023,13288,7.10,1,2023 UFA,1
2023,14894,2.59,2,2023 iEXT,1
2023,14833,7.04,1,2020 1.03,1
2023,13702,1.54,2,2022 UFA,1
2023,16246,0.81,3,2023 UDFA,1
2023,12700,2.53,1,2022 UFA,1
2023,16277,0.81,3,2023 UDFA,1
2023,14208,9.12,2,2023 UFA,1
2023,15809,2.67,3,2022 1.13,1
2023,14861,4.30,2,2023 SRFA,1
2023,16175,1.02,4,2023 3.15,1
2023,13764,1.60,1,2023 UFA,1
2023,13848,1.98,1,2022 UFA,1
2023,16188,3.69,4,2023 1.07,1
2023,13319,26.65,1,2023 NEFT,1
2023,14910,1.40,1,2023 UFA,1
2023,16203,0.90,4,2023 4.17,1
2023,12741,9.18,3,2023 iEXT,1
2023,13332,0.90,1,2023 UFA,1
2023,14059,1,1,2023 UFA,1
2023,14164,2.78,3,2023 oEXT,1
2023,15404,1.00,2,2021 4.06,1
2023,13748,0.90,2,2023 R/F,1
2023,15241,2.92,2,2021 1.11,1
2023,13176,4.30,2,2023 SRFA,1
2023,15330,1.50,1,2023 UFA,1
2023,10292,7.40,1,2023 UFA,1
2023,15871,0.85,2,2022 UDFA,1
2023,13810,5.32,2,2023 UFA,1
2023,12795,4.68,2,2021 EXT,1
2023,13132,7.02,3,2023 UFA,1
2023,16254,1.45,4,2023 2.09,1
2023,15808,2.39,3,2022 1.15,1
2023,13301,0.90,2,2023 R/F,1
2023,12720,2.47,2,2023 UFA,1
2023,11244,25,3,2023 NEFToff,1
2023,12239,6,1,2023 UFA,1
2023,16213,3.08,4,2023 1.09,1
2023,13232,0.90,1,2023 UFA,1
2023,13633,18.21,2,2022 iEXT,1
2023,13299,15,3,2023 B/R,1
2023,14867,1.08,1,2020 4.08,1
2023,14143,8,1,2023 RRFA,1
2023,16016,1.50,2,2023 oEXT,1
2023,13403,0.90,1,2023 UFA,1
2023,15395,0.90,1,2023 UFA,1
2023,16222,0.91,4,2023 4.14,1
2023,13164,9.68,1,2021 UFA,1
2023,16214,1.83,4,2023 2.02,1
2023,14832,18.52,5,2023 iEXT,1
2023,15240,3.71,2,2021 1.08,1
2023,16013,0.90,1,2023 UFA,1
2023,13700,8.47,2,2021 UFA,1
2023,11680,8.59,1,2021 UFA,1
2023,13224,0.90,2,2023 R/F,1
2023,16217,0.81,3,2023 UDFA,1
2023,11769,10,1,2023 UFA,1
2023,14159,8.20,1,2023 oEXT,1
2023,15237,9.02,2,2021 1.01,1
2023,13202,2.74,1,2023 ORFA5,1
2023,13632,5.42,2,2023 UFA,1
2023,15818,0.90,1,2023 UFA,1
2023,14400,1.50,1,2023 UFA,1
2023,15445,0.90,1,2023 UFA,1
2023,13733,16.61,2,2022 UFA,1
2023,16149,2.20,4,2023 1.14,1
2023,15798,0.85,2,2022 UDFA,1
2023,15822,2.52,3,2022 1.14,1
2023,14057,0.90,1,2023 UFA,1
2023,15094,0.90,1,2023 UFA,1
2023,12187,10.89,1,2021 UFA,1
2023,15751,8.12,3,2022 1.02,1
2023,14268,5.72,1,2022 UFA,1
2023,14782,8.64,6,2023 iEXT,1
2023,14179,4.30,1,2023 SRFA,1
2023,13952,0.99,1,2022 R/F,1
2023,11721,18.15,1,2021 TToff,1
2023,14900,1.57,1,2023 oEXT,1
2023,15853,1.04,3,2022 4.02,1
2023,13116,31.15,6,2023 oEXT,1
2023,15308,1.86,2,2021 2.04,1
2023,16263,1.16,4,2023 3.04,1
2023,15972,1.50,1,2023 UFA,1
2023,11313,2.28,2,2023 UFA,1
2023,15876,0.85,1,2022 UDFA,1
2023,16335,0.90,1,2023 UFA,1
2023,14223,3.32,3,2022 iEXT,1
2023,13252,4.24,1,2021 UFA,1
2023,16212,1.76,4,2023 2.03,1
2023,13590,2.64,2,2022 UFA,1
2023,15794,1.22,3,2022 3.07,1
2023,13130,30.40,2,2023 UFA,1
2023,15849,0.91,3,2022 5.09,1
2023,16252,1,4,2023 3.17,1
2023,15845,0.99,3,2022 4.09,1
2023,15890,4.37,3,2023 iEXT,1
2023,14908,4.42,4,2023 UFA,1
2023,11761,2.50,1,2023 UFA,1
2023,14717,0.90,1,2023 UFA,1
2023,16390,1.90,1,2023 UFA,1
2023,14109,20.41,3,2023 oEXT,1
2023,11947,0.90,1,2023 UFA,1
2023,15390,0.95,1,2021 5.13,1
2023,15368,0.95,2,2021 5.11,1
2023,15363,0.90,1,2023 UFA,1
2023,14102,10.51,4,2023 oEXT,1
2023,15759,1.20,3,2022 3.08,1
2023,14995,0.90,1,2023 UFA,1
2023,14127,5.28,1,2023 SRFA,1
2023,13307,3.75,1,2021 UFA,1
2023,16171,1.58,4,2023 2.06,1
2023,16189,1.04,4,2023 3.13,1
2023,16197,1.91,4,2023 2.01,1
2023,14067,0.90,1,2023 UFA,1
2023,15263,0.95,1,2021 5.10,1
2023,16178,0.81,3,2023 UDFA,1
2023,13131,10.22,2,2020 EXT,1
2023,15365,1.29,2,2021 3.04,1
2023,15402,0.90,1,2023 UFA,1
2023,14071,7.70,1,2023 UFA,1
2023,16286,0.90,4,2023 4.18,1
2023,14974,4.30,2,2023 SRFA,1
2023,13635,17.82,1,2021 EXT,1
2023,15288,2.30,2,2021 1.15,1
2023,13470,4.97,2,2021 EXT,1
2023,15283,1.94,2,2021 2.03,1
2023,15766,3.05,3,2022 1.11,1
2023,13426,0.90,1,2023 UFA,1
2023,9596,0.90,1,2023 UFA,1
2023,11728,6.05,2,2023 oEXT,1
2023,16279,0.81,3,2023 UDFA,1
2023,14798,1.31,1,2020 3.03,1
2023,12447,4.75,2,2023 UFA,1
2023,13968,0.90,1,2023 UFA,1
2023,14180,1.50,3,2023 UFA,1
2023,16224,1.22,4,2023 3.01,1
2023,14199,0.90,2,2023 R/F,1
2023,14889,2.24,1,2020 1.16,1
2023,14056,19.75,1,2023 5YO,1
2023,11390,0.90,1,2023 UFA,1
2023,16215,1.35,4,2023 2.12,1
2023,16211,0.89,4,2023 5.03,1
2023,14028,1.54,1,2023 oEXT,1
2023,12291,0.90,1,2023 UFA,1
2023,15375,0.98,2,2021 4.11,1
2023,13777,1.50,1,2023 UFA,1
2023,14669,0.90,1,2023 UFA,1
2023,13192,6,2,2023 oEXT,1
2023,13704,6.01,2,2023 SRFA,1
2023,16159,0.91,4,2023 4.15,1
2023,15386,1.06,1,2021 3.24,1
2023,15393,1.50,3,2023 UFA,1
2023,15898,0.85,1,2022 UDFA,1
2023,13265,1.40,1,2023 UFA,1
2023,15807,1.25,3,2022 3.05,1
2023,16369,0.81,3,2023 UDFA,1
2023,15385,1.39,2,2021 2.15,1
2023,14218,8.50,1,2023 UFA,1
2023,15889,0.90,1,2023 UFA,1
2023,13685,0.99,1,2022 R/F,1
2023,15754,4.75,3,2022 1.06,1
2023,14158,5.71,4,2023 iEXT,1
2023,13813,6.12,1,2022 FRFA,1
2023,14254,0.90,2,2023 R/F,1
2023,12782,1.40,1,2023 UFA,1
2023,14977,0.99,1,2022 R/F,1
2023,15802,0.85,2,2022 UDFA,1
2023,15378,1.56,2,2021 2.10,1
2023,14414,2.34,3,2023 UFA,1
2023,15351,1.59,2,2021 2.09,1
2023,16383,0.81,3,2023 UDFA,1
2023,15749,3.29,3,2023 oEXT,1
2023,15319,4.52,3,2023 oEXT,1
2023,16199,0.81,3,2023 UDFA,1
2023,14341,0.99,1,2022 R/F,1
2023,12176,1.50,2,2023 UFA,1
2023,15350,2.56,2,2021 1.13,1
2023,15369,1.50,1,2023 UFA,1
2023,15345,1.69,2,2021 2.07,1
2023,13723,7.49,1,2021 EXT,1
2023,14857,2.89,1,2021 EXT,1
2023,13231,0.90,1,2023 UFA,1
2023,13133,1.50,1,2023 UFA,1
2023,16196,0.90,1,2023 UFA,1
2023,12238,3.80,2,2023 UFA,1
2023,12245,0.90,1,2023 UFA,1
2023,10260,0.99,1,2023 ERFA,1
2023,13693,2.89,3,2023 oEXT,1
2023,15349,1.74,2,2021 2.06,1
2023,12229,1.99,1,2020 UFA,1
2023,15762,2.17,3,2022 2.01,1
2023,15692,1.91,3,2022 2.04,1
2023,15768,1.58,3,2022 2.10,1
2023,15717,1.24,2,2022 3.06,1
2023,12323,0.90,2,2023 R/F,1
2023,15448,1,1,2023 UFA,1
2023,15850,1.08,3,2022 3.18,1
2023,14842,2.74,1,2020 2.05^,1
2023,15329,5.71,2,2021 1.04,1
2023,14085,5.50,1,2022 UFA,1
2023,16240,0.92,4,2023 4.12,1
2023,11317,5.50,1,2023 UFA,1
2023,8930,0.90,1,2023 UFA,1
2023,14210,2.66,2,2023 oEXT,1
2023,12620,30.75,5,2021 EXT,1
2023,15698,6.01,2,2023 FRFA,1
2023,14896,3.29,1,2020 1.10,1
2023,12711,4.39,2,2022 SRFA,1
2023,12735,1.40,1,2023 UFA,1
2023,13066,0.90,1,2023 UFA,1
2023,12802,1.62,2,2023 UFA,1
2023,13245,16,1,2023 UFA,1
2023,13774,1.50,2,2023 oEXT,1
2023,12698,3.91,2,2023 oEXT,1
2023,16184,1.54,4,2023 2.07,1
2023,13717,3.19,2,2022 UFA,1
2023,14123,1.50,1,2023 UFA,1
2023,13168,0.99,1,2023 ERFA,1
2023,16194,1.49,4,2023 2.08,1
2023,16152,6.93,4,2023 1.02,1
2023,15697,1.35,3,2022 3.01,1
2023,13629,10,4,2022 UFA,1
2023,16242,0.86,4,2023 5.18,1
2023,16347,0.86,4,2023 5.24,1
2023,12831,2.22,1,2023 oEXT,1
2023,13434,0.99,1,2023 ERFA,1
2023,12697,0.90,1,2023 UFA,1
2023,16161,8.22,4,2023 1.01,1
2023,15716,0.94,3,2022 4.24,1
2023,12785,0.90,1,2023 UFA,1
2023,15907,2.53,3,2022 iEXT,1
2023,14813,3.52,2,2022 UFA,1
2023,15757,1.14,3,2022 3.12,1
2023,7836,14.92,2,2023 UFA,1
2023,16174,0.81,3,2023 UDFA,1
2023,15346,1.36,2,2021 2.16,1
2023,15796,0.90,3,2022 5.19,1
2023,13595,0.90,1,2023 UFA,1
2023,15384,1.50,2,2023 UFA,1
2023,13157,1.60,1,2023 UFA,1
2023,14136,12,3,2023 B/R,1
2023,13431,0.90,1,2023 UFA,1
2023,16231,1.38,4,2023 2.11,1
2023,14079,0.90,1,2023 UFA,1
2023,11945,0.90,1,2023 UFA,1
2023,14215,4.30,1,2023 SRFA,1
2023,16221,1.01,4,2023 3.16,1
2023,13772,4.39,1,2022 SRFA,1
2023,14302,0.90,1,2023 UFA,1
2023,16080,2.74,1,2023 ORFAN,1
2023,15761,0.95,3,2022 4.21,1
2023,13839,6.61,2,2023 iEXT,1
2023,14163,9.08,3,2023 oEXT,1
2023,12767,6.71,1,2022 UFA,1
2023,16234,1.20,4,2023 3.02,1
2023,14080,1.50,2,2023 UFA,1
2023,14412,1.54,1,2022 UFA,1
2023,15446,1.50,1,2023 UFA,1
2023,11348,1,1,2023 UFA,1
2023,14122,0.99,1,2023 ERFA,1
2023,16243,0.81,3,2023 UDFA,1
2023,15282,4.07,2,2021 1.07,1
2023,11150,10.98,3,2023 UFA,1
2023,10783,8,1,2023 UFA,1
2023,13193,0.90,1,2023 UFA,1
2023,16258,1.27,4,2023 2.15,1
2023,16228,0.99,4,2023 3.19,1
2023,12270,2.31,1,2022 UFA,1
2023,13696,8.30,1,2023 UFA,1
2023,12301,5.34,1,2023 oEXT,1
2023,16185,4.58,4,2023 1.05,1
2023,13156,0.90,1,2023 UFA,1
2023,14956,1.87,1,2022 UFA,1
2023,16165,1.10,4,2023 3.08,1
2023,14257,1.50,1,2023 UFA,1
2023,13987,0.90,2,2023 R/F,1
2023,15709,1.73,3,2022 2.07,1
2023,15392,0.88,1,2021 UDFA,1
2023,15287,1.34,2,2021 3.01,1
2023,9431,5.60,1,2023 UFA,1
2023,15405,1.40,1,2023 UFA,1
2023,15259,1.14,2,2021 3.13,1
2023,16267,0.81,3,2023 UDFA,1
2023,13298,0.99,1,2023 ERFA,1
2023,16344,0.90,1,2023 UFA,1
2023,15832,1.03,3,2022 4.03,1
2023,15003,0.90,1,2023 UFA,1
2023,16011,4.30,1,2023 SRFA,1
2023,15884,0.90,3,2022 5.15,1
2023,16269,0.88,4,2023 5.05,1
2023,14595,0.90,1,2023 UFA,1
2023,16150,2.48,4,2023 1.12,1
2023,15362,1.04,2,2021 3.25,1
2023,13630,12.10,1,2022 B/R,1
2023,13690,5.40,3,2023 UFA,1
2023,14148,4.57,2,2022 iEXT,1
2023,14797,2.82,1,2020 1.12,1
2023,14778,8.20,1,2020 1.02,1
2023,10697,4.50,1,2023 UFA,1
2023,15173,1.57,2,2023 oEXT,1
2023,14200,0.90,1,2023 UFA,1
2023,15856,0.85,2,2022 UDFA,1
2023,14802,4.81,1,2020 1.06+,1
2023,10413,0.90,1,2023 UFA,1
2023,15859,1.50,1,2023 UFA,1
2023,14918,1.50,2,2023 UFA,1
2023,15806,3.56,3,2022 1.09,1
2023,11938,3.90,2,2023 UFA,1
2023,11647,1.40,1,2023 UFA,1
2023,12652,2.20,2,2023 B/R,1
2023,14518,2.79,2,2023 oEXT,1
2023,16537,0.90,1,2023 UFA,1
2023,16158,0.81,3,2023 UDFA,1
2023,15787,0.95,3,2022 4.19,1
2023,16191,0.94,4,2023 4.07,1
2023,15824,1.12,2,2022 3.14,1
2023,16236,0.86,4,2023 5.21,1
2023,15788,0.90,1,2023 UFA,1
2023,13260,4.84,1,2021 UFA,1
2023,15289,2.09,2,2021 2.01,1
2023,14235,6.01,1,2023 FRFA,1
2023,16361,0.81,3,2023 UDFA,1
2023,13115,0.90,1,2023 UFA,1
2023,15379,1.45,2,2021 2.13,1
2023,10976,1.86,2,2020 UFA,1
2023,16166,0.86,4,2023 5.20,1
2023,16266,0.96,4,2023 4.04,1
2023,16268,0.86,4,2023 5.17,1
2023,16282,1,1,2023 UFA,1
2023,15376,1.21,1,2021 3.08,1
2023,13793,4,1,2023 UFA,1
2023,14249,1.40,1,2023 UFA,1
2023,16230,1.07,4,2023 3.10,1
2023,13727,1.40,1,2023 UFA,1
2023,16176,0.91,4,2023 4.13,1
2023,14810,2.04,1,2020 2.02,1
2023,13692,1.73,2,2021 EXT,1
2023,15284,3.14,2,2021 1.10,1
2023,10775,6.60,2,2022 UFA,1
2023,15711,6.95,3,2022 1.03,1
2023,13306,6.66,1,2020 UFA,1
2023,13258,0.90,2,2023 R/F,1
2023,14948,0.99,1,2022 R/F,1
2023,15846,1.51,3,2022 2.12,1
2023,15815,2.28,3,2022 1.16,1
2023,12263,7.10,1,2023 UFA,1
2023,13920,1.09,1,2023 ERFA,1
2023,13707,3.06,1,2021 EXT,1
2023,12744,0.90,1,2023 UFA,1
2023,11768,0.90,1,2023 UFA,1
2023,13743,5,1,2023 B/R,1
2023,15742,3.09,4,2023 iEXT,1
2023,16216,0.96,4,2023 4.03,1
2023,16192,1.50,1,2023 UFA,1
2023,15789,3.89,3,2022 1.08,1
2023,13113,18.13,3,2020 EXT,1
2023,13214,21.18,3,2021 B/R,1
2023,11985,1.56,1,2023 oEXT,1
2023,12610,1.50,1,2023 UFA,1
2023,15387,1.43,2,2021 2.14,1
2023,14168,5.94,2,2022 iEXT,1
2023,16262,0.92,4,2023 4.11,1
2023,13762,6.05,1,2022 UFA,1
2023,15721,1.67,3,2022 2.08,1
2023,15714,1.17,3,2022 3.10,1
2023,13760,5.67,4,2023 iEXT,1
2023,16195,0.90,1,2023 UFA,1
2023,14162,15.87,3,2023 oEXT,1
2023,13959,1.50,2,2023 oEXT,1
2023,16284,0.87,4,2023 5.10,1
2023,16274,0.86,4,2023 5.26,1
2023,13139,3.09,1,2022 oEXT,1
2023,15756,5.33,3,2022 1.05,1
2023,15256,3.40,2,2021 1.09,1
2023,15559,0.90,1,2023 UFA,1
2023,15710,0.91,3,2022 5.13,1
2023,12225,6.40,1,2023 UFA,1
2023,13253,2.13,2,2021 EXT,1
2023,13154,20,2,2023 B/R,1
2023,14221,3.30,2,2023 oEXT,1
2023,14157,12.80,1,2023 NEFT,1
2023,15857,1,1,2023 UFA,1
2023,15694,1.78,3,2022 2.06,1
2023,15753,4.28,3,2022 1.07,1
2023,14017,1.50,1,2023 UFA,1
2023,14928,2.74,1,2020 3.01^,1
2023,15422,1.40,1,2023 UFA,1
2023,16206,0.86,4,2023 5.22,1
2023,10703,24.31,1,2022 UFA,1
2023,16226,2.09,4,2023 1.15,1
2023,15239,4.50,2,2021 1.06,1
2023,14909,2.74,1,2020 3.07^,1
2023,12140,3.51,1,2021 UFA,1
2023,13296,4.19,2,2023 oEXT,1
2023,13266,0.90,1,2023 UFA,1
2023,16241,1.09,4,2023 3.09,1
2023,14947,1.50,1,2023 UFA,1
2023,15840,0.92,3,2022 5.01,1
2023,11228,1.50,1,2023 B/R,1
2023,15894,0.85,1,2023 ERFA,1
2023,13212,2.42,1,2022 UFA,1
2023,15864,0.85,1,2022 UDFA,1
2023,16010,0.90,1,2023 UFA,1
2023,15819,1.63,3,2022 2.09,1
2023,13754,0.90,1,2023 UFA,1
2023,16148,5.95,4,2023 1.03,1
2023,16276,1.05,4,2023 3.12,1
2023,14877,5.41,4,2023 iEXT,1
2023,15696,0.98,3,2022 4.11,1
2023,10868,0.90,1,2023 UFA,1
