season,salary,contractInfo,id,contractYear,conference
2025,2.50,2025 UFA,14257,1,0
2025,1.87,2025 oEXT,16870,3,0
2025,1.09,2025 ERFA,13987,1,0
2025,34.24,2024 iEXT,15287,4,0
2025,1,2025 UFA,17330,1,0
2025,12.89,2024 SRFA,9431,2,0
2025,1.28,2025 3.06,17132,4,0
2025,1,2025 UFA,15405,1,0
2025,9.56,2024 iEXT,15259,3,0
2025,0.98,2023 UDFA,16267,1,0
2025,5.35,2025 SRFA,13298,2,0
2025,0.90,2025 UDFA,17118,3,0
2025,1.14,2025 3.15,17114,3,0
2025,3.04,2025 UFA,16729,2,0
2025,1.85,2025 oEXT,16344,2,0
2025,5.35,2022 4.11^,15832,1,0
2025,1.80,2025 UFA,15003,1,0
2025,0.98,2024 5.12,16642,3,0
2025,1.10,2025 ERFA,16269,1,0
2025,6.27,2023 1.04,16150,2,0
2025,1.20,2025 3.11,17126,4,0
2025,1.80,2025 UFA,15362,1,0
2025,20.33,2024 iEXT,13630,1,0
2025,4.69,2023 UFA,13690,1,0
2025,7.67,2025 oEXT,14148,4,0
2025,1.12,2024 3.19,16693,3,0
2025,11.88,2024 UFA,14797,2,0
2025,13.60,2025 B/R,14778,5,0
2025,1.10,2024 R/F,14200,1,0
2025,6.30,2025 UFA,15856,1,0
2025,1,2025 UFA,14923,1,0
2025,17.60,2024 iEXT,14802,2,0
2025,1.90,2025 UFA,16817,2,0
2025,1.52,2025 2.13,17106,4,0
2025,1.03,2024 4.12,16724,3,0
2025,1.09,2025 ERFA,15859,1,0
2025,1.21,2025 3.10,17157,4,0
2025,2.89,2022 1.15,15806,1,0
2025,13,2025 RRFA,11938,2,0
2025,3.14,2024 1.10,16618,3,0
2025,2.73,2023 UFA,14518,1,0
2025,7.33,2022 B/R,12231,1,0
2025,0.94,2025 5.17,17087,4,0
2025,1.33,2023 3.08,16191,2,0
2025,1.80,2025 UFA,16236,1,0
2025,1.59,2022 3.02,15788,1,0
2025,1.10,2024 R/F,13260,1,0
2025,1,2025 UFA,15051,1,0
2025,1.01,2024 4.16,16747,3,0
2025,1.80,2025 UFA,14235,1,0
2025,1.07,2024 4.04,16652,3,0
2025,1,2025 UFA,15379,1,0
2025,1.80,2025 UFA,16287,1,0
2025,0.98,2025 4.16,17149,4,0
2025,1.14,2023 4.05,16266,1,0
2025,1,2025 UFA,16268,1,0
2025,1.86,2024 2.05,16650,3,0
2025,0.98,2023 UDFA,16282,1,0
2025,0.97,2025 5.01,17151,4,0
2025,1,2025 R/F,15981,2,0
2025,1.64,2025 2.10,17052,4,0
2025,0.94,2025 5.19,17160,4,0
2025,1.10,2025 ERFA,13793,1,0
2025,7.50,2024 UFA,14249,1,0
2025,1.45,2023 3.02,16230,2,0
2025,5.40,2025 UFA,11723,1,0
2025,2.97,2024 UFA,13692,2,0
2025,0.94,2024 UDFA,16788,2,0
2025,1.99,2024 2.03,16653,3,0
2025,14.87,2025 oEXT,15284,5,0
2025,4.37,2025 UFA,10775,2,0
2025,1,2025 UFA,15668,1,0
2025,8.42,2022 1.03,15711,1,0
2025,1,2025 UFA,16621,1,0
2025,1.56,2025 2.12,17122,4,0
2025,3.41,2022 2.14^,15846,1,0
2025,5.35,2022 2.04^,15815,1,0
2025,1.09,2024 4.02,16704,3,0
2025,4,2025 UFA,12263,1,0
2025,5.38,2025 1.05,17030,4,0
2025,2.60,2025 UFA,13920,1,0
2025,1.80,2025 UFA,13707,1,0
2025,1,2025 UFA,11768,1,0
2025,7.41,2021 EXT,13743,1,0
2025,5.71,2023 iEXT,15742,1,0
2025,3.33,2025 1.10,17102,4,0
2025,1.10,2025 ERFA,15510,1,0
2025,1,2025 UFA,16760,1,0
2025,1.22,2023 3.16,16216,1,0
2025,0.99,2024 5.04,16684,3,0
2025,0.90,2025 UDFA,17192,3,0
2025,3.98,2022 1.10,15789,1,0
2025,1,2025 R/F,15950,2,0
2025,24.41,2021 EXT,13214,1,0
2025,1.17,2025 3.13,17131,4,0
2025,1.80,2025 UFA,15387,1,0
2025,0.90,2025 UDFA,17177,3,0
2025,1,2025 UFA,15109,1,0
2025,1.10,2025 ERFA,15081,1,0
2025,1.12,2023 4.09,16262,2,0
2025,3.41,2025 ORFA3,15721,2,0
2025,0.94,2024 UDFA,16633,2,0
2025,3.40,2024 oEXT,16195,5,0
2025,1.80,2025 UFA,16673,1,0
2025,16.34,2022 iEXT,14162,1,0
2025,7.41,2024 1.02,16579,3,0
2025,1,2025 R/F,13959,2,0
2025,1.06,2023 5.09,16284,2,0
2025,4.59,2025 UFA,16719,3,0
2025,1,2025 R/F,16274,2,0
2025,5.20,2023 SRFA,13139,1,0
2025,5.75,2022 1.06,15756,1,0
2025,1,2025 R/F,16793,2,0
2025,5.50,2025 UFA,15256,1,0
2025,1.79,2025 2.07,17134,4,0
2025,7.46,2025 FRFA,15710,4,0
2025,11.50,2024 B/R,12225,1,0
2025,1.90,2025 UFA,13154,1,0
2025,4.55,2024 UFA,15391,2,0
2025,1.49,2025 2.14,17113,4,0
2025,5.23,2025 UFA,14221,2,0
2025,12.78,2023 UFA,14157,3,0
2025,1,2025 UFA,15857,1,0
2025,0.98,2025 4.15,17096,4,0
2025,0.99,2025 4.14,17146,4,0
2025,1,2025 UFA,15694,1,0
2025,1.10,2024 R/F,14283,1,0
2025,1.10,2025 ERFA,16432,1,0
2025,9.82,2022 1.02,15753,1,0
2025,7.93,2024 oEXT,14928,2,0
2025,1,2025 R/F,14169,2,0
2025,1.10,2023 4.14,16206,1,0
2025,1.13,2024 3.18,16716,3,0
2025,1.65,2024 2.09,16629,3,0
2025,10.10,2025 UFA,10703,1,0
2025,1.91,2023 2.06,16226,2,0
2025,14.03,2024 UFA,14909,3,0
2025,1,2025 UFA,14328,1,0
2025,1.10,2024 R/F,12140,1,0
2025,0.94,2025 5.16,17145,4,0
2025,1.10,2025 ERFA,16346,1,0
2025,1.13,2023 4.08,16241,2,0
2025,3.56,2024 UFA,14947,2,0
2025,1.10,2025 ERFA,13325,1,0
2025,0.90,2025 UDFA,17172,3,0
2025,1.80,2025 UFA,15894,1,0
2025,4.94,2024 1.05,16620,3,0
2025,1,2025 UFA,15864,1,0
2025,1.57,2024 2.11,16610,3,0
2025,1.78,2022 2.13,15819,1,0
2025,5.54,2023 1.05,16148,2,0
2025,1.20,2023 3.19,16276,2,0
2025,1.87,2024 UFA,14877,2,0
2025,1,2025 R/F,14592,2,0
2025,,2025 UFA,0000,1,1
2025,1.19,2023 4.01,16168,2,1
2025,1.59,2023 2.13,16167,2,1
2025,21.78,2024 UFA,11675,2,1
2025,2.20,2024 UFA,16014,1,1
2025,4.95,2023 1.06,16186,2,1
2025,5.84,2024 iEXT,15394,3,1
2025,17.58,2025 B/R,14840,2,1
2025,4.04,2024 iEXT,14590,2,1
2025,0.94,2025 5.10,17154,4,1
2025,1,2025 UFA,13730,1,1
2025,0.94,2024 UDFA,16645,2,1
2025,1.21,2024 3.11,16596,3,1
2025,3,2025 UFA,13208,1,1
2025,25.70,2021 EXT,13589,1,1
2025,1.80,2025 UFA,11222,1,1
2025,12.67,2024 UFA,14153,2,1
2025,1.33,2022 3.15,15712,1,1
2025,1.90,2025 UFA,14236,1,1
2025,1.57,2022 3.03,15858,1,1
2025,4.07,2023 1.08,16223,2,1
2025,7.79,2025 B/R,13671,2,1
2025,1,2025 UFA,10814,1,1
2025,3.60,2024 oEXT,13268,1,1
2025,1,2025 UFA,15911,1,1
2025,1.30,2025 UFA,12218,1,1
2025,1,2025 R/F,13759,2,1
2025,1.07,2024 4.07,16671,3,1
2025,1.23,2025 3.09,17108,4,1
2025,1.80,2025 UFA,15301,1,1
2025,1.81,2023 iEXT,16414,1,1
2025,1.10,2025 ERFA,15777,1,1
2025,1.06,2025 3.23,17073,4,1
2025,1,2025 UFA,15049,1,1
2025,6.70,2025 oEXT,13251,2,1
2025,1.06,2023 5.14,16255,2,1
2025,1.06,2023 5.12,16330,2,1
2025,26.48,2025 NEFT,13604,1,1
2025,15.29,2025 NEFT,15357,1,1
2025,0.94,2024 UDFA,16723,2,1
2025,1,2025 R/F,15409,2,1
2025,1.08,2025 3.21,17128,4,1
2025,5.23,2024 UFA,14217,1,1
2025,4.05,2025 UFA,15293,3,1
2025,1.10,2025 ERFA,16846,1,1
2025,6.13,2022 UFA,13737,1,1
2025,1.29,2023 3.11,16245,1,1
2025,11.22,2025 TT,14893,1,1
2025,1.91,2025 2.05,17078,4,1
2025,1.87,2024 UFA,15873,2,1
2025,1.10,2024 R/F,15913,1,1
2025,1.80,2024 2.06,16594,3,1
2025,1.08,2023 5.02,16264,2,1
2025,4.68,2025 UFA,15869,3,1
2025,1.03,2024 4.14,16733,3,1
2025,1.24,2023 3.14,16164,2,1
2025,1.13,2024 3.17,16700,3,1
2025,1.90,2025 UFA,14933,1,1
2025,5.35,2025 SRFA,15904,3,1
2025,3.41,2024 RRFA,16018,1,1
2025,1.11,2025 3.18,17069,4,1
2025,1.86,2025 UFA,13869,2,1
2025,7.30,2025 UFA,15355,1,1
2025,0.93,2025 5.22,17076,4,1
2025,2.54,2024 oEXT,15861,1,1
2025,1.00,2024 4.22,16734,3,1
2025,0.90,2025 UDFA,17220,3,1
2025,2,2025 UFA,12686,3,1
2025,24.61,2022 iEXT,14147,1,1
2025,3,2025 UFA,11936,1,1
2025,1.80,2025 UFA,16193,1,1
2025,6.38,2024 1.03,16641,3,1
2025,0.90,2025 UDFA,17179,3,1
2025,1.71,2023 2.10,16244,2,1
2025,1.04,2023 5.16,16261,2,1
2025,2.05,2023 2.04,16256,2,1
2025,0.90,2025 UDFA,17268,3,1
2025,3.41,2022 2.15^,15835,1,1
2025,2.60,2024 1.13,16597,3,1
2025,7.78,2024 oEXT,14892,1,1
2025,0.90,2025 UDFA,17058,3,1
2025,0.90,2025 UDFA,17158,3,1
2025,21.02,2022 iEXT,14104,2,1
2025,1.39,2023 3.05,16181,1,1
2025,17.72,2024 oEXT,14897,3,1
2025,1.18,2023 4.02,16281,2,1
2025,12.22,2024 oEXT,14105,2,1
2025,1.10,2025 ERFA,15933,1,1
2025,1.87,2024 UFA,13172,2,1
2025,1.34,2023 3.07,16271,2,1
2025,1,2025 R/F,16736,2,1
2025,1.10,2025 ERFA,15872,1,1
2025,0.99,2025 4.12,17082,4,1
2025,0.94,2025 5.20,17185,4,1
2025,15.96,2025 UFA,12688,2,1
2025,1.31,2024 3.05,16677,3,1
2025,0.98,2024 5.11,16705,3,1
2025,0.90,2025 UDFA,17161,3,1
2025,2.45,2025 1.15,17070,4,1
2025,7.33,2022 1.04,15752,1,1
2025,7.67,2022 iEXT,14171,1,1
2025,24.79,2023 iEXT,14777,4,1
2025,1.22,2024 3.10,16632,3,1
2025,2.30,2024 UFA,13354,1,1
2025,1.10,2025 ERFA,13448,1,1
2025,6.10,2025 UFA,12752,1,1
2025,1.81,2023 UFA,15418,1,1
2025,5.10,2025 RRFA,9051,1,1
2025,2.82,2023 1.13,16239,2,1
2025,1.85,2025 2.06,17123,4,1
2025,2.50,2025 UFA,15380,1,1
2025,2.72,2025 UFA,16738,4,1
2025,1.80,2025 UFA,13718,1,1
2025,3.61,2025 1.09,17112,4,1
2025,0.94,2025 5.18,17124,4,1
2025,3.45,2023 1.10,16233,2,1
2025,1.87,2024 UFA,14251,1,1
2025,2.41,2023 1.16,16169,2,1
2025,18.74,2024 iEXT,15281,5,1
2025,1.80,2025 UFA,15831,1,1
2025,3.31,2024 iEXT,14927,2,1
2025,1.30,2025 UFA,17269,1,1
2025,3.41,2025 ORFA1,13681,2,1
2025,11.08,2024 UFA,13610,1,1
2025,2.90,2025 UFA,12739,1,1
2025,1.10,2025 ERFA,16809,1,1
2025,3.63,2024 iEXT,14630,2,1
2025,2.75,2024 1.12,16617,3,1
2025,1.05,2025 4.01,17148,4,1
2025,25.25,2025 B/R,15290,4,1
2025,3.73,2024 iEXT,15352,2,1
2025,1.86,2024 2.05,16665,3,1
2025,1.80,2025 UFA,16295,1,1
2025,16.25,2025 UFA,13146,2,1
2025,3.41,2022 2.03^,15715,1,1
2025,1.90,2025 UFA,13844,1,1
2025,1.90,2025 UFA,12175,1,1
2025,1.69,2024 2.08,16696,3,1
2025,8.42,2024 UFA,15484,3,1
2025,1.26,2024 3.07,16593,3,1
2025,1.80,2025 UFA,10700,1,1
2025,1.11,2024 4.01,16640,3,1
2025,2.31,2025 oEXT,16455,2,1
2025,0.96,2025 5.01,17241,4,1
2025,22.99,2023 iEXT,14225,4,1
2025,0.90,2025 UDFA,17256,3,1
2025,1.10,2024 R/F,15839,1,1
2025,1.80,2025 UFA,15001,1,1
2025,4.43,2024 1.06,16581,3,1
2025,1.80,2025 UFA,14978,1,1
2025,1.10,2024 R/F,13592,1,1
2025,2.14,2025 2.02,17032,4,1
2025,1,2025 UFA,13688,1,1
2025,6.40,2025 UFA,10768,1,1
2025,1,2025 UFA,14911,1,1
2025,2.02,2024 iEXT,13710,2,1
2025,1.90,2025 UFA,10816,1,1
2025,1.10,2025 ERFA,16752,1,1
2025,1.86,2022 2.11,15817,1,1
2025,1.20,2024 3.12,16603,3,1
2025,1.14,2024 3.16,16675,3,1
2025,1,2025 R/F,14219,2,1
2025,5.35,2022 2.02^,15821,1,1
2025,1.36,2023 3.06,16204,2,1
2025,1.90,2025 UFA,14907,1,1
2025,1,2025 UFA,16314,1,1
2025,1.06,2023 5.13,16265,2,1
2025,0.98,2023 UDFA,16278,1,1
2025,2.30,2025 UFA,15979,1,1
2025,4.30,2024 iEXT,13782,2,1
2025,5.53,2025 B/R,12186,4,1
2025,2,2025 UFA,14903,1,1
2025,0.96,2025 5.03,17171,4,1
2025,1,2025 R/F,13763,2,1
2025,1.10,2025 ERFA,12842,1,1
2025,4.20,2025 UFA,14800,1,1
2025,5.38,2024 SRFA,14472,1,1
2025,2.24,2022 2.05,15755,1,1
2025,1.14,2022 4.18,15779,1,1
2025,1.80,2025 UFA,16342,1,1
2025,3.25,2024 UFA,14823,1,1
2025,1.43,2023 3.03,16187,2,1
2025,6.44,2024 UFA,14921,2,1
2025,2.20,2024 UFA,13294,1,1
2025,2.79,2025 UFA,13697,3,1
2025,9.66,2024 oEXT,14322,3,1
2025,2.90,2025 1.12,17081,4,1
2025,0.99,2024 5.06,16666,3,1
2025,3.10,2025 UFA,13404,1,1
2025,1.10,2025 ERFA,13806,1,1
2025,1.80,2025 UFA,15681,1,1
2025,1.00,2024 4.24,16654,3,1
2025,5.32,2025 UFA,14303,2,1
2025,3.41,2022 5.16^,15862,1,1
2025,1.43,2025 2.16,17144,4,1
2025,5.89,2025 UFA,13189,2,1
2025,1.80,2025 UFA,14879,1,1
2025,1.10,2025 ERFA,11247,1,1
2025,12.60,2025 B/R,15253,1,1
2025,1.04,2025 4.02,17056,4,1
2025,1.04,2023 5.25,16351,2,1
2025,16.34,2023 UFA,11671,1,1
2025,0.95,2025 5.04,17034,4,1
2025,1.26,2025 3.07,17135,4,1
2025,1.81,2023 iEXT,12860,2,1
2025,1.21,2025 3.10,17103,4,1
2025,0.90,2025 UDFA,17097,3,1
2025,1.09,2025 ERFA,15799,1,1
2025,1.14,2025 3.15,17107,4,1
2025,8.08,2025 UFA,15238,2,1
2025,1.44,2024 2.15,16694,3,1
2025,5.23,2024 UFA,13713,1,1
2025,2.50,2025 UFA,9064,1,1
2025,3.21,2023 1.11,16190,2,1
2025,4.20,2025 RRFA,12734,1,1
2025,1.14,2023 4.06,16253,2,1
2025,1.18,2022 4.13,15713,1,1
2025,1.10,2025 ERFA,13933,1,1
2025,1.90,2025 UFA,12217,1,1
2025,1,2025 UFA,15032,1,1
2025,1.38,2024 3.02,16619,3,1
2025,8.55,2024 iEXT,13837,2,1
2025,1.10,2025 ERFA,13770,1,1
2025,5.70,2025 UFA,15331,1,1
2025,1.87,2024 UFA,14991,3,1
2025,1,2025 R/F,14904,2,1
2025,0.96,2025 4.19,17037,4,1
2025,0.90,2025 UDFA,17099,3,1
2025,1.10,2025 ERFA,13888,1,1
2025,1,2025 R/F,15833,2,1
2025,6.14,2024 UFA,14224,2,1
2025,1,2025 R/F,11760,2,1
2025,12.49,2020 EXT,13198,1,1
2025,8.09,2022 iEXT,14149,1,1
2025,1.10,2025 ERFA,13672,1,1
2025,6.27,2023 1.04,16162,2,1
2025,3.93,2024 oEXT,14852,1,1
2025,0.94,2025 5.13,17060,4,1
2025,1,2025 UFA,14489,1,1
2025,0.90,2025 UDFA,17155,3,1
2025,1.87,2024 UFA,13317,1,1
2025,22.63,2022 B/R,13163,1,1
2025,5.94,2024 B/R,13674,2,1
2025,24.53,2024 oEXT,12611,3,1
2025,3.33,2025 1.10,17075,4,1
2025,1.14,2023 4.05,16251,2,1
2025,1,2025 R/F,13347,2,1
2025,3.41,2022 5.10^,15852,1,1
2025,0.90,2025 UDFA,17059,3,1
2025,2.72,2025 1.13,17121,4,1
2025,5.38,2024 SRFA,14405,1,1
2025,1.30,2025 3.05,17138,4,1
2025,1.06,2024 4.09,16667,3,1
2025,1.86,2025 UFA,15337,2,1
2025,1.28,2025 3.06,17120,4,1
2025,4.37,2025 UFA,16702,2,1
2025,18.77,2025 oEXT,14882,2,1
2025,4.97,2025 oEXT,14247,3,1
2025,1,2025 R/F,16444,2,1
2025,1.03,2024 4.12,16688,3,1
2025,1.01,2025 4.07,17141,4,1
2025,1.16,2024 3.15,16661,3,1
2025,11.66,2022 1.01+,15708,1,1
2025,1.07,2023 5.06,16235,2,1
2025,1.30,2022 3.19,15812,1,1
2025,1.10,2025 ERFA,14930,1,1
2025,3.45,2022 1.12,15834,1,1
2025,3.49,2024 iEXT,15469,2,1
2025,1,2025 UFA,16744,1,1
2025,5.38,2025 1.05,17044,4,1
2025,3.30,2025 UFA,13683,1,1
2025,1.80,2025 UFA,12764,1,1
2025,1.49,2025 2.14,17137,4,1
2025,1.36,2022 3.13,15823,1,1
2025,3.78,2025 UFA,15254,3,1
2025,1.98,2025 2.04,17072,4,1
2025,1,2025 R/F,14213,2,1
2025,5.58,2024 1.04,16614,3,1
2025,1,2025 R/F,16227,2,1
2025,1,2025 UFA,16731,1,1
2025,2.33,2025 1.16,17068,4,1
2025,1,2025 UFA,14954,1,1
2025,0.95,2025 5.07,17105,4,1
2025,0.90,2025 UDFA,17190,3,1
2025,4.32,2025 1.07,17043,4,1
2025,5.15,2024 iEXT,13284,2,1
2025,1.56,2023 2.14,16280,2,1
2025,27.84,2025 UFA,12626,2,1
2025,3.10,2025 UFA,12676,1,1
2025,14.17,2023 iEXT,14779,4,1
2025,1.12,2023 4.10,16303,2,1
2025,11.80,2025 UFA,10266,1,1
2025,1.70,2025 oEXT,16727,1,1
2025,5.10,2024 oEXT,12678,1,1
2025,0.98,2023 UDFA,16333,1,1
2025,2.58,2025 1.14,17083,4,1
2025,14.03,2024 B/R,14835,3,1
2025,7.27,2023 FRFA,14940,1,1
2025,2.95,2025 UFA,13742,2,1
2025,1.80,2025 UFA,14086,1,1
2025,40.76,2024 B/R,12801,1,1
2025,1,2025 R/F,13414,2,1
2025,13.31,2023 B/R,14167,2,1
2025,1.80,2025 UFA,15441,1,1
2025,16.82,2025 oEXT,14138,3,1
2025,1.90,2025 B/R,14260,1,1
2025,2.43,2025 UFA,15366,3,1
2025,1,2025 R/F,13289,2,1
2025,4.94,2025 UFA,14182,2,1
2025,1.90,2025 B/R,11232,1,1
2025,2.85,2025 UFA,15361,2,1
2025,0.90,2025 UDFA,17234,3,1
2025,1.02,2025 4.06,17098,4,1
2025,0.98,2025 4.13,17036,4,1
2025,8.29,2025 oEXT,15261,2,1
2025,8.88,2025 oEXT,15452,2,1
2025,4.30,2025 UFA,13223,1,1
2025,1,2025 R/F,16712,2,1
2025,1.80,2025 UFA,13138,1,1
2025,20.59,2024 UFA,12221,1,1
2025,0.94,2025 5.11,17064,4,1
2025,8.23,2025 1.02,17074,4,1
2025,37.70,2024 oEXT,14783,2,1
2025,3.98,2022 1.10,15805,1,1
2025,0.98,2023 UDFA,16201,1,1
2025,0.90,2025 UDFA,17188,3,1
2025,1.06,2023 5.09,16207,2,1
2025,1.01,2024 4.18,16598,3,1
2025,0.98,2024 5.12,16711,3,1
2025,1.86,2025 UFA,16457,3,1
2025,0.90,2025 UDFA,17249,3,1
2025,1,2025 R/F,13738,2,1
2025,35.95,2025 NEFT,13593,1,1
2025,0.97,2025 4.18,17117,4,1
2025,1,2025 R/F,14252,2,1
2025,1,2025 R/F,15921,2,1
2025,12.97,2024 UFA,14073,2,1
2025,6.47,2021 EXT,13714,1,1
2025,1.03,2025 4.04,17055,4,1
2025,3.25,2024 UFA,12305,1,1
2025,9.82,2025 1.01,17042,4,1
2025,39.20,2024 iEXT,14836,4,1
2025,1.02,2024 4.17,16662,3,1
2025,5.28,2024 iEXT,14894,2,1
2025,5.35,2025 SRFA,14860,1,1
2025,24.48,2025 oEXT,14833,1,1
2025,5,2025 UFA,13702,1,1
2025,1.80,2025 UFA,15989,1,1
2025,0.98,2023 UDFA,16246,1,1
2025,3.23,2022 1.13,15809,1,1
2025,1.80,2025 UFA,14861,1,1
2025,2.23,2025 2.01,17048,4,1
2025,1.23,2023 3.15,16175,2,1
2025,2.41,2024 UFA,13764,1,1
2025,1.01,2024 4.19,16649,3,1
2025,1,2025 R/F,14095,2,1
2025,1.02,2025 4.05,17127,4,1
2025,4.47,2023 1.07,16188,2,1
2025,14.84,2024 UFA,13319,1,1
2025,5.35,2025 SRFA,14910,2,1
2025,11.11,2023 iEXT,12741,1,1
2025,1,2025 R/F,13332,2,1
2025,5.80,2025 UFA,14059,2,1
2025,3.37,2023 oEXT,14164,1,1
2025,6.75,2025 UFA,15404,3,1
2025,3.71,2024 iEXT,16350,2,1
2025,3.51,2025 UFA,13748,3,1
2025,1.10,2025 ERFA,15868,1,1
2025,1,2025 R/F,15398,2,1
2025,1,2025 R/F,10292,2,1
2025,7.46,2025 FRFA,15871,3,1
2025,1.80,2025 UFA,13810,1,1
2025,4.80,2025 1.06,17051,4,1
2025,8.49,2023 UFA,13132,1,1
2025,1.75,2023 2.09,16254,2,1
2025,2.89,2022 1.15,15808,1,1
2025,0.98,2024 5.10,16775,3,1
2025,30.25,2023 NEFToff,11244,1,1
2025,1.90,2025 UFA,13682,1,1
2025,3.73,2023 1.09,16213,2,1
2025,0.99,2024 5.09,16676,3,1
2025,10.45,2024 B/R,13633,1,1
2025,18.15,2023 B/R,13299,1,1
2025,6.38,2024 UFA,14867,1,1
2025,1.24,2024 3.09,16699,3,1
2025,1.20,2025 3.11,17125,4,1
2025,0.94,2024 UDFA,16722,2,1
2025,1,2025 UFA,13403,1,1
2025,2.51,2024 iEXT,15395,2,1
2025,1.10,2023 4.14,16222,2,1
2025,0.90,2025 UDFA,17133,3,1
2025,1,2025 UFA,0805,1,1
2025,3.80,2025 UFA,13164,2,1
2025,2.21,2023 2.02,16214,2,1
2025,0.90,2025 UDFA,17111,3,1
2025,3.99,2025 UFA,15923,2,1
2025,22.41,2023 iEXT,14832,3,1
2025,0.90,2025 UDFA,17205,3,1
2025,2.97,2024 UFA,16013,2,1
2025,7.20,2025 UFA,13700,3,1
2025,0.94,2024 UDFA,16672,2,1
2025,1,2025 R/F,13224,2,1
2025,2.15,2024 2.01,16651,3,1
2025,1,2025 R/F,16787,2,1
2025,3.04,2025 UFA,11769,2,1
2025,11.19,2024 UFA,14159,1,1
2025,13.59,2025 UFA,15237,3,1
2025,2.34,2024 1.15,16639,3,1
2025,2.07,2025 UFA,15445,3,1
2025,2.66,2023 1.14,16149,2,1
2025,1.10,2024 R/F,13687,1,1
2025,3.87,2024 iEXT,15798,5,1
2025,0.94,2024 UDFA,16680,2,1
2025,1.00,2024 4.21,16707,3,1
2025,3.05,2022 1.14,15822,1,1
2025,1.25,2024 3.08,16604,3,1
2025,15.16,2024 UFA,12187,1,1
2025,9.82,2022 1.02+,15751,1,1
2025,1.90,2025 B/R,14268,1,1
2025,0.96,2025 5.02,17222,4,1
2025,10.45,2023 iEXT,14782,4,1
2025,8.68,2025 oEXT,14179,3,1
2025,3.93,2025 1.08,17104,4,1
2025,0.90,2025 UDFA,17255,3,1
2025,1.10,2025 ERFA,12956,1,1
2025,20.10,2025 UFA,13952,1,1
2025,7.20,2025 UFA,11721,1,1
2025,6.72,2025 B/R,14900,4,1
2025,1.25,2022 4.02,15853,1,1
2025,37.70,2023 oEXT,13116,4,1
2025,1,2025 4.09,17053,4,1
2025,1,2025 4.10,17159,4,1
2025,1.41,2023 3.04,16263,2,1
2025,5.10,2025 UFA,15972,1,1
2025,1.80,2025 UFA,14223,1,1
2025,2.93,2024 1.11,16580,3,1
2025,20.87,2024 iEXT,13590,2,1
2025,5.35,2022 3.07^,15794,1,1
2025,14.25,2025 B/R,13130,2,1
2025,1.04,2024 4.11,16635,3,1
2025,4.02,2024 1.07,16584,3,1
2025,1.80,2025 UFA,13641,1,1
2025,1.10,2024 R/F,15895,1,1
2025,3.14,2024 1.10,16627,3,1
2025,1.21,2023 3.17,16252,2,1
2025,1.10,2025 ERFA,15473,1,1
2025,1.10,2025 ERFA,15845,1,1
2025,5.29,2023 iEXT,15890,1,1
2025,1.80,2025 UFA,15450,1,1
2025,1,2025 R/F,16300,2,1
2025,5.35,2023 UFA,14908,2,1
2025,0.99,2024 5.07,16670,3,1
2025,1.80,2025 UFA,14717,1,1
2025,1.80,2025 UFA,16390,1,1
2025,9.35,2024 B/R,14109,3,1
2025,1,2025 R/F,11947,2,1
2025,1.08,2024 4.05,16628,3,1
2025,7.03,2025 1.03,17071,4,1
2025,1.10,2025 ERFA,16145,1,1
2025,1.87,2024 oEXT,15390,2,1
2025,1.87,2024 oEXT,15363,3,1
2025,1.10,2024 R/F,15785,1,1
2025,1,2025 UFA,16695,1,1
2025,12.72,2023 oEXT,14102,2,1
2025,5.35,2025 SRFA,14995,2,1
2025,9.41,2024 UFA,14127,1,1
2025,8.89,2024 UFA,13307,1,1
2025,1.91,2023 2.06,16171,2,1
2025,0.90,2025 UDFA,17195,3,1
2025,1.17,2025 3.13,17033,4,1
2025,1,2025 R/F,16585,2,1
2025,1.25,2023 3.13,16189,2,1
2025,2.07,2024 2.02,16626,3,1
2025,1,2025 R/F,15263,2,1
2025,0.98,2023 UDFA,16178,1,1
2025,1.06,2024 4.08,16690,3,1
2025,16.76,2024 iEXT,13131,2,1
2025,6.29,2024 iEXT,15365,2,1
2025,1.65,2024 oEXT,15402,2,1
2025,0.94,2025 5.14,17066,4,1
2025,15.48,2024 iEXT,14071,2,1
2025,1.09,2023 4.18,16286,2,1
2025,13.41,2024 iEXT,14974,1,1
2025,15.39,2025 UFA,13635,2,1
2025,1.90,2025 UFA,15288,1,1
2025,2.79,2025 UFA,13470,3,1
2025,0.90,2025 UDFA,17186,3,1
2025,3.69,2022 1.11,15766,1,1
2025,0.90,2025 UDFA,17129,3,1
2025,1.10,2025 ERFA,16279,1,1
2025,1.04,2025 4.03,17153,4,1
2025,0.90,2025 UDFA,17050,3,1
2025,1.81,2023 UFA,14180,1,1
2025,1.57,2024 2.11,16689,3,1
2025,1.47,2023 3.01,16224,2,1
2025,1.10,2025 ERFA,12772,1,1
2025,1.87,2024 UFA,14889,1,1
2025,27.12,2024 oEXT,14056,1,1
2025,1.64,2023 2.12,16215,2,1
2025,1.10,2025 ERFA,16725,1,1
2025,7.41,2024 1.02,16615,3,1
2025,1.08,2023 5.03,16211,2,1
2025,0.98,2025 4.15,17046,4,1
2025,1,2025 UFA,15375,1,1
2025,1.35,2024 3.03,16692,3,1
2025,1.65,2024 2.09,16582,3,1
2025,3.26,2025 RRFA,14669,1,1
2025,6,2025 UFA,13192,1,1
2025,1.25,2025 3.08,17080,4,1
2025,1.33,2025 3.04,17136,4,1
