season,salary,contractInfo,id,contractYear,conference
2025,0.90,2025 UDFA,17234,3,0
2025,1.01,2025 4.10,17098,4,0
2025,0.96,2025 5.04,17036,4,0
2025,1.17,2022 4.15,15693,1,0
2025,8.68,2025 oEXT,15261,1,0
2025,5.38,2024 SRFA,15452,2,0
2025,2.32,2024 iEXT,13223,1,0
2025,2.55,2025 UFA,16712,4,0
2025,1,2025 R/F,13138,2,0
2025,9.50,2025 UFA,12221,2,0
2025,0.96,2025 5.02,17064,4,0
2025,7.03,2025 1.03,17074,4,0
2025,23.52,2024 iEXT,14783,5,0
2025,3.69,2022 1.11,15805,1,0
2025,1.50,2023 2.16,16183,2,0
2025,1,2025 UFA,17193,1,0
2025,0.98,2023 UDFA,16207,1,0
2025,1.06,2024 4.06,16598,3,0
2025,1,2025 R/F,16711,2,0
2025,1,2025 R/F,16457,2,0
2025,0.90,2025 UDFA,17194,3,0
2025,1,2025 R/F,13738,2,0
2025,22.74,2021 EXT,13593,1,0
2025,1,2025 R/F,14252,1,0
2025,1,2025 R/F,15921,2,0
2025,18.81,2024 UFA,14073,1,0
2025,5.15,2024 B/R,13714,2,0
2025,1.04,2025 4.05,17055,4,0
2025,0.90,2025 UDFA,17201,3,0
2025,5.50,2025 B/R,12305,1,0
2025,9.82,2025 1.01,17042,4,0
2025,41.25,2024 NEFToff,14836,3,0
2025,1.10,2025 UFA,14858,1,0
2025,1.02,2024 4.15,16662,2,0
2025,1.87,2024 UFA,14894,2,0
2025,1.10,2025 ERFA,14860,1,0
2025,8.80,2025 ORFA1,14833,4,0
2025,1,2025 UFA,14924,1,0
2025,2.24,2022 2.05,15809,1,0
2025,1.80,2025 UFA,14861,1,0
2025,3.10,2025 1.11,17048,4,0
2025,3.87,2025 UFA,13764,3,0
2025,1,2025 UFA,17079,1,0
2025,1.17,2024 3.14,16649,3,0
2025,1.80,2025 UFA,14095,1,0
2025,0.96,2025 5.05,17127,4,0
2025,3.73,2023 1.09,16188,2,0
2025,10.50,2025 B/R,13319,1,0
2025,3.25,2024 UFA,14910,1,0
2025,5.13,2025 UFA,12741,2,0
2025,6,2025 UFA,14059,1,0
2025,3.38,2023 oEXT,14164,2,0
2025,3.41,2023 iEXT,15404,3,0
2025,1.80,2025 UFA,16350,1,0
2025,1.90,2025 UFA,13748,1,0
2025,2.10,2025 UFA,15868,1,0
2025,1.86,2025 UFA,15398,3,0
2025,0.90,2025 UDFA,17170,3,0
2025,1.09,2022 5.21,15863,1,0
2025,1,2025 R/F,10292,2,0
2025,5.35,2022 5.02^,15871,1,0
2025,1,2025 UFA,13810,1,0
2025,4.32,2025 1.07,17051,4,0
2025,15.20,2025 UFA,13132,2,0
2025,1.75,2023 2.09,16254,2,0
2025,2.09,2022 2.07,15808,1,0
2025,0.98,2024 5.09,16775,2,0
2025,9.20,2025 UFA,11244,1,0
2025,1.10,2024 R/F,13682,1,0
2025,4.47,2023 1.07,16213,2,0
2025,1.01,2024 4.17,16676,3,0
2025,0.90,2025 UDFA,17230,3,0
2025,1.10,2024 R/F,14899,1,0
2025,5,2025 UFA,13633,1,0
2025,0.90,2025 UDFA,17173,3,0
2025,24.75,2024 UFA,13299,2,0
2025,5.23,2025 B/R,14867,2,0
2025,1.11,2024 3.20,16699,3,0
2025,1.18,2025 3.12,17125,4,0
2025,0.94,2024 UDFA,16722,2,0
2025,1,2025 R/F,14143,2,0
2025,2.20,2025 oEXT,15395,3,0
2025,1.17,2023 4.04,16222,2,0
2025,15.84,2024 UFA,13164,2,0
2025,2.82,2023 1.13,16214,2,0
2025,3.50,2025 UFA,15923,1,0
2025,37.73,2024 NEFToff,14832,3,0
2025,0.90,2025 UDFA,17205,3,0
2025,1,2025 UFA,15240,1,0
2025,1,2025 R/F,16013,2,0
2025,9.90,2024 B/R,13700,2,0
2025,0.90,2025 UDFA,17184,3,0
2025,0.90,2025 UDFA,17267,3,0
2025,0.99,2024 5.07,16672,3,0
2025,2.15,2024 2.01,16651,3,0
2025,1,2025 UFA,16787,1,0
2025,1,2025 R/F,11769,2,0
2025,14.40,2023 UFA,14159,2,0
2025,17.13,2024 iEXT,15237,4,0
2025,1.80,2025 UFA,13632,1,0
2025,2.07,2024 2.02,16639,3,0
2025,4,2025 UFA,15445,1,0
2025,0.90,2025 UDFA,17035,3,0
2025,1.90,2025 UFA,13227,1,0
2025,3.87,2024 iEXT,15798,5,0
2025,0.94,2024 UDFA,16680,2,0
2025,0.94,2024 UDFA,16707,2,0
2025,3.05,2022 1.14,15822,1,0
2025,1.29,2024 3.06,16604,3,0
2025,5,2025 UFA,12187,1,0
2025,7.33,2022 1.04,15751,1,0
2025,0.90,2025 UDFA,17222,3,0
2025,10.48,2023 iEXT,14782,2,0
2025,7.22,2024 iEXT,14179,2,0
2025,3.93,2025 1.08,17104,4,0
2025,0.90,2025 UDFA,17255,3,0
2025,1.80,2025 UFA,12956,1,0
2025,5.13,2025 UFA,13952,2,0
2025,3.71,2025 UFA,11721,2,0
2025,9.50,2025 B/R,14900,2,0
2025,0.97,2025 4.18,17063,4,0
2025,1.18,2022 4.12,15853,1,0
2025,37.71,2023 oEXT,13116,4,0
2025,1.04,2023 5.22,16275,2,0
2025,1.09,2025 3.20,17053,3,0
2025,1,2025 UFA,17200,1,0
2025,1.05,2025 4.03,17159,4,0
2025,1.67,2023 2.11,16263,2,0
2025,7.60,2025 UFA,15972,2,0
2025,3.67,2024 1.08,16580,3,0
2025,2.53,2023 1.15,16212,2,0
2025,9.33,2021 EXT,13590,1,0
2025,5.35,2022 3.06^,15794,1,0
2025,25,2025 B/R,13130,1,0
2025,1.31,2024 3.05,16635,3,0
2025,4.43,2024 1.06,16584,3,0
2025,1.10,2025 ERFA,13641,1,0
2025,1.81,2023 iEXT,15895,1,0
2025,2.75,2024 1.12,16627,3,0
2025,1.20,2023 3.18,16252,2,0
2025,1,2025 R/F,15473,2,0
2025,3.19,2024 oEXT,15845,2,0
2025,4.70,2025 UFA,15890,1,0
2025,1,2025 R/F,15702,2,0
2025,4.31,2024 oEXT,14908,2,0
2025,0.98,2024 5.13,16670,3,0
2025,1.80,2025 UFA,14717,1,0
2025,1.80,2025 UFA,16390,1,0
2025,34.11,2025 B/R,14109,3,0
2025,1.24,2024 3.09,16628,3,0
2025,6.11,2025 1.04,17071,4,0
2025,1,2025 UFA,16145,1,0
2025,1.87,2024 iEXT,15390,3,0
2025,1,2025 UFA,13143,1,0
2025,0.90,2025 UDFA,17233,3,0
2025,1.87,2024 oEXT,15363,5,0
2025,0.98,2024 5.16,16695,2,0
2025,12.11,2022 iEXT,14102,2,0
2025,7.18,2023 iEXT,14995,1,0
2025,9.12,2024 iEXT,14127,1,0
2025,5.23,2024 UFA,13307,1,0
2025,2.13,2023 2.03,16171,2,0
2025,0.90,2025 UDFA,17195,3,0
2025,1.12,2025 3.17,17033,4,0
2025,1.64,2023 2.12,16189,2,0
2025,2.41,2023 1.16,16197,2,0
2025,1.91,2024 2.04,16626,3,0
2025,5.50,2024 RRFA,16178,2,0
2025,1.10,2024 3.21,16690,3,0
2025,15.22,2024 iEXT,13131,1,0
2025,8.70,2025 UFA,15365,1,0
2025,0.90,2025 UDFA,17066,3,0
2025,11.50,2024 UFA,14071,1,0
2025,8.25,2025 SRFA,14974,2,0
2025,20.24,2025 UFA,13635,2,0
2025,2,2025 UFA,15288,1,0
2025,4.30,2025 UFA,13470,1,0
2025,0.90,2025 UDFA,17186,3,0
2025,4.25,2024 iEXT,11728,1,0
2025,1.10,2025 ERFA,16279,1,0
2025,1,2025 UFA,16759,1,0
2025,1.01,2025 4.09,17153,4,0
2025,0.90,2025 UDFA,17254,3,0
2025,3.50,2025 ORFA4,14180,1,0
2025,1.80,2024 2.06,16689,3,0
2025,1.29,2023 3.11,16224,2,0
2025,1,2025 R/F,12772,2,0
2025,3.14,2024 UFA,14889,1,0
2025,22.18,2025 oEXT,14056,3,0
2025,1.71,2023 2.10,16215,2,0
2025,0.94,2024 UDFA,16725,2,0
2025,1,2025 UFA,12437,1,0
2025,6.38,2024 1.03,16615,3,0
2025,1.30,2023 3.10,16211,2,0
2025,0.90,2025 UDFA,17100,3,0
2025,1.02,2025 4.08,17046,4,0
2025,1,2025 R/F,14154,2,0
2025,1.40,2024 3.01,16692,3,0
2025,1.54,2024 2.12,16582,3,0
2025,1.10,2025 ERFA,14669,1,0
2025,8.90,2025 UFA,13192,1,0
2025,1.33,2025 3.04,17080,4,0
2025,1.40,2025 3.01,17136,4,0
2025,0.90,2025 UDFA,17152,3,0
2025,1.25,2024 3.08,16679,3,0
2025,3.76,2024 UFA,13704,2,0
2025,1.80,2025 UFA,15386,1,0
2025,2.00,2024 oEXT,15393,3,0
2025,5.58,2024 1.04,16616,3,0
2025,1.10,2024 R/F,13265,1,0
2025,1,2025 R/F,16369,2,0
2025,2.20,2025 oEXT,15385,3,0
2025,1.11,2023 4.12,16225,2,0
2025,5.89,2025 UFA,14218,2,0
2025,4.51,2023 oEXT,15889,4,0
2025,4.71,2022 1.08,15754,1,0
2025,0.90,2025 UDFA,17206,3,0
2025,6.48,2025 UFA,14158,3,0
2025,14.52,2023 SRFA,13813,1,0
2025,1.16,2024 3.15,16691,2,0
2025,1.10,2025 ERFA,15388,1,0
2025,3.45,2024 UFA,15802,1,0
2025,4.70,2024 iEXT,16283,2,0
2025,2.98,2024 iEXT,15378,3,0
2025,5.95,2025 B/R,15351,4,0
2025,0.98,2023 UDFA,16383,1,0
2025,5.35,2025 SRFA,15749,2,0
2025,5.50,2025 UFA,15319,1,0
2025,0.90,2025 UDFA,17163,3,0
2025,9.02,2024 iEXT,15350,4,0
2025,1,2025 4.11,17212,4,0
2025,3.71,2024 iEXT,15345,3,0
2025,7.26,2023 SRFA,13723,2,0
2025,1.30,2025 3.05,17115,4,0
2025,2.34,2024 1.15,16622,3,0
2025,2.60,2024 1.13,16583,3,0
2025,1,2025 UFA,13231,1,0
2025,1,2025 R/F,12238,1,0
2025,0.94,2024 UDFA,16703,2,0
2025,3.19,2022 UFA,13693,1,0
2025,8.55,2025 UFA,15349,2,0
2025,3.23,2022 1.13,15762,1,0
2025,6.45,2022 1.05,15692,1,0
2025,2.63,2022 2.01,15768,1,0
2025,2.16,2022 2.06,15717,1,0
2025,1,2025 UFA,15448,1,0
2025,3.41,2022 3.11^,15850,1,0
2025,7.62,2023 iEXT,14842,3,0
2025,8.54,2024 iEXT,15329,5,0
2025,1.10,2025 ERFA,16102,1,0
2025,1.69,2024 2.08,16631,3,0
2025,7.41,2025 UFA,14085,2,0
2025,1.10,2025 ERFA,16240,1,0
2025,6.60,2025 UFA,14210,1,0
2025,30.53,2021 EXT,12620,2,0
2025,30.55,2024 iEXT,15698,1,0
2025,7.93,2024 oEXT,14896,2,0
2025,1,2025 R/F,12711,1,0
2025,5.15,2024 UFA,12735,2,0
2025,0.90,2025 UDFA,17166,3,0
2025,0.90,2025 UDFA,17181,3,0
2025,3.38,2023 oEXT,14186,1,0
2025,1.01,2024 4.18,16586,3,0
2025,5.45,2024 B/R,13245,2,0
2025,1,2025 R/F,13774,1,0
2025,1,2025 R/F,12698,2,0
2025,1.59,2023 2.13,16184,2,0
2025,1.80,2025 UFA,14672,1,0
2025,1,2025 UFA,16887,1,0
2025,0.94,2024 UDFA,16681,1,0
2025,3,2025 UFA,13717,1,0
2025,0.90,2025 UDFA,17142,3,0
2025,2.05,2023 2.04,16194,2,0
2025,9.94,2023 1.01,16152,2,0
2025,14.11,2024 B/R,13629,1,0
2025,1,2025 R/F,12831,2,0
2025,1.10,2025 ERFA,14957,1,0
2025,7.60,2025 UFA,12697,2,0
2025,8.38,2023 1.02,16161,2,0
2025,5.35,2025 SRFA,15716,4,0
2025,1.42,2024 2.16,16655,3,0
2025,1.21,2024 3.11,16660,3,0
2025,1,2025 UFA,12785,1,0
2025,1.30,2022 3.19,15757,1,0
2025,10,2025 UFA,7836,1,0
2025,1,2025 UFA,16174,1,0
2025,11.52,2024 iEXT,15346,2,0
2025,1.13,2025 3.16,17086,4,0
2025,1.80,2025 UFA,15076,1,0
2025,1.06,2024 4.07,16698,3,0
2025,1.11,2025 3.18,17047,4,0
2025,14.08,2025 ORFA2,14136,2,0
2025,1,2025 R/F,15975,2,0
2025,1,2025 R/F,13431,2,0
2025,1.39,2023 3.05,16231,2,0
2025,1.22,2024 3.10,16643,2,0
2025,1.10,2025 ERFA,13832,1,0
2025,1,2025 R/F,14079,2,0
2025,0.90,2025 UDFA,17062,3,0
2025,1.06,2025 4.02,17031,4,0
2025,1,2025 4.12,17139,4,0
2025,0.90,2025 UDFA,17167,3,0
2025,1,2025 UFA,11945,1,0
2025,1,2025 R/F,14215,2,0
2025,1,2025 R/F,14197,2,0
2025,0.90,2025 UDFA,17116,3,0
2025,3.73,2024 iEXT,16221,5,0
2025,7.44,2024 iEXT,13772,2,0
2025,1.85,2025 2.06,17147,4,0
2025,1,2025 UFA,14302,1,0
2025,0.99,2025 4.13,17119,4,0
2025,1,2025 UFA,13694,1,0
2025,5.42,2025 oEXT,16080,3,0
2025,3.41,2022 4.04^,15761,1,0
2025,1.10,2024 R/F,13744,1,0
2025,1.10,2025 ERFA,15428,1,0
2025,0.99,2024 5.08,16601,2,0
2025,1.23,2025 3.09,17039,4,0
2025,15,2025 RRFA,13839,3,0
2025,1,2025 UFA,17207,1,0
2025,10.99,2023 oEXT,14163,1,0
2025,2.57,2024 UFA,12767,2,0
2025,0.90,2025 UDFA,17178,3,0
2025,1.28,2023 3.12,16234,2,0
2025,1,2025 R/F,14080,1,0
2025,7.59,2024 oEXT,14412,1,0
2025,1.62,2024 2.10,16644,3,0
2025,1.69,2025 2.09,17045,4,0
2025,1.80,2025 UFA,11348,1,0
2025,1.80,2025 UFA,14122,1,0
2025,0.90,2025 UDFA,17175,3,0
2025,0.94,2025 5.15,17049,4,0
2025,18.66,2024 iEXT,15282,4,0
2025,7.60,2025 B/R,11150,2,0
2025,1.10,2024 R/F,10783,1,0
2025,1.09,2025 ERFA,13193,1,0
2025,0.99,2024 5.06,16697,3,0
2025,1.13,2023 4.07,16258,2,0
2025,1.41,2023 3.04,16228,2,0
2025,9,2025 B/R,13696,3,0
2025,1.02,2024 4.14,16708,3,0
2025,4.95,2023 1.06,16185,2,0
2025,1,2025 R/F,14956,1,0
2025,1.34,2023 3.07,16165,2,0
