season,salary,id,contractInfo,contractYear,conference
2024,1,15337,2024 UFA,1,1
2024,1,16702,2024 UFA,1,1
2024,5.27,14882,2022 oEXT,1,1
2024,4.33,14247,2023 iEXT,2,1
2024,1,12828,2024 UFA,1,1
2024,0.94,16688,2024 4.12,4,1
2024,1.05,16661,2024 3.15,4,1
2024,10.60,15708,2022 1.01,2,1
2024,0.97,16235,2023 5.06,3,1
2024,1.18,15812,2022 3.19,2,1
2024,1,14930,2024 UFA,1,1
2024,3.14,15834,2022 1.12,2,1
2024,3.17,15469,2024 iEXT,3,1
2024,1,13683,2024 UFA,1,1
2024,1.10,12764,2024 UFA,1,1
2024,1.24,15823,2022 3.13,2,1
2024,5.56,15254,2021 1.05,1,1
2024,1,11872,2024 UFA,1,1
2024,5.07,16614,2024 1.04,4,1
2024,1,16886,2024 UFA,1,1
2024,1,10945,2024 UFA,1,1
2024,4.68,13284,2024 iEXT,3,1
2024,1.42,16280,2023 2.14,3,1
2024,16.50,12626,2023 RRFA,1,1
2024,3,12676,2024 UFA,1,1
2024,12.88,14779,2023 iEXT,5,1
2024,5.73,15271,2024 oEXT,1,1
2024,1.02,16303,2023 4.10,3,1
2024,15.89,10266,2024 NEFT2,1,1
2024,1,16727,2024 UFA,1,1
2024,4.95,12287,2023 oEXT,1,1
2024,4.64,12678,2024 oEXT,2,1
2024,0.89,16333,2023 UDFA,2,1
2024,12.75,14835,2024 B/R,4,1
2024,6.61,14940,2023 FRFA,2,1
2024,7.40,13742,2023 oEXT,1,1
2024,1.28,15836,2022 3.11,2,1
2024,1.60,14086,2024 UFA,1,1
2024,5.10,13424,2024 UFA,1,1
2024,37.05,12801,2024 B/R,2,1
2024,12.10,14167,2023 B/R,3,1
2024,2.20,15441,2024 UFA,1,1
2024,14.23,14138,2024 oEXT,2,1
2024,1,15565,2024 UFA,1,1
2024,4.73,14260,2023 SRFA,2,1
2024,3.12,15366,2021 3.06^,1,1
2024,4.89,14182,2024 SRFA,1,1
2024,1.80,16151,2023 2.05,3,1
2024,1,13228,2024 UFA,1,1
2024,1,12677,2024 UFA,1,1
2024,7.20,11232,2024 UFA,3,1
2024,1.21,15361,2021 3.17,1,1
2024,1.70,16311,2024 UFA,3,1
2024,1.52,15693,2022 2.16,2,1
2024,1.08,15261,2021 4.10,1,1
2024,7.49,13684,2021 EXT,1,1
2024,3.12,15452,2021 5.12^,1,1
2024,1.60,15121,2024 UFA,1,1
2024,1.60,13223,2024 UFA,1,1
2024,4.20,13138,2024 UFA,1,1
2024,18.72,12221,2024 UFA,2,1
2024,1,14789,2024 UFA,1,1
2024,34.27,14783,2024 oEXT,3,1
2024,3.62,15805,2022 1.10,2,1
2024,0.89,16201,2023 UDFA,2,1
2024,1.36,16183,2023 2.16,3,1
2024,0.96,16207,2023 5.09,3,1
2024,0.92,16598,2024 4.18,4,1
2024,0.89,16711,2024 5.12,4,1
2024,1,16457,2024 UFA,1,1
2024,11.14,13593,2021 EXT,1,1
2024,11.79,14073,2024 UFA,3,1
2024,5.88,13714,2021 EXT,2,1
2024,2.95,12305,2024 UFA,2,1
2024,35.64,14836,2024 iEXT,5,1
2024,0.93,16662,2024 4.17,4,1
2024,4,13288,2024 UFA,1,1
2024,4.80,14894,2024 iEXT,3,1
2024,1.90,14860,2024 UFA,1,1
2024,6,14833,2024 UFA,1,1
2024,1.69,13702,2022 UFA,1,1
2024,0.89,16246,2023 UDFA,2,1
2024,7.60,14208,2024 B/R,2,1
2024,1,14924,2024 UFA,1,1
2024,2.94,15809,2022 1.13,2,1
2024,1.10,13274,2024 UFA,1,1
2024,4.73,14861,2023 SRFA,1,1
2024,1.12,16175,2023 3.15,3,1
2024,2.19,13764,2024 UFA,2,1
2024,0.92,16649,2024 4.19,4,1
2024,4.06,16188,2023 1.07,3,1
2024,13.49,13319,2024 UFA,2,1
2024,3.10,14910,2024 UFA,1,1
2024,10.10,12741,2023 iEXT,2,1
2024,6.30,14059,2024 UFA,1,1
2024,3.06,14164,2023 oEXT,2,1
2024,3.12,15404,2021 4.06^,1,1
2024,1,15881,2024 UFA,1,1
2024,3.37,16350,2024 iEXT,3,1
2024,0.99,13748,2023 R/F,1,1
2024,1,15868,2024 UFA,1,1
2024,1.60,15863,2024 UFA,1,1
2024,4.73,13176,2023 SRFA,1,1
2024,0.94,15871,2022 UDFA,1,1
2024,5.85,13810,2023 UFA,1,1
2024,5.15,12795,2021 EXT,1,1
2024,7.72,13132,2023 UFA,2,1
2024,1.59,16254,2023 2.09,3,1
2024,2.63,15808,2022 1.15,2,1
2024,0.89,16775,2024 5.10,4,1
2024,27.50,11244,2023 NEFToff,2,1
2024,4,12239,2024 UFA,1,1
2024,2.30,13682,2024 UFA,1,1
2024,3.39,16213,2023 1.09,3,1
2024,0.90,16676,2024 5.09,4,1
2024,1,14899,2024 UFA,1,1
2024,9.50,13633,2024 B/R,2,1
2024,16.50,13299,2023 B/R,2,1
2024,5.80,14867,2024 UFA,2,1
2024,1.13,16699,2024 3.09,4,1
2024,0.85,16722,2024 UDFA,3,1
2024,1,14143,2024 UFA,1,1
2024,1.65,16016,2023 oEXT,1,1
2024,1,13403,2024 UFA,1,1
2024,2.28,15395,2024 iEXT,3,1
2024,1.00,16222,2023 4.14,3,1
2024,20.10,13164,2024 UFA,1,1
2024,2.01,16214,2023 2.02,3,1
2024,1.60,15923,2024 UFA,1,1
2024,20.37,14832,2023 iEXT,4,1
2024,2.70,16013,2024 UFA,3,1
2024,9.32,13700,2021 UFA,1,1
2024,0.85,16672,2024 UDFA,3,1
2024,1.95,16651,2024 2.01,4,1
2024,2.20,11769,2024 UFA,1,1
2024,10.17,14159,2024 UFA,2,1
2024,9.92,15237,2021 1.01,1,1
2024,1,13632,2024 UFA,1,1
2024,2.13,16639,2024 1.15,4,1
2024,1,15445,2024 ERFA,1,1
2024,2.42,16149,2023 1.14,3,1
2024,1,13687,2024 R/F,2,1
2024,3.52,15798,2024 iEXT,6,1
2024,0.85,16680,2024 UDFA,3,1
2024,0.91,16707,2024 4.21,4,1
2024,2.77,15822,2022 1.14,2,1
2024,1.14,16604,2024 3.08,4,1
2024,1,14057,2024 UFA,1,1
2024,1.70,15094,2024 UFA,2,1
2024,13.78,12187,2024 UFA,2,1
2024,8.93,15751,2022 1.02,2,1
2024,6.60,14268,2024 oEXT,2,1
2024,1.10,15461,2024 UFA,1,1
2024,9.50,14782,2023 iEXT,5,1
2024,7.89,14179,2024 oEXT,1,1
2024,1,12956,2024 UFA,1,1
2024,9.10,13952,2024 UFA,1,1
2024,16.30,11721,2024 UFA,1,1
2024,11.89,14900,2024 oEXT,6,1
2024,1.14,15853,2022 4.02,2,1
2024,34.27,13116,2023 oEXT,5,1
2024,1.60,16275,2024 UFA,1,1
2024,2.05,15308,2021 2.04,1,1
2024,1.28,16263,2023 3.04,3,1
2024,1,15972,2024 UFA,1,1
2024,2.51,11313,2023 UFA,1,1
2024,3.65,14223,2022 iEXT,2,1
2024,2.66,16580,2024 1.11,4,1
2024,1.94,16212,2023 2.03,3,1
2024,18.97,13590,2024 iEXT,3,1
2024,1.34,15794,2022 3.07,2,1
2024,33.44,13130,2023 UFA,1,1
2024,0.95,16635,2024 4.11,4,1
2024,3.65,16584,2024 1.07,4,1
2024,1.70,13641,2024 UFA,1,1
2024,1,15895,2024 R/F,2,1
2024,2.85,16627,2024 1.10,4,1
2024,1.60,15743,2024 UFA,1,1
2024,1.00,15849,2022 5.09,2,1
2024,1.10,16252,2023 3.17,3,1
2024,1,15473,2024 UFA,1,1
2024,1,15845,2024 UFA,1,1
2024,4.81,15890,2023 iEXT,2,1
2024,4.86,14908,2023 UFA,3,1
2024,0.90,16670,2024 5.07,4,1
2024,1,14717,2024 ERFA,1,1
2024,1,16390,2024 UFA,1,1
2024,8.50,14109,2024 B/R,4,1
2024,0.98,16628,2024 4.05,4,1
2024,1,13222,2024 UFA,1,1
2024,1,16145,2024 UFA,1,1
2024,1.70,15390,2024 oEXT,3,1
2024,1,13143,2024 UFA,1,1
2024,1.70,15368,2024 iEXT,4,1
2024,1.70,15363,2024 oEXT,4,1
2024,1,15785,2024 R/F,2,1
2024,11.56,14102,2023 oEXT,3,1
2024,1,15759,2024 UFA,1,1
2024,1,14995,2024 ERFA,1,1
2024,8.55,14127,2024 UFA,2,1
2024,8.08,13307,2024 UFA,2,1
2024,1.74,16171,2023 2.06,3,1
2024,1.14,16189,2023 3.13,3,1
2024,1.88,16626,2024 2.02,4,1
2024,0.89,16178,2023 UDFA,2,1
2024,0.96,16690,2024 4.08,4,1
2024,15.24,13131,2024 iEXT,3,1
2024,5.72,15365,2024 iEXT,3,1
2024,1.50,15402,2024 oEXT,3,1
2024,14.07,14071,2024 iEXT,3,1
2024,0.99,16286,2023 4.18,3,1
2024,12.19,14974,2024 iEXT,2,1
2024,32.20,13635,2024 UFA,1,1
2024,2.53,15288,2021 1.15,1,1
2024,5.47,13470,2021 EXT,1,1
2024,3.35,15766,2022 1.11,2,1
2024,1.60,9596,2024 UFA,1,1
2024,1,16279,2024 UFA,1,1
2024,5.23,12447,2023 UFA,1,1
2024,1.65,14180,2023 UFA,2,1
2024,1.43,16689,2024 2.11,4,1
2024,1.34,16224,2023 3.01,3,1
2024,1,12772,2024 UFA,1,1
2024,1.70,14889,2024 UFA,2,1
2024,24.65,14056,2024 oEXT,2,1
2024,1.49,16215,2023 2.12,3,1
2024,1,16725,2024 UFA,1,1
2024,1,12437,2024 UFA,1,1
2024,6.74,16615,2024 1.02,4,1
2024,0.98,16211,2023 5.03,3,1
2024,1.60,15786,2024 UFA,1,1
2024,1,14154,2024 UFA,1,1
2024,1.23,16692,2024 3.03,4,1
2024,1.70,13777,2024 UFA,1,1
2024,1.50,16582,2024 2.09,4,1
2024,2.30,14669,2024 UFA,1,1
2024,6.60,13192,2023 oEXT,1,1
2024,1.40,16679,2024 2.12,4,1
2024,1.60,12361,2024 UFA,1,1
2024,6.61,13704,2023 SRFA,1,1
2024,1.00,16159,2023 4.15,3,1
2024,2.31,15386,2024 oEXT,2,1
2024,1,15393,2024 UFA,1,1
2024,4.49,16616,2024 1.05,4,1
2024,1.70,13265,2024 UFA,1,1
2024,0.89,16369,2023 UDFA,2,1
2024,1.53,15385,2021 2.15,1,1
2024,16.20,14218,2024 UFA,1,1
2024,1,15889,2024 ERFA,1,1
2024,5.23,15754,2022 1.06,2,1
2024,6.28,14158,2023 iEXT,3,1
2024,14.70,13813,2024 NEFT,1,1
2024,1,15382,2024 UFA,1,1
2024,5,12782,2024 UFA,1,1
2024,0.92,16691,2024 4.20,4,1
2024,1.60,15388,2024 UFA,1,1
2024,6.07,15802,2024 iEXT,4,1
2024,1,16283,2024 R/F,2,1
2024,2.97,15378,2024 iEXT,4,1
2024,2.57,14414,2023 UFA,2,1
2024,6.23,15351,2024 iEXT,3,1
2024,0.89,16383,2023 UDFA,2,1
2024,3.62,15749,2023 oEXT,2,1
2024,4.97,15319,2023 oEXT,2,1
2024,9.15,15350,2024 iEXT,5,1
2024,1,13377,2024 R/F,2,1
2024,3.12,15345,2021 2.07^,1,1
2024,4.20,13723,2024 UFA,1,1
2024,2.24,16622,2024 1.14,4,1
2024,1.34,16583,2024 2.14,4,1
2024,1,13231,2024 ERFA,1,1
2024,1,13133,2024 UFA,1,1
2024,4.18,12238,2023 UFA,1,1
2024,3.18,13693,2023 oEXT,2,1
2024,9.83,15349,2024 B/R,6,1
2024,2.39,15762,2022 2.01,2,1
2024,2.10,15692,2022 2.04,2,1
2024,1.74,15768,2022 2.10,2,1
2024,1.36,15717,2022 3.06,1,1
2024,1,12952,2024 R/F,2,1
2024,1,13719,2024 UFA,1,1
2024,1,12323,2024 UFA,1,1
2024,4.09,15448,2024 UFA,2,1
2024,1.19,15850,2022 3.18,2,1
2024,12.04,14842,2024 oEXT,3,1
2024,8.32,15329,2024 iEXT,4,1
2024,1.81,16631,2024 2.03,4,1
2024,8.08,14085,2024 UFA,2,1
2024,1.01,16240,2023 4.12,3,1
2024,1,11317,2024 UFA,1,1
2024,1,8930,2024 UFA,1,1
2024,2.93,14210,2023 oEXT,1,1
2024,33.83,12620,2021 EXT,4,1
2024,6.61,15698,2023 FRFA,1,1
2024,7.57,14896,2024 oEXT,2,1
2024,4.83,12711,2022 SRFA,1,1
2024,1,14186,2024 R/F,2,1
2024,0.89,16586,2024 5.13,4,1
2024,1.78,12802,2023 UFA,1,1
2024,10.10,13245,2024 UFA,1,1
2024,1.65,13774,2023 oEXT,1,1
2024,4.30,12698,2023 oEXT,1,1
2024,1.69,16184,2023 2.07,3,1
2024,1.70,16887,2024 UFA,1,1
2024,0.85,16681,2024 UDFA,3,1
2024,3.51,13717,2022 UFA,1,1
2024,0.85,16706,2024 UDFA,3,1
2024,1,14727,2024 UFA,1,1
2024,0.90,16623,2024 5.08,4,1
2024,1.64,16194,2023 2.08,3,1
2024,7.62,16152,2023 1.02,3,1
2024,11.00,13629,2022 UFA,3,1
2024,1,15089,2024 UFA,1,1
2024,1,13434,2024 UFA,1,1
2024,1,12697,2024 ERFA,1,1
2024,9.04,16161,2023 1.01,3,1
2024,1.03,15716,2022 4.24,2,1
2024,1.47,16655,2024 2.10,4,1
2024,1.29,16660,2024 2.16,4,1
2024,1,12785,2024 UFA,1,1
2024,2.78,15907,2022 iEXT,2,1
2024,3.87,14813,2022 UFA,1,1
2024,1.25,15757,2022 3.12,2,1
2024,5.80,7836,2024 B/R,2,1
2024,6.09,15346,2024 iEXT,4,1
2024,3.36,15076,2024 iEXT,3,1
2024,0.99,15796,2022 5.19,2,1
2024,1,13595,2024 UFA,1,1
2024,1,13124,2024 UFA,1,1
2024,1,16292,2024 UFA,1,1
2024,0.99,16698,2024 4.04,4,1
2024,1.65,15384,2023 UFA,1,1
2024,3.99,13157,2024 UFA,2,1
2024,13.20,14136,2023 B/R,2,1
2024,1,15975,2024 R/F,2,1
2024,1.97,13431,2024 iEXT,3,1
2024,1.52,16231,2023 2.11,3,1
2024,1.03,16643,2024 3.18,4,1
2024,1,13832,2024 UFA,1,1
2024,1.60,11945,2024 UFA,1,1
2024,1.70,14215,2024 UFA,3,1
2024,1.11,16221,2023 3.16,3,1
2024,8.20,13772,2024 UFA,1,1
2024,1.10,13791,2024 UFA,1,1
2024,5.70,16080,2024 UFA,2,1
2024,1.04,15761,2022 4.21,2,1
2024,1,12658,2024 UFA,1,1
2024,1,13744,2024 R/F,2,1
2024,1,15428,2024 UFA,1,1
2024,0.85,16601,2024 UDFA,3,1
2024,13.41,13839,2024 iEXT,2,1
2024,9.99,14163,2023 oEXT,2,1
2024,5.42,12767,2024 UFA,2,1
2024,1.32,16234,2023 3.02,3,1
2024,1.65,14080,2023 UFA,1,1
2024,6.90,14412,2024 oEXT,2,1
2024,1.37,16644,2024 2.13,4,1
2024,1.70,11348,2024 UFA,1,1
2024,1,16113,2024 UFA,1,1
2024,0.85,16686,2024 UDFA,3,1
2024,4.48,15282,2021 1.07+,1,1
2024,12.08,11150,2023 UFA,2,1
2024,1.60,10783,2024 UFA,1,1
2024,2.80,13193,2024 UFA,1,1
2024,0.89,16697,2024 5.16,4,1
2024,1.40,16258,2023 2.15,3,1
2024,1.09,16228,2023 3.19,3,1
2024,3.04,12270,2024 UFA,2,1
2024,11.79,13696,2024 oEXT,4,1
2024,0.89,16708,2024 5.14,4,1
2024,1.70,12301,2024 UFA,1,1
2024,5.04,16185,2023 1.05,3,1
2024,1,13156,2024 UFA,1,1
2024,1.21,16165,2023 3.08,3,1
2024,2.55,14257,2024 oEXT,1,1
2024,0.99,13987,2023 R/F,1,1
2024,30.62,15287,2024 iEXT,5,1
2024,9.70,9431,2024 UFA,1,1
2024,1.60,15405,2024 UFA,1,1
2024,3.78,15259,2024 iEXT,3,1
2024,0.89,16267,2023 UDFA,2,1
2024,4.89,13298,2024 SRFA,1,1
2024,1,16729,2024 UFA,1,1
2024,1,16344,2024 UFA,1,1
2024,1.13,15832,2022 4.03,2,1
2024,1,15003,2024 ERFA,1,1
2024,3.10,16011,2024 UFA,1,1
2024,0.99,15884,2022 5.15,2,1
2024,0.90,16642,2024 5.05,4,1
2024,2.73,16150,2023 1.12,3,1
2024,1,15498,2024 UFA,1,1
2024,3.12,15362,2021 3.25^,1,1
2024,5.70,13630,2024 UFA,2,1
2024,5.94,13690,2023 UFA,2,1
2024,7.25,14148,2024 iEXT,2,1
2024,1.02,16693,2024 3.19,4,1
2024,5.42,14797,2024 oEXT,3,1
2024,23.43,14778,2024 oEXT,5,1
2024,1,14212,2024 UFA,1,1
2024,1.73,15173,2023 oEXT,1,1
2024,2.19,14200,2024 UFA,2,1
2024,0.94,15856,2022 UDFA,1,1
2024,15.43,14802,2024 5YO,1,1
2024,0.91,16724,2024 4.23,4,1
2024,2.80,15859,2024 UFA,1,1
2024,0.89,16717,2024 5.18,4,1
2024,1,14918,2024 UFA,1,1
2024,3.92,15806,2022 1.09,2,1
2024,4.29,11938,2023 UFA,1,1
2024,3.07,16618,2024 1.09,4,1
2024,1,15403,2024 R/F,2,1
2024,3.07,14518,2023 oEXT,1,1
2024,1,12231,2024 R/F,2,1
2024,1,16158,2024 UFA,1,1
2024,1.04,15787,2022 4.19,2,1
2024,0.89,16624,2024 5.17,4,1
2024,1,16191,2024 UFA,1,1
2024,0.95,16236,2023 5.21,3,1
2024,1.60,15788,2024 UFA,1,1
2024,1,15051,2024 UFA,1,1
2024,0.95,16747,2024 4.10,4,1
2024,1.27,16652,2024 3.01,4,1
2024,0.89,16664,2024 5.15,4,1
2024,2.05,10976,2020 UFA,1,1
2024,2.60,16166,2024 UFA,1,1
2024,1,16287,2024 R/F,2,1
2024,1.06,16266,2023 4.04,3,1
2024,0.95,16268,2023 5.17,3,1
2024,1.74,16650,2024 2.04,4,1
2024,4.89,16282,2024 SRFA,3,1
2024,1.20,14675,2024 UFA,1,1
2024,1,14925,2024 R/F,2,1
2024,1,13793,2024 UFA,1,1
2024,4.89,14249,2024 SRFA,2,1
2024,1.18,16230,2023 3.10,3,1
2024,1.60,11723,2024 UFA,1,1
2024,1.90,13692,2021 EXT,1,1
2024,1.60,16788,2024 UFA,1,1
2024,2.04,16653,2024 1.16,4,1
2024,0.93,16757,2024 4.15,2,1
2024,3.45,15284,2021 1.10+,1,1
2024,7.26,10775,2022 UFA,1,1
2024,1,15668,2024 UFA,1,1
2024,7.65,15711,2022 1.03,2,1
2024,0.99,13258,2023 R/F,1,1
2024,0.90,16621,2024 5.03,4,1
2024,1.66,15846,2022 2.12,2,1
2024,2.51,15815,2022 1.16,2,1
2024,0.99,16704,2024 4.03,3,1
2024,3.10,13920,2024 UFA,1,1
2024,1.60,13707,2024 UFA,1,1
2024,1.70,11768,2024 UFA,1,1
2024,15,13743,2024 TToff,1,1
2024,3.40,15742,2023 iEXT,3,1
2024,1.60,15510,2024 UFA,1,1
2024,1,16216,2024 UFA,1,1
2024,0.91,16684,2024 5.01,4,1
2024,1.10,16192,2024 UFA,1,1
2024,0.85,16792,2024 UDFA,3,1
2024,4.28,15789,2022 1.08,2,1
2024,1.60,13113,2024 UFA,1,1
2024,18.70,13214,2024 B/R,4,1
2024,1.57,15387,2021 2.14,1,1
2024,1.40,15109,2024 UFA,1,1
2024,6.53,14168,2022 iEXT,1,1
2024,1.01,16262,2023 4.11,3,1
2024,2.10,13762,2024 UFA,1,1
2024,1.84,15721,2022 2.08,2,1
2024,1.29,15714,2022 3.10,2,1
2024,0.85,16633,2024 UDFA,3,1
2024,1,16195,2024 ERFA,1,1
2024,0.94,16673,2024 4.13,4,1
2024,0.85,16648,2024 UDFA,3,1
2024,17.46,14162,2023 oEXT,2,1
2024,7.99,16579,2024 1.01,4,1
2024,1.65,13959,2023 oEXT,1,1
2024,0.96,16284,2023 5.10,3,1
2024,0.85,16719,2024 UDFA,3,1
2024,0.95,16274,2023 5.26,3,1
2024,1.70,13139,2024 UFA,1,1
2024,5.86,15756,2022 1.05,2,1
2024,3.74,15256,2021 1.09,1,1
2024,1.00,15710,2022 5.13,2,1
2024,11,12225,2024 UFA,1,1
2024,3.63,14221,2023 oEXT,1,1
2024,15.89,14157,2024 NEFT2,1,1
2024,1.96,15694,2022 2.06,2,1
2024,1,14283,2024 UFA,1,1
2024,1,16432,2024 UFA,1,1
2024,1,13447,2024 UFA,1,1
2024,4.71,15753,2022 1.07,2,1
2024,7.57,14928,2024 oEXT,2,1
2024,1.70,14169,2024 UFA,1,1
2024,0.95,16206,2023 5.22,3,1
2024,1.06,16716,2024 3.14,4,1
2024,1.59,16629,2024 2.07,4,1
2024,5.50,10703,2024 UFA,1,1
2024,2.30,16226,2023 1.15,3,1
2024,13.20,14909,2024 TToff,1,1
2024,0.85,16762,2024 UDFA,3,1
2024,1.70,12140,2024 UFA,1,1
2024,4.61,13296,2023 oEXT,1,1
2024,1,13266,2024 UFA,1,1
2024,1.20,16241,2023 3.09,3,1
2024,3.10,14947,2024 RRFA,2,1
2024,1.01,15840,2022 5.01,2,1
2024,1.60,13325,2024 UFA,1,1
2024,1.70,15894,2024 UFA,3,1
2024,3.34,16620,2024 1.08,4,1
2024,1.17,16610,2024 3.06,4,1
2024,1.79,15819,2022 2.09,2,1
2024,6.55,16148,2023 1.03,3,1
2024,1.16,16276,2023 3.12,3,1
2024,5.95,14877,2023 iEXT,3,1
