season,position,roster_min,roster_max,starters_min,starters_max,iop_starters_total,starters_count_total,idp_starters_total
2019,CB,,,2,4,7,21,12
2019,DE,,,2,3,7,21,12
2019,DT,,,1,3,7,21,12
2019,LB,,,2,5,7,21,12
2019,PK,,,1,1,7,21,12
2019,PN,,,1,1,7,21,12
2019,QB,,,1,1,7,21,12
2019,RB,,,1,3,7,21,12
2019,S,,,2,4,7,21,12
2019,TE,,,1,3,7,21,12
2019,WR,,,2,4,7,21,12
