season,position,roster_min,roster_max,starters_min,starters_max,iop_starters_total,starters_count_total,idp_starters_total
2022,CB,0,0,2,3,7,21,12
2022,DE,0,0,2,3,7,21,12
2022,DT,0,0,2,3,7,21,12
2022,LB,0,0,1,3,7,21,12
2022,PK,0,0,1,1,7,21,12
2022,PN,0,0,1,1,7,21,12
2022,QB,0,0,1,1,7,21,12
2022,RB,0,0,1,2,7,21,12
2022,S,0,0,2,3,7,21,12
2022,TE,0,0,1,2,7,21,12
2022,WR,0,0,2,4,7,21,12
