season,id,franchise_id,amount,description,timestamp,ts_utc
2021,0,0001,0.95,David Johnson - 4yrs at $10.56 mil B/R 2020,1613154503,2021-02-12T18:28:23+00:00
2021,1,0004,0.42,Justin Evans - 2 yrs at $1.4 mil dropped 9/7/20,1613154503,2021-02-12T18:28:23+00:00
2021,10,0004,3.04,Jameis Winston - 2 yrs at $10.12 mil dropped 10/24/20,1613154764,2021-02-12T18:32:44+00:00
2021,101,0009,1.27,Andy Isabella - 2 yrs at $2.12 mil dropped 9/4/21,1630980499,2021-09-07T02:08:19+00:00
2021,102,0016,0.92,Chris Herndon - 1 yrs at $1.54 mil dropped 8/31/21,1630980499,2021-09-07T02:08:19+00:00
2021,103,0006,2.97,Dwayne Haskins - 2 yrs at $2.97 mil FG 2019 1.12 dropped 9/4/21,1630980559,2021-09-07T02:09:19+00:00
2021,104,0020,0.78,Phillip Rivers - 1 yrs at $1.30 mil dropped 9/2/21,1630980763,2021-09-07T02:12:43+00:00
2021,105,0025,1.45,Gardner Minshew - 1 yrs at $2.42 mil dropped 9/1/21,1630980763,2021-09-07T02:12:43+00:00
2021,106,0028,1.16,Andy Isabella - 2 yrs at $1.94 mil dropped 8/31/21,1630980763,2021-09-07T02:12:43+00:00
2021,107,0029,0.86,Devin Funchess - 1 yrs at $1.43 mil dropped 8/31/21,1630980763,2021-09-07T02:12:43+00:00
2021,108,0025,1.84,Tarik Cohen - 2 yrs at $3.07 mil dropped 9/1/21,1630980856,2021-09-07T02:14:16+00:00
2021,109,0028,0.78,Jack Doyle - 1 yrs at $1.30 mil dropped 8/31/21,1630980856,2021-09-07T02:14:16+00:00
2021,11,0009,0.51,Kevin King - 2 yrs at $1.7 mil dropped 11/22/20,1613154764,2021-02-12T18:32:44+00:00
2021,110,0017,-6.0,MIA sends BUF $6 mil in a trade 9/7/21,1631033019,2021-09-07T16:43:39+00:00
2021,111,0018,6.0,MIA sends BUF $6 mil in a trade 9/7/21,1631033019,2021-09-07T16:43:39+00:00
2021,112,0010,2.04,Aldon Smith - 1 yrs at $3.40 mil dropped 9/7/21,1631200222,2021-09-09T15:10:22+00:00
2021,113,0011,3.96,John Brown - 1 yrs at $6.60 mil dropped 9/7/21,1631200222,2021-09-09T15:10:22+00:00
2021,114,0012,0.78,Benardrick McKinney - 4 yrs at $1.30 mil dropped 9/7/21,1631200222,2021-09-09T15:10:22+00:00
