season,id,franchise_id,amount,description,timestamp,ts_utc
2022,133,0027,3.84,Dwayne Haskins - 2 yrs at 3.84 dropped 9/9 FG 2019 1.08,1631210258,2021-09-09T17:57:38+00:00
2022,136,0027,0.78,Breshad Perriman - 3 yrs at $1.30 mil dropped 9/9/21,1631411203,2021-09-12T01:46:43+00:00
2022,248,0024,3.37,Jaylon Smith - 3 yrs at $5.61 mil dropped 12/2,1638724460,2021-12-05T17:14:20+00:00
2022,266,0021,0.75,Dre'mont Jones - 2 yrs at $2.5 dropped 11/9/21,1646702450,2022-03-08T01:20:50+00:00
2022,267,0023,0.52,Hunter Henry - 2 yrs at $1.72 dropped 4/19/21,1646702450,2022-03-08T01:20:50+00:00
2022,268,0024,1.68,Olivier Vernon - 2 yrs at $5.61 dropped 12/2/21,1646702450,2022-03-08T01:20:50+00:00
2022,269,0025,0.92,Tarik Cohen - 2 yrs at $3.07 dropped 9/1/21,1646702450,2022-03-08T01:20:50+00:00
2022,270,0026,2.11,Chris Jones - 2021 B/R,1646702450,2022-03-08T01:20:50+00:00
2022,271,0027,0.78,Breshad Perriman - 2 yrs at $1.3 dropped 9/9/21,1646702450,2022-03-08T01:20:50+00:00
2022,272,0028,0.58,Andy Isabella - 2 yrs at $1.94 dropped 8//31/21,1646702450,2022-03-08T01:20:50+00:00
2022,273,0029,1.21,Danielle Hunter - 2021 B/R,1646702450,2022-03-08T01:20:50+00:00
2022,274,0030,1.06,Brandin Cooks - 2021 B/R,1646702450,2022-03-08T01:20:50+00:00
2022,275,0031,2.88,Devante Parker - 2021 B/R,1646702450,2022-03-08T01:20:50+00:00
2022,276,0018,0.63,Kamal Martin - 2 yrs at $2.09 dropped 8/24/21,1646702713,2022-03-08T01:25:13+00:00
2022,277,0021,1.44,Myles Gaskin - 2 yrs at $4.8 dropped 12/22/21,1646702713,2022-03-08T01:25:13+00:00
2022,278,0023,0.39,Wayne Gallman -  2 yrs at $1.3 dropped 11/10/21,1646702713,2022-03-08T01:25:13+00:00
2022,279,0030,0.39,Carlos Dunlap - 2 yrs at $1.3 dropped 10/20/21,1646702713,2022-03-08T01:25:13+00:00
2022,280,0031,1.79,Alec Ogletree - 2021 B/R,1646702713,2022-03-08T01:25:13+00:00
2022,281,0021,1.56,Zach Cunningham - 2 yrs at $5.2 dropped 12/22/21,1646702761,2022-03-08T01:26:01+00:00
2022,282,0030,0.39,Melvin Ingram - 2 yrs at $1.3 dropped 10/20/21,1646702851,2022-03-08T01:27:31+00:00
2022,283,0030,0.75,Tredavious White - 2 yrs at $2.5 dropped 10/20/21,1646702872,2022-03-08T01:27:52+00:00
2022,284,0001,2.87,Michael Thomas - 2021 B/R,1646852843,2022-03-09T19:07:23+00:00
2022,285,0005,0.01,Grady Jarrett - 2021 B/R,1646852843,2022-03-09T19:07:23+00:00
2022,286,0009,0.71,Davon Godchaux - 2021 B/R,1646852843,2022-03-09T19:07:23+00:00
2022,287,0011,0.61,Matt Ryan - 2021 B/R,1646852843,2022-03-09T19:07:23+00:00
2022,288,0012,1.26,Damien Williams - 2021 B/R,1646852843,2022-03-09T19:07:23+00:00
2022,289,0013,1.43,Sheldon Rankins - 2021 B/R,1646852843,2022-03-09T19:07:23+00:00
2022,290,0015,11.16,Will Fuller - 2021 B/R,1646852843,2022-03-09T19:07:23+00:00
2022,291,0009,1.88,Evan Engram - 2021 B/R,1646852942,2022-03-09T19:09:02+00:00
2022,292,0005,0.99,Nick Kwitkowski - 9/26/21,1646853094,2022-03-09T19:11:34+00:00
2022,293,0006,0.55,J.J. Arcega Whiteside - 9/4/21,1646853094,2022-03-09T19:11:34+00:00
2022,294,0009,0.64,Andy Isabella - 9/4/2021,1646853094,2022-03-09T19:11:34+00:00
2022,295,0012,1.17,Benardrick McKinney - 9/4/2021,1646853094,2022-03-09T19:11:34+00:00
2022,296,0003,2.69,Henry Ruggs - 11/9/21,1646853310,2022-03-09T19:15:10+00:00
2022,297,0006,3.27,Dwayne Haskins - 9/4/21,1646853310,2022-03-09T19:15:10+00:00
2022,298,0008,3.37,Keanu Neal - 11/16/21,1646853310,2022-03-09T19:15:10+00:00
