season,id,franchise_id,amount,description,timestamp,ts_utc
2020,1000,0009,0.96,Kevin Pierre-Louis - 1 yrs at $1.60 mil dropped 11/18,1605836882,2020-11-20T01:48:02+00:00
2020,1001,0017,3.06,Jaylen Samuels - 1 yrs at $5.10 mil dropped 11/15,1605837043,2020-11-20T01:50:43+00:00
2020,1002,0021,3.06,Landon Collins - 1 yrs at $5.10 mil dropped 11/11,1605837043,2020-11-20T01:50:43+00:00
2020,1003,0027,1.12,Taco Charlton - 1 yrs at $1.86 mil dropped 11/15,1605837043,2020-11-20T01:50:43+00:00
2020,1004,0017,1.02,Kyle Rudolph - 1 yrs at $1.70 mil dropped 11/18,1605837096,2020-11-20T01:51:36+00:00
2020,1005,0006,-1.0,NOS sends $1.0m to DET in trade 11/22/20,1606067523,2020-11-22T17:52:03+00:00
2020,1006,0011,1.0,NOS sends $1.0m to DET in trade 11/22/20,1606067523,2020-11-22T17:52:03+00:00
2020,1007,0025,2.46,Todd Davis - 1 yrs at $4.10 mil dropped 11/19,1606067944,2020-11-22T17:59:04+00:00
2020,1008,0026,1.32,Jalen Guyton - 1 yrs at $2.20 mil dropped 11/18,1606067944,2020-11-22T17:59:04+00:00
2020,1009,0030,4.52,O.J. Howard - 1 yrs at $4.52 mil FG dropped 11/18,1606067944,2020-11-22T17:59:04+00:00
2020,1010,0031,9.12,James White -  1 yrs at $15.20 mil dropped 11/19,1606067944,2020-11-22T17:59:04+00:00
2020,1011,0003,6.0,Justin Houston - 1 yrs at $10.00 mil dropped 11/22,1606068012,2020-11-22T18:00:12+00:00
2020,1012,0004,11.4,T.Y. Hilton - 1 yrs at $19.00 mil dropped 11/22,1606068012,2020-11-22T18:00:12+00:00
2020,1013,0017,1.2,Russell Gage - $2 mil dropped 11/22/20,1606162850,2020-11-23T20:20:50+00:00
2020,1014,0009,1.02,Kevin King - 2 yrs at $1.70 mil dropped 11/22,1606178693,2020-11-24T00:44:53+00:00
2020,1015,0004,-1.3,ATL sends $1.3m to WASH in trade 11/17/20,1606247882,2020-11-24T19:58:02+00:00
2020,1016,0009,1.3,ATL sends $1.3m to WASH in trade 11/17/20,1606247882,2020-11-24T19:58:02+00:00
2020,1017,0017,2.13,BUF sends PIT $2.13 mil in trade 11/3,1606249244,2020-11-24T20:20:44+00:00
2020,1018,0024,-2.13,BUF sends PIT $2.13 mil in trade 11/3,1606249244,2020-11-24T20:20:44+00:00
2020,1019,0020,0.96,Quinton Dunbar - 1 yrs at $1.60 mil dropped 11/24,1607264654,2020-12-06T14:24:14+00:00
2020,1020,0026,1.2,Geno Atkins - 1 yrs at $2.00 mil dropped 11/24,1607264691,2020-12-06T14:24:51+00:00
2020,1021,0004,1.08,Rashard Higgins - 1 yrs at $1.8 mil dropped 12/2,1607264811,2020-12-06T14:26:51+00:00
2020,1022,0006,0.84,Cam Sims - 1 yrs at $1.4 mil dropped 12/2,1607264811,2020-12-06T14:26:51+00:00
2020,1023,0010,0.84,Ross Dwelley - 1 yrs at $1.4 mil dropped 12/4,1607264811,2020-12-06T14:26:51+00:00
2020,1024,0002,0.84,Casey Hayward - 1 yrs at $1.4 mil dropped 12/10,1607870019,2020-12-13T14:33:39+00:00
2020,1025,0009,4.92,Matt Breida - 1 yrs at $8.2 mil dropped 12/6,1607870019,2020-12-13T14:33:39+00:00
2020,1026,0013,0.84,Kevin King - 1 yrs at $1.4 mil dropped 12/10,1607870019,2020-12-13T14:33:39+00:00
2020,1027,0002,0.84,Jake Luton - 1 yrs at $1.4 mil dropped 12/10,1607870111,2020-12-13T14:35:11+00:00
2020,1028,0013,0.84,K'Von Wallace - 1 yrs at $1.4 mil dropped 12/11,1607870111,2020-12-13T14:35:11+00:00
2020,1029,0026,1.08,Adam Humphries - 1 yrs at $1.8 mil dropped 12/9,1607870259,2020-12-13T14:37:39+00:00
2020,1030,0027,2.76,Robert Griffin III - 1 yrs at $4.6 mil dropped 12/6,1607870259,2020-12-13T14:37:39+00:00
2020,1031,0006,5.28,Golden Tate - 1 yrs at $8.8 mil dropped 12/15,1608390193,2020-12-19T15:03:13+00:00
2020,1032,0010,0.84,Dez Bryant - 1 yrs at $1.4 mil dropped 12/17,1608390193,2020-12-19T15:03:13+00:00
2020,1033,0011,0.84,Robert Spillane - 1 yrs at $1.4 mil dropped 12/17,1608390193,2020-12-19T15:03:13+00:00
2020,1034,0012,0.84,Kiko Alonso - 1 yrs at $1.4 mil dropped 12/17,1608390193,2020-12-19T15:03:13+00:00
2020,1035,0013,3.96,LeSean McCoy - 1 yrs at $6.6 mil dropped 12/18,1608390193,2020-12-19T15:03:13+00:00
2020,1036,0012,0.84,Chris Thompson - 1 yrs at $1.4 mil dropped 12/17,1608390287,2020-12-19T15:04:47+00:00
2020,1037,0013,1.73,Tahir Whitehead - 1 yrs at $2.88 mil dropped 12/18,1608390287,2020-12-19T15:04:47+00:00
2020,1038,0012,0.84,Joe Flacco - 1 yrs at $1.4 mil dropped 12/17,1608390318,2020-12-19T15:05:18+00:00
2020,1039,0023,12.06,Cam Heyward - 1 yrs at $20.1 mil dropped 12/19,1608416279,2020-12-19T22:17:59+00:00
2020,1040,0026,1.08,Robert Spillane - 1 yrs at $1.8 mil dropped 12/19,1608416279,2020-12-19T22:17:59+00:00
2020,1042,0023,9.0,Jordan Hicks - 1 yrs at $15 mil dropped 12/19,1608416366,2020-12-19T22:19:26+00:00
2020,1043,0001,0.84,Denico Autry - 1 yrs at $1.4 mil dropped 12/19,1608599181,2020-12-22T01:06:21+00:00
2020,1044,0001,3.19,Derek Barnett - 1 yrs at $3.19 mil dropped 12/19 FG,1608599234,2020-12-22T01:07:14+00:00
2020,1045,0001,1.45,Eddie Jackson - 1 yrs at $2.42 mil dropped 12/19,1608599269,2020-12-22T01:07:49+00:00
2020,1046,0021,0.9,Cam Sims - 1 yrs at $1.5 mil dropped 12/20,1608599308,2020-12-22T01:08:28+00:00
2020,1047,0010,1.26,Mo Alie-Cox - 1 yrs at $2.1 mil dropped 12/22,1608947931,2020-12-26T01:58:51+00:00
2020,1048,0010,2.46,Kalen Ballage - 1 yrs at $4.1 mil dropped 12/22,1608947978,2020-12-26T01:59:38+00:00
2020,1049,0010,0.84,Richie James - 1 yrs t $1.4 mil dropped 12/22,1608948010,2020-12-26T02:00:10+00:00
2020,1050,0010,1.38,Jordan Wilkins - 1 yrs at $2.3 mil dropped 12/22,1608948048,2020-12-26T02:00:48+00:00
2020,1051,0032,2.76,Greg Olsen - 2 yrs at $4.6 mil dropped 12/24,1609004406,2020-12-26T17:40:06+00:00
2020,1052,0009,1.98,Desean Jackson - 2 yrs at $3.3 mil dropped 12/24,1609004543,2020-12-26T17:42:23+00:00
2020,1053,0006,0.84,Keelan Cole - 1 yrs at $1.4 mil dropped 12/24,1609004573,2020-12-26T17:42:53+00:00
2020,1054,0006,0.84,Justin Houston - 1 yrs at $1.4 mil dropped 12/24,1609004599,2020-12-26T17:43:19+00:00
2020,1055,0005,3.81,O.J. Howard - 1 yrs at $3.81 mil dropped 12/26 FG,1609425015,2020-12-31T14:30:15+00:00
