season,id,franchise_id,amount,description,timestamp,ts_utc
2023,479,0018,4.7,Michael Thomas - 2 yrs at $15.65 2022 BR,1676655524,2023-02-17T17:38:44+00:00
2023,480,0021,0.58,Jalen Reagor - 2 yrs at $1.94 dropped 8/29/22,1676655524,2023-02-17T17:38:44+00:00
2023,481,0023,0.78,Irv Smith - 2 yrs at $2.6 dropped 11/2/22,1676655524,2023-02-17T17:38:44+00:00
2023,482,0024,1.07,Trey Flowers - 2 yrs at $3.55 2022 BR,1676655524,2023-02-17T17:38:44+00:00
2023,483,0027,1.3,T.Y. Hilton - 2 yrs at $4.32 2022 BR,1676655524,2023-02-17T17:38:44+00:00
2023,484,0028,1.67,Teddy Bridgewater - 2 yrs at $5.57 dropped 8/30/22,1676655524,2023-02-17T17:38:44+00:00
2023,485,0032,6.39,Kenny Golladay - 2 yrs at $21.3 2022 BR,1676655524,2023-02-17T17:38:44+00:00
2023,486,0021,1.29,Marcus Davenport - 2 yrs at $4.3 dropped 12/12/22,1676655577,2023-02-17T17:39:37+00:00
2023,487,0027,0.43,Boston Scott - 2 yrs at $1.43 dropped 11/14/22,1676655577,2023-02-17T17:39:37+00:00
2023,488,0032,0.93,Brevin Jordan - 2 yrs at $3.11 dropped 12/22/22,1676655577,2023-02-17T17:39:37+00:00
2023,489,0021,1.2,Micah Hyde - 2 yrs at $3.99 dropped 12/20/22,1676655612,2023-02-17T17:40:12+00:00
2023,490,0027,0.72,Melvin Gordon - 2 yrs at $2.4 dropped 12/16/22,1676655612,2023-02-17T17:40:12+00:00
2023,491,0002,1.25,Cory Littleton - 2022 B/R,1677177967,2023-02-23T18:46:07+00:00
2023,492,0008,0.29,Joey Bosa - 2022 B/R,1677177967,2023-02-23T18:46:07+00:00
2023,493,0012,1.51,Shaq Thompson - 2022 B/R,1677177967,2023-02-23T18:46:07+00:00
2023,494,0013,5.28,Kenny Golladay - 2022 B/R,1677177967,2023-02-23T18:46:07+00:00
2023,495,0016,1.36,Robert Tonyan - 2022 B/R,1677177967,2023-02-23T18:46:07+00:00
2023,496,0001,1.56,Blake Martinez - 3 yrs at $2.6 mil droppd 9/14/22,1677178282,2023-02-23T18:51:22+00:00
2023,497,0003,1.56,Emmanuel Ogbah - 2 yrs at $5.2 mil dropped 12/7/22,1677178282,2023-02-23T18:51:22+00:00
2023,498,0004,0.63,Lawrence Guy - 2 yrs at $2.1 mil dropped 10/6/22,1677178282,2023-02-23T18:51:22+00:00
2023,499,0005,2.76,Odell Beckham - 2 yrs at $9.21 mil dropped 9/20/22,1677178282,2023-02-23T18:51:22+00:00
2023,500,0006,1.58,Jayon Brown - 2 yrs at $5.28 mil dropped 8/30/22,1677178282,2023-02-23T18:51:22+00:00
2023,501,0009,0.42,Amani Oruwariye - 2 yrs at $1.4 mil dropped 12/3/22,1677178282,2023-02-23T18:51:22+00:00
2023,502,0011,0.99,O.J. Howard - 2 yrs at $3.30 mil dropped 8/30/22,1677178282,2023-02-23T18:51:22+00:00
